,Name,Team,Location,Opponent,Date,Result,Mins,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
26,Kevon Looney,GSW,A,MEM,2019-04-10,L,16,106.5,129.0,-22.6,27.3,0.0,27.3,11.8,5.9,8.8,0.0,37.5,37.5,22.9,95.28,7.6
27,Paul Millsap,DEN,H,MIN,2019-04-10,W,32,109.0,82.4,26.6,11.5,1.5,23.1,3.0,17.9,11.1,15.4,57.1,57.1,13.2,99.95,9.3
28,Isaiah Hicks,NYK,H,DET,2019-04-10,L,21,100.0,106.8,-6.8,12.5,0.0,11.1,8.7,14.3,11.4,0.0,57.1,66.1,17.4,100.33,16.7
29,Wes Iwundu,ORL,A,CHA,2019-04-10,W,24,131.9,133.3,-1.4,17.4,0.0,40.0,0.0,0.0,0.0,0.0,58.3,58.3,11.3,94.02,7.9
30,Derrick White,SAS,H,DAL,2019-04-10,W,28,120.0,100.0,20.0,15.0,0.0,27.3,0.0,20.0,10.5,0.0,87.5,87.5,12.7,93.93,16.4
31,Shai Gilgeous-Alexander,LAC,H,UTA,2019-04-10,W,24,134.6,125.0,9.6,12.5,3.0,27.3,0.0,8.7,4.4,9.1,50.0,58.1,14.0,103.57,5.4
32,Furkan Korkmaz,PHI,H,CHI,2019-04-10,W,18,134.3,77.8,56.5,5.9,0.0,10.0,0.0,8.0,4.9,0.0,43.8,45.0,24.3,95.28,5.2
33,Tyler Zeller,MEM,H,GSW,2019-04-10,W,19,115.8,107.9,7.9,0.0,0.0,0.0,12.0,5.6,9.3,11.1,50.0,51.5,19.1,97.54,3.4
34,Jae Crowder,UTA,A,LAC,2019-04-10,L,16,129.7,131.4,-1.7,20.0,2.0,16.7,0.0,17.6,10.0,8.3,87.5,91.2,25.0,107.22,17.6
35,Miles Bridges,CHA,H,ORL,2019-04-10,L,41,125.0,124.1,0.9,10.0,3.0,16.7,3.3,10.5,7.4,5.6,61.5,64.8,17.6,92.51,11.9
36,Henry Ellenson,NYK,H,DET,2019-04-10,L,21,104.8,100.0,4.8,0.0,0.0,0.0,0.0,18.2,9.1,0.0,62.5,64.4,21.4,99.03,9.0
37,Meyers Leonard,POR,H,SAC,2019-04-10,W,42,139.1,126.4,12.6,7.7,1.0,15.0,11.4,17.5,14.7,15.0,65.4,68.4,16.8,99.31,9.1
38,Brandon Sampson,CHI,A,PHI,2019-04-10,L,23,136.0,104.0,32.0,4.3,1.0,10.0,0.0,3.7,2.0,10.0,75.0,75.0,16.4,103.97,7.4
39,Nemanja Bjelica,SAC,A,POR,2019-04-10,L,12,162.5,116.0,46.5,10.0,0.0,16.7,0.0,0.0,0.0,0.0,100.0,102.5,18.5,98.74,14.1
40,Delon Wright,MEM,H,GSW,2019-04-10,W,37,131.6,114.1,17.5,32.4,3.67,47.8,7.3,25.0,15.1,13.0,64.3,74.2,13.0,102.48,15.3
41,Monte Morris,DEN,H,MIN,2019-04-10,W,21,87.8,112.2,-24.4,25.0,0.0,27.3,0.0,10.0,4.3,0.0,43.8,43.8,16.7,93.2,9.3
42,Skal Labissiere,POR,H,SAC,2019-04-10,W,41,125.9,138.1,-12.2,3.3,0.5,4.5,12.1,28.2,20.8,9.1,76.5,77.3,22.3,99.95,15.5
43,D'Angelo Russell,BKN,H,MIA,2019-04-10,W,20,117.8,59.1,58.7,38.5,5.0,26.3,6.7,14.7,10.9,5.3,80.8,80.8,25.5,106.27,35.4
44,Andre Drummond,DET,A,NYK,2019-04-10,W,28,128.6,82.1,46.4,20.0,0.6,13.0,19.2,48.1,34.0,21.7,66.7,64.8,30.3,97.57,25.0
45,Zhaire Smith,PHI,H,CHI,2019-04-10,W,32,137.5,114.1,23.4,16.1,5.0,25.0,7.7,5.7,6.6,5.0,61.5,61.2,21.4,96.35,9.9
46,Dwayne Bacon,CHA,H,ORL,2019-04-10,L,35,117.6,121.4,-3.8,8.0,2.0,14.3,0.0,5.9,3.3,7.1,54.5,54.5,16.7,95.91,5.8
47,Boban Marjanovic,PHI,H,CHI,2019-04-10,W,25,146.9,108.3,38.6,26.1,6.0,31.6,0.0,26.7,16.0,5.3,75.0,75.0,24.1,94.44,21.5
48,Jakob Poeltl,SAS,H,DAL,2019-04-10,W,20,87.2,97.4,-10.3,18.2,0.0,40.0,4.0,5.3,4.5,0.0,66.7,66.7,6.7,94.39,7.4
49,C.J. Williams,MIN,A,DEN,2019-04-10,L,18,137.5,97.1,40.4,6.3,0.0,33.3,0.0,4.5,2.9,0.0,150.0,150.0,6.1,90.0,7.8
50,Bismack Biyombo,CHA,H,ORL,2019-04-10,L,26,134.0,118.0,16.0,4.0,0.0,16.7,17.6,11.1,13.6,0.0,66.7,63.0,9.3,92.82,4.6
51,Isaac Humphries,ATL,H,IND,2019-04-10,L,1,150.0,200.0,-50.0,0.0,0.0,0.0,50.0,0.0,33.3,0.0,100.0,100.0,20.0,142.22,20.0
52,D.J. Augustin,ORL,A,CHA,2019-04-10,W,31,120.3,127.1,-6.8,4.8,0.5,5.9,0.0,17.4,8.0,11.8,65.4,64.8,24.2,91.4,8.4
53,Russell Westbrook,OKC,A,MIL,2019-04-10,W,37,117.4,110.5,7.0,54.8,4.25,53.1,0.0,25.0,13.4,12.5,75.0,68.9,16.9,113.25,17.0
54,Mitchell Robinson,NYK,H,DET,2019-04-10,L,23,100.0,140.0,-40.0,0.0,0.0,0.0,4.8,6.3,5.4,0.0,83.3,79.9,15.9,92.8,7.0
55,Courtney Lee,DAL,A,SAS,2019-04-10,L,20,95.5,100.0,-4.5,18.2,2.0,16.7,0.0,15.0,6.5,8.3,77.8,77.8,21.7,108.22,16.9
56,Klay Thompson,GSW,A,MEM,2019-04-10,L,17,136.8,168.4,-31.6,25.0,0.0,20.0,0.0,8.3,4.0,0.0,79.2,79.2,30.0,108.14,17.7
57,John Jenkins,NYK,H,DET,2019-04-10,L,27,109.1,108.9,0.2,21.4,0.0,23.1,0.0,11.1,5.6,0.0,77.8,77.5,18.2,98.67,14.6
58,Alfonzo McKinnie,GSW,A,MEM,2019-04-10,L,18,100.0,127.0,-27.0,6.7,1.0,20.0,0.0,18.8,9.1,20.0,66.7,58.1,9.5,99.13,2.9
59,Tyrone Wallace,LAC,H,UTA,2019-04-10,W,9,104.3,105.0,-0.7,14.3,0.0,25.0,0.0,15.4,9.1,0.0,66.7,66.7,12.0,117.72,15.6
60,Tony Bradley,UTA,A,LAC,2019-04-10,L,24,110.7,122.4,-11.7,7.1,0.5,6.3,21.2,15.0,18.9,12.5,58.3,58.2,21.7,112.98,12.2
61,Alan Williams,BKN,H,MIA,2019-04-10,W,4,125.0,85.7,39.3,0.0,0.0,0.0,0.0,50.0,22.2,0.0,66.7,66.7,30.0,98.63,32.3
62,Jon Leuer,DET,A,NYK,2019-04-10,W,4,40.0,180.0,-140.0,0.0,0.0,0.0,0.0,33.3,14.3,0.0,100.0,100.0,10.0,120.5,14.6
63,Torrey Craig,DEN,H,MIN,2019-04-10,W,13,83.3,120.0,-36.7,14.3,0.0,33.3,6.7,0.0,3.8,0.0,150.0,106.4,7.4,93.09,5.3
64,Donatas Motiejunas,SAS,H,DAL,2019-04-10,W,3,33.3,160.0,-126.7,0.0,0.0,0.0,33.3,0.0,16.7,66.7,100.0,100.0,42.9,101.54,-9.1
65,Yogi Ferrell,SAC,A,POR,2019-04-10,L,29,113.6,133.9,-20.3,10.5,2.0,12.5,2.8,0.0,1.7,6.3,65.4,65.4,20.0,98.85,8.7
66,T.J. McConnell,PHI,H,CHI,2019-04-10,W,23,134.0,84.8,49.3,33.3,6.0,35.3,0.0,6.3,3.8,5.9,90.0,90.0,22.0,95.73,22.6
67,Justin Anderson,ATL,H,IND,2019-04-10,L,13,110.3,125.0,-14.7,0.0,0.0,0.0,7.1,16.7,11.5,33.3,83.3,90.2,17.1,113.75,9.5
68,Marvin Bagley III,SAC,A,POR,2019-04-10,L,30,134.9,139.7,-4.8,0.0,0.0,0.0,0.0,36.0,17.0,5.9,60.0,63.0,23.3,99.98,13.5
69,Tyler Dorsey,MEM,H,GSW,2019-04-10,W,28,139.7,110.9,28.7,12.5,0.0,18.8,12.0,3.2,7.1,0.0,66.7,69.9,18.3,107.51,11.7
70,Zach Collins,POR,H,SAC,2019-04-10,W,13,163.0,124.1,38.8,8.3,0.0,12.5,21.4,20.0,20.7,0.0,91.7,94.5,19.4,100.52,25.0
71,Kevin Durant,GSW,A,MEM,2019-04-10,L,19,143.9,165.9,-22.0,40.0,0.0,31.6,0.0,0.0,0.0,0.0,70.0,80.3,29.5,106.57,19.5
72,De'Aaron Fox,SAC,A,POR,2019-04-10,L,17,177.1,122.9,54.3,60.0,9.0,45.0,0.0,6.7,4.2,5.0,85.0,85.0,28.2,100.5,22.0
73,Willie Cauley-Stein,SAC,A,POR,2019-04-10,L,17,170.3,127.0,43.2,0.0,0.0,0.0,20.0,21.4,20.8,0.0,100.0,103.1,9.8,102.46,9.3
74,Marcus Derrickson,GSW,A,MEM,2019-04-10,L,8,147.1,76.5,70.6,0.0,0.0,0.0,12.5,7.7,9.5,0.0,120.0,119.5,25.0,100.12,36.0
75,Jordan Bell,GSW,A,MEM,2019-04-10,L,28,119.4,136.1,-16.7,4.8,0.5,7.1,7.1,22.2,14.5,14.3,66.7,69.7,19.1,106.38,10.1
76,Caris LeVert,BKN,H,MIA,2019-04-10,W,20,122.2,87.0,35.3,25.0,2.0,36.4,4.0,6.5,5.4,18.2,90.0,91.9,14.3,108.57,12.8
77,Jared Terrell,MIN,A,DEN,2019-04-10,L,6,118.2,100.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,16.7,92.36,-9.8
78,Kent Bazemore,ATL,H,IND,2019-04-10,L,17,105.0,148.7,-43.7,20.0,2.0,14.3,0.0,11.8,4.8,7.1,30.0,32.2,23.5,111.09,-1.4
79,Jaylen Adams,ATL,H,IND,2019-04-10,L,9,105.0,135.0,-30.0,16.7,1.0,25.0,0.0,18.2,7.4,25.0,0.0,20.5,11.1,106.47,-3.3
80,Quinn Cook,GSW,A,MEM,2019-04-10,L,28,116.4,123.0,-6.6,13.0,1.0,16.7,0.0,12.5,6.8,16.7,41.7,41.7,22.4,105.41,0.7
81,Ryan Broekhoff,DAL,A,SAS,2019-04-10,L,14,78.6,85.7,-7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,10.3,98.1,-2.3
82,Mario Hezonja,NYK,H,DET,2019-04-10,L,21,71.4,118.6,-47.2,36.4,0.67,30.8,0.0,15.8,6.8,46.2,0.0,0.0,19.6,96.84,-3.1
83,Cristiano Felicio,CHI,A,PHI,2019-04-10,L,22,140.8,110.2,30.6,3.7,0.0,25.0,9.5,18.2,14.0,0.0,33.3,29.1,5.6,106.59,3.3
84,Wilson Chandler,LAC,H,UTA,2019-04-10,W,11,104.2,96.0,8.2,0.0,0.0,0.0,5.9,0.0,3.3,0.0,33.3,33.3,9.7,103.31,-1.4
85,Deyonta Davis,ATL,H,IND,2019-04-10,L,3,100.0,183.3,-83.3,0.0,0.0,0.0,20.0,0.0,12.5,0.0,0.0,113.6,10.0,99.15,23.8
86,Thabo Sefolosha,UTA,A,LAC,2019-04-10,L,27,116.9,125.0,-8.1,13.0,3.0,25.0,3.0,18.5,10.0,8.3,43.8,43.8,12.3,104.36,8.7
87,Reggie Jackson,DET,A,NYK,2019-04-10,W,25,125.0,76.9,48.1,43.8,3.5,30.4,4.3,11.5,8.2,8.7,62.5,71.7,26.7,98.53,23.3
88,James Johnson,MIA,A,BKN,2019-04-10,L,7,50.0,105.9,-55.9,33.3,1.0,33.3,0.0,18.2,9.1,33.3,0.0,0.0,11.8,113.96,0.0
89,Dion Waiters,MIA,A,BKN,2019-04-10,L,9,75.0,135.0,-60.0,20.0,0.0,33.3,0.0,18.2,8.7,0.0,0.0,0.0,9.5,112.06,3.9
90,Taurean Prince,ATL,H,IND,2019-04-10,L,34,129.3,115.8,13.5,8.3,2.0,9.5,0.0,12.5,6.3,4.8,61.8,62.8,20.7,107.8,10.3
91,Gary Trent Jr.,POR,H,SAC,2019-04-10,W,48,137.4,131.0,6.4,6.7,3.0,12.5,0.0,4.3,2.3,4.2,44.7,46.8,18.3,99.5,4.8
92,Trey Burke,DAL,A,SAS,2019-04-10,L,13,92.6,85.7,6.9,37.5,0.0,30.0,0.0,8.3,3.6,0.0,42.9,42.9,25.0,104.62,10.8
93,Lonnie Walker IV,SAS,H,DAL,2019-04-10,W,4,62.5,111.1,-48.6,0.0,0.0,0.0,0.0,16.7,10.0,0.0,0.0,0.0,11.1,105.52,0.0
94,Davon Reed,IND,A,ATL,2019-04-10,W,23,113.2,117.0,-3.8,5.3,0.0,11.1,3.0,12.5,7.0,0.0,43.8,43.8,13.1,110.85,5.0
95,Bryn Forbes,SAS,H,DAL,2019-04-10,W,26,121.2,100.0,21.2,9.1,0.0,20.0,0.0,14.3,7.5,0.0,56.3,59.2,13.3,94.35,10.1
96,Kadeem Allen,NYK,H,DET,2019-04-10,L,29,107.0,118.0,-11.0,47.1,0.0,36.4,0.0,17.9,8.6,0.0,40.0,48.1,23.7,98.11,14.5
97,Nicolas Batum,CHA,H,ORL,2019-04-10,L,13,140.0,134.8,5.2,23.1,0.0,75.0,0.0,16.7,9.1,0.0,0.0,0.0,3.6,91.73,6.1
98,Damyean Dotson,NYK,H,DET,2019-04-10,L,29,69.6,122.4,-52.8,23.1,3.0,25.0,0.0,7.7,3.3,8.3,31.3,31.3,15.0,94.29,3.0
99,Steven Adams,OKC,A,MIL,2019-04-10,W,12,109.7,120.7,-11.0,0.0,0.0,0.0,12.5,0.0,6.5,0.0,20.0,29.6,20.6,116.66,-2.2
100,Nerlens Noel,OKC,A,MIL,2019-04-10,W,10,95.7,82.6,13.0,28.6,0.0,40.0,0.0,14.3,9.5,0.0,33.3,33.3,13.0,115.4,11.6
101,Bogdan Bogdanovic,SAC,A,POR,2019-04-10,L,27,112.1,148.2,-36.1,5.3,1.0,5.3,0.0,4.0,1.8,5.3,40.6,44.4,26.1,100.34,4.4
102,Garrett Temple,LAC,H,UTA,2019-04-10,W,22,112.5,104.1,8.4,0.0,0.0,0.0,4.0,3.4,3.7,0.0,37.5,51.2,8.9,107.86,5.3
103,Theo Pinson,BKN,H,MIA,2019-04-10,W,19,97.6,90.7,6.9,13.3,0.67,16.7,7.1,9.5,8.2,25.0,28.6,28.6,18.9,107.56,0.0
104,Ersan Ilyasova,MIL,H,OKC,2019-04-10,L,24,113.0,120.0,-7.0,0.0,0.0,0.0,0.0,34.8,15.4,25.0,20.0,31.6,12.5,110.3,1.6
105,Justise Winslow,MIA,A,BKN,2019-04-10,L,28,89.2,92.4,-3.2,18.2,1.33,23.5,2.6,8.9,6.0,17.6,38.9,40.5,17.6,112.21,6.2
106,Malik Beasley,DEN,H,MIN,2019-04-10,W,17,93.8,121.9,-28.1,0.0,0.0,0.0,0.0,12.5,5.9,0.0,35.0,35.0,27.8,92.9,3.1
107,Yuta Watanabe,MEM,H,GSW,2019-04-10,W,19,115.0,112.8,2.2,0.0,0.0,0.0,8.3,9.1,8.7,0.0,25.0,25.0,16.3,98.92,-1.2
108,Duncan Robinson,MIA,A,BKN,2019-04-10,L,36,89.9,102.5,-12.7,13.0,1.5,16.7,2.2,7.1,4.9,11.1,54.2,56.3,17.6,105.33,9.1
109,Khyri Thomas,DET,A,NYK,2019-04-10,W,5,66.7,166.7,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,112.21,-15.7
110,Antonio Blakeney,CHI,A,PHI,2019-04-10,L,14,140.6,100.0,40.6,20.0,0.0,30.0,0.0,6.7,3.3,0.0,50.0,50.9,20.0,108.46,8.8
111,Corey Brewer,SAC,A,POR,2019-04-10,L,24,103.8,136.0,-32.2,14.3,1.0,50.0,3.6,0.0,2.0,50.0,0.0,0.0,5.1,104.39,0.5
112,Thon Maker,DET,A,NYK,2019-04-10,W,21,128.6,72.7,55.8,5.3,1.0,16.7,5.6,12.0,9.3,16.7,0.0,25.8,10.6,100.28,3.5
113,Michael Kidd-Gilchrist,CHA,H,ORL,2019-04-10,L,2,50.0,150.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.72,0.0
114,Jake Layman,POR,H,SAC,2019-04-10,W,48,137.4,131.0,6.4,4.3,0.5,8.7,0.0,8.5,4.5,17.4,53.3,55.2,18.3,99.5,4.2
115,Deonte Burton,OKC,A,MIL,2019-04-10,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.52,0.0
116,Ish Smith,DET,A,NYK,2019-04-10,W,19,127.8,88.6,39.2,25.0,0.0,44.4,0.0,4.5,2.5,0.0,20.0,20.0,11.9,91.2,2.6
117,Kelly Olynyk,MIA,A,BKN,2019-04-10,L,24,85.5,110.9,-25.5,6.3,0.33,8.3,2.7,9.1,5.7,25.0,50.0,53.3,17.5,110.0,5.8
118,Dario Saric,MIN,A,DEN,2019-04-10,L,29,93.2,94.9,-1.7,16.7,3.0,16.7,2.9,18.8,10.6,5.6,30.8,38.4,22.7,96.8,8.1
119,Tyler Cavanaugh,UTA,A,LAC,2019-04-10,L,16,100.0,117.9,-17.9,7.7,0.0,33.3,9.5,6.7,8.3,0.0,0.0,0.0,4.5,117.05,-3.0
120,Rudy Gay,SAS,H,DAL,2019-04-10,W,28,98.3,96.7,1.7,13.6,1.5,17.6,0.0,27.8,15.9,11.8,20.0,29.8,21.5,101.77,7.8
121,DeMar DeRozan,SAS,H,DAL,2019-04-10,W,34,122.1,92.5,29.5,16.0,2.0,16.7,3.0,10.8,7.1,8.3,46.7,53.9,26.3,96.05,12.8
122,Dwyane Wade,MIA,A,BKN,2019-04-10,L,36,89.0,111.1,-22.1,50.0,3.33,23.8,2.0,19.6,10.9,7.1,41.1,42.6,34.8,108.02,14.4
123,Goran Dragic,MIA,A,BKN,2019-04-10,L,9,90.0,105.0,-15.0,0.0,0.0,0.0,7.1,7.1,7.1,0.0,0.0,0.0,12.0,107.46,-3.8
124,Ivan Rabb,MEM,H,GSW,2019-04-10,W,29,137.5,116.9,20.6,21.4,6.0,35.3,7.4,20.7,14.3,5.9,30.0,30.0,15.3,105.67,4.9
125,Andre Iguodala,GSW,A,MEM,2019-04-10,L,22,106.8,143.2,-36.4,29.4,5.0,31.3,5.0,0.0,2.5,6.3,25.0,25.0,23.4,94.92,1.4
126,Landry Shamet,LAC,H,UTA,2019-04-10,W,29,128.1,116.7,11.5,11.5,0.0,18.8,0.0,13.3,6.7,0.0,54.2,54.3,18.3,106.06,7.1
127,Josh Okogie,MIN,A,DEN,2019-04-10,L,17,83.8,94.4,-10.7,7.1,0.0,25.0,0.0,6.7,2.7,0.0,0.0,0.0,7.1,102.36,-1.7
128,Treveon Graham,BKN,H,MIA,2019-04-10,W,27,96.7,93.3,3.4,5.9,0.0,5.6,2.4,0.0,1.3,0.0,32.4,32.4,23.9,109.52,-0.5
129,Doug McDermott,IND,A,ATL,2019-04-10,W,32,119.7,127.1,-7.4,8.3,0.0,13.3,2.5,9.5,6.1,0.0,41.7,48.8,15.5,106.92,7.3
130,Shabazz Napier,BKN,H,MIA,2019-04-10,W,30,101.5,78.5,23.1,25.0,0.0,22.7,6.7,5.9,6.3,0.0,58.8,58.8,20.5,106.52,14.6
131,Quincy Pondexter,SAS,H,DAL,2019-04-10,W,3,33.3,160.0,-126.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.54,0.0
132,Lou Williams,LAC,H,UTA,2019-04-10,W,23,118.5,109.1,9.4,27.8,1.67,18.5,7.4,10.3,8.9,11.1,32.4,39.1,35.5,112.19,6.9
133,George Hill,MIL,H,OKC,2019-04-10,L,19,100.0,100.0,0.0,7.7,0.0,14.3,4.5,7.7,6.3,0.0,30.0,34.0,12.0,114.59,4.3
134,Abdel Nader,OKC,A,MIL,2019-04-10,W,14,112.9,96.7,16.2,22.2,1.0,12.5,10.0,31.6,20.5,12.5,45.8,44.2,35.9,102.27,14.5
135,Tyus Jones,MIN,A,DEN,2019-04-10,L,34,83.1,108.3,-25.2,36.4,0.0,40.0,0.0,2.9,1.3,0.0,33.3,33.3,15.6,100.16,4.0
136,Dorian Finney-Smith,DAL,A,SAS,2019-04-10,L,24,102.0,112.0,-10.0,11.1,0.0,16.7,3.3,9.5,5.9,0.0,25.0,25.0,17.9,99.86,-1.3
137,Sindarius Thornwell,LAC,H,UTA,2019-04-10,W,8,100.0,116.7,-16.7,0.0,0.0,0.0,0.0,8.3,5.0,0.0,0.0,113.6,4.8,114.96,5.0
138,Joe Ingles,UTA,A,LAC,2019-04-10,L,14,93.8,106.5,-12.7,28.6,1.0,25.0,0.0,13.3,6.3,25.0,50.0,64.4,16.7,106.98,9.4
139,Salah Mejri,DAL,A,SAS,2019-04-10,L,15,93.9,100.0,-6.1,8.3,0.0,16.7,0.0,46.7,21.2,0.0,20.0,20.0,14.7,107.03,10.7
140,Edmond Sumner,IND,A,ATL,2019-04-10,W,30,120.3,122.5,-2.2,4.8,0.5,4.5,5.1,5.3,5.2,9.1,46.4,58.4,25.9,112.94,7.6
141,Luke Kornet,NYK,H,DET,2019-04-10,L,28,79.3,119.6,-40.3,13.3,0.0,18.2,0.0,7.4,3.6,0.0,33.3,33.3,15.0,97.25,3.0
142,Jose Calderon,DET,A,NYK,2019-04-10,W,4,40.0,180.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,120.5,-9.8
143,Royce O'Neale,UTA,A,LAC,2019-04-10,L,25,110.7,118.5,-7.8,5.0,1.0,12.5,0.0,12.0,5.5,12.5,50.0,50.0,10.6,106.24,2.4
144,Rawle Alkins,CHI,A,PHI,2019-04-10,L,19,137.5,109.8,27.7,4.5,1.0,14.3,0.0,0.0,0.0,14.3,50.0,47.0,12.8,101.16,1.0
145,Frank Kaminsky,CHA,H,ORL,2019-04-10,L,19,105.4,163.9,-58.5,0.0,0.0,0.0,0.0,9.1,3.3,0.0,33.3,52.1,21.1,91.84,3.3
146,Devonte' Graham,CHA,H,ORL,2019-04-10,L,16,106.3,130.3,-24.1,20.0,1.0,25.0,0.0,33.3,15.4,25.0,0.0,25.8,18.8,99.57,1.4
147,Drew Eubanks,SAS,H,DAL,2019-04-10,W,3,33.3,160.0,-126.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,101.54,-36.4
148,Andrew Bogut,GSW,A,MEM,2019-04-10,L,18,102.5,140.0,-37.5,6.3,0.2,14.3,5.9,25.0,16.2,71.4,0.0,0.0,14.3,108.07,1.5
