,Date,Home,Away,Favorite,Spread,O/U,Attendance,Capacity
390,12/10/2022,DAL,CHI,CHI,-4.5,220.5,19528,20917
391,12/10/2022,BOS,GSW,BOS,-2.5,237.5,18064,18064
392,12/10/2022,UTA,DEN,DEN,-11.5,228.5,19636,19520
393,12/10/2022,MIN,POR,POR,-5.5,229.5,18324,19441
394,12/11/2022,PHX,NOP,NOP,-3.5,226.5,18681,16867
395,12/11/2022,LAL,DET,LAL,-5.5,233.5,20190,20332
396,12/11/2022,SAC,NYK,NYK,-2.5,226.5,19812,19763
397,12/11/2022,TOR,ORL,TOR,-6.5,223.5,16891,18500
398,12/11/2022,CHA,PHI,PHI,-10.5,220.5,19765,19746
399,12/11/2022,CHI,ATL,ATL,-3.5,235.5,17227,16888
400,12/11/2022,MIL,HOU,MIL,-9.5,227.5,16268,18055
401,12/12/2022,MIA,IND,MIA,-3.5,228.5,15309,17923
402,12/12/2022,BKN,WAS,BKN,-5.5,227.5,16090,20600
403,12/12/2022,ATL,MEM,MEM,-9.5,220.5,16544,18400
404,12/12/2022,OKC,DAL,DAL,-8.5,227.5,19877,19200
405,12/12/2022,CLE,SAS,CLE,-9.5,221.5,13434,18354
406,12/12/2022,MIN,POR,POR,-3.5,229.5,18021,19441
407,12/12/2022,BOS,LAC,BOS,-4.5,226.5,19068,19068
408,12/13/2022,SAC,PHI,PHI,-4.5,229.5,19768,19746
409,12/13/2022,GSW,MIL,MIL,-2.5,232.5,17628,17341
410,12/13/2022,PHX,HOU,PHX,-6.5,224.5,15128,18055
411,12/13/2022,NOP,UTA,NOP,-1.5,232.5,18206,18206
412,12/13/2022,BOS,LAL,BOS,-3.5,237.5,18661,19068
413,12/14/2022,DET,CHA,CHA,-4.5,229.5,14303,19077
414,12/14/2022,GSW,IND,GSW,-1.5,238.5,15069,17923
415,12/14/2022,ATL,ORL,ATL,-2.5,225.5,16002,18500
416,12/14/2022,SAC,TOR,TOR,-4.5,231.5,19800,19800
417,12/14/2022,NYK,CHI,CHI,-3.5,226.5,18820,20917
418,12/14/2022,MIA,OKC,MIA,-2.5,222.5,14783,18203
419,12/14/2022,POR,SAS,POR,-6.5,231.5,13657,18354
420,12/14/2022,CLE,DAL,DAL,-2.5,218.5,20093,19200
421,12/14/2022,WAS,DEN,DEN,-11.5,224.5,19550,19520
422,12/14/2022,MIN,LAC,LAC,-6.5,222.5,14063,19068
423,12/15/2022,MIA,HOU,MIA,-2.5,216.5,16210,18055
424,12/15/2022,MIL,MEM,MEM,-3.5,226.5,17794,18400
425,12/15/2022,NOP,UTA,UTA,-0.5,232.5,18206,18206
426,12/15/2022,PHX,LAC,PHX,-6.5,218.5,15778,19068
427,12/16/2022,ATL,CHA,CHA,-2.5,239.5,17772,19077
428,12/16/2022,SAC,DET,SAC,-5.5,237.5,17892,20332
429,12/16/2022,ORL,BOS,BOS,-12.5,226.5,19156,19156
430,12/16/2022,IND,CLE,CLE,-7.5,222.5,19432,19432
431,12/16/2022,GSW,PHI,PHI,-8.5,222.5,20567,19746
432,12/16/2022,BKN,TOR,BKN,-1.5,223.5,19800,19800
433,12/16/2022,NYK,CHI,CHI,-2.5,225.5,19661,20917
434,12/16/2022,MIN,OKC,OKC,-4.5,234.5,14885,18203
435,12/16/2022,POR,DAL,DAL,-4.5,226.5,20191,19200
436,12/16/2022,DEN,LAL,DEN,-1.5,236.5,18505,19068
437,12/17/2022,WAS,LAC,LAC,-5.5,221.5,15018,19068
438,12/17/2022,MIA,SAS,MIA,-8.5,222.5,20160,22300
439,12/17/2022,DAL,CLE,CLE,-8.5,212.5,19432,19432
440,12/17/2022,POR,HOU,POR,-3.5,228.5,16217,18055
441,12/17/2022,UTA,MIL,MIL,-1.5,227.5,17587,17341
442,12/17/2022,MEM,OKC,MEM,-11.5,229.5,16895,18203
443,12/17/2022,NOP,PHX,PHX,-3.5,228.5,17071,17071
444,12/18/2022,ORL,BOS,BOS,-10.5,222.5,19156,19156
445,12/18/2022,NYK,IND,IND,-1.5,227.5,14513,17923
446,12/18/2022,BKN,DET,BKN,-8.5,228.5,19488,20332
447,12/18/2022,GSW,TOR,TOR,-5.5,223.5,19800,19800
448,12/18/2022,CHI,MIN,CHI,-1.5,233.5,16294,18024
449,12/18/2022,CHA,DEN,DEN,-8.5,235.5,19235,19520
450,12/18/2022,WAS,LAL,LAL,-3.5,237.5,18153,19068
451,12/19/2022,UTA,CLE,CLE,-6.5,219.5,19432,19432
452,12/19/2022,TOR,PHI,PHI,-6.5,219.5,20408,19746
453,12/19/2022,ORL,ATL,ATL,-8.5,230.5,17809,16888
454,12/19/2022,SAS,HOU,HOU,-4.5,226.5,15928,18055
455,12/19/2022,DAL,MIN,DAL,-5.5,230.5,16627,18024
456,12/19/2022,MIL,NOP,NOP,-0.5,227.5,18271,16867
457,12/19/2022,POR,OKC,POR,-4.5,232.5,14672,18203
458,12/19/2022,LAL,PHX,PHX,-11.5,224.5,17071,17071
459,12/19/2022,CHA,SAC,SAC,-10.5,241.5,17803,17611
460,12/20/2022,UTA,DET,UTA,-2.5,228.5,15622,20332
461,12/20/2022,CHI,MIA,MIA,-1.5,221.5,19969,19600
462,12/20/2022,GSW,NYK,NYK,-5.5,220.5,19812,19763
463,12/20/2022,WAS,PHX,PHX,-6.5,223.5,17071,17071
464,12/20/2022,MEM,DEN,DEN,-0.5,234.5,19605,19520
465,12/21/2022,MIL,CLE,CLE,-2.5,215.5,19432,19432
466,12/21/2022,DET,PHI,PHI,-12.5,222.5,20615,19746
467,12/21/2022,CHI,ATL,ATL,-5.5,235.5,17226,16888
468,12/21/2022,IND,BOS,BOS,-9.5,232.5,19156,19156
469,12/21/2022,GSW,BKN,BKN,-10.5,223.5,18026,17732
470,12/21/2022,TOR,NYK,NYK,-1.5,217.5,19294,19763
471,12/21/2022,ORL,HOU,HOU,-1.5,223.5,15965,18055
472,12/21/2022,DAL,MIN,DAL,-2.5,227.5,16164,18024
473,12/21/2022,POR,OKC,POR,-3.5,234.5,15107,18203
474,12/21/2022,LAL,SAC,SAC,-8.5,240.5,17611,17611
475,12/21/2022,CHA,LAC,LAC,-9.5,228.5,19068,19068
476,12/22/2022,SAS,NOP,NOP,-8.5,228.5,16417,16867
477,12/22/2022,WAS,UTA,UTA,-6.5,232.5,18206,18206
478,12/23/2022,SAS,ORL,ORL,-5.5,228.5,18425,18500
479,12/23/2022,LAC,PHI,PHI,-3.5,214.5,19996,19746
480,12/23/2022,DET,ATL,ATL,-9.5,233.5,17028,16888
481,12/23/2022,MIN,BOS,BOS,-9.5,228.5,19156,19156
482,12/23/2022,MIL,BKN,BKN,-2.5,230.5,18169,17732
483,12/23/2022,TOR,CLE,CLE,-4.5,214.5,19432,19432
484,12/23/2022,CHI,NYK,NYK,-6.5,225.5,19812,19763
485,12/23/2022,IND,MIA,MIA,-5.5,224.5,19600,19600
486,12/23/2022,DAL,HOU,DAL,-6.5,219.5,16989,18055
487,12/23/2022,NOP,OKC,OKC,-1.5,233.5,15214,18203
488,12/23/2022,POR,DEN,DEN,-5.5,232.5,19619,19520
489,12/23/2022,MEM,PHX,MEM,-2.5,226.5,17071,17071
490,12/23/2022,WAS,SAC,SAC,-7.5,239.5,17894,17611
491,12/23/2022,CHA,LAL,LAL,-2.5,242.5,18997,19068
492,12/25/2022,PHI,NYK,PHI,-2.5,216.5,19812,19763
493,12/25/2022,LAL,DAL,DAL,-7.5,231.5,20441,19200
494,12/25/2022,MIL,BOS,BOS,-5.5,225.5,19156,19156
495,12/25/2022,MEM,GSW,MEM,-7.5,232.5,18064,18064
496,12/25/2022,PHX,DEN,DEN,-4.5,229.5,19642,19520
497,12/26/2022,BKN,CLE,CLE,-2.5,220.5,19432,19432
498,12/26/2022,LAC,DET,LAC,-6.5,222.5,20190,20332
499,12/26/2022,MIN,MIA,MIA,-1.5,221.5,19911,19600
500,12/26/2022,HOU,CHI,CHI,-6.5,230.5,21561,20917
501,12/26/2022,IND,NOP,NOP,-1.5,233.5,18636,16867
502,12/26/2022,UTA,SAS,UTA,-4.5,235.5,16351,18354
503,12/26/2022,CHA,POR,POR,-5.5,238.5,19530,19441
504,12/27/2022,LAL,ORL,ORL,-2.5,237.5,19482,18500
505,12/27/2022,PHI,WAS,PHI,-4.5,224.5,20476,20600
506,12/27/2022,HOU,BOS,BOS,-14.5,229.5,19156,19156
507,12/27/2022,ATL,IND,ATL,-1.5,238.5,16738,17923
508,12/27/2022,LAC,TOR,TOR,-3.5,218.5,19800,19800
509,12/27/2022,PHX,MEM,MEM,-7.5,224.5,18239,18400
510,12/27/2022,SAS,OKC,OKC,-6.5,236.5,16229,18203
511,12/27/2022,NYK,DAL,DAL,-5.5,216.5,20377,19200
512,12/27/2022,CHA,GSW,GSW,-5.5,239.5,18064,18064
513,12/27/2022,DEN,SAC,DEN,-3.5,237.5,17937,17611
514,12/28/2022,ORL,DET,DET,-0.5,229.5,20190,20332
515,12/28/2022,PHX,WAS,PHX,-2.5,220.5,20476,20600
516,12/28/2022,BKN,ATL,BKN,-7.5,230.5,18030,16888
517,12/28/2022,LAL,MIA,MIA,-8.5,228.5,20221,19600
518,12/28/2022,MIL,CHI,MIL,-2.5,230.5,21537,20917
519,12/28/2022,MIN,NOP,NOP,-6.5,232.5,18669,16867
520,12/28/2022,UTA,GSW,UTA,-4.5,233.5,18064,18064
521,12/28/2022,DEN,SAC,SAC,-2.5,237.5,17985,17611
522,12/29/2022,OKC,CHA,CHA,-2.5,237.5,19425,19077
523,12/29/2022,CLE,IND,CLE,-3.5,225.5,17274,17923
524,12/29/2022,LAC,BOS,BOS,-6.5,228.5,19156,19156
525,12/29/2022,MEM,TOR,MEM,-4.5,230.5,19800,19800
526,12/29/2022,NYK,SAS,NYK,-4.5,221.5,18354,18354
527,12/29/2022,HOU,DAL,DAL,-9.5,223.5,20307,19200
528,12/30/2022,WAS,ORL,WAS,-4.5,226.5,19040,18500
529,12/30/2022,LAL,ATL,ATL,-6.5,242.5,17984,16888
530,12/30/2022,PHX,TOR,TOR,-2.5,221.5,19800,19800
531,12/30/2022,DET,CHI,CHI,-6.5,230.5,21667,20917
532,12/30/2022,MIN,MIL,MIL,-7.5,229.5,18018,17341
533,12/30/2022,PHI,NOP,PHI,-1.5,229.5,18656,16867
534,12/30/2022,MIA,DEN,DEN,-3.5,223.5,19638,19520
535,12/30/2022,POR,GSW,POR,-1.5,233.5,18064,18064
536,12/30/2022,UTA,SAC,SAC,-3.5,242.5,17946,17611
537,12/31/2022,LAC,IND,LAC,-2.5,232.5,16731,17923
538,12/31/2022,BKN,CHA,BKN,-6.5,237.5,19386,19077
539,12/31/2022,CLE,CHI,CLE,-1.5,224.5,21524,20917
540,12/31/2022,NYK,HOU,NYK,-3.5,222.5,18055,18055
541,12/31/2022,DAL,SAS,DAL,-7.5,231.5,18354,18354
542,12/31/2022,NOP,MEM,MEM,-6.5,236.5,17951,18400
543,12/31/2022,DET,MIN,MIN,-7.5,233.5,16233,18024
544,12/31/2022,PHI,OKC,PHI,-2.5,226.5,17147,18203
545,12/31/2022,MIA,UTA,UTA,-4.5,225.5,18206,18206
546,01/1/2023,SAC,MEM,MEM,-3.5,239.5,17794,18400
547,01/1/2023,WAS,MIL,MIL,-1.5,220.5,17341,17341
548,01/1/2023,BOS,DEN,BOS,-3.5,233.5,19641,19520
549,01/2/2023,PHX,NYK,NYK,-2.5,219.5,19812,19763
550,01/2/2023,LAL,CHA,CHA,-1.5,241.5,19210,19077
551,01/2/2023,CHI,CLE,CLE,-3.5,225.5,19432,19432
552,01/2/2023,TOR,IND,TOR,-1.5,233.5,14054,17923
553,01/2/2023,NOP,PHI,PHI,-5.5,229.5,20531,19746
554,01/2/2023,SAS,BKN,BKN,-11.5,238.5,18224,17732
555,01/2/2023,DAL,HOU,DAL,-6.5,227.5,18055,18055
556,01/2/2023,DEN,MIN,DEN,-4.5,232.5,15962,18024
557,01/2/2023,ATL,GSW,GSW,-1.5,235.5,18064,18064
558,01/2/2023,DET,POR,POR,-9.5,231.5,19393,19441
559,01/2/2023,MIA,LAC,LAC,-0.5,218.5,19068,19068
560,01/3/2023,WAS,MIL,MIL,-7.5,231.5,17341,17341
561,01/3/2023,BOS,OKC,BOS,-11.5,228.5,16778,18203
562,01/3/2023,SAC,UTA,UTA,-3.5,242.5,18206,18206
563,01/4/2023,MEM,CHA,MEM,-6.5,237.5,19249,19077
564,01/4/2023,PHX,CLE,CLE,-5.5,216.5,19432,19432
565,01/4/2023,OKC,ORL,OKC,-1.5,230.5,18925,18500
566,01/4/2023,IND,PHI,PHI,-4.5,233.5,20033,19746
567,01/4/2023,SAS,NYK,NYK,-10.5,225.5,19812,19763
568,01/4/2023,MIL,TOR,TOR,-5.5,223.5,19800,19800
569,01/4/2023,BKN,CHI,BKN,-4.5,234.5,21418,20917
570,01/4/2023,POR,MIN,POR,-1.5,234.5,15434,18024
571,01/4/2023,HOU,NOP,NOP,-7.5,229.5,17295,16867
572,01/4/2023,DET,GSW,GSW,-6.5,231.5,18064,18064
573,01/4/2023,MIA,LAL,MIA,-8.5,224.5,18997,19068
574,01/4/2023,ATL,SAC,SAC,-1.5,245.5,17611,17611
575,01/5/2023,MEM,ORL,MEM,-6.5,230.5,19184,18500
576,01/5/2023,BOS,DAL,BOS,-3.5,231.5,20413,19200
577,01/5/2023,UTA,HOU,UTA,-6.5,231.5,16320,18055
578,01/5/2023,LAC,DEN,DEN,-4.5,229.5,19087,19520
579,01/6/2023,POR,IND,IND,-0.5,237.5,16548,17923
580,01/6/2023,CHI,PHI,PHI,-4.5,232.5,20766,19746
581,01/6/2023,NYK,TOR,TOR,-3.5,216.5,19800,19800
582,01/6/2023,CHA,MIL,MIL,-10.5,230.5,17627,17341
583,01/6/2023,WAS,OKC,OKC,-1.5,232.5,14790,18203
584,01/6/2023,DET,SAS,SAS,-0.5,236.5,13107,18354
585,01/6/2023,BKN,NOP,BKN,-4.5,231.5,18636,16867
586,01/6/2023,LAC,MIN,MIN,-5.5,223.5,17136,18024
587,01/6/2023,CLE,DEN,DEN,-5.5,221.5,19638,19520
588,01/6/2023,MIA,PHX,MIA,-1.5,212.5,17071,17071
589,01/6/2023,ATL,LAL,ATL,-3.5,242.5,18997,19068
590,01/7/2023,BOS,SAS,BOS,-15.5,234.5,18354,18354
591,01/7/2023,UTA,CHI,UTA,-2.5,238.5,21694,20917
592,01/7/2023,NOP,DAL,DAL,-8.5,222.5,20300,19200
593,01/7/2023,ORL,GSW,GSW,-6.5,231.5,18064,18064
594,01/7/2023,LAL,SAC,SAC,-6.5,243.5,17611,17611
595,01/8/2023,PHI,DET,PHI,-5.5,229.5,18898,20332
596,01/8/2023,POR,TOR,TOR,-2.5,226.5,19800,19800
597,01/8/2023,CHA,IND,IND,-5.5,239.5,15805,17923
598,01/8/2023,BKN,MIA,BKN,-1.5,223.5,19901,19600
599,01/8/2023,UTA,MEM,MEM,-5.5,234.5,17794,18400
600,01/8/2023,MIN,HOU,MIN,-3.5,232.5,18055,18055
601,01/8/2023,DAL,OKC,OKC,-4.5,227.5,16317,18203
602,01/8/2023,CLE,PHX,CLE,-5.5,215.5,17071,17071
603,01/8/2023,ATL,LAC,LAC,-2.5,232.5,19068,19068
604,01/9/2023,NOP,WAS,WAS,-1.5,228.5,16223,20600
605,01/9/2023,CHI,BOS,BOS,-9.5,235.5,19156,19156
606,01/9/2023,MIL,NYK,NYK,-0.5,218.5,18167,19763
607,01/9/2023,SAS,MEM,MEM,-10.5,233.5,16013,18400
608,01/9/2023,LAL,DEN,DEN,-12.5,236.5,19609,19520
609,01/9/2023,ORL,SAC,SAC,-6.5,237.5,16499,17611
610,01/10/2023,OKC,MIA,MIA,-1.5,220.5,19600,19600
611,01/10/2023,DET,PHI,PHI,-14.5,225.5,20221,19746
612,01/10/2023,CHA,TOR,TOR,-7.5,229.5,19800,19800
613,01/10/2023,CLE,UTA,CLE,-3.5,226.5,18206,18206
614,01/10/2023,PHX,GSW,GSW,-12.5,230.5,18064,18064
615,01/10/2023,ORL,POR,POR,-8.5,228.5,18176,19441
616,01/10/2023,DAL,LAC,LAC,-1.5,224.5,15828,19068
617,01/11/2023,MIN,DET,MIN,-6.5,233.5,15906,20332
618,01/11/2023,CHI,WAS,CHI,-1.5,228.5,17032,20600
619,01/11/2023,MIL,ATL,MIL,-4.5,228.5,17154,16888
620,01/11/2023,NOP,BOS,BOS,-9.5,230.5,19156,19156
621,01/11/2023,IND,NYK,NYK,-5.5,226.5,18249,19763
622,01/11/2023,SAS,MEM,MEM,-13.5,240.5,16454,18400
623,01/11/2023,PHX,DEN,DEN,-14.5,226.5,18872,19520
624,01/11/2023,HOU,SAC,SAC,-9.5,236.5,16057,17611
625,01/12/2023,OKC,PHI,PHI,-9.5,233.5,20892,19746
626,01/12/2023,BOS,BKN,BOS,-1.5,224.5,18125,17732
627,01/12/2023,MIL,MIA,MIA,-5.5,211.5,19600,19600
628,01/12/2023,CHA,TOR,TOR,-7.5,229.5,19800,19800
629,01/12/2023,DAL,LAL,DAL,-2.5,236.5,18997,19068
630,01/12/2023,CLE,POR,CLE,-1.5,223.5,18105,19441
631,01/13/2023,NOP,DET,NOP,-5.5,234.5,18989,20332
632,01/13/2023,ATL,IND,ATL,-3.5,239.5,16071,17923
633,01/13/2023,NYK,WAS,NYK,-3.5,220.5,20476,20600
634,01/13/2023,GSW,SAS,GSW,-8.5,243.5,68323,68000
635,01/13/2023,OKC,CHI,CHI,-4.5,233.5,21342,20917
636,01/13/2023,PHX,MIN,MIN,-6.5,222.5,16460,18024
637,01/13/2023,ORL,UTA,UTA,-5.5,233.5,18206,18206
638,01/13/2023,DEN,LAC,LAC,-4.5,221.5,16005,19068
639,01/13/2023,HOU,SAC,SAC,-9.5,238.5,17894,17611
640,01/14/2023,MIL,MIA,MIA,-3.5,213.5,19620,19600
641,01/14/2023,BOS,CHA,BOS,-7.5,232.5,19608,19077
642,01/14/2023,MEM,IND,MEM,-7.5,238.5,17274,17923
643,01/14/2023,ATL,TOR,TOR,-7.5,231.5,19800,19800
644,01/14/2023,CLE,MIN,CLE,-4.5,224.5,17136,18024
645,01/14/2023,PHI,UTA,PHI,-7.5,231.5,18206,18206
646,01/14/2023,DAL,POR,POR,-3.5,225.5,19393,19441
647,01/15/2023,NYK,DET,NYK,-8.5,224.5,19894,20332
648,01/15/2023,HOU,LAC,LAC,-9.5,220.5,17238,19068
649,01/15/2023,GSW,CHI,GSW,-5.5,237.5,20139,20917
650,01/15/2023,OKC,BKN,BKN,-5.5,230.5,18165,17732
651,01/15/2023,SAC,SAS,SAC,-6.5,244.5,12339,18354
652,01/15/2023,ORL,DEN,DEN,-10.5,235.5,19641,19520
653,01/15/2023,DAL,POR,POR,-8.5,223.5,19393,19441
654,01/15/2023,PHI,LAL,PHI,-5.5,235.5,18020,19068
655,01/16/2023,BOS,CHA,BOS,-8.5,230.5,19227,19077
656,01/16/2023,IND,MIL,MIL,-4.5,228.5,17412,17341
657,01/16/2023,NOP,CLE,CLE,-7.5,223.5,19432,19432
658,01/16/2023,TOR,NYK,NYK,-1.5,218.5,19812,19763
659,01/16/2023,GSW,WAS,GSW,-3.5,235.5,20476,20600
660,01/16/2023,MIA,ATL,ATL,-1.5,223.5,18007,16888
661,01/16/2023,UTA,MIN,MIN,-4.5,232.5,16477,18024
662,01/16/2023,PHX,MEM,MEM,-12.5,231.5,17794,18400
663,01/16/2023,HOU,LAL,LAL,-7.5,236.5,17657,19068
664,01/17/2023,TOR,MIL,MIL,-1.5,221.5,17341,17341
665,01/17/2023,BKN,SAS,BKN,-2.5,228.5,13532,18354
666,01/17/2023,POR,DEN,DEN,-5.5,238.5,18258,19520
667,01/17/2023,PHI,LAC,LAC,-1.5,224.5,15155,19068
668,01/18/2023,WAS,NYK,NYK,-5.5,225.5,19164,19763
669,01/18/2023,ATL,DAL,DAL,-2.5,231.5,20125,19200
670,01/18/2023,CHA,HOU,CHA,-3.5,236.5,15678,18055
671,01/18/2023,CLE,MEM,MEM,-7.5,226.5,16892,18400
672,01/18/2023,MIA,NOP,MIA,-3.5,219.5,17736,16867
673,01/18/2023,IND,OKC,OKC,-4.5,239.5,14748,18203
674,01/18/2023,LAC,UTA,UTA,-8.5,229.5,18206,18206
675,01/18/2023,MIN,DEN,DEN,-9.5,241.5,16112,19520
676,01/18/2023,SAC,LAL,LAL,-2.5,245.5,18142,19068
677,01/19/2023,CHI,DET,CHI,-7.5,235.5,15885,15609
678,01/19/2023,GSW,BOS,BOS,-6.5,241.5,19156,19156
679,01/19/2023,TOR,MIN,TOR,-4.5,232.5,16318,18024
680,01/19/2023,BKN,PHX,BKN,-3.5,221.5,17071,17071
681,01/19/2023,PHI,POR,PHI,-1.5,234.5,18113,19441
682,01/20/2023,NOP,ORL,ORL,-0.5,229.5,19025,18500
683,01/20/2023,NYK,ATL,ATL,-3.5,229.5,17711,16888
684,01/20/2023,GSW,CLE,CLE,-10.5,219.5,19432,19432
685,01/20/2023,MIA,DAL,MIA,-2.5,217.5,20326,19200
686,01/20/2023,LAC,SAS,LAC,-7.5,231.5,15190,18354
687,01/20/2023,IND,DEN,DEN,-6.5,235.5,19609,19520
688,01/20/2023,BKN,UTA,UTA,-4.5,231.5,18206,18206
689,01/20/2023,MEM,LAL,MEM,-6.5,243.5,18997,19068
690,01/20/2023,OKC,SAC,SAC,-5.5,243.5,17932,17611
691,01/21/2023,BOS,TOR,BOS,-3.5,225.5,19800,19800
692,01/21/2023,ORL,WAS,WAS,-6.5,231.5,18171,20600
693,01/21/2023,CHA,ATL,ATL,-7.5,234.5,17928,16888
694,01/21/2023,MIL,CLE,CLE,-2.5,217.5,19432,19432
695,01/21/2023,HOU,MIN,MIN,-8.5,239.5,17136,18024
696,01/21/2023,IND,PHX,PHX,-2.5,228.5,17071,17071
697,01/21/2023,PHI,SAC,SAC,-4.5,234.5,17861,17611
698,01/22/2023,NOP,MIA,MIA,-7.5,217.5,19600,19600
699,01/22/2023,NYK,TOR,TOR,-2.5,223.5,19261,19800
700,01/22/2023,LAC,DAL,DAL,-1.5,223.5,20026,19200
701,01/22/2023,OKC,DEN,DEN,-3.5,235.5,19557,19520
702,01/22/2023,MEM,PHX,MEM,-8.5,231.5,17071,17071
703,01/22/2023,BKN,GSW,GSW,-7.5,236.5,18064,18064
704,01/22/2023,LAL,POR,POR,-5.5,239.5,19393,19441
705,01/23/2023,MIL,DET,MIL,-10.5,236.5,18011,20332
706,01/23/2023,BOS,ORL,BOS,-7.5,228.5,19196,18500
707,01/23/2023,ATL,CHI,CHI,-1.5,238.5,20938,20917
708,01/23/2023,MIN,HOU,MIN,-5.5,232.5,13811,18055
709,01/23/2023,CHA,UTA,UTA,-7.5,236.5,18206,18206
710,01/23/2023,SAS,POR,POR,-8.5,240.5,17874,19441
711,01/23/2023,MEM,SAC,SAC,-3.5,245.5,17821,17611
712,01/24/2023,CHI,IND,CHI,-1.5,234.5,16102,17923
713,01/24/2023,BOS,MIA,MIA,-2.5,214.5,19705,19600
714,01/24/2023,CLE,NYK,CLE,-3.5,220.5,19812,19763
715,01/24/2023,DEN,NOP,DEN,-2.5,231.5,14699,16867
716,01/24/2023,WAS,DAL,DAL,-6.5,224.5,20077,19200
717,01/24/2023,CHA,PHX,PHX,-7.5,223.5,17071,17071
718,01/24/2023,LAC,LAL,LAC,-4.5,231.5,17604,19068
719,01/25/2023,IND,ORL,ORL,-4.5,234.5,18846,18500
720,01/25/2023,BKN,PHI,PHI,-6.5,225.5,19772,19746
721,01/25/2023,WAS,HOU,WAS,-2.5,234.5,15302,18055
722,01/25/2023,DEN,MIL,MIL,-12.5,229.5,17352,17341
723,01/25/2023,MIN,NOP,NOP,-2.5,228.5,14887,16867
724,01/25/2023,ATL,OKC,ATL,-1.5,237.5,15079,18203
725,01/25/2023,MEM,GSW,GSW,-2.5,245.5,18064,18064
726,01/25/2023,UTA,POR,POR,-3.5,239.5,18154,19441
727,01/25/2023,TOR,SAC,SAC,-3.5,237.5,17767,17611
728,01/25/2023,SAS,LAL,LAL,-7.5,245.5,17955,19068
729,01/26/2023,NYK,BOS,BOS,-8.5,220.5,19156,19156
730,01/26/2023,DET,BKN,BKN,-7.5,235.5,17732,17732
731,01/26/2023,CHI,CHA,CHI,-3.5,236.5,17697,19077
732,01/26/2023,CLE,HOU,CLE,-7.5,216.5,16327,18055
733,01/26/2023,DAL,PHX,PHX,-1.5,220.5,17071,17071
734,01/26/2023,SAS,LAC,LAC,-13.5,234.5,16958,19068
735,01/27/2023,MIL,IND,MIL,-6.5,238.5,16090,17923
736,01/27/2023,MEM,MIN,MEM,-1.5,236.5,17136,18024
737,01/27/2023,ORL,MIA,MIA,-8.5,219.5,19788,19600
738,01/27/2023,CLE,OKC,OKC,-1.5,220.5,16236,18203
739,01/27/2023,TOR,GSW,GSW,-4.5,234.5,18064,18064
740,01/28/2023,DEN,PHI,PHI,-2.5,231.5,21255,19746
741,01/28/2023,NYK,BKN,BKN,-0.5,224.5,18100,17732
742,01/28/2023,HOU,DET,DET,-5.5,235.5,19411,20332
743,01/28/2023,CHI,ORL,CHI,-2.5,230.5,18846,18500
744,01/28/2023,LAC,ATL,ATL,-1.5,232.5,18448,16888
745,01/28/2023,SAC,MIN,SAC,-1.5,239.5,17136,18024
746,01/28/2023,WAS,NOP,NOP,-5.5,230.5,17692,16867
747,01/28/2023,PHX,SAS,PHX,-5.5,231.5,18354,18354
748,01/28/2023,LAL,BOS,BOS,-7.5,234.5,19156,19156
749,01/28/2023,DAL,UTA,UTA,-6.5,223.5,18206,18206
750,01/28/2023,TOR,POR,POR,-2.5,231.5,19393,19441
751,01/29/2023,MIA,CHA,MIA,-5.5,223.5,19254,19077
752,01/29/2023,IND,MEM,MEM,-8.5,241.5,17794,18400
753,01/29/2023,LAC,CLE,CLE,-10.5,215.5,19432,19432
754,01/29/2023,NOP,MIL,MIL,-10.5,229.5,17341,17341
755,01/30/2023,ORL,PHI,PHI,-10.5,231.5,19812,19746
756,01/30/2023,LAL,BKN,BKN,-8.5,230.5,17924,17732
757,01/30/2023,SAC,MIN,SAC,-1.5,236.5,15342,18024
758,01/30/2023,GSW,OKC,GSW,-4.5,242.5,16854,18203
759,01/30/2023,WAS,SAS,WAS,-5.5,240.5,11970,18354
760,01/30/2023,DET,DAL,DAL,-10.5,231.5,19777,19200
761,01/30/2023,TOR,PHX,PHX,-1.5,219.5,17071,17071
762,01/30/2023,ATL,POR,POR,-5.5,232.5,18262,19441
763,01/31/2023,MIA,CLE,CLE,-3.5,210.5,19432,19432
764,01/31/2023,LAL,NYK,NYK,-1.5,232.5,19812,19763
765,01/31/2023,LAC,CHI,LAC,-2.5,225.5,20068,20917
766,01/31/2023,CHA,MIL,MIL,-11.5,244.5,17341,17341
767,01/31/2023,NOP,DEN,DEN,-6.5,232.5,18868,19520
768,03/7/2023,WAS,DET,WAS,-10.5,222.5,17855,20332
769,02/1/2023,ORL,PHI,PHI,-9.5,230.5,20885,19746
770,02/1/2023,POR,MEM,MEM,-5.5,238.5,14589,18400
771,02/1/2023,BKN,BOS,BOS,-9.5,224.5,19156,19156
772,02/1/2023,OKC,HOU,OKC,-6.5,231.5,15181,18055
773,02/1/2023,GSW,MIN,GSW,-5.5,241.5,17136,18024
774,02/1/2023,SAC,SAS,SAC,-7.5,243.5,13207,18354
775,02/1/2023,TOR,UTA,UTA,-2.5,230.5,18206,18206
776,02/1/2023,ATL,PHX,PHX,-1.5,231.5,17071,17071
777,02/2/2023,LAL,IND,LAL,-2.5,240.5,17274,17923
778,02/2/2023,MEM,CLE,CLE,-6.5,222.5,19432,19432
779,02/2/2023,MIA,NYK,MIA,-1.5,214.5,19044,19763
