,Date,Team,Location,Opponent,Result
671,2023-01-02,BKN,H,SAS,W
672,2023-01-02,MIN,H,DEN,W
673,2023-01-02,CLE,H,CHI,W
674,2023-01-02,HOU,H,DAL,L
675,2023-01-02,IND,H,TOR,W
676,2023-01-02,GSW,H,ATL,W
677,2023-01-02,NYK,H,PHX,W
678,2023-01-02,LAC,H,MIA,L
679,2023-01-02,POR,H,DET,W
680,2023-01-02,CHA,H,LAL,L
681,2023-01-01,MEM,H,SAC,W
682,2023-01-01,DEN,H,BOS,W
683,2023-01-01,MIL,H,WAS,L
684,2022-12-31,MEM,H,NOP,W
685,2022-12-31,HOU,H,NYK,L
686,2022-12-31,MIN,H,DET,L
687,2022-12-31,IND,H,LAC,W
688,2022-12-31,OKC,H,PHI,L
689,2022-12-31,CHA,H,BKN,L
690,2022-12-31,CHI,H,CLE,L
691,2022-12-31,UTA,H,MIA,L
692,2022-12-31,SAS,H,DAL,L
693,2022-12-30,ATL,H,LAL,L
694,2022-12-30,CHI,H,DET,W
695,2022-12-30,DEN,H,MIA,W
696,2022-12-30,SAC,H,UTA,W
697,2022-12-30,TOR,H,PHX,W
698,2022-12-30,MIL,H,MIN,W
699,2022-12-30,NOP,H,PHI,W
700,2022-12-30,GSW,H,POR,W
701,2022-12-30,ORL,H,WAS,L
702,2022-12-29,DAL,H,HOU,W
703,2022-12-29,BOS,H,LAC,W
704,2022-12-29,CHA,H,OKC,W
705,2022-12-29,SAS,H,NYK,W
706,2022-12-29,TOR,H,MEM,L
707,2022-12-29,IND,H,CLE,W
708,2022-12-28,SAC,H,DEN,W
709,2022-12-28,DET,H,ORL,W
710,2022-12-28,GSW,H,UTA,W
711,2022-12-28,ATL,H,BKN,L
712,2022-12-28,MIA,H,LAL,W
713,2022-12-28,NOP,H,MIN,W
714,2022-12-28,CHI,H,MIL,W
715,2022-12-28,WAS,H,PHX,W
716,2022-12-27,BOS,H,HOU,W
717,2022-12-27,SAC,H,DEN,L
718,2022-12-27,TOR,H,LAC,L
719,2022-12-27,MEM,H,PHX,L
720,2022-12-27,GSW,H,CHA,W
721,2022-12-27,OKC,H,SAS,W
722,2022-12-27,IND,H,ATL,W
723,2022-12-27,WAS,H,PHI,W
724,2022-12-27,ORL,H,LAL,L
725,2022-12-27,DAL,H,NYK,W
726,2022-12-26,POR,H,CHA,W
727,2022-12-26,SAS,H,UTA,W
728,2022-12-26,CHI,H,HOU,L
729,2022-12-26,DET,H,LAC,L
730,2022-12-26,NOP,H,IND,W
731,2022-12-26,CLE,H,BKN,L
732,2022-12-26,MIA,H,MIN,W
733,2022-12-25,NYK,H,PHI,L
734,2022-12-25,DEN,H,PHX,W
735,2022-12-25,BOS,H,MIL,W
736,2022-12-25,DAL,H,LAL,W
737,2022-12-25,GSW,H,MEM,W
738,2022-12-23,NYK,H,CHI,L
739,2022-12-23,ATL,H,DET,W
740,2022-12-23,ORL,H,SAS,W
741,2022-12-23,PHX,H,MEM,L
742,2022-12-23,SAC,H,WAS,L
743,2022-12-23,PHI,H,LAC,W
744,2022-12-23,LAL,H,CHA,L
745,2022-12-23,DEN,H,POR,W
746,2022-12-23,CLE,H,TOR,L
747,2022-12-23,BKN,H,MIL,W
748,2022-12-23,BOS,H,MIN,W
749,2022-12-23,OKC,H,NOP,L
750,2022-12-23,HOU,H,DAL,L
751,2022-12-23,MIA,H,IND,L
752,2022-12-22,UTA,H,WAS,W
753,2022-12-22,NOP,H,SAS,W
754,2022-12-21,SAC,H,LAL,W
755,2022-12-21,BKN,H,GSW,W
756,2022-12-21,OKC,H,POR,W
757,2022-12-21,NYK,H,TOR,L
758,2022-12-21,CLE,H,MIL,W
759,2022-12-21,BOS,H,IND,L
760,2022-12-21,MIN,H,DAL,L
761,2022-12-21,PHI,H,DET,W
762,2022-12-21,LAC,H,CHA,W
763,2022-12-21,HOU,H,ORL,L
764,2022-12-21,ATL,H,CHI,L
765,2022-12-20,NYK,H,GSW,W
766,2022-12-20,DEN,H,MEM,W
767,2022-12-20,DET,H,UTA,L
768,2022-12-20,MIA,H,CHI,L
769,2022-12-20,PHX,H,WAS,L
770,2022-12-19,NOP,H,MIL,L
771,2022-12-19,MIN,H,DAL,W
772,2022-12-19,PHI,H,TOR,W
773,2022-12-19,SAC,H,CHA,L
774,2022-12-19,HOU,H,SAS,L
775,2022-12-19,CLE,H,UTA,W
776,2022-12-19,OKC,H,POR,W
777,2022-12-19,ATL,H,ORL,W
778,2022-12-19,PHX,H,LAL,W
779,2022-12-18,MIN,H,CHI,W
780,2022-12-18,TOR,H,GSW,L
781,2022-12-18,IND,H,NYK,L
782,2022-12-18,DET,H,BKN,L
783,2022-12-18,LAL,H,WAS,W
784,2022-12-18,DEN,H,CHA,W
785,2022-12-18,BOS,H,ORL,L
786,2022-12-17,MIL,H,UTA,W
787,2022-12-17,SAS,H,MIA,L
788,2022-12-17,CLE,H,DAL,W
789,2022-12-17,HOU,H,POR,L
790,2022-12-17,LAC,H,WAS,W
791,2022-12-17,OKC,H,MEM,W
792,2022-12-17,PHX,H,NOP,W
793,2022-12-16,CHI,H,NYK,L
794,2022-12-16,DAL,H,POR,W
795,2022-12-16,CHA,H,ATL,L
796,2022-12-16,BOS,H,ORL,L
797,2022-12-16,PHI,H,GSW,W
798,2022-12-16,TOR,H,BKN,L
799,2022-12-16,OKC,H,MIN,L
800,2022-12-16,DET,H,SAC,L
801,2022-12-16,LAL,H,DEN,W
802,2022-12-16,CLE,H,IND,W
803,2022-12-15,UTA,H,NOP,W
804,2022-12-15,LAC,H,PHX,L
805,2022-12-15,HOU,H,MIA,L
806,2022-12-15,MEM,H,MIL,W
807,2022-12-14,TOR,H,SAC,L
808,2022-12-14,CHI,H,NYK,L
809,2022-12-14,SAS,H,POR,L
810,2022-12-14,DEN,H,WAS,W
811,2022-12-14,OKC,H,MIA,L
812,2022-12-14,LAC,H,MIN,W
813,2022-12-14,IND,H,GSW,W
814,2022-12-14,CHA,H,DET,L
815,2022-12-14,DAL,H,CLE,L
816,2022-12-14,ORL,H,ATL,W
817,2022-12-13,LAL,H,BOS,L
818,2022-12-13,MIL,H,GSW,W
819,2022-12-13,PHI,H,SAC,W
820,2022-12-13,HOU,H,PHX,W
821,2022-12-13,UTA,H,NOP,W
822,2022-12-12,POR,H,MIN,W
823,2022-12-12,SAS,H,CLE,W
824,2022-12-12,WAS,H,BKN,L
825,2022-12-12,LAC,H,BOS,W
826,2022-12-12,MEM,H,ATL,W
827,2022-12-12,DAL,H,OKC,W
828,2022-12-12,IND,H,MIA,L
829,2022-12-11,ORL,H,TOR,W
830,2022-12-11,ATL,H,CHI,W
831,2022-12-11,DET,H,LAL,L
832,2022-12-11,NYK,H,SAC,W
833,2022-12-11,HOU,H,MIL,W
834,2022-12-11,PHI,H,CHA,W
835,2022-12-11,NOP,H,PHX,W
836,2022-12-10,CLE,H,OKC,W
837,2022-12-10,POR,H,MIN,W
838,2022-12-10,IND,H,BKN,L
839,2022-12-10,DEN,H,UTA,W
840,2022-12-10,CHI,H,DAL,W
841,2022-12-10,WAS,H,LAC,L
842,2022-12-10,MIA,H,SAS,L
843,2022-12-10,GSW,H,BOS,W
844,2022-12-09,UTA,H,MIN,L
845,2022-12-09,PHI,H,LAL,W
846,2022-12-09,MEM,H,DET,W
847,2022-12-09,DAL,H,MIL,L
848,2022-12-09,IND,H,WAS,W
849,2022-12-09,CHA,H,NYK,L
850,2022-12-09,ORL,H,TOR,W
851,2022-12-09,BKN,H,ATL,W
852,2022-12-09,NOP,H,PHX,W
853,2022-12-09,CLE,H,SAC,L
854,2022-12-08,SAS,H,HOU,W
855,2022-12-08,POR,H,DEN,L
856,2022-12-08,MIA,H,LAC,W
857,2022-12-07,NYK,H,ATL,W
858,2022-12-07,MEM,H,OKC,W
859,2022-12-07,BKN,H,CHA,W
860,2022-12-07,PHX,H,BOS,L
861,2022-12-07,ORL,H,LAC,W
862,2022-12-07,MIN,H,IND,W
863,2022-12-07,MIL,H,SAC,W
864,2022-12-07,UTA,H,GSW,W
865,2022-12-07,TOR,H,LAL,W
866,2022-12-07,NOP,H,DET,W
867,2022-12-07,CHI,H,WAS,W
868,2022-12-06,DEN,H,DAL,L
869,2022-12-06,CLE,H,LAL,W
870,2022-12-06,MIA,H,DET,L
871,2022-12-05,GSW,H,IND,L
872,2022-12-05,CHA,H,LAC,L
873,2022-12-05,TOR,H,BOS,L
874,2022-12-05,DAL,H,PHX,W
875,2022-12-05,ATL,H,OKC,L
876,2022-12-05,ORL,H,MIL,L
877,2022-12-05,HOU,H,PHI,W
878,2022-12-05,MEM,H,MIA,W
879,2022-12-04,SAC,H,CHI,W
880,2022-12-04,NOP,H,DEN,W
881,2022-12-04,BKN,H,BOS,L
882,2022-12-04,SAS,H,PHX,L
883,2022-12-04,DET,H,MEM,L
884,2022-12-04,WAS,H,LAL,L
885,2022-12-04,NYK,H,CLE,W
886,2022-12-04,POR,H,IND,W
887,2022-12-03,MIN,H,OKC,L
888,2022-12-03,NYK,H,DAL,L
889,2022-12-03,TOR,H,ORL,W
890,2022-12-03,GSW,H,HOU,W
891,2022-12-03,CHA,H,MIL,L
892,2022-12-03,UTA,H,POR,L
893,2022-12-03,LAC,H,SAC,L
894,2022-12-02,UTA,H,IND,W
895,2022-12-02,MEM,H,PHI,W
896,2022-12-02,MIL,H,LAL,L
897,2022-12-02,SAS,H,NOP,L
898,2022-12-02,CLE,H,ORL,W
899,2022-12-02,BKN,H,TOR,W
900,2022-12-02,PHX,H,HOU,L
901,2022-12-02,CHA,H,WAS,W
902,2022-12-02,GSW,H,CHI,W
903,2022-12-02,BOS,H,MIA,L
904,2022-12-02,ATL,H,DEN,W
905,2022-12-01,DET,H,DAL,W
906,2022-11-30,DEN,H,HOU,W
907,2022-11-30,ORL,H,ATL,L
908,2022-11-30,CLE,H,PHI,W
909,2022-11-30,LAL,H,POR,W
910,2022-11-30,OKC,H,SAS,W
911,2022-11-30,SAC,H,IND,W
912,2022-11-30,NYK,H,MIL,L
913,2022-11-30,BKN,H,WAS,W
914,2022-11-30,PHX,H,CHI,W
915,2022-11-30,BOS,H,MIA,W
916,2022-11-30,MIN,H,MEM,W
917,2022-11-30,NOP,H,TOR,W
918,2022-11-30,UTA,H,LAC,W
919,2022-11-29,POR,H,LAC,L
920,2022-11-29,DAL,H,GSW,W
921,2022-11-29,DET,H,NYK,L
922,2022-11-28,UTA,H,CHI,L
923,2022-11-28,DEN,H,HOU,W
924,2022-11-28,WAS,H,MIN,W
925,2022-11-28,NOP,H,OKC,W
926,2022-11-28,LAL,H,IND,L
927,2022-11-28,TOR,H,CLE,W
928,2022-11-28,SAC,H,PHX,L
929,2022-11-28,PHI,H,ATL,W
930,2022-11-28,BOS,H,CHA,W
931,2022-11-28,BKN,H,ORL,W
932,2022-11-27,NYK,H,MEM,L
933,2022-11-27,MIN,H,GSW,L
934,2022-11-27,ATL,H,MIA,L
935,2022-11-27,MIL,H,DAL,W
936,2022-11-27,BKN,H,POR,W
937,2022-11-27,BOS,H,WAS,W
938,2022-11-27,LAC,H,IND,W
939,2022-11-27,ORL,H,PHI,L
940,2022-11-27,DET,H,CLE,L
941,2022-11-26,SAS,H,LAL,L
942,2022-11-26,TOR,H,DAL,W
943,2022-11-26,PHX,H,UTA,W
944,2022-11-26,HOU,H,OKC,W
945,2022-11-25,MEM,H,NOP,W
946,2022-11-25,IND,H,BKN,W
947,2022-11-25,MIA,H,WAS,W
948,2022-11-25,LAC,H,DEN,L
949,2022-11-25,MIL,H,CLE,W
950,2022-11-25,HOU,H,ATL,W
951,2022-11-25,PHX,H,DET,W
952,2022-11-25,BOS,H,SAC,W
953,2022-11-25,SAS,H,LAL,L
954,2022-11-25,OKC,H,CHI,W
955,2022-11-25,GSW,H,UTA,W
956,2022-11-25,NYK,H,POR,L
957,2022-11-25,ORL,H,PHI,L
958,2022-11-25,CHA,H,MIN,W
959,2022-11-23,BOS,H,DAL,W
960,2022-11-23,UTA,H,DET,L
961,2022-11-23,MIA,H,WAS,W
962,2022-11-23,GSW,H,LAC,W
963,2022-11-23,CHA,H,PHI,W
964,2022-11-23,MIL,H,CHI,L
965,2022-11-23,SAS,H,NOP,L
966,2022-11-23,IND,H,MIN,L
967,2022-11-23,TOR,H,BKN,L
968,2022-11-23,CLE,H,POR,W
969,2022-11-23,OKC,H,DEN,L
970,2022-11-23,ATL,H,SAC,W
971,2022-11-22,PHI,H,BKN,W
972,2022-11-22,PHX,H,LAL,W
973,2022-11-22,MEM,H,SAC,L
974,2022-11-22,DEN,H,DET,L
975,2022-11-21,CLE,H,ATL,W
976,2022-11-21,MIL,H,POR,W
977,2022-11-21,MIN,H,MIA,W
978,2022-11-21,CHI,H,BOS,W
979,2022-11-21,NOP,H,GSW,W
980,2022-11-21,LAC,H,UTA,W
981,2022-11-21,OKC,H,NYK,L
982,2022-11-21,IND,H,ORL,W
983,2022-11-20,BKN,H,MEM,W
984,2022-11-20,PHX,H,NYK,W
985,2022-11-20,SAC,H,DET,W
986,2022-11-20,LAL,H,SAS,W
987,2022-11-20,CLE,H,MIA,W
988,2022-11-20,DAL,H,DEN,L
989,2022-11-20,HOU,H,GSW,L
990,2022-11-20,WAS,H,CHA,W
991,2022-11-19,PHI,H,MIN,L
992,2022-11-19,IND,H,ORL,W
993,2022-11-19,LAC,H,SAS,W
994,2022-11-19,POR,H,UTA,L
995,2022-11-19,ATL,H,TOR,W
996,2022-11-18,UTA,H,PHX,W
997,2022-11-18,DAL,H,DEN,W
998,2022-11-18,LAL,H,DET,W
999,2022-11-18,CLE,H,CHA,W
1000,2022-11-18,MEM,H,OKC,W
1001,2022-11-18,HOU,H,IND,L
1002,2022-11-18,CHI,H,ORL,L
1003,2022-11-18,GSW,H,NYK,W
1004,2022-11-18,NOP,H,BOS,L
1005,2022-11-18,WAS,H,MIA,W
1006,2022-11-18,PHI,H,MIL,W
1007,2022-11-17,SAC,H,SAS,W
1008,2022-11-17,LAC,H,DET,W
1009,2022-11-17,POR,H,BKN,L
1010,2022-11-16,ATL,H,BOS,L
1011,2022-11-16,MIL,H,CLE,W
1012,2022-11-16,ORL,H,MIN,L
1013,2022-11-16,WAS,H,OKC,L
1014,2022-11-16,TOR,H,MIA,W
1015,2022-11-16,DAL,H,HOU,L
1016,2022-11-16,CHA,H,IND,L
1017,2022-11-16,DEN,H,NYK,L
1018,2022-11-16,NOP,H,CHI,W
1019,2022-11-16,PHX,H,GSW,W
1020,2022-11-15,UTA,H,NYK,L
1021,2022-11-15,SAC,H,BKN,W
1022,2022-11-15,POR,H,SAS,W
1023,2022-11-15,DAL,H,LAC,W
1024,2022-11-15,NOP,H,MEM,W
1025,2022-11-14,DET,H,TOR,L
1026,2022-11-14,MIA,H,PHX,W
1027,2022-11-14,MIL,H,ATL,L
1028,2022-11-14,GSW,H,SAS,W
1029,2022-11-14,HOU,H,LAC,L
1030,2022-11-14,ORL,H,CHA,L
1031,2022-11-14,BOS,H,OKC,W
1032,2022-11-13,SAC,H,GSW,W
1033,2022-11-13,PHI,H,UTA,W
1034,2022-11-13,WAS,H,MEM,W
1035,2022-11-13,LAL,H,BKN,W
1036,2022-11-13,NYK,H,OKC,L
1037,2022-11-13,CHI,H,DEN,L
1038,2022-11-13,CLE,H,MIN,L
1039,2022-11-12,PHI,H,ATL,W
1040,2022-11-12,DAL,H,POR,W
1041,2022-11-12,NOP,H,HOU,W
1042,2022-11-12,WAS,H,UTA,W
1043,2022-11-12,MIA,H,CHA,W
1044,2022-11-12,LAC,H,BKN,L
1045,2022-11-12,IND,H,TOR,W
1046,2022-11-12,DET,H,BOS,L
1047,2022-11-11,MEM,H,MIN,W
1048,2022-11-11,LAL,H,SAC,L
1049,2022-11-11,OKC,H,TOR,W
1050,2022-11-11,ORL,H,PHX,W
1051,2022-11-11,BOS,H,DEN,W
1052,2022-11-11,NYK,H,DET,W
1053,2022-11-11,GSW,H,CLE,W
1054,2022-11-11,SAS,H,MIL,W
1055,2022-11-10,NOP,H,POR,L
1056,2022-11-10,ATL,H,PHI,W
1057,2022-11-10,MIA,H,CHA,W
1058,2022-11-10,WAS,H,DAL,W
1059,2022-11-09,SAC,H,CLE,W
1060,2022-11-09,ATL,H,UTA,L
1061,2022-11-09,CHI,H,NOP,L
1062,2022-11-09,CHA,H,POR,L
1063,2022-11-09,LAC,H,LAL,W
1064,2022-11-09,TOR,H,HOU,W
1065,2022-11-09,MIN,H,PHX,L
1066,2022-11-09,BOS,H,DET,W
1067,2022-11-09,BKN,H,NYK,W
1068,2022-11-09,OKC,H,MIL,L
1069,2022-11-09,ORL,H,DAL,W
1070,2022-11-09,IND,H,DEN,L
1071,2022-11-09,SAS,H,MEM,L
1072,2022-11-07,ORL,H,HOU,L
1073,2022-11-07,UTA,H,LAL,W
1074,2022-11-07,PHI,H,PHX,W
1075,2022-11-07,GSW,H,SAC,W
1076,2022-11-07,MIN,H,NYK,L
1077,2022-11-07,MEM,H,BOS,L
1078,2022-11-07,CHI,H,TOR,W
1079,2022-11-07,CHA,H,WAS,L
1080,2022-11-07,DET,H,OKC,W
1081,2022-11-07,SAS,H,DEN,L
1082,2022-11-07,DAL,H,BKN,W
1083,2022-11-07,LAC,H,CLE,W
1084,2022-11-07,ATL,H,MIL,W
1085,2022-11-07,IND,H,NOP,W
1086,2022-11-07,MIA,H,POR,L
1087,2022-11-06,MEM,H,WAS,W
1088,2022-11-06,LAL,H,CLE,L
1089,2022-11-06,LAC,H,UTA,L
1090,2022-11-06,TOR,H,CHI,W
1091,2022-11-05,MIN,H,HOU,W
1092,2022-11-05,NYK,H,BOS,L
1093,2022-11-05,ORL,H,SAC,L
1094,2022-11-05,DEN,H,SAS,W
1095,2022-11-05,ATL,H,NOP,W
1096,2022-11-05,PHX,H,POR,W
1097,2022-11-05,MIL,H,OKC,W
1098,2022-11-05,CHA,H,BKN,L
1099,2022-11-04,LAL,H,UTA,L
1100,2022-11-04,WAS,H,BKN,L
1101,2022-11-04,PHX,H,POR,L
1102,2022-11-04,IND,H,MIA,W
1103,2022-11-04,PHI,H,NYK,L
1104,2022-11-04,BOS,H,CHI,W
1105,2022-11-04,DAL,H,TOR,W
1106,2022-11-04,DET,H,CLE,L
1107,2022-11-04,MEM,H,CHA,W
1108,2022-11-04,MIN,H,MIL,L
1109,2022-11-04,NOP,H,GSW,W
1110,2022-11-04,SAS,H,LAC,L
1111,2022-11-03,OKC,H,DEN,L
1112,2022-11-03,ORL,H,GSW,W
1113,2022-11-02,CHI,H,CHA,W
1114,2022-11-02,PHI,H,WAS,L
1115,2022-11-02,MIL,H,DET,W
1116,2022-11-02,HOU,H,LAC,L
1117,2022-11-02,LAL,H,NOP,W
1118,2022-11-02,NYK,H,ATL,L
1119,2022-11-02,DAL,H,UTA,W
1120,2022-11-02,SAS,H,TOR,L
1121,2022-11-02,MIA,H,SAC,W
1122,2022-11-02,POR,H,MEM,L
1123,2022-11-02,CLE,H,BOS,W
1124,2022-11-01,BKN,H,CHI,L
1125,2022-11-01,OKC,H,ORL,W
1126,2022-11-01,PHX,H,MIN,W
1127,2022-11-01,MIA,H,GSW,W
1128,2022-10-31,TOR,H,ATL,W
1129,2022-10-31,UTA,H,MEM,W
1130,2022-10-31,MIL,H,DET,W
1131,2022-10-31,BKN,H,IND,W
1132,2022-10-31,WAS,H,PHI,L
1133,2022-10-31,LAC,H,HOU,W
1134,2022-10-31,CHA,H,SAC,L
1135,2022-10-30,CLE,H,NYK,W
1136,2022-10-30,LAC,H,NOP,L
1137,2022-10-30,BOS,H,WAS,W
1138,2022-10-30,LAL,H,DEN,W
1139,2022-10-30,DAL,H,ORL,W
1140,2022-10-30,PHX,H,HOU,W
1141,2022-10-30,SAS,H,MIN,W
1142,2022-10-30,DET,H,GSW,W
1143,2022-10-29,DAL,H,OKC,L
1144,2022-10-29,CHI,H,PHI,L
1145,2022-10-29,BKN,H,IND,L
1146,2022-10-29,CHA,H,GSW,W
1147,2022-10-29,UTA,H,MEM,W
1148,2022-10-29,SAC,H,MIA,W
1149,2022-10-29,MIL,H,ATL,W
1150,2022-10-28,MIN,H,LAL,W
1151,2022-10-28,TOR,H,PHI,L
1152,2022-10-28,PHX,H,NOP,W
1153,2022-10-28,BOS,H,CLE,L
1154,2022-10-28,POR,H,HOU,W
1155,2022-10-28,ORL,H,CHA,W
1156,2022-10-28,WAS,H,IND,L
1157,2022-10-28,DEN,H,UTA,W
1158,2022-10-28,DET,H,ATL,L
1159,2022-10-28,MIL,H,NYK,W
1160,2022-10-28,SAS,H,CHI,W
1161,2022-10-27,GSW,H,MIA,W
1162,2022-10-27,BKN,H,DAL,L
1163,2022-10-27,OKC,H,LAC,W
1164,2022-10-27,SAC,H,MEM,L
1165,2022-10-26,DET,H,ATL,L
1166,2022-10-26,MIL,H,BKN,W
1167,2022-10-26,POR,H,MIA,L
1168,2022-10-26,MIN,H,SAS,W
1169,2022-10-26,DEN,H,LAL,W
1170,2022-10-26,TOR,H,PHI,W
1171,2022-10-26,UTA,H,HOU,W
1172,2022-10-26,CHI,H,IND,W
1173,2022-10-26,NYK,H,CHA,W
1174,2022-10-26,CLE,H,ORL,W
1175,2022-10-25,NOP,H,DAL,W
1176,2022-10-25,WAS,H,DET,W
1177,2022-10-25,PHX,H,GSW,W
1178,2022-10-25,OKC,H,LAC,W
1179,2022-10-24,HOU,H,UTA,W
1180,2022-10-24,MIN,H,SAS,L
1181,2022-10-24,PHI,H,IND,W
1182,2022-10-24,POR,H,DEN,W
1183,2022-10-24,CHI,H,BOS,W
1184,2022-10-24,NYK,H,ORL,W
1185,2022-10-24,MIA,H,TOR,L
1186,2022-10-24,MEM,H,BKN,W
1187,2022-10-23,LAC,H,PHX,L
1188,2022-10-23,GSW,H,SAC,W
1189,2022-10-23,OKC,H,MIN,L
1190,2022-10-23,LAL,H,POR,L
1191,2022-10-23,NOP,H,UTA,L
1192,2022-10-23,CLE,H,WAS,W
1193,2022-10-23,ATL,H,CHA,L
1194,2022-10-22,ORL,H,BOS,L
1195,2022-10-22,SAC,H,LAC,L
1196,2022-10-22,MIL,H,HOU,W
1197,2022-10-22,DAL,H,MEM,W
1198,2022-10-22,MIA,H,TOR,W
1199,2022-10-22,IND,H,DET,W
1200,2022-10-22,DEN,H,OKC,W
1201,2022-10-22,PHI,H,SAS,L
1202,2022-10-22,CHI,H,CLE,L
1203,2022-10-21,POR,H,PHX,W
1204,2022-10-21,BKN,H,TOR,W
1205,2022-10-21,NYK,H,DET,W
1206,2022-10-21,HOU,H,MEM,L
1207,2022-10-21,WAS,H,CHI,W
1208,2022-10-21,GSW,H,DEN,L
1209,2022-10-21,MIA,H,BOS,L
1210,2022-10-21,ATL,H,ORL,W
1211,2022-10-21,CHA,H,NOP,L
1212,2022-10-21,IND,H,SAS,L
1213,2022-10-21,MIN,H,UTA,L
1214,2022-10-20,PHI,H,MIL,L
1215,2022-10-20,LAL,H,LAC,L
1216,2022-10-19,UTA,H,DEN,W
1217,2022-10-19,BKN,H,NOP,L
1218,2022-10-19,IND,H,WAS,L
1219,2022-10-19,PHX,H,DAL,W
1220,2022-10-19,MEM,H,NYK,W
1221,2022-10-19,DET,H,ORL,W
1222,2022-10-19,ATL,H,HOU,W
1223,2022-10-19,SAS,H,CHA,L
1224,2022-10-19,SAC,H,POR,L
1225,2022-10-19,TOR,H,CLE,W
1226,2022-10-19,MIN,H,OKC,W
1227,2022-10-19,MIA,H,CHI,L
1228,2022-10-18,BOS,H,PHI,W
1229,2022-10-18,GSW,H,LAL,W
