,Date,Player,Injury,Status
364,Apr 5 7:30 PM,Luka Doncic,Left Thigh Injury Recovery,Available
365,Apr 5 7:30 PM,Kyrie Irving,Right Foot Injury Recovery,Available
366,Apr 5 7:30 PM,Trae Young,Non-COVID Illness,Available
367,Apr 5 7:30 PM,Ja Morant,Left Hip Soreness,Out
368,Apr 5 7:30 PM,Xavier Tillman,Right Ankle Soreness,Out
369,Apr 5 7:30 PM,Luke Kennard,Right Ankle Soreness,Out
370,Apr 5 7:30 PM,Collin Sexton,Left Hamstring Injury Maintenance,Out
371,"Apr 5, 6:30 PM",Nikola Jokic,Right Calf Tightness,Questionable
372,"Apr 5, 6:30 PM",Jamal Murray,Right Thumb Sprain,Questionable
373,"Apr 5, 6:30 PM",Zeke Nnaji,Right Knee Sprain,Questionable
374,"Apr 5, 6:30 PM",Giannis Antetokounmpo,Right Knee Soreness,Out
375,"Apr 5, 6:30 PM",RJ Barrett,Illness,Out
376,"Apr 5, 6:30 PM",Myles Turner,Left Ankle Soreness,Out
377,"Apr 5, 6:30 PM",Gabe York,G League - Two-Way,Available
378,"Apr 5, 6:30 PM",Keldon Johnson,Right Foot Sprain,Questionable
379,"Apr 5, 6:30 PM",Zach Collins,Left Fifth Finger Laceration,Probable
380,"Apr 5, 6:30 PM",Doug McDermott,Right Ankle Sprain,Out
381,"Apr 5, 6:30 PM",Romeo Langford,Left Adductor Injury Management,Questionable
382,"Apr 5, 6:30 PM",Devonte Graham,Left Adductor Strain,Out
383,"Apr 5, 6:30 PM",Dorian Finney-Smith,Right Wrist Contusion,Out
384,"Apr 5, 6:30 PM",Bogdan Bogdanovic,Right Knee Injury Management,Out
385,"Apr 5, 6:30 PM",Drew Eubanks,Left Thoracic Spasm,Probable
386,"Apr 5, 6:30 PM",Shaedon Sharpe,Left Knee Tendinopathy,Questionable
387,"Apr 5, 6:30 PM",Trendon Watford,Right Ankle Sprain,Questionable
388,"Apr 5, 6:30 PM",Matisse Thybulle,Right Knee Effusion,Doubtful
389,"Apr 5, 6:30 PM",Cameron Reddish,Lumbar Soreness,Questionable
390,"Apr 5, 6:30 PM",Kevin Knox,Left Knee Soreness,Probable
391,"Apr 5, 6:30 PM",Isaiah Livers,Right Ankle Sprain,Out
392,"Apr 5, 6:30 PM",Gary Trent Jr,Back Lower - back spasm,Available
393,Apr 5 5:30 PM,Donovan Mitchell,Left Hand Finger Sprain,Out
394,Apr 5 5:30 PM,Evan Mobley,Rest,Out
395,Apr 5 5:30 PM,Darius Garland,Left Lower Leg Contusion,Out
396,Apr 5 5:30 PM,Jarrett Allen,Right Groin Strain,Out
397,Apr 5 5:30 PM,Caris LeVert,Right Knee Soreness,Out
398,Apr 5 5:30 PM,Tyrese Maxey,Neck Stiffness,Questionable
399,Apr 5 5:30 PM,De'Anthony Melton,Right Calf Tightness,Questionable
400,Apr 5 5:30 PM,PJ Tucker,Right Calf Tightness,Questionable
401,Apr 5 5:30 PM,Luguentz Dort,Right Shoulder Strain,Questionable
402,Apr 5 4:30 PM,Bam Adebayo,Left Quadriceps Tendon Strain,Questionable
403,Apr 5 4:30 PM,Kyle Lowry,Left Knee Soreness,Questionable
404,Apr 5 4:30 PM,Anthony Davis,Right Foot Stress Injury,Questionable
405,Apr 5 4:30 PM,LeBron James,Right Foot Soreness,Questionable
406,Apr 5 4:30 PM,D'Angelo Russell,Left Foot Soreness,Probable
407,Apr 5 4:30 PM,Mo Bamba,Left Ankle Sprain,Probable
408,"Apr 5, 2:30 PM",Giannis Antetokounmpo,Right Knee Soreness,Probable
409,"Apr 5, 2:30 PM",Jevon Carter,Left Foot Laceration,Available
410,"Apr 5, 2:30 PM",Pat Connaughton,Right Ankle Sprain,Out
411,"Apr 5, 2:30 PM",Khris Middleton,Right Knee Injury Management,Available
412,"Apr 5, 2:30 PM",Ja Morant,Left Hip Soreness,Doubtful
413,"Apr 5, 2:30 PM",Dillon Brooks,Right Hip Soreness,Available
414,"Apr 5, 2:30 PM",Xavier Tillman,Right Ankle Soreness,Questionable
415,"Apr 5, 2:30 PM",Luke Kennard,Right Ankle Soreness,Doubtful
416,"Apr 5, 2:30 PM",Alex Caruso,Left Midfoot Soreness Injury Management,Out
417,"Apr 5, 1:30 PM",Trae Young,Non-COVID Illness,Questionable
418,"Apr 5, 1:30 PM",Bogdan Bogdanovic,Right Knee Injury Management,Questionable
419,"Apr 5, 1:30 PM",Dorian Finney-Smith,Right Wrist Contusion,Questionable
420,"Apr 5, 1:30 PM",Isaiah Livers,Right Ankle Sprain,Doubtful
421,Apr 5 12:30 PM,Jayson Tatum,Left Hip Contusion,Questionable
422,Apr 5 12:30 PM,Jaylen Brown,Low Back Pain,Available
423,Apr 5 12:30 PM,Al Horford,Low Back Stiffness,Out
424,Apr 5 12:30 PM,Marcus Smart,Left Neck Spasm,Questionable
425,Apr 5 12:30 PM,Payton Pritchard,Left Heel Pain,Questionable
426,Apr 5 12:30 PM,Robert Williams,Left Knee Injury Management,Available
427,Apr 5 12:30 PM,Gary Trent Jr,Lower Back Spasms,Questionable
428,Apr 5 11:30 AM,Jalen Brunson,Right Hand Maintenance,Out
429,Apr 4 9:30 PM,Klay Thompson,Low Back Soreness,Out
430,Apr 4 8:30 PM,Klay Thompson,Low Back Soreness,Questionable
431,Apr 4 8:30 PM,Anthony Davis,Right Foot Stress Injury,Available
432,Apr 4 8:30 PM,LeBron James,Right Foot Soreness,Available
433,Apr 4 8:30 PM,D'Angelo Russell,Left Foot Soreness,Out
434,Apr 4 8:30 PM,Mo Bamba,Left Ankle Sprain,Out
435,Apr 4 8:30 PM,Eric Gordon,Right Hip Tightness,Questionable
436,Apr 4 8:30 PM,Marcus Morris,Low Back Spasms,Questionable
437,Apr 4 7:30 PM,Nikola Jokic,Right Calf Tightness,Available
438,Apr 4 7:30 PM,Jamal Murray,Right Thumb Sprain,Available
439,Apr 4 7:30 PM,Zeke Nnaji,Right Knee Sprain,Out
440,Apr 4 7:30 PM,Jaylen Brown,Low Back Pain,Out
441,Apr 4 7:30 PM,Payton Pritchard,Left Heel Pain,Out
442,Apr 4 7:30 PM,RJ Barrett,Illness,Questionable
443,Apr 4 7:30 PM,Dillon Brooks,Right Hip Soreness,Out
444,Apr 4 7:30 PM,Jake LaRavia,Right Calf Soreness,Out
445,Apr 4 7:30 PM,Jaylen Nowell,Left Knee Tendinopathy,Out
446,Apr 4 7:30 PM,Karl-Anthony Towns,Right Calf Strain/Illness,Available
447,Apr 4 7:30 PM,Austin Rivers,Illness,Out
448,Apr 4 7:30 PM,Trendon Watford,Right Ankle Sprain,Out
449,Apr 4 7:30 PM,Matisse Thybulle,Right Knee Effusion,Out
450,Apr 4 7:30 PM,Cameron Reddish,Lumbar Soreness,Out
451,Apr 4 7:30 PM,Kevin Knox,Left Knee Soreness,Available
452,Apr 4 7:30 PM,John Butler,Left Ankle Impingement,Available
453,"Apr 4, 6:30 PM",Bam Adebayo,Right Hip Contusion,Available
454,"Apr 4, 6:30 PM",Kyle Lowry,Left Knee Soreness,Available
455,"Apr 4, 6:30 PM",Malik Monk,Left Lower Leg Soreness,Available
456,"Apr 4, 6:30 PM",Delon Wright,Non-COVID Illness,Out
457,"Apr 4, 6:30 PM",Alex Caruso,Left Midfoot Soreness,Available
458,"Apr 4, 6:30 PM",Javonte Green,Right Knee Surgery,Available
459,"Apr 4, 6:30 PM",Precious Achiuwa,Non-COVID Illness,Available
460,"Apr 4, 6:30 PM",Gary Trent Jr,Back Lower - spasms,Out
461,"Apr 4, 6:30 PM",OG Anunoby,Left Ankle Sprain,Available
462,"Apr 4, 6:30 PM",Mark Williams,Left Ankle Sprain,Out
463,"Apr 4, 6:30 PM",Dennis Smith,Right Great Toe Sprain,Out
464,"Apr 4, 6:30 PM",Aleksej Pokusevski,Left Knee Contusion,Out
465,"Apr 4, 6:30 PM",Meyers Leonard,Left Calf Soreness,Available
466,"Apr 4, 5:30 PM",Myles Turner,Sore Left Ankle,Questionable
467,"Apr 4, 5:30 PM",Gabe York,G League - Two-Way,Questionable
468,"Apr 4, 5:30 PM",Jevon Carter,Left Foot Laceration,Out
469,"Apr 4, 5:30 PM",Precious Achiuwa,Non-COVID Illness,Probable
470,"Apr 4, 5:30 PM",Will Barton,Left Ankle Sprain,Available
471,"Apr 4, 4:30 PM",RJ Barrett,Non-COVID Illness,Available
472,"Apr 4, 4:30 PM",Derrick Rose,Illness,Available
473,"Apr 4, 4:30 PM",Mo Bamba,Left Ankle Sprain,Doubtful
474,"Apr 4, 4:30 PM",Admiral Schofield,Right Ankle Sprain,Available
475,Apr 4 3:30 PM,Keldon Johnson,Right Foot Sprain,Out
476,Apr 4 3:30 PM,Zach Collins,Left Fifth Finger Cut,Out
477,Apr 4 3:30 PM,Romeo Langford,Left Adductor Injury Management,Out
478,Apr 4 2:30 PM,Luka Doncic,Left Thigh Injury Recovery,Probable
479,Apr 4 2:30 PM,Kyrie Irving,Right Foot Injury Recovery,Probable
480,Apr 4 2:30 PM,Trae Young,Non-COVID Illness,Out
481,Apr 4 2:30 PM,Jevon Carter,Left Foot Laceration,Questionable
482,"Apr 4, 12:30 PM",Collin Sexton,Left Hamstring Strain,Available
483,"Apr 4, 12:30 PM",Lauri Markkanen,Left Hand Contusion,Out
484,"Apr 4, 12:30 PM",D'Angelo Russell,Left Foot Soreness,Questionable
485,"Apr 4, 12:30 PM",Mark Williams,Left Ankle Sprain,Doubtful
486,"Apr 4, 12:30 PM",Payton Pritchard,Left Heel Pain,Questionable
487,"Apr 4, 12:30 PM",Deni Avdija,Left Elbow Bursitis,Out
488,Apr 4 11:30 AM,Bam Adebayo,Right Hip Contusion,Probable
489,Apr 4 11:30 AM,Precious Achiuwa,Non-COVID Illness,Questionable
490,"Apr 4, 10:30 AM",Jamal Cain,G League - Two-Way,Available
491,"Apr 4, 10:30 AM",Orlando Robinson,G League - Two-Way,Available
492,Apr 3 9:30 PM,Matisse Thybulle,Right Knee Effusion,Questionable
493,Apr 3 8:30 PM,Keldon Johnson,Right Foot Sprain,Doubtful
494,Apr 3 8:30 PM,Zach Collins,Left Fifth Finger Cut,Questionable
495,Apr 3 8:30 PM,Romeo Langford,Left Adductor Injury Management,Doubtful
496,Apr 3 6:30 PM,Lauri Markkanen,Left Hand Contusion,Questionable
497,Apr 3 6:30 PM,Walker Kessler,Concussion Protocol,Out
498,Apr 3 6:30 PM,Collin Sexton,Left Hamstring Strain,Questionable
499,Apr 3 6:30 PM,Anthony Davis,Right Foot Stress Injury,Probable
500,Apr 3 6:30 PM,LeBron James,Right Foot Soreness,Questionable
501,Apr 3 6:30 PM,D'Angelo Russell,Left Foot Soreness,Probable
502,Apr 3 6:30 PM,Malik Monk,Left Lower Leg Soreness,Questionable
503,Apr 3 6:30 PM,Dillon Brooks,Right Hip Soreness,Questionable
504,Apr 3 6:30 PM,Trendon Watford,Right Ankle Sprain,Questionable
505,Apr 3 6:30 PM,Cameron Reddish,Lumbar Soreness,Questionable
506,Apr 3 6:30 PM,Kevin Knox,Left Knee Soreness,Questionable
507,Apr 3 6:30 PM,John Butler,Left Ankle Impingement,Questionable
508,"Apr 3, 5:30 PM",Nikola Jokic,Right Calf Tightness,Questionable
509,"Apr 3, 5:30 PM",Jamal Murray,Right Thumb Sprain,Probable
510,"Apr 3, 5:30 PM",Zeke Nnaji,Right Knee Sprain,Questionable
511,"Apr 3, 5:30 PM",Trae Young,Non-COVID Illness,Questionable
512,"Apr 3, 5:30 PM",Jaylen Brown,Low Back Pain,Questionable
513,"Apr 3, 5:30 PM",Al Horford,Low Back Stiffness,Available
514,"Apr 3, 5:30 PM",Jevon Carter,Left Knee Soreness,Probable
515,"Apr 3, 5:30 PM",Jaylen Nowell,Left Knee Tendinopathy,Questionable
516,"Apr 3, 5:30 PM",Karl-Anthony Towns,Right Calf Strain/Illness,Questionable
517,"Apr 3, 5:30 PM",Austin Rivers,Illness,Questionable
518,"Apr 3, 5:30 PM",Mark Williams,Left Ankle Sprain,Probable
519,"Apr 3, 5:30 PM",Dennis Smith,Right Great Toe Sprain,Questionable
520,"Apr 3, 5:30 PM",Dru Smith,G League - Two-Way,Available
521,"Apr 3, 5:30 PM",David Duke,G League - Two-Way,Available
522,Apr 3 4:30 PM,Marvin Bagley III,Concussion Protocol,Out
523,Apr 3 4:30 PM,Will Barton,Left Ankle Sprain,Probable
524,Apr 3 4:30 PM,Gary Trent Jr,Lower Back Spasms,Questionable
525,Apr 3 4:30 PM,OG Anunoby,Left Ankle Sprain,Questionable
526,Apr 3 4:30 PM,Admiral Schofield,Right Ankle Sprain,Questionable
527,Apr 3 4:30 PM,Kevon Harris,Left Elbow Bone Bruise,Available
528,"Apr 3, 3:30 PM",Bam Adebayo,Right Hip Contusion,Questionable
529,"Apr 3, 3:30 PM",Kyle Lowry,Left Knee Soreness,Questionable
530,"Apr 3, 3:30 PM",Orlando Robinson,G League - Two-Way,Probable
531,"Apr 3, 3:30 PM",Jamal Cain,G League - Two-Way,Probable
532,"Apr 3, 3:30 PM",Alex Caruso,Left Midfoot Soreness,Probable
533,"Apr 3, 3:30 PM",Javonte Green,Right Knee Surgery,Probable
534,Apr 3 2:30 PM,Grayson Allen,Right Ankle Sprain,Out
535,Apr 3 2:30 PM,Khris Middleton,Right Knee Injury Management,Out
536,Apr 3 2:30 PM,Thanasis Antetokounmpo,League Suspension,Available
537,Apr 3 2:30 PM,Meyers Leonard,Left Calf Soreness,Probable
538,"Apr 2, 7:30 PM",Nikola Jokic,Right Calf Tightness,Out
539,"Apr 2, 7:30 PM",Jamal Murray,Left Knee Injury Management,Available
540,"Apr 2, 7:30 PM",Kentavious Caldwell-Pope,Non-COVID Illness,Available
541,"Apr 2, 7:30 PM",Zeke Nnaji,Right Knee Sprain,Out
542,"Apr 2, 7:30 PM",Michael Porter Jr,Left Heel Injury Management,Available
543,"Apr 2, 7:30 PM",Jarrett Allen,Right Groin Strain,Available
544,"Apr 2, 7:30 PM",Myles Turner,Sore Left Ankle,Out
545,"Apr 2, 7:30 PM",Gabe York,G League - Two-Way,Out
546,Apr 2 6:30 PM,LeBron James,Right Foot Soreness,Available
547,Apr 2 6:30 PM,Anthony Davis,Right Foot Stress Injury,Available
548,Apr 2 6:30 PM,Jevon Carter,Left Knee Soreness,Available
549,Apr 2 5:30 PM,Frank Ntilikina,Right Knee Sprain,Available
550,Apr 2 3:30 PM,Keldon Johnson,Right Foot Sprain,Out
551,Apr 2 3:30 PM,Keita Bates-Diop,Left Ankle Sprain,Available
552,Apr 2 3:30 PM,Doug McDermott,Right Elbow Soreness,Available
553,Apr 2 3:30 PM,Romeo Langford,Left Adductor Injury Management,Available
554,Apr 2 3:30 PM,Anthony Edwards,Illness,Available
555,Apr 2 3:30 PM,Karl-Anthony Towns,Right Calf Strain/Illness,Available
556,Apr 2 3:30 PM,Jaylen Nowell,Left Knee Tendinopathy,Out
557,Apr 2 3:30 PM,Austin Rivers,Illness,Out
558,Apr 2 3:30 PM,RJ Barrett,Non-COVID Illness,Out
559,Apr 2 3:30 PM,Derrick Rose,Illness,Out
560,Apr 2 3:30 PM,John Konchar,Left Hip Soreness,Available
561,Apr 2 3:30 PM,Vince Williams,Right Shoulder Soreness,Available
562,"Apr 2, 2:30 PM",Lauri Markkanen,Left Hand Contusion,Available
563,"Apr 2, 2:30 PM",Alex Caruso,Left Midfoot Soreness,Available
564,"Apr 2, 2:30 PM",Javonte Green,Right Knee Surgery,Available
565,"Apr 2, 2:30 PM",Trendon Watford,Right Ankle Sprain,Available
566,"Apr 2, 2:30 PM",Cameron Reddish,Lumbar Soreness,Out
567,"Apr 2, 2:30 PM",Jeenathan Williams,Not With Team,Available
568,Apr 2 12:30 PM,Gordon Hayward,Left Thumb Sprain,Out
569,Apr 2 12:30 PM,Kelly Oubre,Right Shoulder Sprain,Out
570,Apr 2 12:30 PM,Dennis Smith,Right Great Toe Sprain,Out
571,Apr 2 12:30 PM,PJ Washington,Right Foot Sprain,Out
572,Apr 2 12:30 PM,Will Barton,Left Ankle Sprain,Out
573,Apr 2 12:30 PM,Dalano Banton,Left Thumb Sprain,Available
574,Apr 2 12:30 PM,Gary Trent Jr,Back Lower Spasms,Out
575,Apr 2 11:30 AM,Monte Morris,Right Ankle Soreness,Out
576,Apr 2 11:30 AM,Thanasis Antetokounmpo,League Suspension,Out
577,Apr 2 11:30 AM,Frank Ntilikina,Right Knee Sprain,Questionable
578,Apr 2 10:30 AM,Will Barton,Left Ankle Sprain,Questionable
579,Apr 1 8:30 PM,Neemias Queta,G League - Two-Way,Available
580,Apr 1 8:30 PM,Keon Ellis,G League - Two-Way,Available
581,"Apr 1, 7:30 PM",Keldon Johnson,Right Foot Sprain,Doubtful
582,"Apr 1, 7:30 PM",Zach Collins,Left Foot Injury Management,Available
583,"Apr 1, 7:30 PM",Keita Bates-Diop,Left Ankle Sprain,Questionable
584,"Apr 1, 7:30 PM",Doug McDermott,Right Elbow Soreness,Probable
585,"Apr 1, 7:30 PM",Romeo Langford,Left Adductor Injury Management,Questionable
586,"Apr 1, 7:30 PM",Eric Gordon,Right Hip Tightness,Out
587,Apr 1 6:30 PM,Nikola Jokic,Right Calf Tightness,Questionable
588,Apr 1 6:30 PM,Jamal Murray,Left Knee Injury Management,Probable
589,Apr 1 6:30 PM,Kentavious Caldwell-Pope,Non-COVID Illness,Probable
590,Apr 1 6:30 PM,Zeke Nnaji,Right Knee Sprain,Questionable
591,Apr 1 6:30 PM,Michael Porter Jr,Left Heel Injury Management,Probable
592,Apr 1 6:30 PM,Anthony Edwards,Illness,Questionable
593,Apr 1 6:30 PM,Karl-Anthony Towns,Right Calf Strain/Illness,Questionable
594,Apr 1 6:30 PM,Jaylen Nowell,Left Knee Tendinopathy,Questionable
595,Apr 1 6:30 PM,Austin Rivers,Illness,Questionable
596,Apr 1 6:30 PM,LeBron James,Right Foot Soreness,Questionable
597,Apr 1 6:30 PM,Anthony Davis,Right Foot Stress Injury,Probable
598,Apr 1 6:30 PM,Cole Swider,G League - Two-Way,Available
599,Apr 1 6:30 PM,Kyle Lowry,Left Knee Soreness,Available
600,Apr 1 6:30 PM,Trendon Watford,Right Ankle Sprain,Probable
601,Apr 1 6:30 PM,Nassir Little,Left Ankle Sprain,Out
602,Apr 1 6:30 PM,Cameron Reddish,Lumbar Soreness,Questionable
603,Apr 1 6:30 PM,Jeenathan Williams,Not With Team,Probable
604,Apr 1 6:30 PM,John Konchar,Left Hip Soreness,Questionable
605,Apr 1 6:30 PM,Vince Williams,Right Shoulder Soreness,Questionable
606,Apr 1 6:30 PM,Frank Ntilikina,Right Knee Sprain,Out
607,"Apr 1, 5:30 PM",Lauri Markkanen,Left Hand Contusion,Questionable
608,"Apr 1, 5:30 PM",Myles Turner,Left Ankle Sore,Questionable
609,"Apr 1, 5:30 PM",Gabe York,G League - Two-Way,Questionable
610,"Apr 1, 5:30 PM",Gordon Hayward,Left Thumb Sprain,Doubtful
611,"Apr 1, 5:30 PM",Kelly Oubre,Right Shoulder Sprain,Questionable
612,"Apr 1, 5:30 PM",Dennis Smith,Right Great Toe Sprain,Questionable
613,"Apr 1, 5:30 PM",PJ Washington,Right Foot Sprain,Questionable
614,"Apr 1, 5:30 PM",Derrick Rose,Illness Illness,Questionable
615,Apr 1 4:30 PM,Bam Adebayo,Right Hip Contusion,Out
616,Apr 1 4:30 PM,Jarrett Allen,Right Groin Strain,Questionable
617,Apr 1 4:30 PM,Isaiah Mobley,G League - Two-Way,Available
618,Apr 1 4:30 PM,Sam Merrill,G League - On Assignment,Available
619,Apr 1 4:30 PM,Tobias Harris,Non-COVID Illness,Available
620,Apr 1 4:30 PM,Jaden Springer,G League - On Assignment,Out
621,Apr 1 4:30 PM,Monte Morris,Right Ankle Soreness,Questionable
622,Apr 1 4:30 PM,Jevon Carter,Left Knee Soreness,Questionable
623,"Apr 1, 3:30 PM",Will Barton,Left Ankle Sprain,Probable
624,"Apr 1, 3:30 PM",Dalano Banton,Left Thumb Sprain,Probable
625,"Apr 1, 3:30 PM",Gary Trent Jr,Back Lower Spasms,Questionable
626,"Apr 1, 2:30 PM",Alex Caruso,Left Midfoot Soreness,Probable
627,"Apr 1, 2:30 PM",Javonte Green,Right Knee Surgery,Probable
628,Apr 1 1:30 PM,Eric Gordon,Right Hip Tightness,Questionable
629,Apr 1 1:30 PM,Brandon Boston Jr,Tailbone Contusion,Available
630,"Mar 31, 10:30 PM",Keldon Johnson,Left Foot Injury Management,Available
631,"Mar 31, 10:30 PM",Devin Vassell,Left Knee Injury Management,Out
632,"Mar 31, 10:30 PM",Doug McDermott,Right Lateral Elbow Soreness,Available
633,"Mar 31, 10:30 PM",Romeo Langford,Left Adductor Injury Management,Out
634,"Mar 31, 10:30 PM",Vlatko Cancar,Left Ankle Sprain,Available
635,"Mar 31, 10:30 PM",Jack White,Health and Safety Protocols,Available
636,Mar 31 9:30 PM,Trendon Watford,Right Ankle Sprain,Available
637,Mar 31 9:30 PM,Ryan Arcidiacono,Lumbar Soreness,Out
638,Mar 31 9:30 PM,Cameron Reddish,Lumbar Soreness,Out
639,Mar 31 7:30 PM,Nikola Jokic,Right Calf Tightness,Out
640,Mar 31 7:30 PM,Jamal Murray,Left Knee Injury Management,Out
641,Mar 31 7:30 PM,Kentavious Caldwell-Pope,Non-COVID Illness,Out
642,Mar 31 7:30 PM,Michael Porter Jr,Left Heel Injury Management,Out
643,Mar 31 7:30 PM,Anthony Edwards,Illness,Available
644,Mar 31 7:30 PM,Kyle Anderson,Illness,Available
645,Mar 31 7:30 PM,Karl-Anthony Towns,Illness,Available
646,Mar 31 7:30 PM,Jaylen Nowell,Left Knee Tendinopathy,Out
647,Mar 31 7:30 PM,Taurean Prince,Illness,Available
648,Mar 31 7:30 PM,Austin Rivers,Illness,Out
649,Mar 31 7:30 PM,Matt Ryan,Illness,Available
650,Mar 31 7:30 PM,LeBron James,Right Foot Soreness,Available
651,Mar 31 7:30 PM,Anthony Davis,Right Foot Stress Injury,Available
652,Mar 31 7:30 PM,Kawhi Leonard,Personal Reasons,Available
653,Mar 31 7:30 PM,Myles Turner,Left Ankle Soreness,Out
654,Mar 31 7:30 PM,Gabe York,G League - Two-Way,Out
655,Mar 31 7:30 PM,John Konchar,Left Hip Soreness,Out
656,Mar 31 7:30 PM,Raul Neto,Left Hamstring Strain,Available
657,Mar 31 7:30 PM,Danny Green,Health and Safety Protocols,Available
658,Mar 31 6:30 PM,Jayson Tatum,Left Hip Contusion,Available
659,Mar 31 6:30 PM,Jaylen Brown,Low Back Pain,Available
660,Mar 31 6:30 PM,Al Horford,Low Back Stiffness,Out
661,Mar 31 6:30 PM,Payton Pritchard,Left Heel Pain,Available
662,Mar 31 6:30 PM,Robert Williams,Left Knee Injury Management,Out
663,Mar 31 6:30 PM,Kristaps Porzingis,Non-COVID Illness,Out
664,Mar 31 6:30 PM,Daniel Gafford,Left Foot Soreness,Available
665,Mar 31 6:30 PM,Jarrett Allen,Right Groin Strain,Out
666,Mar 31 6:30 PM,Dean Wade,Illness,Available
667,Mar 31 6:30 PM,Danny Green,Health and Safety Protocols,Questionable
668,Mar 31 6:30 PM,Gordon Hayward,Left Thumb Sprain,Out
669,Mar 31 6:30 PM,Kelly Oubre,Right Shoulder Sprain,Out
670,Mar 31 6:30 PM,Dennis Smith,Left Great Toe Sprain,Out
671,Mar 31 6:30 PM,Andre Drummond,Personal Reasons,Available
672,Mar 31 6:30 PM,Alex Caruso,Left Midfoot Soreness,Available
673,Mar 31 6:30 PM,Javonte Green,Right Knee Surgery,Available
674,Mar 31 6:30 PM,Will Barton,Left Ankle Sprain,Out
675,Mar 31 6:30 PM,Dalano Banton,Left Thumb Sprain,Out
676,Mar 31 6:30 PM,Joe Wieskamp,Right Hamstring Strain,Available
677,Mar 31 6:30 PM,Gary Trent Jr,Back Lower Spasms,Out
678,Mar 31 6:30 PM,Day'Ron Sharpe,Left Ankle Sprain,Available
679,Mar 31 6:30 PM,Jake LaRavia,G League - On Assignment,Available
680,Mar 31 6:30 PM,Kenneth Lofton,G League - Two-Way,Available
681,Mar 31 6:30 PM,KJ Martin,Left Hip Flexor Strain,Available
682,"Mar 31, 5:30 PM",Shai Gilgeous-Alexander,Left Ankle Sprain,Available
683,"Mar 31, 5:30 PM",Lindy Waters,Left Foot Plantar Fasciitis,Available
684,"Mar 31, 5:30 PM",Kristaps Porzingis,Non-COVID Illness,Questionable
685,"Mar 31, 5:30 PM",Tobias Harris,Non-COVID Illness,Out
686,"Mar 31, 5:30 PM",Derrick Rose,Illness,Out
687,"Mar 31, 5:30 PM",Dalano Banton,Left Thumb Sprain,Doubtful
688,"Mar 31, 5:30 PM",Joe Wieskamp,Right Hamstring Strain,Probable
689,"Mar 31, 4:30 PM",Bam Adebayo,Right Hip Contusion,Questionable
690,"Mar 31, 4:30 PM",Kyle Lowry,Left Knee Soreness,Questionable
691,"Mar 31, 4:30 PM",Keldon Johnson,Left Foot Soreness,Questionable
692,"Mar 31, 4:30 PM",Doug McDermott,Right Lateral Elbow Soreness,Questionable
693,"Mar 31, 4:30 PM",Karl-Anthony Towns,Illness,Questionable
694,"Mar 31, 4:30 PM",Frank Ntilikina,Right Knee Sprain,Questionable
695,Mar 31 3:30 PM,Nikola Jokic,Right Calf Tightness,Questionable
696,Mar 31 3:30 PM,Jamal Murray,Left Knee Injury Management,Questionable
697,Mar 31 3:30 PM,Kentavious Caldwell-Pope,Non-COVID Illness,Questionable
698,Mar 31 3:30 PM,Vlatko Cancar,Left Ankle Sprain,Probable
699,Mar 31 3:30 PM,Jack White,Health and Safety Protocols,Probable
700,Mar 31 3:30 PM,Michael Porter Jr,Left Heel Injury Management,Questionable
701,"Mar 31, 2:30 PM",Isaiah Todd,G League - On Assignment,Available
702,"Mar 31, 1:30 PM",Jayson Tatum,Left Hip Contusion,Questionable
703,"Mar 31, 1:30 PM",Jaylen Brown,Low Back Pain,Questionable
704,"Mar 31, 1:30 PM",Al Horford,Low Back Stiffness,Questionable
705,"Mar 31, 1:30 PM",Payton Pritchard,Left Heel Pain,Questionable
706,"Mar 31, 1:30 PM",JD Davison,G League - Two-Way,Available
707,"Mar 31, 1:30 PM",Mfiondu Kabengele,G League - Two-Way,Available
708,"Mar 31, 1:30 PM",Robert Williams,Left Knee Injury Management,Doubtful
709,"Mar 31, 1:30 PM",Kelly Olynyk,Non-COVID Illness,Available
710,"Mar 31, 1:30 PM",De'Andre Hunter,Left Knee Swelling,Out
711,"Mar 31, 1:30 PM",Jalen Johnson,"Left Hamstring, Groin Mild Strain",Available
712,"Mar 31, 1:30 PM",Naz Reid,Left Scaphoid Fracture,Out
713,"Mar 31, 1:30 PM",John Konchar,Left Hip Soreness,Questionable
714,Mar 31 12:30 PM,Shai Gilgeous-Alexander,Left Ankle Sprain,Questionable
715,Mar 31 12:30 PM,Lindy Waters,Left Foot Plantar Fasciitis,Questionable
716,"Mar 31, 11:30 AM",Tobias Harris,Non-COVID Illness,Questionable
717,"Mar 31, 11:30 AM",Will Barton,Left Ankle Sprain,Doubtful
718,Mar 31 10:30 AM,Jaden Springer,G League - On Assignment,Available
719,Mar 30 9:30 PM,Nikola Jokic,Right Calf Tightness,Out
720,Mar 30 9:30 PM,Vlatko Cancar,Left Ankle Sprain,Available
721,Mar 30 9:30 PM,Peyton Watson,Non-COVID Illness,Available
722,Mar 30 9:30 PM,Jack White,Health and Safety Protocols,Out
723,"Mar 30, 8:30 PM",Trendon Watford,Right Ankle Sprain,Questionable
