,Name,Team,Season,GP,Win%,Mins,Points,PPM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,AST/TO,STL,BLK,EFG%,TS%,OFFRTG,DEFRTG,NETRTG,PF,Plusminus,PIE,S_Mins,S_GP,S_PPM,S_NETRTG,SIM
0,Kevin Durant,OKC,2014,35,77.14285714285715,37.74285714285714,29.514285714285716,0.7819833459500378,9.485714285714286,19.285714285714285,49.18518518518519,2.0285714285714285,5.0,40.57142857142857,8.514285714285714,9.628571428571428,88.4272997032641,0.7428571428571429,7.514285714285714,8.257142857142858,4.914285714285715,3.0285714285714285,1.6226415094339623,1.5714285714285714,0.8857142857142857,0.5444444444444444,0.6273685744825576,108.54773071104385,100.96232980332829,7.585400907715567,2.2857142857142856,193,20.70249621785173,0.9482123169002992,0.9259259259259259,1.0,0.7485889012325168,0.9033874501580782
1,Kevin Love,MIN,2014,33,51.515151515151516,36.39393939393939,26.393939393939394,0.7252289758534555,8.757575757575758,18.606060606060606,47.068403908794785,2.5757575757575757,6.636363636363637,38.81278538812785,6.303030303030303,7.7272727272727275,81.56862745098039,3.484848484848485,9.787878787878787,13.272727272727273,4.151515151515151,2.515151515151515,1.6506024096385543,0.9090909090909091,0.3939393939393939,0.5399022801302932,0.5996970531534013,112.56874480465504,102.6776392352452,9.891105569409845,1.7878787878787878,263,19.309642560266,0.9021081821522834,0.8518518518518517,0.9111473776672954,0.8055749299645487,0.8694633752121377
2,Paul George,IND,2014,34,82.35294117647058,36.294117647058826,22.88235294117647,0.6304700162074555,7.794117647058823,17.0,45.8477508650519,2.4411764705882355,6.411764705882353,38.07339449541284,4.852941176470588,5.647058823529412,85.9375,0.5588235294117647,5.382352941176471,5.9411764705882355,3.5588235294117645,2.588235294117647,1.375,1.911764705882353,0.2647058823529412,0.5302768166089965,0.5871875377369883,106.96998381877023,94.5623786407767,12.407605177993531,2.5588235294117645,301,17.03503236245955,0.8986964135157922,0.8888888888888887,0.7627961222531676,0.8677708049963144,0.8506449631796679
3,Stephen Curry,GSW,2014,34,70.58823529411765,37.38235294117647,22.794117647058822,0.6097560975609756,7.911764705882353,17.970588235294116,44.02618657937807,3.176470588235294,8.029411764705882,39.56043956043956,3.7941176470588234,4.411764705882353,86.0,0.5588235294117647,3.9705882352941178,4.529411764705882,9.441176470588236,4.294117647058823,2.1986301369863015,1.8823529411764706,0.29411764705882354,0.5286415711947627,0.5723781388478582,111.66923076923082,99.87551020408162,11.7937205651492,2.7941176470588234,313,14.73265306122449,0.9358907840975419,0.8888888888888887,0.7303671482835159,0.8525985035446648,0.8477483746659927
4,LaMarcus Aldridge,POR,2014,35,74.28571428571429,37.02857142857143,23.34285714285714,0.6304012345679012,9.742857142857142,20.82857142857143,46.776406035665296,0.0,0.17142857142857143,0.0,3.857142857142857,4.8,80.35714285714286,2.342857142857143,8.657142857142857,11.0,2.942857142857143,1.7428571428571429,1.6885245901639345,0.8857142857142857,0.9714285714285714,0.46776406035665297,0.5087679968116375,113.61966075558982,104.6242868157286,8.995373939861224,2.0,234,15.350115651503472,0.9237990234682627,0.9259259259259259,0.7626884401657381,0.7834367137282423,0.8402400071436021
5,LeBron James,MIA,2014,34,76.47058823529412,36.3235294117647,25.5,0.7020242914979757,9.382352941176471,15.941176470588236,58.85608856088561,1.411764705882353,3.4411764705882355,41.02564102564102,5.323529411764706,7.0588235294117645,75.41666666666667,0.9117647058823529,5.764705882352941,6.676470588235294,6.529411764705882,3.4411764705882355,1.8974358974358974,1.2941176470588236,0.3235294117647059,0.6328413284132841,0.6693946880790611,111.52702265372167,105.39935275080904,6.127669902912629,1.4411764705882353,159,20.50226537216829,0.8997016667747582,0.8888888888888887,0.8748189495325389,0.7125607392986149,0.8389043106436453
6,Klay Thompson,GSW,2014,37,64.86486486486487,37.486486486486484,19.405405405405407,0.517664023071377,7.243243243243243,15.891891891891891,45.57823129251701,3.0,7.243243243243243,41.417910447761194,1.9189189189189189,2.5135135135135136,76.34408602150538,0.6216216216216216,2.6486486486486487,3.27027027027027,2.5675675675675675,2.1621621621621623,1.1875,1.027027027027027,0.5405405405405406,0.5501700680272109,0.5708198181008713,109.06520172910663,99.09106628242075,9.974135446685878,3.108108108108108,277,8.40878962536023,0.9394499240144223,0.9999999999999999,0.5861910733744873,0.8076270327558022,0.814426268390278
7,Blake Griffin,LAC,2014,37,64.86486486486487,36.189189189189186,21.81081081081081,0.6026885735623599,8.216216216216216,15.891891891891891,51.70068027210885,0.1891891891891892,0.5405405405405406,35.0,5.1891891891891895,7.351351351351352,70.58823529411765,2.3783783783783785,8.08108108108108,10.45945945945946,3.135135135135135,2.7837837837837838,1.1262135922330097,1.027027027027027,0.6486486486486487,0.5229591836734694,0.5701729595297309,108.57910447761192,102.58149253731341,5.997611940298512,3.4324324324324325,170,15.37298507462687,0.8951101045919125,0.9999999999999999,0.7193024841949591,0.7093463264045925,0.8117795647282908
8,David Lee,GSW,2014,37,64.86486486486487,34.13513513513514,19.08108108108108,0.5589865399841647,7.648648648648648,14.432432432432432,52.99625468164793,0.0,0.02702702702702703,0.0,3.7837837837837838,4.621621621621622,81.87134502923976,2.945945945945946,7.108108108108108,10.054054054054054,2.2972972972972974,2.324324324324324,0.9883720930232558,0.5675675675675675,0.3783783783783784,0.5299625468164794,0.5794104129735408,109.75225296442687,98.34735177865615,11.404901185770726,2.864864864864865,287,14.513517786561264,0.8249053905062724,0.9999999999999999,0.6508841354742076,0.8429887418553463,0.8103932845476383
9,Damian Lillard,POR,2014,35,74.28571428571429,36.22857142857143,21.857142857142858,0.6033123028391167,6.885714285714286,16.2,42.504409171075835,3.3142857142857145,7.4,44.78764478764479,4.771428571428571,5.314285714285714,89.78494623655914,0.45714285714285713,3.1714285714285713,3.6285714285714286,5.771428571428571,2.4571428571428573,2.3488372093023258,0.7714285714285715,0.37142857142857144,0.527336860670194,0.5895135934899205,112.26343577620175,105.01016548463359,7.253270291568157,2.4857142857142858,198,12.200630417651691,0.8964561348243816,0.9259259259259259,0.7202789725564933,0.7403802155543363,0.8088415426614115
10,James Harden,HOU,2014,29,62.06896551724138,38.827586206896555,24.413793103448278,0.6287744227353463,7.310344827586207,16.448275862068964,44.44444444444444,2.0689655172413794,6.413793103448276,32.25806451612903,7.724137931034483,9.068965517241379,85.17110266159695,1.0689655172413792,3.793103448275862,4.862068965517241,5.241379310344827,3.8620689655172415,1.3571428571428572,1.2413793103448276,0.5172413793103449,0.5073375262054507,0.5972465919827237,110.22590949423245,104.0055900621118,6.220319432120647,2.586206896551724,141,15.106299911268858,0.9852868494088127,0.7037037037037036,0.7601415614475286,0.7148505940320384,0.8008887674717101
11,Carmelo Anthony,NYK,2014,31,38.70967741935484,39.25806451612903,26.258064516129032,0.6688578471651603,9.35483870967742,20.806451612903224,44.96124031007752,1.6451612903225807,4.096774193548387,40.15748031496063,5.903225806451613,6.967741935483871,84.72222222222221,2.3548387096774195,6.290322580645161,8.64516129032258,2.870967741935484,2.193548387096774,1.3088235294117647,1.1612903225806452,0.7419354838709677,0.48914728682170544,0.5499702718771958,105.41681706316658,104.65242001640692,0.7643970467596546,2.935483870967742,22,16.031501230516817,1.0,0.7777777777777778,0.8228947444465278,0.5800061991807683,0.7971407626429308
12,Dirk Nowitzki,DAL,2014,34,55.88235294117647,32.8235294117647,21.08823529411765,0.6424731182795699,7.823529411764706,15.852941176470589,49.35064935064935,1.4705882352941178,3.676470588235294,40.0,3.9705882352941178,4.4411764705882355,89.40397350993378,0.4117647058823529,5.529411764705882,5.9411764705882355,3.0,1.5294117647058822,1.9615384615384615,1.0294117647058822,0.7058823529411765,0.5398886827458256,0.5921313424947146,106.98879928315412,100.63091397849462,6.357885304659504,2.1470588235294117,144,15.562186379928313,0.7800765289577791,0.8888888888888887,0.7815877517509409,0.7182505666717631,0.7812429658542344
13,Chris Paul,LAC,2014,34,64.70588235294117,34.529411764705884,19.558823529411764,0.5664395229982965,6.705882352941177,14.441176470588236,46.435845213849284,1.2352941176470589,3.4705882352941178,35.59322033898305,4.911764705882353,5.647058823529412,86.97916666666666,0.5882352941176471,4.0588235294117645,4.647058823529412,11.176470588235293,2.5,4.470588235294118,2.4411764705882355,0.08823529411764706,0.5071283095723014,0.5777785500799333,109.96032285471534,103.61597281223449,6.344350042480855,2.411764705882353,171,19.31996601529312,0.8383812179778196,0.8888888888888887,0.66255226048167,0.7179160395086697,0.7642464491678043
14,DeMar DeRozan,TOR,2014,33,48.484848484848484,38.18181818181818,21.272727272727273,0.5571428571428572,7.575757575757576,17.818181818181817,42.517006802721085,0.9696969696969697,3.303030303030303,29.357798165137616,5.151515151515151,6.454545454545454,79.81220657276995,0.6060606060606061,3.6363636363636362,4.242424242424242,3.515151515151515,2.303030303030303,1.5263157894736843,1.1515151515151516,0.45454545454545453,0.4523809523809524,0.5148741418764302,104.33415213946115,102.41568938193343,1.9184627575277204,2.1818181818181817,45,11.699762282091918,0.9632153954094416,0.8518518518518517,0.6479977312216152,0.6085292025146627,0.7583838371677808
15,DeMarcus Cousins,SAC,2014,32,34.375,32.25,23.53125,0.7296511627906976,8.53125,17.375,49.10071942446043,0.0,0.1875,0.0,6.46875,9.125,70.8904109589041,3.21875,8.25,11.46875,3.03125,3.4375,0.8818181818181818,1.875,1.03125,0.4910071942446043,0.5500525946704067,106.45242248062011,107.89496124031008,-1.4425387596899668,4.03125,-20,18.018604651162793,0.7604740904079381,0.8148148148148148,0.9180705961815832,0.5254612657530526,0.7478927678464607
