,Name,S_Mins,S_GP,S_PPM,S_NETRTG,SIM
0,Kevin Durant,0.8487076648841354,0.666666666666667,1.0,0.5540801253352396,0.7787759349443928
1,Giannis Antetokounmpo,0.7965686274509802,0.666666666666667,0.9303797468354431,0.6179965905048137,0.7626763485335609
2,Stephen Curry,0.8215848322800192,0.3333333333333335,0.9386959952653384,0.7430114084294412,0.7517496723463191
3,Miles Bridges,0.909090909090909,1.0,0.6237381580990837,0.5193557788622423,0.736191448817872
4,Fred VanVleet,0.9999999999999998,1.0,0.5093268450932684,0.540653669482688,0.7355779098903078
5,DeMar DeRozan,0.8753038405444822,0.3333333333333335,0.8340217657820783,0.687458204208823,0.7221048272656817
6,Donovan Mitchell,0.7836655323286339,0.3333333333333335,0.9142131876197854,0.6864893739715461,0.7186491194743904
7,OG Anunoby,0.9411764705882353,1.0,0.5419026562074083,0.5042857710451504,0.7181498965656877
8,Tyrese Maxey,0.893048128342246,1.0,0.46789265039013334,0.5597987257368744,0.6996058287439423
9,Domantas Sabonis,0.909090909090909,1.0,0.5071439664544184,0.4997735490622047,0.6982890115157631
10,LaMelo Ball,0.7459893048128341,1.0,0.678537647457748,0.4856863283589837,0.696676029775229
11,Paul George,0.8847836655323285,0.3333333333333335,0.8548568220101067,0.5618327456743977,0.6955767165786851
12,Gordon Hayward,0.8850267379679144,1.0,0.5332267207118768,0.4621504960267276,0.6883791007266478
13,Anthony Davis,0.8689839572192513,0.666666666666667,0.7557785888077859,0.4491954073942726,0.6872516303689312
14,Tyler Herro,0.7994652406417111,0.666666666666667,0.6933292781832927,0.5612310488518482,0.6817037830033905
15,Trae Young,0.8573975044563278,0.666666666666667,0.7683885457608086,0.42787449267467753,0.6816021844382216
16,Zach LaVine,0.8626640738940203,0.3333333333333335,0.8411979950829984,0.5295457127183255,0.6766318325718709
17,CJ McCollum,0.8487076648841354,0.666666666666667,0.6529753804280591,0.5198278229034352,0.672653858320017
18,Harrison Barnes,0.9298128342245988,0.666666666666667,0.6144710925732826,0.4526216018812878,0.6658053721490355
19,Julius Randle,0.8979500891265597,0.666666666666667,0.6550246138176881,0.4405742227974737,0.6648711176647791
20,Jimmy Butler,0.7963052989790955,0.3333333333333335,0.8048150986006373,0.5890391636911718,0.6645944112204017
21,Nikola Jokic,0.7577540106951872,0.0,0.9179405958775193,0.7104892712621718,0.6641545126640411
22,Damian Lillard,0.8631907308377897,0.666666666666667,0.6023818670764503,0.5124169973090842,0.6605404373371586
23,Gary Trent Jr.,0.8315508021390372,1.0,0.43604449078901647,0.5072314343839245,0.6589934391018339
24,Jayson Tatum,0.9448225571220223,0.3333333333333335,0.6819731229811006,0.5386860019557046,0.657725734839707
