,Name,Team,Season,GP,Win%,Mins,Points,PPM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,AST/TO,STL,BLK,EFG%,TS%,OFFRTG,DEFRTG,NETRTG,PF,Plusminus,PIE
0,Greivis Vasquez,BKN,2017,3,33.33333333333333,13.0,2.3333333333333335,0.1794871794871795,0.6666666666666666,2.6666666666666665,25.0,0.3333333333333333,1.0,33.33333333333333,0.6666666666666666,1.0,66.66666666666666,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,5.0,0.3333333333333333,0.3333333333333333,0.3125,0.37553648068669526,95.26153846153846,115.40256410256411,-20.14102564102565,2.0,-13,2.01025641025641
1,Edy Tavares,ATL,2017,1,100.0,4.0,2.0,0.5,1.0,1.0,100.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.5319148936170213,100.0,28.6,71.4,0.0,6,13.3
2,Michael Carter-Williams,CHI,2017,3,100.0,15.0,4.0,0.26666666666666666,1.3333333333333333,5.0,26.666666666666668,0.3333333333333333,0.6666666666666666,50.0,1.0,1.3333333333333333,75.0,1.0,2.0,3.0,2.6666666666666665,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3,0.35799522673031026,110.92444444444445,101.80888888888887,9.115555555555574,2.0,10,3.7
3,Lance Stephenson,NOP,2017,6,0.0,27.166666666666668,9.666666666666666,0.3558282208588957,4.333333333333333,9.166666666666666,47.27272727272727,0.16666666666666666,1.6666666666666667,10.0,0.8333333333333334,1.3333333333333333,62.5,0.5,2.5,3.0,4.833333333333333,1.8333333333333333,2.6363636363636362,0.3333333333333333,0.16666666666666666,0.4818181818181818,0.4955570745044429,91.80674846625766,94.04539877300613,-2.238650306748468,3.0,-10,8.706134969325154
4,Skal Labissiere,SAC,2017,1,0.0,15.0,8.0,0.5333333333333333,3.0,5.0,60.0,0.0,0.0,,2.0,3.0,66.66666666666666,3.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.6,0.6329113924050632,129.0,120.7,8.299999999999997,0.0,5,9.0
5,Georgios Papagiannis,SAC,2017,1,0.0,6.0,2.0,0.3333333333333333,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,72.7,109.1,-36.39999999999999,3.0,-4,-7.4
6,Malachi Richardson,SAC,2017,2,50.0,4.0,1.5,0.375,0.5,2.0,25.0,0.5,1.5,33.33333333333333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.375,0.375,79.525,138.075,-58.54999999999998,0.5,-8,2.1000000000000005
7,Jordan Farmar,SAC,2017,2,50.0,18.0,6.0,0.3333333333333333,2.0,6.0,33.33333333333333,2.0,4.5,44.44444444444444,0.0,0.0,,0.5,1.0,1.5,4.5,1.5,3.0,1.0,0.0,0.5,0.5,113.53888888888889,125.20833333333334,-11.669444444444451,0.5,-1,8.661111111111111
8,Christian Wood,CHA,2017,1,100.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.4,87.5,-43.1,0.0,-3,11.8
9,Jarnell Stokes,DEN,2017,2,0.0,3.5,1.5,0.42857142857142855,0.5,0.5,100.0,0.0,0.0,,0.5,1.0,50.0,0.5,0.5,1.0,1.0,0.0,inf,0.5,0.0,1.0,0.797872340425532,114.28571428571428,114.25714285714285,0.028571428571424917,1.5,0,22.214285714285715
10,Daniel Ochefu,WAS,2017,3,33.33333333333333,2.6666666666666665,0.6666666666666666,0.25,0.3333333333333333,1.0,33.33333333333333,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,108.7625,68.75,40.0125,0.6666666666666666,8,2.812500000000001
11,Danuel House Jr.,WAS,2017,1,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0,0.0
12,Gary Harris,DEN,2017,5,20.0,22.8,10.8,0.47368421052631576,4.2,9.2,45.65217391304348,0.8,2.6,30.76923076923077,1.6,2.4,66.66666666666666,0.6,2.6,3.2,2.4,1.2,2.0,0.4,0.2,0.5,0.5265210608424337,100.57543859649122,111.54561403508772,-10.970175438596499,2.0,-27,9.868421052631579
13,Diamond Stone,LAC,2017,3,100.0,4.666666666666667,2.0,0.42857142857142855,0.6666666666666666,2.3333333333333335,28.57142857142857,0.0,0.0,,0.6666666666666666,0.6666666666666666,100.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.2857142857142857,0.3807106598984772,65.88571428571429,118.94285714285714,-53.05714285714285,1.3333333333333333,-17,-5.428571428571427
14,Derrick Favors,UTA,2017,11,63.63636363636363,23.90909090909091,10.454545454545455,0.4372623574144487,4.181818181818182,8.909090909090908,46.93877551020408,0.09090909090909091,0.18181818181818182,50.0,2.0,3.272727272727273,61.111111111111114,1.3636363636363635,5.181818181818182,6.545454545454546,0.6363636363636364,1.2727272727272727,0.5,1.0,1.0,0.4744897959183674,0.5050948699929726,101.50981132075471,95.29584905660377,6.213962264150936,2.272727272727273,27,12.307924528301887
15,Justise Winslow,MIA,2017,9,22.22222222222222,36.0,11.555555555555555,0.32098765432098764,4.666666666666667,13.88888888888889,33.6,0.6666666666666666,3.0,22.22222222222222,1.5555555555555556,2.111111111111111,73.68421052631578,1.2222222222222223,3.4444444444444446,4.666666666666667,4.0,1.5555555555555556,2.5714285714285716,1.4444444444444444,0.3333333333333333,0.36,0.3899220155968806,103.20092307692308,104.16892307692308,-0.9680000000000035,3.2222222222222223,1,5.230153846153845
16,Quincy Acy,DAL,2017,6,0.0,8.0,2.1666666666666665,0.2708333333333333,0.8333333333333334,2.8333333333333335,29.411764705882355,0.16666666666666666,1.1666666666666667,14.285714285714285,0.3333333333333333,0.5,66.66666666666666,0.3333333333333333,1.0,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3235294117647059,0.3548034934497816,90.6875,117.81458333333333,-27.12708333333333,1.5,-27,-2.7562499999999996
17,Archie Goodwin,NOP,2017,3,33.33333333333333,9.666666666666666,5.0,0.5172413793103449,0.6666666666666666,1.6666666666666667,40.0,0.3333333333333333,0.6666666666666666,50.0,3.3333333333333335,3.3333333333333335,100.0,0.0,0.0,0.0,0.3333333333333333,0.0,inf,0.0,0.3333333333333333,0.5,0.7978723404255319,122.08333333333333,124.25,-2.1666666666666714,0.3333333333333333,-2,8.35
18,J.J. Barea,DAL,2017,9,22.22222222222222,33.0,16.333333333333332,0.494949494949495,5.666666666666667,13.666666666666666,41.46341463414634,2.0,5.222222222222222,38.297872340425535,3.0,3.111111111111111,96.42857142857143,0.4444444444444444,3.0,3.4444444444444446,5.444444444444445,2.0,2.7222222222222223,0.6666666666666666,0.1111111111111111,0.4878048780487805,0.5431569612769731,97.44747474747476,100.08316498316499,-2.635690235690234,0.8888888888888888,-8,15.140740740740743
19,Bobby Brown,HOU,2017,6,66.66666666666666,3.8333333333333335,0.3333333333333333,0.08695652173913043,0.16666666666666666,2.0,8.333333333333332,0.0,0.6666666666666666,0.0,0.0,0.0,,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,60.452173913043474,110.39565217391304,-49.94347826086956,0.3333333333333333,-22,-9.295652173913043
20,Chandler Parsons,MEM,2017,6,66.66666666666666,21.0,7.666666666666667,0.36507936507936506,3.0,7.666666666666667,39.130434782608695,0.8333333333333334,3.5,23.809523809523807,0.8333333333333334,1.0,83.33333333333334,0.3333333333333333,2.6666666666666665,3.0,0.8333333333333334,1.3333333333333333,0.625,0.3333333333333333,0.3333333333333333,0.44565217391304346,0.47286184210526316,104.2626984126984,95.99603174603175,8.266666666666652,0.8333333333333334,21,8.934126984126983
