,Name,Team,Season,GP,Win%,Mins,Points,PPM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,Plusminus
150,Ish Smith,DEN,2022-2023,36,61.111111111111114,8.944444444444445,2.5277777777777777,0.2826086956521739,1.2222222222222223,2.8055555555555554,43.56435643564357,0.05555555555555555,0.16666666666666666,33.33333333333333,0.027777777777777776,0.05555555555555555,50.0,0.1111111111111111,1.1388888888888888,1.25,2.111111111111111,0.16666666666666666,0.16666666666666666,1.0555555555555556,0.7777777777777778,-28
151,AJ Green,MIL,2022-2023,32,78.125,9.4375,4.34375,0.4602649006622517,1.5,3.40625,44.03669724770643,1.21875,2.84375,42.857142857142854,0.125,0.125,100.0,0.15625,1.03125,1.1875,0.59375,0.1875,0.0,0.28125,0.90625,-28
152,Kevin Huerter,SAC,2022-2023,66,59.09090909090909,29.62121212121212,15.0,0.5063938618925832,5.5,11.303030303030303,48.65951742627346,2.727272727272727,6.681818181818182,40.816326530612244,1.2727272727272727,1.7878787878787878,71.1864406779661,0.5606060606060606,2.6515151515151514,3.212121212121212,2.9242424242424243,1.0606060606060606,0.2878787878787879,1.3333333333333333,2.4242424242424243,201
153,Edmond Sumner,BKN,2022-2023,48,58.333333333333336,14.395833333333334,7.375,0.5123010130246021,2.4166666666666665,5.291666666666667,45.66929133858268,0.625,1.75,35.714285714285715,1.9166666666666667,2.0625,92.92929292929293,0.22916666666666666,1.3125,1.5416666666666667,1.4166666666666667,0.6458333333333334,0.1875,0.9375,1.6458333333333333,35
154,Lindell Wigginton,MIL,2022-2023,2,50.0,1.5,1.0,0.6666666666666666,0.5,1.5,33.33333333333333,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4
155,Vlatko Cancar,DEN,2022-2023,51,66.66666666666666,15.705882352941176,5.411764705882353,0.3445692883895131,2.0,4.078431372549019,49.03846153846153,0.8235294117647058,2.0588235294117645,40.0,0.5882352941176471,0.6274509803921569,93.75,0.43137254901960786,1.8431372549019607,2.2745098039215685,1.4313725490196079,0.35294117647058826,0.23529411764705882,0.6274509803921569,1.5098039215686274,-33
156,MarJon Beauchamp,MIL,2022-2023,42,66.66666666666666,13.761904761904763,5.214285714285714,0.3788927335640138,1.9047619047619047,4.904761904761905,38.83495145631068,0.9047619047619048,2.857142857142857,31.666666666666664,0.5,0.6904761904761905,72.41379310344827,0.8095238095238095,1.380952380952381,2.1904761904761907,0.6190476190476191,0.42857142857142855,0.09523809523809523,0.8809523809523809,1.4047619047619047,-70
157,Jabari Walker,POR,2022-2023,46,43.47826086956522,8.695652173913043,2.652173913043478,0.305,1.0,2.3260869565217392,42.99065420560748,0.15217391304347827,0.6304347826086957,24.137931034482758,0.5,0.6739130434782609,74.19354838709677,0.782608695652174,1.2173913043478262,2.0,0.4782608695652174,0.10869565217391304,0.21739130434782608,0.41304347826086957,0.9130434782608695,-13
158,Dylan Windler,CLE,2022-2023,2,100.0,4.0,2.5,0.625,1.0,1.5,66.66666666666666,0.5,1.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,-2
159,McKinley Wright IV,DAL,2022-2023,24,54.166666666666664,11.666666666666666,3.5833333333333335,0.30714285714285716,1.4166666666666667,3.0,47.22222222222222,0.2916666666666667,0.875,33.33333333333333,0.4583333333333333,0.6666666666666666,68.75,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.875,-75
160,Anthony Edwards,MIN,2022-2023,71,49.29577464788733,36.08450704225352,24.718309859154928,0.6850117096018735,8.95774647887324,19.43661971830986,46.08695652173913,2.7183098591549295,7.323943661971831,37.11538461538461,4.084507042253521,5.323943661971831,76.71957671957672,0.5492957746478874,5.323943661971831,5.873239436619718,4.436619718309859,1.6056338028169015,0.7183098591549296,3.3380281690140845,2.4225352112676055,71
161,Jeremy Sochan,SAS,2022-2023,55,27.27272727272727,26.036363636363635,10.927272727272728,0.4196927374301676,4.4363636363636365,9.781818181818181,45.353159851301115,0.6,2.3454545454545452,25.581395348837212,1.4545454545454546,2.0727272727272728,70.17543859649122,1.709090909090909,3.5454545454545454,5.254545454545455,2.5272727272727273,0.7636363636363637,0.41818181818181815,1.7454545454545454,2.4727272727272727,-212
162,Kevin Knox II,POR,2022-2023,52,19.230769230769234,12.48076923076923,5.0,0.40061633281972264,1.7884615384615385,3.75,47.69230769230769,0.8846153846153846,2.3846153846153846,37.096774193548384,0.5384615384615384,0.6730769230769231,80.0,0.4423076923076923,1.8653846153846154,2.3076923076923075,0.3269230769230769,0.3076923076923077,0.23076923076923078,0.6153846153846154,1.5576923076923077,-100
163,Mamadi Diakite,CLE,2022-2023,18,72.22222222222221,6.666666666666667,1.6666666666666667,0.25,0.7222222222222222,1.8333333333333333,39.39393939393939,0.2222222222222222,0.8333333333333334,26.666666666666668,0.0,0.0,,0.2777777777777778,0.7222222222222222,1.0,0.2222222222222222,0.1111111111111111,0.3888888888888889,0.4444444444444444,1.0,2
164,Raul Neto,CLE,2022-2023,45,66.66666666666666,9.955555555555556,3.022222222222222,0.30357142857142855,1.1111111111111112,2.088888888888889,53.191489361702125,0.26666666666666666,0.8222222222222222,32.432432432432435,0.5333333333333333,0.6,88.88888888888889,0.15555555555555556,0.7333333333333333,0.8888888888888888,1.4,0.35555555555555557,0.06666666666666667,0.35555555555555557,0.8888888888888888,27
165,Justin Holiday,DAL,2022-2023,39,43.58974358974359,15.512820512820513,4.538461538461538,0.29256198347107437,1.7179487179487178,4.384615384615385,39.1812865497076,1.1025641025641026,3.128205128205128,35.24590163934426,0.0,0.05128205128205128,0.0,0.10256410256410256,0.9743589743589743,1.0769230769230769,0.9230769230769231,0.41025641025641024,0.46153846153846156,0.5128205128205128,1.435897435897436,-117
166,P.J. Tucker,PHI,2022-2023,66,66.66666666666666,25.742424242424242,3.4393939393939394,0.13360800470865214,1.2272727272727273,2.893939393939394,42.40837696335078,0.696969696969697,1.7575757575757576,39.6551724137931,0.2878787878787879,0.3484848484848485,82.6086956521739,1.303030303030303,2.742424242424242,4.045454545454546,0.8181818181818182,0.5454545454545454,0.21212121212121213,0.6060606060606061,2.393939393939394,145
167,Keon Johnson,POR,2022-2023,37,35.13513513513514,9.18918918918919,3.864864864864865,0.42058823529411765,1.4054054054054055,3.918918918918919,35.86206896551724,0.5945945945945946,1.7837837837837838,33.33333333333333,0.4594594594594595,0.7567567567567568,60.71428571428571,0.24324324324324326,0.7837837837837838,1.027027027027027,1.135135135135135,0.40540540540540543,0.16216216216216217,0.918918918918919,1.0,-98
168,Danny Green,CLE,2022-2023,9,55.55555555555556,9.777777777777779,3.0,0.3068181818181818,1.0,2.5555555555555554,39.130434782608695,0.8888888888888888,2.0,44.44444444444444,0.1111111111111111,0.1111111111111111,100.0,0.2222222222222222,0.5555555555555556,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.6666666666666666,1.1111111111111112,-24
169,Ryan Arcidiacono,POR,2022-2023,16,50.0,5.4375,1.0625,0.19540229885057472,0.375,1.0625,35.294117647058826,0.3125,0.625,50.0,0.0,0.0,,0.0,0.6875,0.6875,0.5625,0.1875,0.0,0.25,0.6875,-32
170,JD Davison,BOS,2022-2023,8,87.5,2.375,0.75,0.3157894736842105,0.375,1.375,27.27272727272727,0.0,0.375,0.0,0.0,0.0,,0.125,0.5,0.625,0.375,0.25,0.0,0.125,0.25,-8
171,Dean Wade,CLE,2022-2023,39,69.23076923076923,19.82051282051282,4.538461538461538,0.22897800776196636,1.5897435897435896,3.8974358974358974,40.78947368421053,0.9743589743589743,2.7948717948717947,34.862385321100916,0.38461538461538464,0.5897435897435898,65.21739130434783,0.41025641025641024,2.923076923076923,3.3333333333333335,0.8205128205128205,0.6153846153846154,0.46153846153846156,0.358974358974359,2.051282051282051,100
172,Boban Marjanovic,HOU,2022-2023,25,16.0,4.76,3.2,0.6722689075630253,1.24,1.8,68.88888888888889,0.0,0.04,0.0,0.72,0.96,75.0,0.52,1.16,1.68,0.2,0.16,0.04,0.32,0.2,45
173,Theo Pinson,DAL,2022-2023,37,48.64864864864865,6.675675675675675,1.7297297297297298,0.2591093117408907,0.5405405405405406,1.6486486486486487,32.78688524590164,0.40540540540540543,1.1891891891891893,34.090909090909086,0.24324324324324326,0.2972972972972973,81.81818181818183,0.21621621621621623,0.8918918918918919,1.1081081081081081,0.8108108108108109,0.10810810810810811,0.02702702702702703,0.24324324324324326,0.6486486486486487,-39
174,Nathan Knight,MIN,2022-2023,36,47.22222222222222,7.944444444444445,3.7222222222222223,0.46853146853146854,1.2222222222222223,2.1666666666666665,56.41025641025641,0.2222222222222222,0.6111111111111112,36.36363636363637,1.0555555555555556,1.5277777777777777,69.0909090909091,0.5833333333333334,0.9166666666666666,1.5,0.3611111111111111,0.25,0.16666666666666666,0.5277777777777778,1.0277777777777777,-2
175,Wendell Moore Jr.,MIN,2022-2023,27,51.85185185185185,5.555555555555555,1.4814814814814814,0.26666666666666666,0.6296296296296297,1.5555555555555556,40.476190476190474,0.07407407407407407,0.6296296296296297,11.76470588235294,0.14814814814814814,0.18518518518518517,80.0,0.1111111111111111,0.5185185185185185,0.6296296296296297,0.6666666666666666,0.2962962962962963,0.18518518518518517,0.2962962962962963,0.48148148148148145,-51
176,Kenneth Lofton Jr.,MEM,2022-2023,16,68.75,4.5625,2.9375,0.6438356164383562,1.1875,2.5,47.5,0.25,0.6875,36.36363636363637,0.3125,0.5625,55.55555555555556,0.5,0.6875,1.1875,0.6875,0.0625,0.0625,0.3125,0.8125,-34
177,Malachi Flynn,TOR,2022-2023,46,52.17391304347826,12.978260869565217,4.543478260869565,0.3500837520938023,1.6304347826086956,4.478260869565218,36.407766990291265,0.9130434782608695,2.5,36.52173913043478,0.3695652173913043,0.5217391304347826,70.83333333333334,0.32608695652173914,1.1521739130434783,1.4782608695652173,1.4130434782608696,0.391304347826087,0.06521739130434782,0.41304347826086957,1.2173913043478262,-66
178,Thomas Bryant,DEN,2022-2023,55,54.54545454545454,18.90909090909091,10.127272727272727,0.5355769230769231,4.0,6.4,62.5,0.43636363636363634,1.0,43.63636363636363,1.690909090909091,2.290909090909091,73.80952380952381,1.5272727272727273,4.418181818181818,5.945454545454545,0.5636363636363636,0.2909090909090909,0.509090909090909,0.6545454545454545,1.7818181818181817,-88
179,Kyle Kuzma,WAS,2022-2023,64,45.3125,35.0,21.203125,0.6058035714285714,8.0,17.84375,44.833625218914186,2.5,7.515625,33.264033264033266,2.703125,3.703125,72.9957805907173,0.859375,6.375,7.234375,3.734375,0.5625,0.453125,2.96875,2.265625,10
180,Jay Huff,WAS,2022-2023,2,50.0,4.5,2.5,0.5555555555555556,0.5,0.5,100.0,0.0,0.0,,1.5,1.5,100.0,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.5,5
181,Lauri Markkanen,UTA,2022-2023,63,50.79365079365079,34.3968253968254,25.444444444444443,0.7397323488694048,8.619047619047619,17.11111111111111,50.37105751391465,3.0634920634920637,7.619047619047619,40.208333333333336,5.142857142857143,5.904761904761905,87.09677419354838,1.9682539682539681,6.603174603174603,8.571428571428571,1.8412698412698412,0.6349206349206349,0.6031746031746031,1.9047619047619047,2.0793650793650795,172
182,George Hill,IND,2022-2023,41,63.41463414634146,18.70731707317073,4.975609756097561,0.26597131681877445,1.7073170731707317,3.731707317073171,45.751633986928105,0.6829268292682927,2.097560975609756,32.55813953488372,0.8780487804878049,1.170731707317073,75.0,0.34146341463414637,1.5853658536585367,1.9268292682926829,2.4146341463414633,0.5609756097560976,0.14634146341463414,0.7804878048780488,1.170731707317073,42
183,Patrick Baldwin Jr.,GSW,2022-2023,26,38.46153846153847,8.076923076923077,4.384615384615385,0.5428571428571428,1.5384615384615385,3.8461538461538463,40.0,1.1538461538461537,2.9615384615384617,38.961038961038966,0.15384615384615385,0.23076923076923078,66.66666666666666,0.038461538461538464,1.3461538461538463,1.3846153846153846,0.2692307692307692,0.23076923076923078,0.15384615384615385,0.4230769230769231,0.5384615384615384,-50
184,Jake LaRavia,MEM,2022-2023,33,66.66666666666666,11.818181818181818,3.0,0.25384615384615383,1.0606060606060606,2.757575757575758,38.46153846153847,0.6666666666666666,2.0303030303030303,32.83582089552239,0.21212121212121213,0.2727272727272727,77.77777777777779,0.5151515151515151,1.303030303030303,1.8181818181818181,0.6363636363636364,0.36363636363636365,0.12121212121212122,0.5454545454545454,1.4545454545454546,-79
185,Alex Caruso,CHI,2022-2023,59,45.76271186440678,24.016949152542374,5.627118644067797,0.23429781227946367,1.9322033898305084,4.338983050847458,44.53125,0.8135593220338984,2.2542372881355934,36.09022556390977,0.9491525423728814,1.1694915254237288,81.15942028985508,0.6101694915254238,2.389830508474576,3.0,3.0338983050847457,1.5593220338983051,0.6440677966101694,1.2372881355932204,2.440677966101695,174
186,Dewayne Dedmon,PHI,2022-2023,33,60.60606060606061,11.06060606060606,5.424242424242424,0.4904109589041096,2.0606060606060606,4.03030303030303,51.127819548872175,0.3333333333333333,1.121212121212121,29.72972972972973,0.9696969696969697,1.393939393939394,69.56521739130434,0.8484848484848485,2.606060606060606,3.4545454545454546,0.5454545454545454,0.24242424242424243,0.42424242424242425,0.6060606060606061,1.9393939393939394,-99
187,Joe Wieskamp,TOR,2022-2023,5,60.0,6.2,1.8,0.2903225806451613,0.6,1.6,37.5,0.6,1.4,42.857142857142854,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.4,-7
188,Blake Griffin,BOS,2022-2023,34,61.76470588235294,14.352941176470589,4.470588235294118,0.3114754098360656,1.7058823529411764,3.4705882352941178,49.152542372881356,0.5882352941176471,1.7058823529411764,34.48275862068966,0.47058823529411764,0.7647058823529411,61.53846153846154,1.088235294117647,2.6176470588235294,3.7058823529411766,1.2941176470588236,0.35294117647058826,0.17647058823529413,0.47058823529411764,1.9411764705882353,76
189,Jaden Springer,PHI,2022-2023,10,100.0,4.0,1.9,0.475,0.8,1.6,50.0,0.0,0.2,0.0,0.3,0.4,75.0,0.5,0.4,0.9,0.4,0.5,0.2,0.1,0.9,-13
190,Duncan Robinson,MIA,2022-2023,35,45.714285714285715,16.6,6.3428571428571425,0.38209982788296043,2.085714285714286,5.685714285714286,36.68341708542713,1.5142857142857142,4.6,32.91925465838509,0.6571428571428571,0.7142857142857143,92.0,0.22857142857142856,1.5142857142857142,1.7428571428571429,1.1142857142857143,0.34285714285714286,0.0,0.6,1.8,-51
191,Damian Jones,UTA,2022-2023,31,32.25806451612903,9.774193548387096,2.903225806451613,0.297029702970297,1.096774193548387,1.7741935483870968,61.81818181818181,0.0967741935483871,0.1935483870967742,50.0,0.6129032258064516,0.8064516129032258,76.0,0.8709677419354839,1.7419354838709677,2.6129032258064515,0.2903225806451613,0.12903225806451613,0.6129032258064516,0.45161290322580644,1.1935483870967742,-71
192,Furkan Korkmaz,PHI,2022-2023,29,72.41379310344827,9.482758620689655,3.5517241379310347,0.37454545454545457,1.206896551724138,2.9310344827586206,41.17647058823529,0.4482758620689655,1.2758620689655173,35.13513513513514,0.6896551724137931,1.0344827586206897,66.66666666666666,0.20689655172413793,0.8275862068965517,1.0344827586206897,0.6551724137931034,0.20689655172413793,0.10344827586206896,0.6551724137931034,0.3448275862068966,-26
193,Matt Ryan,MIN,2022-2023,33,42.42424242424242,9.303030303030303,3.696969696969697,0.3973941368078176,1.2121212121212122,3.242424242424242,37.38317757009346,0.9696969696969697,2.515151515151515,38.55421686746988,0.30303030303030304,0.36363636363636365,83.33333333333334,0.12121212121212122,0.6666666666666666,0.7878787878787878,0.45454545454545453,0.15151515151515152,0.030303030303030304,0.21212121212121213,0.8181818181818182,27
194,Victor Oladipo,MIA,2022-2023,38,57.89473684210527,26.736842105263158,10.105263157894736,0.3779527559055118,3.6052631578947367,9.210526315789474,39.14285714285714,1.4736842105263157,4.684210526315789,31.46067415730337,1.4210526315789473,1.868421052631579,76.05633802816901,0.42105263157894735,2.763157894736842,3.1842105263157894,3.3947368421052633,1.368421052631579,0.2894736842105263,1.9473684210526316,2.3421052631578947,-51
195,Christian Koloko,TOR,2022-2023,49,48.97959183673469,14.0,3.2244897959183674,0.2303206997084548,1.2448979591836735,2.6122448979591835,47.65625,0.02040816326530612,0.1836734693877551,11.11111111111111,0.7142857142857143,1.0816326530612246,66.0377358490566,1.469387755102041,1.5918367346938775,3.061224489795918,0.46938775510204084,0.2857142857142857,1.0,0.3673469387755102,2.326530612244898,125
196,Kennedy Chandler,MEM,2022-2023,31,64.51612903225806,7.967741935483871,2.129032258064516,0.26720647773279355,0.9354838709677419,2.2903225806451615,40.845070422535215,0.06451612903225806,0.45161290322580644,14.285714285714285,0.1935483870967742,0.41935483870967744,46.15384615384615,0.22580645161290322,0.8064516129032258,1.032258064516129,1.6451612903225807,0.3548387096774194,0.16129032258064516,0.5161290322580645,0.41935483870967744,-56
197,Alex Len,SAC,2022-2023,18,66.66666666666666,3.1666666666666665,0.7222222222222222,0.22807017543859648,0.2777777777777778,0.6666666666666666,41.66666666666667,0.0,0.1111111111111111,0.0,0.16666666666666666,0.2222222222222222,75.0,0.2222222222222222,0.7222222222222222,0.9444444444444444,0.3333333333333333,0.0,0.0,0.5,0.6666666666666666,-25
198,Josh Minott,MIN,2022-2023,14,42.857142857142854,6.571428571428571,3.2857142857142856,0.5,1.2857142857142858,2.4285714285714284,52.94117647058824,0.14285714285714285,0.42857142857142855,33.33333333333333,0.5714285714285714,0.5714285714285714,100.0,0.35714285714285715,1.4285714285714286,1.7857142857142858,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.21428571428571427,0.7142857142857143,30
199,Luka Garza,MIN,2022-2023,26,53.84615384615385,9.038461538461538,6.8076923076923075,0.7531914893617021,2.3461538461538463,4.269230769230769,54.95495495495496,0.5384615384615384,1.4615384615384615,36.84210526315789,1.5769230769230769,2.0,78.84615384615384,1.1923076923076923,1.1153846153846154,2.3076923076923075,0.6923076923076923,0.11538461538461539,0.07692307692307693,0.5,1.5769230769230769,24
200,Taj Gibson,WAS,2022-2023,45,44.44444444444444,9.6,3.3333333333333335,0.3472222222222222,1.3333333333333333,2.4444444444444446,54.54545454545454,0.08888888888888889,0.4222222222222222,21.052631578947366,0.5777777777777777,0.8444444444444444,68.42105263157895,0.6666666666666666,1.288888888888889,1.9555555555555555,0.7111111111111111,0.3111111111111111,0.24444444444444444,0.4888888888888889,1.7333333333333334,24
201,Xavier Cooks,WAS,2022-2023,1,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,8
202,Damion Lee,PHX,2022-2023,70,54.285714285714285,20.8,8.32857142857143,0.40041208791208793,2.742857142857143,6.171428571428572,44.44444444444444,1.5285714285714285,3.4285714285714284,44.583333333333336,1.3142857142857143,1.457142857142857,90.19607843137256,0.5,2.5714285714285716,3.0714285714285716,1.4,0.42857142857142855,0.1,1.0571428571428572,1.6285714285714286,98
203,Jock Landale,PHX,2022-2023,62,51.61290322580645,13.887096774193548,6.435483870967742,0.4634146341463415,2.435483870967742,4.693548387096774,51.890034364261176,0.3225806451612903,1.3064516129032258,24.691358024691358,1.2419354838709677,1.6129032258064515,77.0,1.6935483870967742,2.2903225806451615,3.9838709677419355,0.9193548387096774,0.24193548387096775,0.46774193548387094,0.8709677419354839,1.8225806451612903,128
204,Jae'Sean Tate,HOU,2022-2023,31,22.58064516129032,21.774193548387096,9.129032258064516,0.4192592592592593,3.5483870967741935,7.387096774193548,48.03493449781659,0.41935483870967744,1.4838709677419355,28.26086956521739,1.6129032258064515,2.225806451612903,72.46376811594203,1.3225806451612903,2.4838709677419355,3.806451612903226,2.7096774193548385,0.6774193548387096,0.22580645161290322,1.5161290322580645,3.4193548387096775,-94
205,Tre Mann,OKC,2022-2023,60,45.0,18.0,7.85,0.4361111111111111,2.9833333333333334,7.683333333333334,38.82863340563991,1.2666666666666666,4.0,31.666666666666664,0.6166666666666667,0.8333333333333334,74.0,0.4,1.8666666666666667,2.2666666666666666,1.7,0.6,0.18333333333333332,0.9166666666666666,1.4833333333333334,50
206,Gabe Vincent,MIA,2022-2023,59,54.23728813559322,26.23728813559322,9.322033898305085,0.355297157622739,3.2711864406779663,8.338983050847459,39.22764227642276,1.694915254237288,5.237288135593221,32.362459546925564,1.0847457627118644,1.2203389830508475,88.88888888888889,0.4067796610169492,1.7118644067796611,2.1186440677966103,2.457627118644068,0.9322033898305084,0.06779661016949153,1.4576271186440677,2.406779661016949,19
207,Scottie Barnes,TOR,2022-2023,69,47.82608695652174,34.927536231884055,15.492753623188406,0.44356846473029043,6.0144927536231885,13.27536231884058,45.30567685589519,0.8840579710144928,2.971014492753623,29.756097560975608,2.579710144927536,3.3333333333333335,77.39130434782608,2.391304347826087,4.463768115942029,6.855072463768116,4.72463768115942,0.9855072463768116,0.8115942028985508,2.028985507246377,2.2318840579710146,142
208,Zeke Nnaji,DEN,2022-2023,45,66.66666666666666,13.2,5.044444444444444,0.38215488215488214,1.9777777777777779,3.422222222222222,57.7922077922078,0.28888888888888886,1.0,28.888888888888886,0.8,1.2,66.66666666666666,1.2444444444444445,1.1333333333333333,2.3777777777777778,0.26666666666666666,0.3333333333333333,0.4444444444444444,0.4666666666666667,1.8444444444444446,-96
209,Haywood Highsmith,MIA,2022-2023,48,52.083333333333336,18.3125,4.541666666666667,0.24800910125142206,1.7708333333333333,4.083333333333333,43.36734693877551,0.75,2.125,35.294117647058826,0.25,0.5416666666666666,46.15384615384615,1.0416666666666667,2.4791666666666665,3.5208333333333335,0.7083333333333334,0.7083333333333334,0.3125,0.7291666666666666,1.5,-97
210,Ish Wainright,PHX,2022-2023,53,52.83018867924528,15.320754716981131,4.226415094339623,0.27586206896551724,1.4150943396226414,3.792452830188679,37.3134328358209,0.9622641509433962,2.8679245283018866,33.55263157894737,0.4339622641509434,0.5094339622641509,85.18518518518519,0.8113207547169812,1.4339622641509433,2.2452830188679247,0.9433962264150944,0.6981132075471698,0.33962264150943394,0.39622641509433965,2.0377358490566038,89
211,Darius Bazley,PHX,2022-2023,39,46.15384615384615,14.897435897435898,5.230769230769231,0.35111876075731496,1.8974358974358974,4.256410256410256,44.57831325301205,0.48717948717948717,1.2564102564102564,38.775510204081634,0.9487179487179487,1.7179487179487178,55.223880597014926,0.7692307692307693,2.5128205128205128,3.282051282051282,0.8717948717948718,0.5128205128205128,0.7948717948717948,0.5897435897435898,1.0,-53
212,Bol Bol,ORL,2022-2023,67,38.80597014925373,21.432835820895523,9.029850746268657,0.4213091922005571,3.7313432835820897,6.597014925373134,56.56108597285068,0.43283582089552236,1.4776119402985075,29.292929292929294,1.1343283582089552,1.492537313432836,76.0,0.9850746268656716,4.791044776119403,5.776119402985074,0.9104477611940298,0.40298507462686567,1.2238805970149254,1.5820895522388059,1.2985074626865671,-113
213,Jeremiah Robinson-Earl,OKC,2022-2023,36,33.33333333333333,19.52777777777778,7.0,0.3584637268847795,2.638888888888889,5.861111111111111,45.023696682464454,0.8611111111111112,2.6666666666666665,32.29166666666667,0.8611111111111112,1.0555555555555556,81.57894736842105,1.7777777777777777,2.638888888888889,4.416666666666667,1.0555555555555556,0.5833333333333334,0.3055555555555556,0.5,1.6388888888888888,-28
214,Matisse Thybulle,POR,2022-2023,64,56.25,15.90625,3.953125,0.24852652259332023,1.515625,3.390625,44.70046082949309,0.71875,1.984375,36.22047244094488,0.203125,0.28125,72.22222222222221,0.578125,1.296875,1.875,0.703125,1.125,0.421875,0.265625,1.5625,59
215,Will Barton,TOR,2022-2023,49,46.93877551020408,17.857142857142858,6.63265306122449,0.37142857142857144,2.3877551020408165,6.387755102040816,37.38019169329074,1.1428571428571428,3.142857142857143,36.36363636363637,0.7142857142857143,0.9183673469387755,77.77777777777779,0.22448979591836735,2.2653061224489797,2.489795918367347,2.122448979591837,0.42857142857142855,0.24489795918367346,0.9795918367346939,0.9795918367346939,-182
216,Giannis Antetokounmpo,MIL,2022-2023,56,75.0,32.55357142857143,31.25,0.9599561162918266,11.125,20.392857142857142,54.55341506129597,0.8035714285714286,2.7857142857142856,28.846153846153843,8.196428571428571,12.625,64.92220650636492,2.25,9.607142857142858,11.857142857142858,5.571428571428571,0.7321428571428571,0.8035714285714286,3.9107142857142856,3.1964285714285716,281
217,Christian Braun,DEN,2022-2023,66,66.66666666666666,14.454545454545455,4.257575757575758,0.2945492662473795,1.6818181818181819,3.3484848484848486,50.2262443438914,0.4393939393939394,1.0909090909090908,40.27777777777778,0.45454545454545453,0.7272727272727273,62.5,0.5909090909090909,1.6515151515151516,2.242424242424242,0.7424242424242424,0.45454545454545453,0.24242424242424243,0.4393939393939394,1.2272727272727273,-93
218,Jusuf Nurkic,POR,2022-2023,51,45.09803921568628,26.666666666666668,13.215686274509803,0.49558823529411766,5.0,9.666666666666666,51.724137931034484,0.803921568627451,2.235294117647059,35.96491228070175,2.411764705882353,3.6470588235294117,66.12903225806451,2.235294117647059,6.921568627450981,9.156862745098039,2.843137254901961,0.8235294117647058,0.8431372549019608,2.3333333333333335,3.5686274509803924,-8
219,Grayson Allen,MIL,2022-2023,65,73.84615384615385,27.815384615384616,10.6,0.3810840707964602,3.476923076923077,7.876923076923077,44.140625,2.046153846153846,5.138461538461539,39.82035928143712,1.6,1.7692307692307692,90.43478260869566,0.8769230769230769,2.4461538461538463,3.3230769230769233,2.3076923076923075,0.8,0.18461538461538463,1.0461538461538462,1.676923076923077,199
220,Devin Booker,PHX,2022-2023,44,61.36363636363637,34.47727272727273,28.022727272727273,0.8127883981542519,10.295454545454545,20.75,49.61664841182913,2.25,6.113636363636363,36.80297397769517,5.181818181818182,6.159090909090909,84.13284132841329,0.8863636363636364,3.6136363636363638,4.5,5.4772727272727275,0.9090909090909091,0.36363636363636365,2.5454545454545454,2.977272727272727,197
221,Fred VanVleet,TOR,2022-2023,60,48.333333333333336,36.95,19.583333333333332,0.5299954894000902,6.483333333333333,16.2,40.02057613168724,3.066666666666667,8.75,35.04761904761905,3.55,3.9833333333333334,89.1213389121339,0.45,3.7666666666666666,4.216666666666667,7.033333333333333,1.7166666666666666,0.5666666666666667,1.9666666666666666,2.816666666666667,130
222,Keldon Johnson,SAS,2022-2023,60,26.666666666666668,32.85,21.816666666666666,0.6641298833079655,7.916666666666667,17.583333333333332,45.023696682464454,2.1166666666666667,6.45,32.81653746770026,3.8666666666666667,5.133333333333334,75.32467532467533,0.8666666666666667,4.166666666666667,5.033333333333333,2.85,0.7333333333333333,0.18333333333333332,2.1666666666666665,2.0166666666666666,-491
223,Jeff Green,DEN,2022-2023,48,60.416666666666664,19.270833333333332,7.708333333333333,0.4,2.9166666666666665,5.854166666666667,49.8220640569395,0.4791666666666667,1.7083333333333333,28.04878048780488,1.3958333333333333,1.9166666666666667,72.82608695652173,0.6666666666666666,1.875,2.5416666666666665,1.1666666666666667,0.3541666666666667,0.3125,0.875,1.7916666666666667,-191
224,Nikola Jokic,DEN,2022-2023,64,70.3125,33.90625,24.734375,0.7294930875576037,9.484375,14.953125,63.42737722048067,0.84375,2.140625,39.416058394160586,4.921875,6.015625,81.81818181818183,2.4375,9.46875,11.90625,9.90625,1.234375,0.65625,3.546875,2.578125,608
225,Jalen Duren,DET,2022-2023,58,25.862068965517242,24.56896551724138,8.706896551724139,0.3543859649122807,3.6724137931034484,5.793103448275862,63.39285714285714,0.0,0.034482758620689655,0.0,1.3620689655172413,2.206896551724138,61.71875,3.396551724137931,5.344827586206897,8.741379310344827,1.1206896551724137,0.6206896551724138,0.9137931034482759,1.2758620689655173,2.6551724137931036,-261
