,Name,Team,Season,GP,Win%,Mins,Points,PPM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,AST/TO,STL,BLK,EFG%,TS%,OFFRTG,DEFRTG,NETRTG,PF,Plusminus,PIE,S_Mins,S_GP,S_PPM,S_NETRTG,SIM
0,Russell Westbrook,OKC,2017,20,60.0,35.7,31.15,0.8725490196078431,10.35,24.3,42.592592592592595,1.8,5.35,33.64485981308411,8.65,10.45,82.77511961722487,2.35,8.1,10.45,11.25,5.45,2.0642201834862384,1.3,0.35,0.46296296296296297,0.5389646342307426,110.64593837535016,102.64733893557424,7.998599439775916,2.55,122,21.83557422969188,0.9156638488314273,1.0,1.0,0.7561694061116986,0.90866025595917
1,Stephen Curry,GSW,2017,19,84.21052631578947,33.73684210526316,26.68421052631579,0.7909516380655226,8.789473684210526,18.0,48.83040935672515,4.157894736842105,10.052631578947368,41.361256544502616,4.947368421052632,5.368421052631579,92.15686274509804,0.7368421052631579,3.3684210526315788,4.105263157894737,5.894736842105263,3.1052631578947367,1.8983050847457628,1.5263157894736843,0.21052631578947367,0.6038011695906432,0.655241935483871,119.06111975116642,102.33763608087092,16.723483670295494,2.526315789473684,243,14.938413685847586,0.8453767436991286,0.9000000000000001,0.8911573601975544,0.9411693132807374,0.8937941177810487
2,Kevin Durant,GSW,2017,19,84.21052631578947,35.21052631578947,27.68421052631579,0.7862481315396114,9.789473684210526,17.526315789473685,55.85585585585585,2.1578947368421053,5.105263157894737,42.2680412371134,5.947368421052632,6.894736842105263,86.25954198473282,0.7894736842105263,7.894736842105263,8.68421052631579,4.578947368421052,2.263157894736842,2.0232558139534884,1.5789473684210527,1.6842105263157894,0.6201201201201201,0.6732541470407537,115.3113432835821,102.31298507462687,12.998358208955239,2.1578947368421053,198,20.212537313432833,0.8981391818681463,0.9000000000000001,0.8848833590356093,0.8621828366315303,0.8847488300806545
3,James Harden,HOU,2017,19,63.1578947368421,37.473684210526315,28.736842105263158,0.7668539325842697,8.526315789473685,19.157894736842106,44.505494505494504,3.0,8.578947368421053,34.96932515337423,8.68421052631579,10.473684210526315,82.91457286432161,1.4736842105263157,6.2105263157894735,7.684210526315789,12.052631578947368,5.526315789473684,2.1809523809523808,1.3157894736842106,0.3684210526315789,0.5233516483516484,0.604570821153335,115.5235624123422,109.08962131837309,6.433941093969111,2.736842105263158,90,19.164516129032258,0.9791672119134236,0.9000000000000001,0.8590134625848465,0.7229928457038268,0.861359963122917
4,Blake Griffin,LAC,2017,19,78.94736842105263,33.05263157894737,20.68421052631579,0.6257961783439491,7.315789473684211,15.31578947368421,47.766323024054984,0.21052631578947367,1.0,21.052631578947366,5.842105263157895,7.631578947368421,76.55172413793103,1.894736842105263,6.631578947368421,8.526315789473685,4.842105263157895,1.8421052631578947,2.6285714285714286,1.1578947368421053,0.47368421052631576,0.4845360824742268,0.5538331454340474,116.25875796178346,97.86480891719745,18.39394904458601,2.473684210526316,229,17.11656050955414,0.8208798974063702,0.9000000000000001,0.6708567099302505,0.976589375141482,0.8355173984564053
5,Anthony Davis,NOP,2017,18,38.88888888888889,37.55555555555556,32.111111111111114,0.8550295857988166,11.277777777777779,21.72222222222222,51.91815856777494,0.6666666666666666,2.388888888888889,27.906976744186046,8.88888888888889,10.88888888888889,81.63265306122449,1.8333333333333333,9.38888888888889,11.222222222222221,2.1666666666666665,2.3333333333333335,0.9285714285714286,1.7777777777777777,2.7777777777777777,0.5345268542199488,0.6055653340038555,104.92850812407679,105.95066469719349,-1.0221565731167033,2.111111111111111,-9,20.66218611521418,0.9820984584783692,0.8,0.9766308503094592,0.5648959197378511,0.8344090219396474
6,DeMar DeRozan,TOR,2017,18,66.66666666666666,36.388888888888886,28.944444444444443,0.7954198473282442,10.333333333333334,21.27777777777778,48.56396866840731,0.5555555555555556,1.8888888888888888,29.411764705882355,7.722222222222222,9.38888888888889,82.24852071005917,1.0555555555555556,4.444444444444445,5.5,4.222222222222222,2.8333333333333335,1.4901960784313726,1.2777777777777777,0.05555555555555555,0.49869451697127937,0.5695732027287038,112.75823170731708,109.06341463414634,3.6948170731707393,2.0,66,15.933231707317072,0.9403281949278965,0.8,0.8971174986499402,0.6649132567736243,0.8284899078478232
7,Jimmy Butler,CHI,2017,17,58.82352941176471,35.529411764705884,25.58823529411765,0.7201986754966887,7.764705882352941,16.41176470588235,47.31182795698925,1.411764705882353,3.5294117647058822,40.0,8.647058823529411,9.764705882352942,88.55421686746988,1.7647058823529411,4.647058823529412,6.411764705882353,3.9411764705882355,2.0588235294117645,1.9142857142857144,1.588235294117647,0.11764705882352941,0.5161290322580645,0.6178275196000454,110.26274834437086,99.7701986754967,10.492549668874162,1.7647058823529411,133,17.701821192052982,0.9095562640769885,0.7000000000000002,0.7967800765853177,0.8090504012833564,0.8156159765082095
8,Damian Lillard,POR,2017,20,50.0,35.6,28.2,0.7921348314606742,9.05,19.25,47.01298701298701,2.5,7.0,35.714285714285715,7.6,8.55,88.88888888888889,0.65,4.3,4.95,5.5,3.0,1.8333333333333333,0.95,0.2,0.535064935064935,0.6127237962802016,111.10042134831461,114.411095505618,-3.3106741573033815,2.6,-43,15.831741573033707,0.912083540527101,1.0,0.8927356203094716,0.5163708586088698,0.8110645554123148
9,DeMarcus Cousins,SAC,2017,18,38.88888888888889,34.166666666666664,28.72222222222222,0.8406504065040651,9.833333333333334,20.833333333333332,47.199999999999996,1.6666666666666667,4.277777777777778,38.961038961038966,7.388888888888889,9.944444444444445,74.30167597765363,2.2777777777777777,8.166666666666666,10.444444444444445,3.2222222222222223,2.8333333333333335,1.1372549019607843,1.2222222222222223,1.1666666666666667,0.512,0.5696844146685472,109.79983739837398,108.5887804878049,1.2110569105690843,4.055555555555555,22,18.340487804878048,0.8607657881650919,0.8,0.9574504819808298,0.6122483288076862,0.8084793133754209
