,Date,Team,Name
0,02/25/2023,NOP,Brandon Ingram
1,02/25/2023,NOP,Herbert Jones
2,02/25/2023,NOP,Jonas Valanciunas
3,02/25/2023,NOP,Jose Alvarado
4,02/25/2023,NOP,CJ McCollum
5,02/25/2023,NOP,Kira Lewis Jr.
6,02/25/2023,NOP,Jaxson Hayes
7,02/25/2023,NOP,Naji Marshall
8,02/25/2023,NOP,Dyson Daniels
9,02/25/2023,NOP,Trey Murphy III
10,02/25/2023,NOP,Larry Nance Jr.
11,02/25/2023,NOP,Garrett Temple
12,02/25/2023,NOP,Willy Hernangomez
13,02/25/2023,NOP,Josh Richardson
15,02/25/2023,NOP,E.J. Liddell
16,02/25/2023,NOP,Dereon Seabron
17,02/25/2023,NOP,Zion Williamson
18,02/25/2023,SAS,Blake Wesley
19,02/25/2023,SAS,Doug McDermott
20,02/25/2023,SAS,Charles Bassey
21,02/25/2023,SAS,Gorgui Dieng
22,02/25/2023,SAS,Malaki Branham
23,02/25/2023,SAS,Keita Bates-Diop
24,02/25/2023,SAS,Zach Collins
25,02/25/2023,SAS,Jeremy Sochan
26,02/25/2023,SAS,Devonte' Graham
27,02/25/2023,SAS,Keldon Johnson
28,02/25/2023,SAS,Dominick Barlow
29,02/25/2023,SAS,Khem Birch
30,02/25/2023,SAS,Julian Champagnie
32,02/25/2023,SAS,Tre Jones
33,02/25/2023,SAS,Romeo Langford
34,02/25/2023,SAS,Isaiah Roby
36,02/25/2023,SAS,Devin Vassell
37,02/25/2023,TOR,Precious Achiuwa
38,02/25/2023,TOR,Thaddeus Young
39,02/25/2023,TOR,Pascal Siakam
40,02/25/2023,TOR,O.G. Anunoby
41,02/25/2023,TOR,Jeff Dowtin Jr.
42,02/25/2023,TOR,Chris Boucher
43,02/25/2023,TOR,Scottie Barnes
44,02/25/2023,TOR,Gary Trent Jr.
45,02/25/2023,TOR,Jakob Poeltl
46,02/25/2023,TOR,Malachi Flynn
47,02/25/2023,TOR,Juancho Hernangomez
48,02/25/2023,TOR,Christian Koloko
49,02/25/2023,TOR,Joe Wieskamp
50,02/25/2023,TOR,Dalano Banton
51,02/25/2023,TOR,Ron Harper Jr.
52,02/25/2023,TOR,Otto Porter Jr.
53,02/25/2023,TOR,Fred VanVleet
54,02/25/2023,CHA,Dennis Smith Jr.
55,02/25/2023,CHA,Nick Richards
56,02/25/2023,CHA,LaMelo Ball
57,02/25/2023,CHA,JT Thor
58,02/25/2023,CHA,Mark Williams
59,02/25/2023,CHA,Kai Jones
60,02/25/2023,CHA,Terry Rozier
61,02/25/2023,CHA,Kelly Oubre Jr.
62,02/25/2023,CHA,Gordon Hayward
63,02/25/2023,CHA,Svi Mykhailiuk
64,02/25/2023,CHA,Cody Martin
65,02/25/2023,CHA,James Bouknight
66,02/25/2023,CHA,Theo Maledon
68,02/25/2023,CHA,Bryce McGowens
69,02/25/2023,CHA,P.J. Washington
70,02/25/2023,MEM,Ja Morant
71,02/25/2023,MEM,Luke Kennard
72,02/25/2023,MEM,Brandon Clarke
73,02/25/2023,MEM,Dillon Brooks
74,02/25/2023,MEM,Xavier Tillman
75,02/25/2023,MEM,Santi Aldama
76,02/25/2023,MEM,David Roddy
77,02/25/2023,MEM,Jake LaRavia
78,02/25/2023,MEM,Jaren Jackson Jr.
79,02/25/2023,MEM,Ziaire Williams
80,02/25/2023,MEM,Kenneth Lofton Jr.
81,02/25/2023,MEM,Kennedy Chandler
82,02/25/2023,MEM,John Konchar
83,02/25/2023,MEM,Desmond Bane
84,02/25/2023,MEM,Tyus Jones
85,02/25/2023,MEM,Steven Adams
89,02/25/2023,MEM,Vince Williams Jr.
91,02/25/2023,NYK,Mitchell Robinson
92,02/25/2023,NYK,RJ Barrett
93,02/25/2023,NYK,Quentin Grimes
94,02/25/2023,NYK,Miles McBride
95,02/25/2023,NYK,Josh Hart
96,02/25/2023,NYK,Derrick Rose
97,02/25/2023,NYK,Julius Randle
98,02/25/2023,NYK,Jericho Sims
99,02/25/2023,NYK,Isaiah Hartenstein
100,02/25/2023,NYK,Obi Toppin
101,02/25/2023,NYK,Immanuel Quickley
102,02/25/2023,NYK,Jalen Brunson
103,02/25/2023,NYK,Evan Fournier
105,02/25/2023,NYK,DaQuan Jeffries
106,02/25/2023,NYK,Trevor Keels
107,02/25/2023,ORL,Bol Bol
108,02/25/2023,ORL,Wendell Carter Jr.
109,02/25/2023,ORL,Gary Harris
110,02/25/2023,ORL,Markelle Fultz
111,02/25/2023,ORL,Jalen Suggs
112,02/25/2023,ORL,Admiral Schofield
113,02/25/2023,ORL,Goga Bitadze
114,02/25/2023,ORL,Moritz Wagner
115,02/25/2023,ORL,Cole Anthony
116,02/25/2023,ORL,Franz Wagner
117,02/25/2023,ORL,Paolo Banchero
118,02/25/2023,ORL,Jonathan Isaac
119,02/25/2023,ORL,Chuma Okeke
120,02/25/2023,ORL,Kevon Harris
121,02/25/2023,ORL,Caleb Houstan
123,02/25/2023,DEN,Jack White
124,02/25/2023,DEN,Jamal Murray
125,02/25/2023,DEN,Christian Braun
126,02/25/2023,DEN,Kentavious Caldwell-Pope
127,02/25/2023,DEN,Thomas Bryant
128,02/25/2023,DEN,Ish Smith
129,02/25/2023,DEN,Peyton Watson
130,02/25/2023,DEN,Vlatko Cancar
131,02/25/2023,DEN,Reggie Jackson
132,02/25/2023,DEN,Michael Porter Jr.
133,02/25/2023,DEN,Jeff Green
134,02/25/2023,DEN,Bruce Brown
135,02/25/2023,DEN,Nikola Jokic
136,02/25/2023,DEN,DeAndre Jordan
137,02/25/2023,DEN,Collin Gillespie
138,02/25/2023,DEN,Aaron Gordon
139,02/25/2023,DEN,Zeke Nnaji
140,02/25/2023,MIA,Jimmy Butler
141,02/25/2023,MIA,Cody Zeller
142,02/25/2023,MIA,Gabe Vincent
143,02/25/2023,MIA,Bam Adebayo
144,02/25/2023,MIA,Tyler Herro
145,02/25/2023,MIA,Duncan Robinson
146,02/25/2023,MIA,Victor Oladipo
147,02/25/2023,MIA,Max Strus
148,02/25/2023,MIA,Caleb Martin
149,02/25/2023,MIA,Kevin Love
150,02/25/2023,MIA,Jamal Cain
151,02/25/2023,MIA,Udonis Haslem
152,02/25/2023,MIA,Haywood Highsmith
153,02/25/2023,MIA,Nikola Jovic
155,02/25/2023,MIA,Kyle Lowry
156,02/25/2023,MIA,Omer Yurtseven
157,02/25/2023,PHI,Tobias Harris
158,02/25/2023,PHI,De'Anthony Melton
159,02/25/2023,PHI,P.J. Tucker
160,02/25/2023,PHI,Paul Reed
161,02/25/2023,PHI,Shake Milton
162,02/25/2023,PHI,Joel Embiid
163,02/25/2023,PHI,James Harden
164,02/25/2023,PHI,Georges Niang
165,02/25/2023,PHI,Tyrese Maxey
166,02/25/2023,PHI,Jalen McDaniels
167,02/25/2023,PHI,Montrezl Harrell
168,02/25/2023,PHI,Danuel House Jr.
169,02/25/2023,PHI,Furkan Korkmaz
170,02/25/2023,PHI,Dewayne Dedmon
171,02/25/2023,PHI,Louis King
172,02/25/2023,PHI,Mac McClung
173,02/25/2023,PHI,Jaden Springer
174,02/25/2023,BOS,Jaylen Brown
175,02/25/2023,BOS,Al Horford
176,02/25/2023,BOS,Derrick White
177,02/25/2023,BOS,Marcus Smart
178,02/25/2023,BOS,Robert Williams III
179,02/25/2023,BOS,Sam Hauser
180,02/25/2023,BOS,Grant Williams
181,02/25/2023,BOS,Jayson Tatum
182,02/25/2023,BOS,Malcolm Brogdon
183,02/25/2023,BOS,Blake Griffin
184,02/25/2023,BOS,Luke Kornet
185,02/25/2023,BOS,Mike Muscala
186,02/25/2023,BOS,Payton Pritchard
187,02/25/2023,BOS,JD Davison
188,02/25/2023,BOS,Danilo Gallinari
189,02/25/2023,BOS,Mfiondu Kabengele
190,02/25/2023,UTA,Kris Dunn
191,02/25/2023,UTA,Rudy Gay
192,02/25/2023,UTA,Walker Kessler
193,02/25/2023,UTA,Lauri Markkanen
194,02/25/2023,UTA,Juan Toscano-Anderson
195,02/25/2023,UTA,Kelly Olynyk
196,02/25/2023,UTA,Ochai Agbaji
197,02/25/2023,UTA,Simone Fontecchio
198,02/25/2023,UTA,Udoka Azubuike
199,02/25/2023,UTA,Talen Horton-Tucker
200,02/25/2023,UTA,Jordan Clarkson
201,02/25/2023,UTA,Frank Jackson
202,02/25/2023,UTA,Damian Jones
203,02/25/2023,UTA,Johnny Juzang
206,02/25/2023,UTA,Micah Potter
207,02/25/2023,UTA,Collin Sexton
208,02/25/2023,DET,Hamidou Diallo
209,02/25/2023,DET,Isaiah Stewart
210,02/25/2023,DET,Marvin Bagley III
211,02/25/2023,DET,James Wiseman
212,02/25/2023,DET,Isaiah Livers
213,02/25/2023,DET,Jaden Ivey
214,02/25/2023,DET,Killian Hayes
215,02/25/2023,DET,R.J. Hampton
216,02/25/2023,DET,Cory Joseph
217,02/25/2023,DET,Alec Burks
218,02/25/2023,DET,Bojan Bogdanovic
219,02/25/2023,DET,Rodney McGruder
221,02/25/2023,DET,Buddy Boeheim
222,02/25/2023,DET,Cade Cunningham
223,02/25/2023,DET,Jalen Duren
224,02/25/2023,DET,Nerlens Noel
225,02/25/2023,DET,Jared Rhoden
226,02/25/2023,IND,Jalen Smith
227,02/25/2023,IND,Jordan Nwora
228,02/25/2023,IND,Myles Turner
229,02/25/2023,IND,Tyrese Haliburton
230,02/25/2023,IND,Bennedict Mathurin
231,02/25/2023,IND,Andrew Nembhard
232,02/25/2023,IND,Aaron Nesmith
233,02/25/2023,IND,Buddy Hield
234,02/25/2023,IND,T.J. McConnell
235,02/25/2023,IND,Chris Duarte
236,02/25/2023,IND,Oshae Brissett
237,02/25/2023,IND,George Hill
238,02/25/2023,IND,Isaiah Jackson
239,02/25/2023,IND,James Johnson
240,02/25/2023,IND,Daniel Theis
241,02/25/2023,IND,Kendall Brown
242,02/25/2023,IND,Trevelin Queen
