,Date,Team,Name
0,02/24/2023,SAC,Kevin Huerter
1,02/24/2023,SAC,Davion Mitchell
2,02/24/2023,SAC,Harrison Barnes
3,02/24/2023,SAC,Chimezie Metu
4,02/24/2023,SAC,Keegan Murray
5,02/24/2023,SAC,Terence Davis
6,02/24/2023,SAC,Malik Monk
7,02/24/2023,SAC,De'Aaron Fox
8,02/24/2023,SAC,Domantas Sabonis
9,02/24/2023,SAC,Trey Lyles
10,02/24/2023,SAC,Matthew Dellavedova
11,02/24/2023,SAC,Kessler Edwards
12,02/24/2023,SAC,Keon Ellis
13,02/24/2023,SAC,Richaun Holmes
14,02/24/2023,SAC,Alex Len
15,02/24/2023,SAC,KZ Okpala
16,02/24/2023,LAC,Norman Powell
17,02/24/2023,LAC,Mason Plumlee
18,02/24/2023,LAC,Terance Mann
19,02/24/2023,LAC,Eric Gordon
20,02/24/2023,LAC,Marcus Morris Sr.
21,02/24/2023,LAC,Kawhi Leonard
22,02/24/2023,LAC,Nicolas Batum
23,02/24/2023,LAC,Russell Westbrook
24,02/24/2023,LAC,Paul George
25,02/24/2023,LAC,Amir Coffey
26,02/24/2023,LAC,Robert Covington
27,02/24/2023,LAC,Moussa Diabate
28,02/24/2023,LAC,Bones Hyland
29,02/24/2023,LAC,Brandon Boston Jr.
30,02/24/2023,LAC,Jason Preston
31,02/24/2023,LAC,Ivica Zubac
32,02/24/2023,CLE,Donovan Mitchell
33,02/24/2023,CLE,Cedi Osman
34,02/24/2023,CLE,Jarrett Allen
35,02/24/2023,CLE,Lamar Stevens
36,02/24/2023,CLE,Evan Mobley
37,02/24/2023,CLE,Ricky Rubio
38,02/24/2023,CLE,Darius Garland
39,02/24/2023,CLE,Dean Wade
40,02/24/2023,CLE,Raul Neto
41,02/24/2023,CLE,Isaac Okoro
42,02/24/2023,CLE,Robin Lopez
43,02/24/2023,CLE,Caris LeVert
44,02/24/2023,CLE,Danny Green
45,02/24/2023,CLE,Mamadi Diakite
46,02/24/2023,CLE,Isaiah Mobley
48,02/24/2023,CLE,Dylan Windler
49,02/24/2023,CHI,Patrick Beverley
50,02/24/2023,CHI,Nikola Vucevic
51,02/24/2023,CHI,Andre Drummond
52,02/24/2023,CHI,DeMar DeRozan
53,02/24/2023,CHI,Patrick Williams
54,02/24/2023,CHI,Ayo Dosunmu
55,02/24/2023,CHI,Alex Caruso
56,02/24/2023,CHI,Zach LaVine
57,02/24/2023,CHI,Dalen Terry
58,02/24/2023,CHI,Derrick Jones Jr.
59,02/24/2023,CHI,Terry Taylor
60,02/24/2023,CHI,Coby White
61,02/24/2023,CHI,Lonzo Ball
62,02/24/2023,CHI,Goran Dragic
63,02/24/2023,CHI,Javonte Green
64,02/24/2023,CHI,Carlik Jones
65,02/24/2023,CHI,Marko Simonovic
66,02/24/2023,OKC,Kenrich Williams
67,02/24/2023,OKC,Jaylin Williams
68,02/24/2023,OKC,Luguentz Dort
69,02/24/2023,OKC,Tre Mann
70,02/24/2023,OKC,Isaiah Joe
71,02/24/2023,OKC,Jalen Williams
72,02/24/2023,OKC,Aaron Wiggins
73,02/24/2023,OKC,Josh Giddey
74,02/24/2023,OKC,Dario Saric
75,02/24/2023,OKC,Lindy Waters III
76,02/24/2023,OKC,Jeremiah Robinson-Earl
77,02/24/2023,OKC,Eugene Omoruyi
78,02/24/2023,OKC,Olivier Sarr
79,02/24/2023,OKC,Ousmane Dieng
80,02/24/2023,OKC,Shai Gilgeous-Alexander
81,02/24/2023,OKC,Chet Holmgren
82,02/24/2023,OKC,Aleksej Pokusevski
