,Date,Team,Name
0,01/17/2023,POR,Keon Johnson
1,01/17/2023,POR,Shaedon Sharpe
2,01/17/2023,POR,Gary Payton II
3,01/17/2023,POR,Josh Hart
4,01/17/2023,POR,Jerami Grant
5,01/17/2023,POR,Drew Eubanks
6,01/17/2023,POR,Anfernee Simons
7,01/17/2023,POR,Nassir Little
8,01/17/2023,POR,Greg Brown III
9,01/17/2023,POR,Jabari Walker
10,01/17/2023,POR,Jusuf Nurkic
11,01/17/2023,POR,Trendon Watford
12,01/17/2023,POR,Damian Lillard
14,01/17/2023,POR,Justise Winslow
15,01/17/2023,LAC,Moses Brown
16,01/17/2023,LAC,Reggie Jackson
17,01/17/2023,LAC,Jason Preston
18,01/17/2023,LAC,Kawhi Leonard
19,01/17/2023,LAC,Amir Coffey
20,01/17/2023,LAC,Terance Mann
21,01/17/2023,LAC,Ivica Zubac
22,01/17/2023,LAC,Robert Covington
23,01/17/2023,LAC,Norman Powell
24,01/17/2023,LAC,Paul George
25,01/17/2023,LAC,Nicolas Batum
26,01/17/2023,LAC,Marcus Morris Sr.
27,01/17/2023,LAC,Brandon Boston Jr.
28,01/17/2023,LAC,Moussa Diabate
30,01/17/2023,LAC,Luke Kennard
32,01/17/2023,LAC,John Wall
33,01/17/2023,SAS,Zach Collins
34,01/17/2023,SAS,Keita Bates-Diop
35,01/17/2023,SAS,Stanley Johnson
36,01/17/2023,SAS,Romeo Langford
37,01/17/2023,SAS,Josh Richardson
38,01/17/2023,SAS,Tre Jones
39,01/17/2023,SAS,Jakob Poeltl
40,01/17/2023,SAS,Keldon Johnson
41,01/17/2023,SAS,Jeremy Sochan
42,01/17/2023,SAS,Doug McDermott
43,01/17/2023,SAS,Malaki Branham
44,01/17/2023,SAS,Gorgui Dieng
45,01/17/2023,SAS,Isaiah Roby
46,01/17/2023,SAS,Blake Wesley
47,01/17/2023,SAS,Dominick Barlow
48,01/17/2023,SAS,Charles Bassey
50,01/17/2023,SAS,Devin Vassell
52,01/17/2023,TOR,Juancho Hernangomez
53,01/17/2023,TOR,Chris Boucher
54,01/17/2023,TOR,Pascal Siakam
55,01/17/2023,TOR,Scottie Barnes
56,01/17/2023,TOR,Precious Achiuwa
57,01/17/2023,TOR,Gary Trent Jr.
58,01/17/2023,TOR,Fred VanVleet
59,01/17/2023,TOR,O.G. Anunoby
60,01/17/2023,TOR,Khem Birch
61,01/17/2023,TOR,Jeff Dowtin Jr.
62,01/17/2023,TOR,Malachi Flynn
63,01/17/2023,TOR,Ron Harper Jr.
64,01/17/2023,TOR,Christian Koloko
65,01/17/2023,TOR,Joe Wieskamp
66,01/17/2023,TOR,Thaddeus Young
67,01/17/2023,TOR,Dalano Banton
68,01/17/2023,TOR,Otto Porter Jr.
69,01/17/2023,DEN,Aaron Gordon
70,01/17/2023,DEN,Michael Porter Jr.
71,01/17/2023,DEN,Vlatko Cancar
72,01/17/2023,DEN,Jamal Murray
73,01/17/2023,DEN,Kentavious Caldwell-Pope
74,01/17/2023,DEN,Jack White
75,01/17/2023,DEN,Christian Braun
76,01/17/2023,DEN,Bruce Brown
77,01/17/2023,DEN,Davon Reed
78,01/17/2023,DEN,Nikola Jokic
79,01/17/2023,DEN,Bones Hyland
80,01/17/2023,DEN,Zeke Nnaji
81,01/17/2023,DEN,DeAndre Jordan
82,01/17/2023,DEN,Ish Smith
84,01/17/2023,DEN,Collin Gillespie
85,01/17/2023,DEN,Jeff Green
88,01/17/2023,DEN,Peyton Watson
89,01/17/2023,PHI,Georges Niang
90,01/17/2023,PHI,Shake Milton
91,01/17/2023,PHI,Tyrese Maxey
92,01/17/2023,PHI,James Harden
93,01/17/2023,PHI,Furkan Korkmaz
94,01/17/2023,PHI,Montrezl Harrell
95,01/17/2023,PHI,Matisse Thybulle
96,01/17/2023,PHI,Jaden Springer
97,01/17/2023,PHI,Joel Embiid
98,01/17/2023,PHI,Paul Reed
99,01/17/2023,PHI,Danuel House Jr.
100,01/17/2023,PHI,Tobias Harris
101,01/17/2023,PHI,De'Anthony Melton
102,01/17/2023,PHI,P.J. Tucker
103,01/17/2023,PHI,Julian Champagnie
104,01/17/2023,PHI,Louis King
106,01/17/2023,MIL,Joe Ingles
107,01/17/2023,MIL,Jordan Nwora
108,01/17/2023,MIL,George Hill
109,01/17/2023,MIL,AJ Green
110,01/17/2023,MIL,Grayson Allen
111,01/17/2023,MIL,Brook Lopez
112,01/17/2023,MIL,Pat Connaughton
113,01/17/2023,MIL,Bobby Portis
114,01/17/2023,MIL,Jevon Carter
115,01/17/2023,MIL,Jrue Holiday
116,01/17/2023,MIL,Thanasis Antetokounmpo
117,01/17/2023,MIL,MarJon Beauchamp
118,01/17/2023,MIL,Sandro Mamukelashvili
119,01/17/2023,MIL,Wesley Matthews
120,01/17/2023,MIL,Giannis Antetokounmpo
121,01/17/2023,MIL,Serge Ibaka
122,01/17/2023,MIL,Khris Middleton
123,01/17/2023,BKN,Royce O'Neale
124,01/17/2023,BKN,Markieff Morris
125,01/17/2023,BKN,Joe Harris
126,01/17/2023,BKN,Day'Ron Sharpe
127,01/17/2023,BKN,Edmond Sumner
128,01/17/2023,BKN,Cam Thomas
129,01/17/2023,BKN,Nic Claxton
130,01/17/2023,BKN,Seth Curry
131,01/17/2023,BKN,T.J. Warren
132,01/17/2023,BKN,Patty Mills
133,01/17/2023,BKN,Ben Simmons
134,01/17/2023,BKN,Yuta Watanabe
135,01/17/2023,BKN,David Duke Jr.
136,01/17/2023,BKN,Kevin Durant
137,01/17/2023,BKN,Kessler Edwards
138,01/17/2023,BKN,Kyrie Irving
139,01/17/2023,BKN,Dru Smith
