,Date,Team,Name
0,11/10/2022,POR,Anfernee Simons
1,11/10/2022,POR,Trendon Watford
2,11/10/2022,POR,Justise Winslow
3,11/10/2022,POR,Drew Eubanks
4,11/10/2022,POR,Josh Hart
5,11/10/2022,POR,Jerami Grant
6,11/10/2022,POR,Nassir Little
7,11/10/2022,POR,Jabari Walker
8,11/10/2022,POR,Greg Brown III
9,11/10/2022,POR,John Butler Jr.
10,11/10/2022,POR,Keon Johnson
11,11/10/2022,POR,Jusuf Nurkic
14,11/10/2022,POR,Damian Lillard
16,11/10/2022,POR,Gary Payton II
17,11/10/2022,POR,Olivier Sarr
18,11/10/2022,POR,Shaedon Sharpe
20,11/10/2022,NOP,Zion Williamson
21,11/10/2022,NOP,Herbert Jones
22,11/10/2022,NOP,Larry Nance Jr.
23,11/10/2022,NOP,CJ McCollum
24,11/10/2022,NOP,Trey Murphy III
25,11/10/2022,NOP,Jonas Valanciunas
26,11/10/2022,NOP,Jose Alvarado
27,11/10/2022,NOP,Devonte' Graham
28,11/10/2022,NOP,Brandon Ingram
29,11/10/2022,NOP,Naji Marshall
30,11/10/2022,NOP,Dyson Daniels
31,11/10/2022,NOP,Jaxson Hayes
32,11/10/2022,NOP,Willy Hernangomez
33,11/10/2022,NOP,Garrett Temple
34,11/10/2022,NOP,Kira Lewis Jr.
35,11/10/2022,NOP,E.J. Liddell
37,11/10/2022,NOP,Dereon Seabron
38,11/10/2022,ATL,Trae Young
39,11/10/2022,ATL,AJ Griffin
40,11/10/2022,ATL,Clint Capela
41,11/10/2022,ATL,Dejounte Murray
42,11/10/2022,ATL,Onyeka Okongwu
43,11/10/2022,ATL,John Collins
44,11/10/2022,ATL,De'Andre Hunter
45,11/10/2022,ATL,Aaron Holiday
46,11/10/2022,ATL,Justin Holiday
47,11/10/2022,ATL,Jalen Johnson
48,11/10/2022,ATL,Trent Forrest
49,11/10/2022,ATL,Frank Kaminsky
50,11/10/2022,ATL,Vit Krejci
51,11/10/2022,ATL,Tyrese Martin
52,11/10/2022,ATL,Bogdan Bogdanovic
54,11/10/2022,CHA,Terry Rozier
55,11/10/2022,CHA,Jalen McDaniels
56,11/10/2022,CHA,P.J. Washington
57,11/10/2022,CHA,Kelly Oubre Jr.
58,11/10/2022,CHA,Mason Plumlee
59,11/10/2022,CHA,Nick Richards
60,11/10/2022,CHA,JT Thor
61,11/10/2022,CHA,Theo Maledon
62,11/10/2022,CHA,Dennis Smith Jr.
63,11/10/2022,CHA,James Bouknight
64,11/10/2022,CHA,Kai Jones
65,11/10/2022,CHA,LaMelo Ball
66,11/10/2022,CHA,Gordon Hayward
67,11/10/2022,CHA,Cody Martin
68,11/10/2022,CHA,Bryce McGowens
69,11/10/2022,CHA,Mark Williams
70,11/10/2022,DAL,Dorian Finney-Smith
71,11/10/2022,DAL,Josh Green
72,11/10/2022,DAL,Maxi Kleber
73,11/10/2022,DAL,JaVale McGee
74,11/10/2022,DAL,Facundo Campazzo
75,11/10/2022,DAL,Theo Pinson
76,11/10/2022,DAL,Jaden Hardy
77,11/10/2022,DAL,Reggie Bullock
78,11/10/2022,DAL,Luka Doncic
79,11/10/2022,DAL,Spencer Dinwiddie
80,11/10/2022,DAL,Frank Ntilikina
81,11/10/2022,DAL,Tim Hardaway Jr.
82,11/10/2022,DAL,Dwight Powell
83,11/10/2022,DAL,Davis Bertans
84,11/10/2022,DAL,Christian Wood
86,11/10/2022,DAL,Tyler Dorsey
88,11/10/2022,DAL,McKinley Wright IV
89,11/10/2022,MIA,Duncan Robinson
90,11/10/2022,MIA,Bam Adebayo
91,11/10/2022,MIA,Max Strus
92,11/10/2022,MIA,Jimmy Butler
93,11/10/2022,MIA,Caleb Martin
94,11/10/2022,MIA,Kyle Lowry
95,11/10/2022,MIA,Dewayne Dedmon
96,11/10/2022,MIA,Gabe Vincent
97,11/10/2022,MIA,Udonis Haslem
98,11/10/2022,MIA,Haywood Highsmith
99,11/10/2022,MIA,Nikola Jovic
100,11/10/2022,MIA,Dru Smith
101,11/10/2022,MIA,Jamal Cain
102,11/10/2022,MIA,Tyler Herro
104,11/10/2022,MIA,Victor Oladipo
105,11/10/2022,MIA,Omer Yurtseven
106,11/10/2022,PHI,Tyrese Maxey
107,11/10/2022,PHI,De'Anthony Melton
108,11/10/2022,PHI,Paul Reed
109,11/10/2022,PHI,Tobias Harris
110,11/10/2022,PHI,P.J. Tucker
111,11/10/2022,PHI,Joel Embiid
112,11/10/2022,PHI,Matisse Thybulle
113,11/10/2022,PHI,Danuel House Jr.
114,11/10/2022,PHI,Georges Niang
115,11/10/2022,PHI,Montrezl Harrell
116,11/10/2022,PHI,Shake Milton
117,11/10/2022,PHI,Furkan Korkmaz
118,11/10/2022,PHI,Julian Champagnie
119,11/10/2022,PHI,Michael Foster Jr.
120,11/10/2022,PHI,James Harden
121,11/10/2022,PHI,Jaden Springer
123,11/10/2022,WAS,Deni Avdija
124,11/10/2022,WAS,Daniel Gafford
125,11/10/2022,WAS,Monte Morris
126,11/10/2022,WAS,Rui Hachimura
127,11/10/2022,WAS,Kyle Kuzma
128,11/10/2022,WAS,Will Barton
129,11/10/2022,WAS,Jordan Goodwin
130,11/10/2022,WAS,Corey Kispert
131,11/10/2022,WAS,Anthony Gill
132,11/10/2022,WAS,Vernon Carey Jr.
133,11/10/2022,WAS,Johnny Davis
134,11/10/2022,WAS,Taj Gibson
135,11/10/2022,WAS,Bradley Beal
139,11/10/2022,WAS,Kristaps Porzingis
