,Date,Team,Name
0,10/24/2022,POR,Jusuf Nurkic
1,10/24/2022,POR,Nassir Little
2,10/24/2022,POR,Drew Eubanks
3,10/24/2022,POR,Jerami Grant
4,10/24/2022,POR,Greg Brown III
5,10/24/2022,POR,Damian Lillard
6,10/24/2022,POR,Jabari Walker
7,10/24/2022,POR,Josh Hart
8,10/24/2022,POR,Shaedon Sharpe
9,10/24/2022,POR,Anfernee Simons
10,10/24/2022,POR,Keon Johnson
11,10/24/2022,POR,Justise Winslow
12,10/24/2022,POR,Gary Payton II
13,10/24/2022,POR,Olivier Sarr
14,10/24/2022,POR,Trendon Watford
16,10/24/2022,CHI,Malcolm Hill
17,10/24/2022,CHI,Javonte Green
18,10/24/2022,CHI,Tony Bradley
19,10/24/2022,CHI,Zach LaVine
20,10/24/2022,CHI,Andre Drummond
21,10/24/2022,CHI,Dalen Terry
22,10/24/2022,CHI,DeMar DeRozan
23,10/24/2022,CHI,Patrick Williams
24,10/24/2022,CHI,Ayo Dosunmu
25,10/24/2022,CHI,Nikola Vucevic
26,10/24/2022,CHI,Coby White
27,10/24/2022,CHI,Alex Caruso
28,10/24/2022,CHI,Goran Dragic
29,10/24/2022,CHI,Derrick Jones Jr.
30,10/24/2022,CHI,Marko Simonovic
31,10/24/2022,CHI,Lonzo Ball
33,10/24/2022,SAS,Keldon Johnson
34,10/24/2022,SAS,Keita Bates-Diop
35,10/24/2022,SAS,Tre Jones
36,10/24/2022,SAS,Jeremy Sochan
37,10/24/2022,SAS,Josh Richardson
38,10/24/2022,SAS,Joshua Primo
39,10/24/2022,SAS,Romeo Langford
40,10/24/2022,SAS,Jakob Poeltl
41,10/24/2022,SAS,Doug McDermott
42,10/24/2022,SAS,Devin Vassell
43,10/24/2022,SAS,Isaiah Roby
44,10/24/2022,SAS,Zach Collins
45,10/24/2022,SAS,Gorgui Dieng
46,10/24/2022,SAS,Dominick Barlow
47,10/24/2022,SAS,Charles Bassey
48,10/24/2022,SAS,Malaki Branham
49,10/24/2022,SAS,Jordan Hall
50,10/24/2022,SAS,Blake Wesley
51,10/24/2022,TOR,Chris Boucher
52,10/24/2022,TOR,Gary Trent Jr.
53,10/24/2022,TOR,Dalano Banton
54,10/24/2022,TOR,Khem Birch
55,10/24/2022,TOR,Precious Achiuwa
56,10/24/2022,TOR,Christian Koloko
57,10/24/2022,TOR,Malachi Flynn
58,10/24/2022,TOR,O.G. Anunoby
59,10/24/2022,TOR,Pascal Siakam
60,10/24/2022,TOR,Fred VanVleet
