,Date,Team,Name
0,01/16/2023,CLE,Ricky Rubio
1,01/16/2023,CLE,Donovan Mitchell
2,01/16/2023,CLE,Lamar Stevens
3,01/16/2023,CLE,Cedi Osman
4,01/16/2023,CLE,Kevin Love
5,01/16/2023,CLE,Darius Garland
6,01/16/2023,CLE,Caris LeVert
7,01/16/2023,CLE,Jarrett Allen
8,01/16/2023,CLE,Evan Mobley
9,01/16/2023,CLE,Isaac Okoro
10,01/16/2023,CLE,Mamadi Diakite
11,01/16/2023,CLE,Robin Lopez
12,01/16/2023,CLE,Raul Neto
13,01/16/2023,CLE,Isaiah Mobley
14,01/16/2023,CLE,Dean Wade
15,01/16/2023,CLE,Dylan Windler
16,01/16/2023,NOP,Devonte' Graham
17,01/16/2023,NOP,Larry Nance Jr.
18,01/16/2023,NOP,Dyson Daniels
19,01/16/2023,NOP,CJ McCollum
20,01/16/2023,NOP,Naji Marshall
21,01/16/2023,NOP,Jaxson Hayes
22,01/16/2023,NOP,Jonas Valanciunas
23,01/16/2023,NOP,Jose Alvarado
24,01/16/2023,NOP,Trey Murphy III
25,01/16/2023,NOP,Willy Hernangomez
26,01/16/2023,NOP,Kira Lewis Jr.
27,01/16/2023,NOP,Garrett Temple
28,01/16/2023,NOP,Brandon Ingram
29,01/16/2023,NOP,Herbert Jones
30,01/16/2023,NOP,E.J. Liddell
31,01/16/2023,NOP,Dereon Seabron
32,01/16/2023,NOP,Zion Williamson
33,01/16/2023,TOR,Chris Boucher
34,01/16/2023,TOR,Gary Trent Jr.
35,01/16/2023,TOR,O.G. Anunoby
36,01/16/2023,TOR,Precious Achiuwa
37,01/16/2023,TOR,Malachi Flynn
38,01/16/2023,TOR,Juancho Hernangomez
39,01/16/2023,TOR,Scottie Barnes
40,01/16/2023,TOR,Pascal Siakam
41,01/16/2023,TOR,Fred VanVleet
42,01/16/2023,TOR,Khem Birch
43,01/16/2023,TOR,Jeff Dowtin Jr.
44,01/16/2023,TOR,Christian Koloko
45,01/16/2023,TOR,Joe Wieskamp
46,01/16/2023,TOR,Thaddeus Young
47,01/16/2023,TOR,Dalano Banton
48,01/16/2023,TOR,Ron Harper Jr.
49,01/16/2023,TOR,Otto Porter Jr.
51,01/16/2023,ATL,Bogdan Bogdanovic
52,01/16/2023,ATL,Onyeka Okongwu
53,01/16/2023,ATL,Trae Young
54,01/16/2023,ATL,AJ Griffin
55,01/16/2023,ATL,John Collins
