,Date,Team,Name
0,03/14/2023,POR,Anfernee Simons
1,03/14/2023,POR,Matisse Thybulle
2,03/14/2023,POR,Trendon Watford
3,03/14/2023,POR,Cam Reddish
4,03/14/2023,POR,Jusuf Nurkic
5,03/14/2023,POR,Jabari Walker
6,03/14/2023,POR,Nassir Little
7,03/14/2023,POR,Shaedon Sharpe
8,03/14/2023,POR,Kevin Knox II
9,03/14/2023,POR,Damian Lillard
10,03/14/2023,POR,Drew Eubanks
11,03/14/2023,POR,Keon Johnson
12,03/14/2023,POR,Ryan Arcidiacono
13,03/14/2023,POR,John Butler Jr.
14,03/14/2023,POR,Ibou Badji
16,03/14/2023,POR,Jerami Grant
18,03/14/2023,POR,Justise Winslow
19,03/14/2023,CLE,Lamar Stevens
20,03/14/2023,CLE,Evan Mobley
21,03/14/2023,CLE,Darius Garland
22,03/14/2023,CLE,Isaac Okoro
23,03/14/2023,CLE,Cedi Osman
24,03/14/2023,CLE,Caris LeVert
25,03/14/2023,CLE,Danny Green
26,03/14/2023,CLE,Ricky Rubio
27,03/14/2023,CLE,Raul Neto
28,03/14/2023,CLE,Dean Wade
29,03/14/2023,CLE,Sam Merrill
30,03/14/2023,CLE,Dylan Windler
31,03/14/2023,CLE,Isaiah Mobley
32,03/14/2023,CLE,Mamadi Diakite
33,03/14/2023,CLE,Robin Lopez
34,03/14/2023,CLE,Jarrett Allen
35,03/14/2023,CLE,Donovan Mitchell
36,03/14/2023,NOP,Jaxson Hayes
37,03/14/2023,NOP,Naji Marshall
38,03/14/2023,NOP,CJ McCollum
39,03/14/2023,NOP,Trey Murphy III
40,03/14/2023,NOP,Brandon Ingram
41,03/14/2023,NOP,Herbert Jones
42,03/14/2023,NOP,Larry Nance Jr.
43,03/14/2023,NOP,Kira Lewis Jr.
44,03/14/2023,NOP,Jonas Valanciunas
45,03/14/2023,NOP,Josh Richardson
46,03/14/2023,NOP,Dyson Daniels
47,03/14/2023,NOP,Willy Hernangomez
48,03/14/2023,NOP,Garrett Temple
49,03/14/2023,NOP,Jose Alvarado
51,03/14/2023,NOP,E.J. Liddell
52,03/14/2023,NOP,Dereon Seabron
53,03/14/2023,NOP,Zion Williamson
54,03/14/2023,SAS,Keita Bates-Diop
55,03/14/2023,SAS,Dominick Barlow
56,03/14/2023,SAS,Charles Bassey
57,03/14/2023,SAS,Doug McDermott
58,03/14/2023,SAS,Devin Vassell
59,03/14/2023,SAS,Devonte' Graham
60,03/14/2023,SAS,Sandro Mamukelashvili
61,03/14/2023,SAS,Zach Collins
62,03/14/2023,SAS,Blake Wesley
63,03/14/2023,SAS,Jeremy Sochan
64,03/14/2023,SAS,Julian Champagnie
65,03/14/2023,SAS,Gorgui Dieng
66,03/14/2023,SAS,Keldon Johnson
67,03/14/2023,SAS,Khem Birch
68,03/14/2023,SAS,Malaki Branham
70,03/14/2023,SAS,Tre Jones
71,03/14/2023,SAS,Romeo Langford
73,03/14/2023,TOR,Chris Boucher
74,03/14/2023,TOR,O.G. Anunoby
75,03/14/2023,TOR,Pascal Siakam
76,03/14/2023,TOR,Precious Achiuwa
77,03/14/2023,TOR,Jakob Poeltl
78,03/14/2023,TOR,Scottie Barnes
79,03/14/2023,TOR,Gary Trent Jr.
80,03/14/2023,TOR,Fred VanVleet
81,03/14/2023,TOR,Malachi Flynn
82,03/14/2023,TOR,Christian Koloko
83,03/14/2023,TOR,Will Barton
84,03/14/2023,TOR,Thaddeus Young
85,03/14/2023,TOR,Dalano Banton
86,03/14/2023,TOR,Jeff Dowtin Jr.
87,03/14/2023,TOR,Ron Harper Jr.
88,03/14/2023,TOR,Otto Porter Jr.
89,03/14/2023,TOR,Joe Wieskamp
90,03/14/2023,OKC,Luguentz Dort
91,03/14/2023,OKC,Jalen Williams
92,03/14/2023,OKC,Isaiah Joe
93,03/14/2023,OKC,Shai Gilgeous-Alexander
94,03/14/2023,OKC,Josh Giddey
95,03/14/2023,OKC,Lindy Waters III
96,03/14/2023,OKC,Jaylin Williams
97,03/14/2023,OKC,Dario Saric
98,03/14/2023,OKC,Aaron Wiggins
99,03/14/2023,OKC,Ousmane Dieng
100,03/14/2023,OKC,Tre Mann
101,03/14/2023,OKC,Jeremiah Robinson-Earl
102,03/14/2023,OKC,Jared Butler
103,03/14/2023,OKC,Chet Holmgren
104,03/14/2023,OKC,Aleksej Pokusevski
105,03/14/2023,OKC,Olivier Sarr
106,03/14/2023,OKC,Kenrich Williams
107,03/14/2023,CHA,Kelly Oubre Jr.
108,03/14/2023,CHA,Dennis Smith Jr.
109,03/14/2023,CHA,P.J. Washington
110,03/14/2023,CHA,Terry Rozier
111,03/14/2023,CHA,Kai Jones
112,03/14/2023,CHA,Nick Richards
113,03/14/2023,CHA,JT Thor
114,03/14/2023,CHA,Gordon Hayward
115,03/14/2023,CHA,Bryce McGowens
116,03/14/2023,CHA,Svi Mykhailiuk
117,03/14/2023,CHA,Mark Williams
118,03/14/2023,CHA,LaMelo Ball
119,03/14/2023,CHA,James Bouknight
120,03/14/2023,CHA,Theo Maledon
121,03/14/2023,CHA,Cody Martin
124,03/14/2023,PHX,Torrey Craig
125,03/14/2023,PHX,Devin Booker
126,03/14/2023,PHX,Ish Wainright
127,03/14/2023,PHX,Chris Paul
128,03/14/2023,PHX,Jock Landale
129,03/14/2023,PHX,Cameron Payne
130,03/14/2023,PHX,T.J. Warren
131,03/14/2023,PHX,Terrence Ross
132,03/14/2023,PHX,Josh Okogie
133,03/14/2023,PHX,Deandre Ayton
134,03/14/2023,PHX,Bismack Biyombo
135,03/14/2023,PHX,Darius Bazley
136,03/14/2023,PHX,Damion Lee
138,03/14/2023,PHX,Kevin Durant
140,03/14/2023,PHX,Landry Shamet
141,03/14/2023,NYK,Julius Randle
142,03/14/2023,NYK,Obi Toppin
143,03/14/2023,NYK,Mitchell Robinson
144,03/14/2023,NYK,Quentin Grimes
145,03/14/2023,NYK,Miles McBride
146,03/14/2023,NYK,RJ Barrett
