,Date,Team,Name
0,01/07/2023,SAC,Terence Davis
1,01/07/2023,SAC,Davion Mitchell
2,01/07/2023,SAC,Kevin Huerter
3,01/07/2023,SAC,KZ Okpala
4,01/07/2023,SAC,Matthew Dellavedova
5,01/07/2023,SAC,Richaun Holmes
6,01/07/2023,SAC,Keegan Murray
7,01/07/2023,SAC,Trey Lyles
8,01/07/2023,SAC,Harrison Barnes
9,01/07/2023,SAC,Domantas Sabonis
10,01/07/2023,SAC,De'Aaron Fox
11,01/07/2023,SAC,Keon Ellis
12,01/07/2023,SAC,Alex Len
13,01/07/2023,SAC,Chimezie Metu
14,01/07/2023,SAC,Neemias Queta
16,01/07/2023,SAC,Malik Monk
18,01/07/2023,CHI,Nikola Vucevic
19,01/07/2023,CHI,Goran Dragic
20,01/07/2023,CHI,Derrick Jones Jr.
21,01/07/2023,CHI,Andre Drummond
22,01/07/2023,CHI,Ayo Dosunmu
23,01/07/2023,CHI,Patrick Williams
24,01/07/2023,CHI,Coby White
25,01/07/2023,CHI,Zach LaVine
26,01/07/2023,CHI,DeMar DeRozan
27,01/07/2023,CHI,Malcolm Hill
28,01/07/2023,CHI,Dalen Terry
29,01/07/2023,CHI,Lonzo Ball
30,01/07/2023,CHI,Tony Bradley
31,01/07/2023,CHI,Alex Caruso
32,01/07/2023,CHI,Javonte Green
34,01/07/2023,CHI,Carlik Jones
35,01/07/2023,CHI,Marko Simonovic
36,01/07/2023,NOP,Naji Marshall
37,01/07/2023,NOP,Devonte' Graham
38,01/07/2023,NOP,Jaxson Hayes
39,01/07/2023,NOP,Trey Murphy III
40,01/07/2023,NOP,Garrett Temple
41,01/07/2023,NOP,Jonas Valanciunas
42,01/07/2023,NOP,Herbert Jones
43,01/07/2023,NOP,Dyson Daniels
44,01/07/2023,NOP,Willy Hernangomez
45,01/07/2023,NOP,Jose Alvarado
46,01/07/2023,NOP,Kira Lewis Jr.
47,01/07/2023,NOP,Dereon Seabron
48,01/07/2023,NOP,Brandon Ingram
49,01/07/2023,NOP,E.J. Liddell
50,01/07/2023,NOP,CJ McCollum
51,01/07/2023,NOP,Larry Nance Jr.
53,01/07/2023,NOP,Zion Williamson
54,01/07/2023,SAS,Keita Bates-Diop
55,01/07/2023,SAS,Charles Bassey
56,01/07/2023,SAS,Josh Richardson
57,01/07/2023,SAS,Zach Collins
58,01/07/2023,SAS,Isaiah Roby
59,01/07/2023,SAS,Stanley Johnson
60,01/07/2023,SAS,Malaki Branham
61,01/07/2023,SAS,Doug McDermott
62,01/07/2023,SAS,Tre Jones
63,01/07/2023,SAS,Romeo Langford
64,01/07/2023,SAS,Jeremy Sochan
65,01/07/2023,SAS,Blake Wesley
66,01/07/2023,SAS,Dominick Barlow
