,Date,Team,Name
0,11/22/2022,SAC,Malik Monk
1,11/22/2022,SAC,Domantas Sabonis
2,11/22/2022,SAC,Chimezie Metu
3,11/22/2022,SAC,Davion Mitchell
4,11/22/2022,SAC,Keegan Murray
5,11/22/2022,SAC,Terence Davis
6,11/22/2022,SAC,Trey Lyles
7,11/22/2022,SAC,De'Aaron Fox
8,11/22/2022,SAC,Kevin Huerter
9,11/22/2022,SAC,Harrison Barnes
10,11/22/2022,SAC,Matthew Dellavedova
11,11/22/2022,SAC,Richaun Holmes
12,11/22/2022,SAC,Alex Len
13,11/22/2022,SAC,Chima Moneke
14,11/22/2022,SAC,KZ Okpala
15,11/22/2022,MEM,Dillon Brooks
16,11/22/2022,MEM,John Konchar
17,11/22/2022,MEM,Steven Adams
18,11/22/2022,MEM,Brandon Clarke
19,11/22/2022,MEM,Tyus Jones
20,11/22/2022,MEM,David Roddy
21,11/22/2022,MEM,Jake LaRavia
22,11/22/2022,MEM,Santi Aldama
23,11/22/2022,MEM,Ja Morant
24,11/22/2022,MEM,Jaren Jackson Jr.
25,11/22/2022,MEM,Kennedy Chandler
26,11/22/2022,MEM,Xavier Tillman
27,11/22/2022,MEM,Desmond Bane
28,11/22/2022,MEM,Danny Green
29,11/22/2022,MEM,Kenneth Lofton Jr.
32,11/22/2022,MEM,Vince Williams Jr.
33,11/22/2022,MEM,Ziaire Williams
34,11/22/2022,PHX,Torrey Craig
35,11/22/2022,PHX,Cameron Payne
36,11/22/2022,PHX,Damion Lee
37,11/22/2022,PHX,Duane Washington Jr.
38,11/22/2022,PHX,Bismack Biyombo
39,11/22/2022,PHX,Deandre Ayton
40,11/22/2022,PHX,Josh Okogie
41,11/22/2022,PHX,Ish Wainright
42,11/22/2022,PHX,Devin Booker
43,11/22/2022,PHX,Mikal Bridges
44,11/22/2022,PHX,Jock Landale
45,11/22/2022,PHX,Chris Paul
46,11/22/2022,PHX,Dario Saric
47,11/22/2022,PHX,Jae Crowder
48,11/22/2022,PHX,Cameron Johnson
50,11/22/2022,PHX,Landry Shamet
51,11/22/2022,DEN,Bruce Brown
52,11/22/2022,DEN,Michael Porter Jr.
53,11/22/2022,DEN,Bones Hyland
54,11/22/2022,DEN,Aaron Gordon
55,11/22/2022,DEN,Jamal Murray
56,11/22/2022,DEN,Zeke Nnaji
57,11/22/2022,DEN,Christian Braun
58,11/22/2022,DEN,Davon Reed
59,11/22/2022,DEN,Kentavious Caldwell-Pope
60,11/22/2022,DEN,DeAndre Jordan
61,11/22/2022,DEN,Nikola Jokic
62,11/22/2022,DEN,Vlatko Cancar
63,11/22/2022,DEN,Jack White
64,11/22/2022,DEN,Collin Gillespie
66,11/22/2022,DEN,Jeff Green
70,11/22/2022,DEN,Ish Smith
71,11/22/2022,DEN,Peyton Watson
72,11/22/2022,LAL,Lonnie Walker IV
73,11/22/2022,LAL,Wenyen Gabriel
74,11/22/2022,LAL,Russell Westbrook
75,11/22/2022,LAL,Patrick Beverley
76,11/22/2022,LAL,Thomas Bryant
77,11/22/2022,LAL,Dennis Schroder
78,11/22/2022,LAL,Kendrick Nunn
79,11/22/2022,LAL,Austin Reaves
80,11/22/2022,LAL,Troy Brown Jr.
81,11/22/2022,LAL,Anthony Davis
82,11/22/2022,LAL,Damian Jones
83,11/22/2022,LAL,Matt Ryan
84,11/22/2022,LAL,Max Christie
86,11/22/2022,LAL,LeBron James
87,11/22/2022,LAL,Scotty Pippen Jr.
88,11/22/2022,LAL,Cole Swider
89,11/22/2022,LAL,Juan Toscano-Anderson
90,11/22/2022,PHI,Julian Champagnie
91,11/22/2022,PHI,Michael Foster Jr.
92,11/22/2022,PHI,Georges Niang
93,11/22/2022,PHI,Tobias Harris
94,11/22/2022,PHI,Montrezl Harrell
95,11/22/2022,PHI,Danuel House Jr.
96,11/22/2022,PHI,Shake Milton
97,11/22/2022,PHI,Furkan Korkmaz
98,11/22/2022,PHI,Matisse Thybulle
99,11/22/2022,PHI,P.J. Tucker
100,11/22/2022,PHI,Paul Reed
101,11/22/2022,PHI,De'Anthony Melton
102,11/22/2022,PHI,Joel Embiid
104,11/22/2022,PHI,James Harden
107,11/22/2022,PHI,Tyrese Maxey
108,11/22/2022,PHI,Jaden Springer
109,11/22/2022,BKN,Royce O'Neale
110,11/22/2022,BKN,Kessler Edwards
111,11/22/2022,BKN,Nic Claxton
112,11/22/2022,BKN,Cam Thomas
113,11/22/2022,BKN,Seth Curry
114,11/22/2022,BKN,Markieff Morris
115,11/22/2022,BKN,Day'Ron Sharpe
116,11/22/2022,BKN,David Duke Jr.
117,11/22/2022,BKN,Joe Harris
118,11/22/2022,BKN,Patty Mills
119,11/22/2022,BKN,Ben Simmons
120,11/22/2022,BKN,Edmond Sumner
121,11/22/2022,BKN,Kevin Durant
122,11/22/2022,BKN,Kyrie Irving
124,11/22/2022,BKN,T.J. Warren
125,11/22/2022,BKN,Yuta Watanabe
126,11/22/2022,BKN,Alondes Williams
127,11/22/2022,DET,Kevin Knox II
128,11/22/2022,DET,Jaden Ivey
129,11/22/2022,DET,Marvin Bagley III
130,11/22/2022,DET,Alec Burks
131,11/22/2022,DET,Cory Joseph
132,11/22/2022,DET,Hamidou Diallo
133,11/22/2022,DET,Isaiah Livers
134,11/22/2022,DET,Jalen Duren
135,11/22/2022,DET,Killian Hayes
