,Date,Team,Name
0,10/22/2022,SAC,KZ Okpala
1,10/22/2022,SAC,Davion Mitchell
2,10/22/2022,SAC,Terence Davis
3,10/22/2022,SAC,Richaun Holmes
4,10/22/2022,SAC,Malik Monk
5,10/22/2022,SAC,Kevin Huerter
6,10/22/2022,SAC,Keegan Murray
7,10/22/2022,SAC,Domantas Sabonis
8,10/22/2022,SAC,De'Aaron Fox
9,10/22/2022,SAC,Harrison Barnes
10,10/22/2022,SAC,Chimezie Metu
11,10/22/2022,SAC,Matthew Dellavedova
12,10/22/2022,SAC,Alex Len
13,10/22/2022,SAC,Trey Lyles
14,10/22/2022,SAC,Chima Moneke
15,10/22/2022,LAC,Norman Powell
16,10/22/2022,LAC,Amir Coffey
17,10/22/2022,LAC,Reggie Jackson
18,10/22/2022,LAC,Luke Kennard
19,10/22/2022,LAC,Terance Mann
20,10/22/2022,LAC,Ivica Zubac
21,10/22/2022,LAC,Nicolas Batum
22,10/22/2022,LAC,Robert Covington
23,10/22/2022,LAC,Paul George
24,10/22/2022,LAC,Marcus Morris Sr.
25,10/22/2022,LAC,Brandon Boston Jr.
26,10/22/2022,LAC,Moses Brown
27,10/22/2022,LAC,Moussa Diabate
28,10/22/2022,LAC,Jason Preston
29,10/22/2022,LAC,Kawhi Leonard
30,10/22/2022,LAC,John Wall
31,10/22/2022,CLE,Dean Wade
32,10/22/2022,CLE,Isaiah Mobley
33,10/22/2022,CLE,Raul Neto
34,10/22/2022,CLE,Cedi Osman
35,10/22/2022,CLE,Evan Mobley
36,10/22/2022,CLE,Kevin Love
37,10/22/2022,CLE,Caris LeVert
38,10/22/2022,CLE,Donovan Mitchell
39,10/22/2022,CLE,Isaac Okoro
40,10/22/2022,CLE,Robin Lopez
41,10/22/2022,CLE,Lamar Stevens
42,10/22/2022,CLE,Jarrett Allen
43,10/22/2022,CLE,Mamadi Diakite
44,10/22/2022,CLE,Darius Garland
45,10/22/2022,CLE,Ricky Rubio
46,10/22/2022,CLE,Dylan Windler
47,10/22/2022,CHI,Coby White
48,10/22/2022,CHI,Ayo Dosunmu
49,10/22/2022,CHI,Alex Caruso
50,10/22/2022,CHI,Patrick Williams
51,10/22/2022,CHI,Goran Dragic
52,10/22/2022,CHI,Nikola Vucevic
53,10/22/2022,CHI,Zach LaVine
54,10/22/2022,CHI,Dalen Terry
55,10/22/2022,CHI,Andre Drummond
56,10/22/2022,CHI,DeMar DeRozan
57,10/22/2022,CHI,Derrick Jones Jr.
58,10/22/2022,CHI,Javonte Green
59,10/22/2022,CHI,Tony Bradley
60,10/22/2022,CHI,Marko Simonovic
61,10/22/2022,CHI,Malcolm Hill
62,10/22/2022,CHI,Lonzo Ball
63,10/22/2022,SAS,Gorgui Dieng
64,10/22/2022,SAS,Isaiah Roby
65,10/22/2022,SAS,Joshua Primo
66,10/22/2022,SAS,Jeremy Sochan
67,10/22/2022,SAS,Keita Bates-Diop
68,10/22/2022,SAS,Zach Collins
69,10/22/2022,SAS,Devin Vassell
70,10/22/2022,SAS,Doug McDermott
71,10/22/2022,SAS,Tre Jones
72,10/22/2022,SAS,Jakob Poeltl
73,10/22/2022,SAS,Keldon Johnson
74,10/22/2022,SAS,Josh Richardson
75,10/22/2022,SAS,Malaki Branham
76,10/22/2022,SAS,Jordan Hall
77,10/22/2022,SAS,Romeo Langford
78,10/22/2022,SAS,Dominick Barlow
79,10/22/2022,TOR,Fred VanVleet
80,10/22/2022,TOR,Thaddeus Young
81,10/22/2022,TOR,Dalano Banton
82,10/22/2022,TOR,Christian Koloko
83,10/22/2022,TOR,Malachi Flynn
84,10/22/2022,TOR,Precious Achiuwa
85,10/22/2022,TOR,O.G. Anunoby
86,10/22/2022,TOR,Gary Trent Jr.
87,10/22/2022,TOR,Pascal Siakam
88,10/22/2022,TOR,Scottie Barnes
89,10/22/2022,TOR,Khem Birch
90,10/22/2022,TOR,Justin Champagnie
91,10/22/2022,TOR,Jeff Dowtin
92,10/22/2022,TOR,Ron Harper Jr.
93,10/22/2022,TOR,Juancho Hernangomez
94,10/22/2022,TOR,Chris Boucher
95,10/22/2022,TOR,Otto Porter Jr.
96,10/22/2022,OKC,Aaron Wiggins
97,10/22/2022,OKC,Aleksej Pokusevski
98,10/22/2022,OKC,Jeremiah Robinson-Earl
99,10/22/2022,OKC,Kenrich Williams
100,10/22/2022,OKC,Tre Mann
101,10/22/2022,OKC,Darius Bazley
102,10/22/2022,OKC,Shai Gilgeous-Alexander
103,10/22/2022,OKC,Mike Muscala
104,10/22/2022,OKC,Luguentz Dort
105,10/22/2022,OKC,Eugene Omoruyi
106,10/22/2022,OKC,Lindy Waters III
107,10/22/2022,OKC,Josh Giddey
108,10/22/2022,OKC,Ousmane Dieng
109,10/22/2022,OKC,Isaiah Joe
110,10/22/2022,OKC,Jaylin Williams
111,10/22/2022,OKC,Chet Holmgren
112,10/22/2022,OKC,Jalen Williams
113,10/22/2022,DAL,Theo Pinson
114,10/22/2022,DAL,Josh Green
115,10/22/2022,DAL,Tyler Dorsey
116,10/22/2022,DAL,McKinley Wright IV
117,10/22/2022,DAL,Reggie Bullock
118,10/22/2022,DAL,Dwight Powell
119,10/22/2022,DAL,Spencer Dinwiddie
120,10/22/2022,DAL,Maxi Kleber
121,10/22/2022,DAL,Tim Hardaway Jr.
122,10/22/2022,DAL,Christian Wood
123,10/22/2022,DAL,Luka Doncic
124,10/22/2022,DAL,JaVale McGee
125,10/22/2022,DAL,Dorian Finney-Smith
126,10/22/2022,DAL,Jaden Hardy
127,10/22/2022,DAL,Davis Bertans
128,10/22/2022,DAL,Frank Ntilikina
129,10/22/2022,MEM,Desmond Bane
130,10/22/2022,MEM,Jake LaRavia
131,10/22/2022,MEM,Ja Morant
132,10/22/2022,MEM,Kennedy Chandler
133,10/22/2022,MEM,Xavier Tillman
134,10/22/2022,MEM,John Konchar
135,10/22/2022,MEM,Kenneth Lofton Jr.
136,10/22/2022,MEM,Brandon Clarke
137,10/22/2022,MEM,Santi Aldama
138,10/22/2022,MEM,David Roddy
139,10/22/2022,MEM,Tyus Jones
140,10/22/2022,MEM,Vince Williams Jr.
141,10/22/2022,MEM,Steven Adams
142,10/22/2022,MEM,Dillon Brooks
143,10/22/2022,MEM,Danny Green
144,10/22/2022,MEM,Jaren Jackson Jr.
145,10/22/2022,MEM,Ziaire Williams
146,10/22/2022,ORL,Mo Bamba
147,10/22/2022,ORL,Kevon Harris
148,10/22/2022,ORL,Chuma Okeke
149,10/22/2022,ORL,R.J. Hampton
150,10/22/2022,ORL,Cole Anthony
151,10/22/2022,ORL,Wendell Carter Jr.
152,10/22/2022,ORL,Franz Wagner
153,10/22/2022,ORL,Terrence Ross
154,10/22/2022,ORL,Paolo Banchero
155,10/22/2022,ORL,Bol Bol
156,10/22/2022,ORL,Caleb Houstan
157,10/22/2022,ORL,Admiral Schofield
