,Date,Team,Name
0,03/21/2023,SAC,Terence Davis
1,03/21/2023,SAC,Keegan Murray
2,03/21/2023,SAC,Keon Ellis
3,03/21/2023,SAC,Matthew Dellavedova
4,03/21/2023,SAC,Malik Monk
5,03/21/2023,SAC,Kessler Edwards
6,03/21/2023,SAC,Chimezie Metu
7,03/21/2023,SAC,PJ Dozier
8,03/21/2023,SAC,De'Aaron Fox
9,03/21/2023,SAC,Davion Mitchell
10,03/21/2023,SAC,Harrison Barnes
11,03/21/2023,SAC,Domantas Sabonis
12,03/21/2023,SAC,Richaun Holmes
13,03/21/2023,SAC,Trey Lyles
14,03/21/2023,SAC,Alex Len
15,03/21/2023,SAC,Kevin Huerter
16,03/21/2023,LAC,Mason Plumlee
17,03/21/2023,LAC,Robert Covington
18,03/21/2023,LAC,Terance Mann
19,03/21/2023,LAC,Paul George
20,03/21/2023,LAC,Marcus Morris Sr.
21,03/21/2023,LAC,Ivica Zubac
22,03/21/2023,LAC,Kawhi Leonard
23,03/21/2023,LAC,Nicolas Batum
24,03/21/2023,LAC,Eric Gordon
25,03/21/2023,LAC,Russell Westbrook
26,03/21/2023,LAC,Amir Coffey
27,03/21/2023,LAC,Bones Hyland
28,03/21/2023,LAC,Brandon Boston Jr.
29,03/21/2023,LAC,Moussa Diabate
30,03/21/2023,LAC,Xavier Moon
31,03/21/2023,LAC,Norman Powell
32,03/21/2023,LAC,Jason Preston
33,03/21/2023,CLE,Evan Mobley
34,03/21/2023,CLE,Darius Garland
35,03/21/2023,CLE,Lamar Stevens
36,03/21/2023,CLE,Cedi Osman
37,03/21/2023,CLE,Donovan Mitchell
38,03/21/2023,CLE,Ricky Rubio
39,03/21/2023,CLE,Jarrett Allen
40,03/21/2023,CLE,Isaac Okoro
41,03/21/2023,CLE,Caris LeVert
42,03/21/2023,CLE,Mamadi Diakite
43,03/21/2023,CLE,Danny Green
44,03/21/2023,CLE,Robin Lopez
45,03/21/2023,CLE,Raul Neto
46,03/21/2023,CLE,Dean Wade
48,03/21/2023,CLE,Sam Merrill
49,03/21/2023,CLE,Isaiah Mobley
50,03/21/2023,CLE,Dylan Windler
51,03/21/2023,NOP,Kira Lewis Jr.
52,03/21/2023,NOP,Garrett Temple
53,03/21/2023,NOP,Josh Richardson
54,03/21/2023,NOP,Jaxson Hayes
55,03/21/2023,NOP,Willy Hernangomez
56,03/21/2023,NOP,Trey Murphy III
57,03/21/2023,NOP,Larry Nance Jr.
58,03/21/2023,NOP,Jonas Valanciunas
59,03/21/2023,NOP,Naji Marshall
60,03/21/2023,NOP,Herbert Jones
61,03/21/2023,NOP,Brandon Ingram
62,03/21/2023,NOP,Dyson Daniels
63,03/21/2023,NOP,CJ McCollum
64,03/21/2023,NOP,Jose Alvarado
65,03/21/2023,NOP,E.J. Liddell
66,03/21/2023,NOP,Dereon Seabron
67,03/21/2023,NOP,Zion Williamson
68,03/21/2023,SAS,Devonte' Graham
69,03/21/2023,SAS,Julian Champagnie
70,03/21/2023,SAS,Sandro Mamukelashvili
71,03/21/2023,SAS,Keita Bates-Diop
72,03/21/2023,SAS,Blake Wesley
73,03/21/2023,SAS,Malaki Branham
74,03/21/2023,SAS,Doug McDermott
75,03/21/2023,SAS,Gorgui Dieng
76,03/21/2023,SAS,Tre Jones
77,03/21/2023,SAS,Dominick Barlow
78,03/21/2023,SAS,Romeo Langford
79,03/21/2023,SAS,Keldon Johnson
80,03/21/2023,SAS,Charles Bassey
81,03/21/2023,SAS,Khem Birch
82,03/21/2023,SAS,Zach Collins
87,03/21/2023,SAS,Jeremy Sochan
88,03/21/2023,SAS,Devin Vassell
89,03/21/2023,OKC,Isaiah Joe
90,03/21/2023,OKC,Lindy Waters III
91,03/21/2023,OKC,Ousmane Dieng
92,03/21/2023,OKC,Luguentz Dort
93,03/21/2023,OKC,Josh Giddey
94,03/21/2023,OKC,Shai Gilgeous-Alexander
95,03/21/2023,OKC,Olivier Sarr
96,03/21/2023,OKC,Jalen Williams
97,03/21/2023,OKC,Jaylin Williams
98,03/21/2023,OKC,Aaron Wiggins
99,03/21/2023,OKC,Tre Mann
100,03/21/2023,OKC,Jeremiah Robinson-Earl
101,03/21/2023,OKC,Dario Saric
102,03/21/2023,OKC,Jared Butler
103,03/21/2023,OKC,Chet Holmgren
104,03/21/2023,OKC,Aleksej Pokusevski
105,03/21/2023,OKC,Kenrich Williams
106,03/21/2023,ATL,Saddiq Bey
107,03/21/2023,ATL,Vit Krejci
108,03/21/2023,ATL,Trent Forrest
109,03/21/2023,ATL,Bruno Fernando
110,03/21/2023,ATL,Onyeka Okongwu
111,03/21/2023,ATL,De'Andre Hunter
112,03/21/2023,ATL,Bogdan Bogdanovic
113,03/21/2023,ATL,AJ Griffin
114,03/21/2023,ATL,Clint Capela
115,03/21/2023,ATL,Trae Young
116,03/21/2023,ATL,John Collins
117,03/21/2023,ATL,Aaron Holiday
118,03/21/2023,ATL,Garrison Mathews
119,03/21/2023,ATL,Jalen Johnson
120,03/21/2023,ATL,Tyrese Martin
121,03/21/2023,ATL,Dejounte Murray
122,03/21/2023,ATL,Donovan Williams
