,Date,Team,Name
0,10/23/2022,POR,Jusuf Nurkic
1,10/23/2022,POR,Anfernee Simons
2,10/23/2022,POR,Jerami Grant
3,10/23/2022,POR,Shaedon Sharpe
4,10/23/2022,POR,Justise Winslow
5,10/23/2022,POR,Nassir Little
6,10/23/2022,POR,Damian Lillard
7,10/23/2022,POR,Josh Hart
8,10/23/2022,POR,Drew Eubanks
9,10/23/2022,POR,Greg Brown III
10,10/23/2022,POR,Keon Johnson
11,10/23/2022,POR,Jabari Walker
12,10/23/2022,POR,Gary Payton II
13,10/23/2022,POR,Olivier Sarr
14,10/23/2022,POR,Trendon Watford
15,10/23/2022,SAC,Keegan Murray
16,10/23/2022,SAC,Davion Mitchell
17,10/23/2022,SAC,Chimezie Metu
18,10/23/2022,SAC,Richaun Holmes
19,10/23/2022,SAC,Terence Davis
20,10/23/2022,SAC,De'Aaron Fox
21,10/23/2022,SAC,Malik Monk
22,10/23/2022,SAC,Kevin Huerter
23,10/23/2022,SAC,KZ Okpala
24,10/23/2022,SAC,Harrison Barnes
25,10/23/2022,SAC,Domantas Sabonis
26,10/23/2022,SAC,Trey Lyles
27,10/23/2022,SAC,Matthew Dellavedova
28,10/23/2022,SAC,Alex Len
29,10/23/2022,SAC,Chima Moneke
30,10/23/2022,LAC,Terance Mann
31,10/23/2022,LAC,John Wall
32,10/23/2022,LAC,Norman Powell
33,10/23/2022,LAC,Ivica Zubac
34,10/23/2022,LAC,Kawhi Leonard
35,10/23/2022,LAC,Marcus Morris Sr.
36,10/23/2022,LAC,Paul George
37,10/23/2022,LAC,Jason Preston
38,10/23/2022,LAC,Amir Coffey
39,10/23/2022,LAC,Moses Brown
40,10/23/2022,LAC,Brandon Boston Jr.
41,10/23/2022,LAC,Luke Kennard
42,10/23/2022,LAC,Robert Covington
43,10/23/2022,LAC,Nicolas Batum
44,10/23/2022,LAC,Reggie Jackson
45,10/23/2022,CLE,Caris LeVert
46,10/23/2022,CLE,Evan Mobley
47,10/23/2022,CLE,Dean Wade
48,10/23/2022,CLE,Kevin Love
49,10/23/2022,CLE,Cedi Osman
50,10/23/2022,CLE,Robin Lopez
