,Name,Team,Location,Opponent,Date,Result,Mins,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
14,Quincy Acy,BKN,A,BOS,2018-04-11,L,24,101.9,109.3,-7.4,5.6,1.0,12.5,3.1,17.4,9.1,12.5,66.7,66.7,10.9,109.98,8.3
15,Mario Chalmers,MEM,A,OKC,2018-04-11,L,21,104.5,113.6,-9.1,8.3,0.5,8.3,0.0,0.0,0.0,16.7,62.5,69.7,23.4,103.07,8.7
16,Wes Iwundu,ORL,H,WAS,2018-04-11,W,25,118.4,84.0,34.4,11.8,0.0,40.0,0.0,0.0,0.0,0.0,75.0,86.8,5.3,94.41,0.9
17,Joffrey Lauvergne,SAS,A,NOP,2018-04-11,L,10,95.7,126.1,-30.4,42.9,0.0,37.5,9.1,0.0,6.3,0.0,25.0,30.7,20.8,116.41,4.8
18,Mario Hezonja,ORL,H,WAS,2018-04-11,W,32,117.9,97.0,20.9,28.6,1.2,26.1,4.0,17.5,12.3,21.7,50.0,62.1,22.7,99.55,17.0
19,Jusuf Nurkic,POR,H,UTA,2018-04-11,W,30,104.5,101.5,3.0,15.0,1.0,12.5,2.9,22.9,13.0,12.5,37.5,35.7,29.6,106.46,6.4
20,Tyler Johnson,MIA,H,TOR,2018-04-11,W,29,107.0,107.0,0.0,9.1,2.0,12.5,2.3,22.2,10.0,6.3,37.5,42.7,18.7,94.54,9.6
21,Rajon Rondo,NOP,H,SAS,2018-04-11,W,32,112.7,81.4,31.2,56.0,4.67,46.7,4.0,9.5,7.5,10.0,73.1,73.1,21.1,107.32,26.8
22,Kobi Simmons,MEM,A,OKC,2018-04-11,L,33,118.9,131.1,-12.2,17.9,2.5,22.7,0.0,3.3,1.6,9.1,37.5,51.2,20.5,107.17,4.7
23,E'Twaun Moore,NOP,H,SAS,2018-04-11,W,25,112.3,80.4,31.9,4.5,1.0,11.1,0.0,0.0,0.0,11.1,78.6,82.5,13.3,108.19,9.1
24,Terrance Ferguson,OKC,H,MEM,2018-04-11,W,26,131.6,117.9,13.7,8.7,0.0,20.0,0.0,8.7,4.8,0.0,75.0,75.0,12.7,104.71,7.4
25,Shabazz Napier,POR,H,UTA,2018-04-11,W,14,92.3,77.8,14.5,0.0,0.0,0.0,7.7,9.5,8.8,0.0,50.0,57.1,28.6,91.62,18.3
26,Omari Johnson,MEM,A,OKC,2018-04-11,L,25,142.3,146.3,-4.0,18.2,4.0,30.8,0.0,23.5,11.8,7.7,81.3,81.3,16.1,102.03,9.6
27,Jodie Meeks,WAS,A,ORL,2018-04-11,L,19,79.1,97.6,-18.5,16.7,0.0,6.3,0.0,13.3,3.9,0.0,60.7,60.5,27.3,105.46,21.2
28,Evan Turner,POR,H,UTA,2018-04-11,W,28,101.6,98.3,3.3,4.3,0.5,11.1,0.0,11.1,6.3,22.2,33.3,33.3,12.5,102.25,3.7
29,Jack Cooley,SAC,H,HOU,2018-04-11,W,18,111.1,80.0,31.1,8.3,0.5,8.3,6.7,15.0,11.4,16.7,25.0,59.5,26.2,92.95,10.5
30,Vince Carter,SAC,H,HOU,2018-04-11,W,25,110.6,82.6,28.0,7.1,1.0,10.0,0.0,11.5,6.3,10.0,75.0,75.0,16.7,90.06,18.9
31,Royce O'Neale,UTA,A,POR,2018-04-11,L,25,92.0,98.0,-6.0,6.7,0.0,14.3,0.0,26.7,12.7,0.0,50.0,50.0,10.2,95.62,11.8
32,D.J. Augustin,ORL,H,WAS,2018-04-11,W,12,108.3,92.0,16.3,14.3,0.0,25.0,0.0,0.0,0.0,0.0,116.7,116.7,12.0,98.0,17.8
33,Jakob Poeltl,TOR,A,MIA,2018-04-11,L,29,105.1,119.0,-13.9,0.0,0.0,0.0,20.0,21.4,20.7,16.7,80.0,76.6,17.4,96.38,18.7
34,DeAndre Jordan,LAC,H,LAL,2018-04-11,L,23,100.0,133.3,-33.3,0.0,0.0,0.0,4.3,42.1,21.4,16.7,100.0,57.7,11.5,101.88,7.2
35,Amir Johnson,PHI,H,MIL,2018-04-11,W,15,111.4,68.6,42.9,8.3,0.0,16.7,15.0,33.3,22.9,0.0,80.0,80.0,11.9,113.64,22.9
36,T.J. McConnell,PHI,H,MIL,2018-04-11,W,28,121.0,96.8,24.2,30.4,0.0,38.9,3.2,15.2,9.4,0.0,72.7,72.7,15.5,105.28,20.5
37,Aron Baynes,BOS,H,BKN,2018-04-11,W,21,115.9,67.4,48.5,22.2,2.0,7.4,28.1,26.3,27.5,3.7,52.2,54.4,41.0,102.03,34.5
38,Jarrett Allen,BKN,A,BOS,2018-04-11,L,19,72.5,97.6,-25.1,0.0,0.0,0.0,0.0,21.2,13.7,0.0,80.0,85.0,14.6,100.56,20.3
39,Andrew Wiggins,MIN,H,DEN,2018-04-11,W,42,110.3,112.7,-2.4,11.1,3.0,17.6,0.0,12.5,6.2,5.9,72.2,71.9,15.7,89.47,12.6
40,Luke Kornet,NYK,A,CLE,2018-04-11,W,29,117.5,100.0,17.5,11.1,0.67,10.5,0.0,8.3,5.1,15.8,78.6,79.6,27.4,95.21,16.3
41,Ekpe Udoh,UTA,A,POR,2018-04-11,L,3,116.7,57.1,59.5,0.0,0.0,0.0,33.3,0.0,12.5,0.0,100.0,100.0,14.3,102.3,11.1
42,Jabari Parker,MIL,A,PHI,2018-04-11,L,24,90.7,124.1,-33.3,0.0,0.0,0.0,7.1,12.0,9.4,17.4,63.3,67.5,37.1,108.76,16.4
43,Cheick Diallo,NOP,H,SAS,2018-04-11,W,4,145.5,127.3,18.2,0.0,0.0,0.0,0.0,25.0,14.3,0.0,100.0,100.0,9.1,121.38,9.5
44,Eric Bledsoe,MIL,A,PHI,2018-04-11,L,11,85.2,100.0,-14.8,50.0,1.0,33.3,0.0,6.3,3.4,33.3,100.0,104.2,21.4,117.64,11.5
45,Sam Dekker,LAC,H,LAL,2018-04-11,L,24,88.9,75.0,13.9,6.3,0.5,11.1,3.6,24.1,14.0,22.2,83.3,77.6,12.9,104.46,19.8
46,Damian Lillard,POR,H,UTA,2018-04-11,W,37,105.1,93.5,11.6,50.0,0.0,26.3,0.0,2.3,1.1,0.0,60.0,65.1,32.2,100.95,27.5
47,Guerschon Yabusele,BOS,H,BKN,2018-04-11,W,29,108.1,96.7,11.4,4.5,0.0,8.3,5.0,8.8,6.8,0.0,65.0,70.7,13.6,102.86,14.6
48,Timofey Mozgov,BKN,A,BOS,2018-04-11,L,9,125.0,95.0,30.0,50.0,0.0,42.9,23.1,37.5,28.6,0.0,75.0,78.8,16.7,102.67,29.2
49,Nikola Jokic,DEN,A,MIN,2018-04-11,L,46,113.8,106.9,6.9,12.5,1.0,9.1,4.8,17.8,11.5,9.1,64.0,65.4,30.0,89.97,18.1
50,Dillon Brooks,MEM,A,OKC,2018-04-11,L,33,122.2,123.9,-1.7,5.6,0.5,3.8,2.9,18.8,10.6,7.7,70.5,74.4,31.3,104.05,20.9
51,Jonas Valanciunas,TOR,A,MIA,2018-04-11,L,24,100.0,100.0,0.0,16.7,1.0,14.3,0.0,20.0,11.9,14.3,55.6,60.7,24.0,94.53,19.1
52,Jrue Holiday,NOP,H,SAS,2018-04-11,W,34,110.8,89.3,21.5,29.2,1.17,25.0,7.4,2.6,4.5,21.4,73.3,74.5,25.3,104.87,15.0
53,Bam Adebayo,MIA,H,TOR,2018-04-11,W,18,140.0,89.2,50.8,7.1,0.0,20.0,14.3,9.1,11.1,0.0,100.0,102.5,10.0,94.55,18.9
54,Tyus Jones,MIN,H,DEN,2018-04-11,W,10,114.3,85.0,29.3,37.5,3.0,60.0,0.0,10.0,5.6,20.0,150.0,150.0,9.5,96.23,12.2
55,Isaiah Hicks,NYK,A,CLE,2018-04-11,W,30,135.0,98.3,36.7,16.0,1.33,22.2,0.0,7.9,5.3,16.7,65.0,68.9,21.9,94.21,10.6
56,Paul George,OKC,H,MEM,2018-04-11,W,34,126.3,106.6,19.7,11.1,1.0,7.1,3.2,7.9,5.8,7.1,85.0,85.0,32.1,106.14,20.6
57,Richaun Holmes,PHI,H,MIL,2018-04-11,W,27,123.7,98.3,25.4,0.0,0.0,0.0,14.3,9.7,11.9,0.0,72.7,74.5,18.8,106.0,15.6
58,Mason Plumlee,DEN,A,MIN,2018-04-11,L,12,58.3,96.4,-38.1,0.0,0.0,0.0,7.1,18.8,13.3,33.3,100.0,79.8,11.1,101.01,14.6
59,Eric Moreland,DET,A,CHI,2018-04-11,W,41,117.1,87.8,29.3,13.8,2.0,22.2,10.5,27.1,19.8,11.1,66.7,66.7,15.4,96.31,22.0
60,Brandon Paul,SAS,A,NOP,2018-04-11,L,16,91.9,119.4,-27.6,0.0,0.0,0.0,0.0,7.7,2.9,12.5,75.0,72.7,19.5,111.36,10.3
61,Anthony Tolliver,DET,A,CHI,2018-04-11,W,27,137.0,107.4,29.6,0.0,0.0,0.0,4.8,6.5,5.8,8.3,80.0,82.7,20.7,96.42,8.8
62,Kyle O'Quinn,NYK,A,CLE,2018-04-11,W,18,100.0,102.6,-2.6,23.1,0.0,50.0,5.9,17.4,12.5,0.0,83.3,87.2,7.1,105.6,13.7
63,Khem Birch,ORL,H,WAS,2018-04-11,W,33,98.5,97.0,1.5,6.3,0.5,9.1,10.0,12.2,11.4,18.2,100.0,87.8,13.5,97.16,23.0
64,Dario Saric,PHI,H,MIL,2018-04-11,W,28,115.9,74.2,41.7,5.0,1.0,4.5,5.4,9.7,7.4,4.5,60.5,59.1,28.0,105.63,15.7
65,Tyler Zeller,MIL,A,PHI,2018-04-11,L,25,87.3,114.5,-27.3,5.9,0.0,20.0,10.7,18.2,14.8,0.0,100.0,103.1,6.5,105.46,14.4
66,RJ Hunter,HOU,A,SAC,2018-04-11,L,30,96.6,96.6,0.0,7.1,0.5,5.3,0.0,12.5,6.1,10.5,53.1,56.3,28.1,93.11,10.2
67,Rondae Hollis-Jefferson,BKN,A,BOS,2018-04-11,L,18,80.6,100.0,-19.4,16.7,1.0,22.2,0.0,10.3,6.4,22.2,0.0,0.0,18.9,97.42,-3.3
68,Hassan Whiteside,MIA,H,TOR,2018-04-11,W,22,97.6,104.5,-6.9,16.7,0.0,11.1,21.2,21.7,21.4,0.0,31.3,31.3,29.1,92.21,11.3
69,Dakari Johnson,OKC,H,MEM,2018-04-11,W,2,100.0,233.3,-133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0
70,Andre Ingram,LAL,A,LAC,2018-04-11,W,35,121.6,89.3,32.3,20.7,3.0,35.3,3.3,5.0,4.3,11.8,27.8,27.8,13.4,102.42,4.0
71,Dejounte Murray,SAS,A,NOP,2018-04-11,L,29,82.1,106.2,-24.1,16.7,0.0,20.0,5.4,17.4,10.0,0.0,30.0,45.1,16.4,108.56,12.3
72,Zhou Qi,HOU,A,SAC,2018-04-11,L,32,86.9,105.1,-18.2,5.3,1.0,14.3,0.0,10.0,4.6,14.3,20.0,20.0,8.7,90.95,3.7
73,C.J. Williams,LAC,H,LAL,2018-04-11,L,29,87.9,104.7,-16.8,19.0,0.0,28.6,0.0,3.4,1.6,0.0,40.0,40.0,13.7,106.97,5.5
74,Montrezl Harrell,LAC,H,LAL,2018-04-11,L,25,92.7,94.4,-1.7,20.0,3.0,15.0,3.4,10.7,7.0,5.0,50.0,46.3,27.0,104.02,13.3
75,Torrey Craig,DEN,A,MIN,2018-04-11,L,5,122.2,100.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.87,0.0
76,Milton Doyle,BKN,A,BOS,2018-04-11,L,25,107.5,98.1,9.4,25.0,0.0,29.4,0.0,4.0,1.7,0.0,18.2,24.4,18.5,102.38,1.9
77,Mike Scott,WAS,A,ORL,2018-04-11,L,21,100.0,90.2,9.8,16.7,0.0,12.5,3.1,19.0,9.4,0.0,36.4,36.7,26.4,96.08,6.5
78,Solomon Hill,NOP,H,SAS,2018-04-11,W,19,116.7,97.7,18.9,5.0,1.0,20.0,11.8,13.0,12.5,20.0,33.3,33.3,8.3,106.57,2.4
79,Devin Robinson,WAS,A,ORL,2018-04-11,L,13,113.8,85.2,28.6,0.0,0.0,0.0,9.5,25.0,15.2,0.0,33.3,33.3,8.3,101.72,8.5
80,Derrick Favors,UTA,A,POR,2018-04-11,L,27,75.9,109.8,-33.9,0.0,0.0,0.0,9.1,11.1,10.0,0.0,50.0,56.3,14.1,93.85,14.5
81,Justin Jackson,SAC,H,HOU,2018-04-11,W,31,88.3,96.8,-8.4,8.7,2.0,18.2,0.0,11.4,5.9,9.1,0.0,0.0,13.8,93.95,-4.6
82,Terrence Ross,ORL,H,WAS,2018-04-11,W,14,71.0,110.0,-39.0,20.0,0.5,8.3,0.0,12.5,7.1,16.7,38.9,42.4,34.4,101.67,11.4
83,MarShon Brooks,MEM,A,OKC,2018-04-11,L,23,128.6,139.6,-11.0,10.5,0.67,12.5,5.0,16.7,9.4,18.8,35.0,39.8,25.0,102.56,3.8
84,James Ennis III,DET,A,CHI,2018-04-11,W,22,120.5,77.3,43.2,5.6,0.0,9.1,0.0,0.0,0.0,0.0,40.0,40.0,20.4,98.31,2.6
85,Joe Johnson,HOU,A,SAC,2018-04-11,L,29,83.9,110.3,-26.4,31.3,2.5,29.4,0.0,15.0,5.8,11.8,20.0,20.0,19.0,95.39,-2.5
86,Patty Mills,SAS,A,NOP,2018-04-11,L,21,73.3,113.3,-40.0,14.3,0.67,22.2,0.0,0.0,0.0,33.3,0.0,0.0,13.2,105.15,-6.4
87,Rudy Gay,SAS,A,NOP,2018-04-11,L,24,103.8,117.3,-13.5,11.8,0.67,13.3,11.1,20.0,14.9,20.0,35.0,38.3,22.0,105.29,5.3
88,Sean Kilpatrick,CHI,H,DET,2018-04-11,L,29,110.5,128.8,-18.3,21.1,1.33,22.2,0.0,8.0,3.6,16.7,60.0,64.3,21.9,95.78,7.6
89,D'Angelo Russell,BKN,A,BOS,2018-04-11,L,23,78.7,106.3,-27.5,30.0,0.75,15.8,4.3,0.0,1.7,21.1,45.8,45.8,32.0,99.93,5.7
90,Jeff Green,CLE,H,NYK,2018-04-11,L,11,87.0,65.2,21.7,12.5,0.0,25.0,7.1,6.3,6.7,0.0,33.3,33.3,10.3,104.64,9.5
91,P.J. Tucker,HOU,A,SAC,2018-04-11,L,29,93.1,108.8,-15.7,5.3,0.5,10.0,8.8,29.2,17.2,20.0,21.4,21.4,13.4,94.68,3.8
92,DeMar DeRozan,TOR,A,MIA,2018-04-11,L,39,107.9,106.6,1.3,12.5,1.0,11.1,2.3,9.8,6.4,11.1,35.3,45.3,27.9,94.78,6.8
93,London Perrantes,CLE,H,NYK,2018-04-11,L,33,118.8,127.7,-8.9,0.0,0.0,0.0,2.7,4.5,3.4,0.0,14.3,25.4,10.0,95.07,0.0
94,Wilson Chandler,DEN,A,MIN,2018-04-11,L,48,111.0,108.7,2.3,5.1,0.67,25.0,2.1,17.4,9.7,37.5,0.0,0.0,5.7,91.1,0.3
95,Jake Layman,POR,H,UTA,2018-04-11,W,1,66.7,150.0,-83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.03,0.0
96,Frank Ntilikina,NYK,A,CLE,2018-04-11,W,38,106.6,105.3,1.3,16.0,4.0,19.0,8.8,2.2,5.0,4.8,50.0,50.0,20.0,97.32,10.8
97,Larry Nance Jr.,CLE,H,NYK,2018-04-11,L,11,87.0,65.2,21.7,14.3,0.0,16.7,21.4,18.8,20.0,0.0,40.0,40.0,17.2,104.64,23.8
98,Tyrone Wallace,LAC,H,LAL,2018-04-11,L,28,76.2,103.3,-27.1,19.0,1.0,28.6,0.0,7.7,3.3,28.6,33.3,33.3,14.3,105.91,-1.0
99,Khris Middleton,MIL,A,PHI,2018-04-11,L,17,66.7,117.1,-50.4,22.2,2.0,18.2,5.3,0.0,2.6,9.1,25.0,25.0,22.5,116.72,-5.0
100,James Webb III,BKN,A,BOS,2018-04-11,L,12,108.0,103.8,4.2,0.0,0.0,0.0,5.9,10.0,7.4,25.0,33.3,33.3,13.3,102.0,0.9
101,Jose Calderon,CLE,H,NYK,2018-04-11,L,7,40.0,114.3,-74.3,0.0,0.0,0.0,0.0,16.7,5.6,0.0,0.0,0.0,5.3,107.91,0.0
102,Shane Larkin,BOS,H,BKN,2018-04-11,W,26,118.2,81.1,37.0,33.3,0.0,36.8,5.4,28.6,15.4,0.0,50.0,50.0,16.2,101.18,20.6
103,Cameron Payne,CHI,H,DET,2018-04-11,L,33,98.5,127.7,-29.2,45.0,4.5,45.0,0.0,10.7,4.3,10.0,33.3,33.3,13.9,94.4,5.3
104,Kelly Olynyk,MIA,H,TOR,2018-04-11,W,28,126.8,105.2,21.6,20.8,1.67,26.3,7.1,26.1,15.7,15.8,45.0,50.6,21.5,97.71,10.2
105,Robert Covington,PHI,H,MIL,2018-04-11,W,17,124.4,82.9,41.5,11.8,2.0,25.0,0.0,17.6,7.7,12.5,50.0,50.0,12.2,117.6,8.3
106,Russell Westbrook,OKC,H,MEM,2018-04-11,W,37,131.7,111.0,20.7,54.3,3.8,55.9,8.6,42.5,26.7,14.7,22.2,29.1,16.9,106.21,17.6
107,Buddy Hield,SAC,H,HOU,2018-04-11,W,28,107.7,94.3,13.4,31.3,0.0,27.8,8.3,9.1,8.8,0.0,53.8,52.1,22.0,90.87,19.1
108,Marreese Speights,ORL,H,WAS,2018-04-11,W,3,28.6,57.1,-28.6,0.0,0.0,0.0,0.0,50.0,14.3,66.7,0.0,0.0,30.0,100.3,46.2
109,Zach Collins,POR,H,UTA,2018-04-11,W,19,100.0,79.4,20.6,7.1,1.0,20.0,0.0,16.7,9.5,20.0,33.3,33.3,10.8,87.08,7.8
110,Charles Cooke,NOP,H,SAS,2018-04-11,W,1,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,88.62,-33.3
111,Bryn Forbes,SAS,A,NOP,2018-04-11,L,24,100.0,117.3,-17.3,0.0,0.0,0.0,3.6,0.0,2.1,0.0,44.4,50.6,16.9,108.32,4.3
112,Jerian Grant,CHI,H,DET,2018-04-11,L,32,67.2,116.4,-49.3,15.4,0.67,10.5,0.0,3.6,1.5,15.8,34.6,36.0,22.1,99.93,-1.9
113,Caris LeVert,BKN,A,BOS,2018-04-11,L,29,92.1,103.2,-11.2,33.3,2.0,26.1,0.0,5.3,2.9,13.0,34.6,39.6,24.6,103.39,8.9
114,Kadeem Allen,BOS,H,BKN,2018-04-11,W,25,90.4,111.3,-20.9,15.8,1.0,23.1,3.7,0.0,1.8,23.1,33.3,43.6,16.9,102.99,1.9
115,Sterling Brown,MIL,A,PHI,2018-04-11,L,33,98.6,118.3,-19.7,4.0,1.0,8.3,2.9,7.9,5.6,8.3,25.0,25.0,13.8,103.22,-0.3
116,Reggie Hearn,DET,A,CHI,2018-04-11,W,3,71.4,42.9,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,106.67,-33.3
117,Malcolm Brogdon,MIL,A,PHI,2018-04-11,L,18,88.4,120.9,-32.6,18.2,2.0,15.4,0.0,9.5,4.7,7.7,65.0,65.0,22.9,113.2,12.0
118,Lance Thomas,NYK,A,CLE,2018-04-11,W,11,65.2,87.0,-21.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,25.0,17.9,104.64,-9.5
119,Ivan Rabb,MEM,A,OKC,2018-04-11,L,32,114.7,135.3,-20.6,16.7,0.0,23.5,14.3,33.3,22.0,0.0,41.7,46.6,16.7,103.13,9.6
120,Justise Winslow,MIA,H,TOR,2018-04-11,W,37,118.1,98.6,19.4,14.8,2.0,19.0,0.0,21.6,10.8,9.5,41.7,37.6,20.5,93.73,5.1
121,Josh Richardson,MIA,H,TOR,2018-04-11,W,35,95.7,98.6,-2.9,20.0,0.0,29.4,4.4,10.8,7.3,0.0,18.2,25.3,14.3,97.15,7.2
122,Nemanja Bjelica,MIN,H,DEN,2018-04-11,W,11,120.0,81.0,39.0,0.0,0.0,0.0,7.7,9.1,8.3,20.0,0.0,0.0,19.2,90.21,-6.0
123,Trey Burke,NYK,A,CLE,2018-04-11,W,42,119.3,104.6,14.7,26.5,4.5,32.1,0.0,9.4,6.0,7.1,53.1,56.3,20.4,99.33,13.5
124,Jeff Teague,MIN,H,DEN,2018-04-11,W,43,110.0,111.3,-1.3,25.9,7.0,31.8,0.0,2.4,1.2,4.5,57.7,61.2,16.5,89.77,10.6
125,Marcin Gortat,WAS,A,ORL,2018-04-11,L,23,95.8,119.1,-23.3,7.7,0.5,9.1,18.5,26.3,21.7,18.2,50.0,58.0,17.9,100.59,14.0
126,Ömer Aşik,CHI,H,DET,2018-04-11,L,18,82.9,123.1,-40.2,0.0,0.0,0.0,10.5,6.3,8.6,33.3,0.0,0.0,6.8,105.11,-3.2
127,Will Barton,DEN,A,MIN,2018-04-11,L,42,107.5,110.0,-2.5,20.8,2.5,16.7,4.7,15.4,9.8,6.7,52.3,51.5,26.6,90.52,11.6
128,Ed Davis,POR,H,UTA,2018-04-11,W,18,103.3,75.0,28.3,0.0,0.0,0.0,11.8,26.1,20.0,33.3,50.0,50.0,17.6,85.27,13.8
129,Furkan Korkmaz,PHI,H,MIL,2018-04-11,W,8,118.8,112.5,6.3,11.1,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,11.1,97.63,-10.3
130,Sindarius Thornwell,LAC,H,LAL,2018-04-11,L,35,101.4,124.3,-23.0,8.0,0.5,11.8,0.0,2.8,1.4,23.5,50.0,55.8,19.0,101.98,2.1
131,Nick Collison,OKC,H,MEM,2018-04-11,W,2,57.1,150.0,-92.9,0.0,0.0,0.0,25.0,0.0,16.7,0.0,0.0,22.7,25.0,132.77,-33.3
132,Kelly Oubre Jr.,WAS,A,ORL,2018-04-11,L,27,78.2,105.5,-27.3,9.1,0.5,7.7,0.0,0.0,0.0,15.4,40.0,43.1,19.0,99.26,-6.6
133,Chinanu Onuaku,HOU,A,SAC,2018-04-11,L,22,80.0,97.6,-17.6,10.0,0.33,11.1,4.5,13.6,9.1,33.3,40.0,40.0,18.2,90.14,-3.3
134,Jimmy Butler,MIN,H,DEN,2018-04-11,W,42,110.0,112.7,-2.7,20.8,1.67,14.3,5.4,7.5,6.5,8.6,50.0,58.0,34.5,91.35,13.7
135,Daniel Hamilton,OKC,H,MEM,2018-04-11,W,2,100.0,233.3,-133.3,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,-11.8
136,Ben Simmons,PHI,H,MIL,2018-04-11,W,22,116.0,86.0,30.0,31.8,1.75,38.9,6.9,19.0,12.0,22.2,16.7,29.1,18.3,108.76,6.5
137,Ricky Rubio,UTA,A,POR,2018-04-11,L,24,88.5,109.8,-21.3,45.5,1.25,21.7,0.0,19.2,8.9,17.4,45.8,58.1,29.0,103.29,14.0
138,JR Smith,CLE,H,NYK,2018-04-11,L,6,61.5,128.6,-67.0,0.0,0.0,0.0,0.0,12.5,5.9,25.0,0.0,0.0,26.7,102.59,-12.0
139,John Holland,CLE,H,NYK,2018-04-11,L,38,105.4,126.7,-21.3,4.5,0.33,3.8,4.2,11.5,6.8,11.5,42.1,47.6,26.6,95.49,5.7
140,Giannis Antetokounmpo,MIL,A,PHI,2018-04-11,L,22,82.7,130.2,-47.5,27.3,0.6,13.6,4.3,31.0,19.2,22.7,35.7,35.7,34.5,114.55,5.9
141,DeAndre Liggins,NOP,H,SAS,2018-04-11,W,3,183.3,100.0,83.3,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.44,0.0
142,Caleb Swanigan,POR,H,UTA,2018-04-11,W,1,66.7,150.0,-83.3,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,118.03,20.0
143,Tim Frazier,WAS,A,ORL,2018-04-11,L,11,90.9,109.5,-18.6,25.0,2.0,33.3,0.0,12.5,4.0,16.7,0.0,0.0,13.8,96.81,0.0
144,Brandon Jennings,MIL,A,PHI,2018-04-11,L,19,94.9,102.5,-7.6,38.5,1.67,25.0,4.5,4.3,4.4,15.0,25.0,28.1,32.6,101.94,0.7
145,Reggie Jackson,DET,A,CHI,2018-04-11,W,29,139.3,101.8,37.5,38.5,10.0,50.0,0.0,6.7,3.6,5.0,31.3,39.4,15.9,93.2,7.1
146,Austin Rivers,LAC,H,LAL,2018-04-11,L,20,104.8,123.8,-19.0,35.3,0.0,37.5,0.0,6.3,2.8,0.0,0.0,5.1,22.2,100.55,-2.2
147,Manu Ginobili,SAS,A,NOP,2018-04-11,L,12,104.2,128.0,-23.8,33.3,1.0,23.1,0.0,22.2,10.0,23.1,35.7,40.3,37.0,99.31,0.0
148,David Nwaba,CHI,H,DET,2018-04-11,L,30,93.5,120.6,-27.1,12.5,0.67,9.1,5.0,14.3,8.8,13.6,34.4,37.5,26.3,100.61,2.4
