,Date,Home,Home Points,Home DRTG,Home SIE,Away,Away Points,Away DRTG,Away SIE
42,11/25/2022,SAS,115.68996150473794,116.08998276573921,263.1158357944602,LAL,124.38553780406343,109.53770679793035,273.96345498876
43,11/25/2022,PHX,120.97675588462178,108.51395512714068,273.55695985481503,DET,123.61584971005072,118.48461150404698,275.9450243459302
44,11/25/2022,GSW,124.66145036691098,111.09356178333606,275.70278238492654,UTA,118.84681025496853,113.35296203822112,280.13295438538387
45,11/25/2022,LAC,116.93671672805318,106.83467729196023,276.59371751667777,DEN,124.6085874678994,112.2352883530184,276.63762162974024
46,11/26/2022,TOR,128.5618370949148,109.91521183198672,287.18335274282236,DAL,109.97838219787697,110.12005271606682,268.9670431531715
47,11/26/2022,HOU,118.40829270003019,115.31873591068235,268.0044934973974,OKC,117.11110031178306,112.83868884029732,267.70126807333014
48,11/26/2022,SAS,117.05050898939851,115.63676803921008,267.6550125559266,LAL,125.06144095306233,108.40048733932358,277.10510408578796
49,11/26/2022,PHX,120.76889567146846,108.38626041148609,273.1014143401943,UTA,119.19201130812081,113.90220861266559,279.87774212935074
50,11/27/2022,BKN,119.37513869405139,111.84390694055902,276.33200155875187,POR,124.021293467415,111.92683386580846,288.8855506436205
51,11/27/2022,MIN,116.95635921187625,108.69865795618517,280.8315623589536,GSW,122.55049668968653,111.28136327343287,276.045348459868
52,11/27/2022,LAC,116.96406395908241,107.5026849496447,275.0231578494655,IND,127.39531209185361,111.25429548695402,272.1514313327152
53,11/27/2022,ATL,120.60233029922182,109.98372871390579,279.26767839817336,MIA,113.02861645840807,110.65351402739475,291.2444880328963
54,11/27/2022,BOS,125.53293443296737,111.16125570194329,286.4192988161266,WAS,117.24687422616178,108.68380674838048,277.4359696302189
55,11/27/2022,DET,126.05244341715473,118.2763516797077,273.3491564449654,CLE,125.3989754327233,108.16307988477627,292.698816560896
56,11/27/2022,NYK,113.61939321941448,113.36183133026128,262.5400716422334,MEM,131.86886124084756,108.2398111014933,279.65662870213333
57,11/27/2022,ORL,128.17319148627016,112.08727380130321,274.12799589076826,PHI,131.21207986830666,107.96922239450363,292.3142214105359
58,11/27/2022,MIL,123.89641133814503,103.06234596346565,276.4134375838457,DAL,110.79770575076128,110.19630911425206,272.6736933554679
59,11/28/2022,PHI,134.19280188473653,107.88405274289744,290.71040516056513,ATL,116.23189686596788,109.8947684036043,279.30336471494354
60,11/28/2022,WAS,118.24157997150357,110.63001924483157,272.8081660631009,MIN,114.21700903792771,109.64765501347959,281.28173332288605
61,11/28/2022,BOS,126.14355527817229,111.54908364320224,286.2761308506385,CHA,129.53812032783992,113.13696387044028,281.35757090963665
62,11/28/2022,BKN,119.39833092542591,111.60515674437697,278.60738478002435,ORL,126.45570530128688,112.69772620153725,275.0768519245564
63,11/28/2022,TOR,126.11564369250507,109.85631063479562,281.6506587112671,CLE,123.3255232302404,107.88128757832781,291.3363133067792
64,11/28/2022,NOP,126.99209661315322,108.93416874242833,275.6398570823601,OKC,117.14282387680674,113.13674895012826,267.475357247946
65,11/28/2022,DEN,128.26327821753182,112.00225083289979,275.269430427144,HOU,115.61463436004497,114.39303938974592,268.2544309150723
66,11/28/2022,UTA,121.46175069033738,114.0462648635375,279.9070669457248,CHI,112.58664028935084,109.91847025906013,270.66896522442505
67,11/28/2022,SAC,124.34252076634073,112.79242026890839,272.6398683656981,PHX,118.53531176973335,109.23286097482097,275.5977117599161
68,11/28/2022,LAL,128.4187207509829,109.69464479609341,275.5976403983214,IND,123.60934723307567,110.85085709423382,270.4556049063279
69,11/29/2022,DET,125.08036998728696,117.7863735695166,270.34122004354373,NYK,111.10198020439327,114.05470000262522,262.36677451488106
70,11/29/2022,DAL,112.54386051311747,111.03190070958365,270.05869558121447,GSW,124.0184842562639,111.55147176625321,275.34251360625854
71,11/29/2022,POR,126.24743569603001,112.66416009046753,288.05448797382417,LAC,115.16023194076843,107.00502886108654,276.3067045671002
72,11/30/2022,CLE,124.93475113610188,107.86044760277522,290.2555412942823,PHI,131.22707427849284,108.00413928854401,290.9785281795817
73,11/30/2022,ORL,127.41750668741304,113.15326487910133,272.569776016094,ATL,116.25763534492235,109.89368025228354,281.13836973859765
74,11/30/2022,BOS,128.482489755534,111.15601348758203,287.4770890479793,MIA,113.4011434249295,109.77983309521805,288.99620803668347
75,11/30/2022,BKN,120.66276367538498,111.86933433106053,284.69472173331116,WAS,117.92446434746999,110.74024201006152,274.93320945670996
76,11/30/2022,NYK,115.91852217138681,113.6964624697416,264.8861856316204,MIL,121.44560177177132,103.67991046728775,276.6794985093726
77,11/30/2022,MIN,119.1643183851056,111.0013752991561,283.7419777251234,MEM,132.46489699935677,109.18615530885349,279.1602540744483
78,11/30/2022,NOP,125.51478748220067,108.13415356657015,274.6893891050547,TOR,122.12681738903511,108.89227087497295,281.77397677136906
79,11/30/2022,OKC,120.66089709177287,112.85511587596666,269.96179571060276,SAS,114.92755359292131,116.49439284474089,267.86414180355234
80,11/30/2022,DEN,127.30229273826794,112.68495231185584,274.50796552151877,HOU,115.18045383570711,114.8237040653935,269.53034121626354
81,11/30/2022,PHX,122.70556590222321,109.13461949512525,277.5900335272881,CHI,112.5256623795057,109.91921920397037,271.44312437346554
82,11/30/2022,UTA,121.02967914221382,114.12113554656837,280.0072266459727,LAC,116.50743549500753,107.47780536064101,278.76353443310137
83,11/30/2022,SAC,123.98307967678363,113.04995382813563,273.0231511071324,IND,123.46044499316857,110.98576509070982,271.41098796338804
84,11/30/2022,LAL,126.02089565216069,110.06899267424014,275.84849472503583,POR,127.93636282258265,113.24110809995322,294.9160152024274
85,12/1/2022,DET,122.97189325135831,118.36951838469601,265.5180307308029,DAL,109.15144109521187,110.82693964399813,269.5566671098295
86,12/2/2022,CHA,122.55747644694446,113.10265699255088,271.5101517840563,WAS,114.88750154595296,110.66116926157419,271.7647023062664
87,12/2/2022,ATL,119.5054651519878,109.61465154859317,279.64459118020534,DEN,124.30185486890846,112.88166998004856,271.81468321291084
88,12/2/2022,BOS,128.96562907068534,111.70395181661948,287.9579945241246,MIA,116.8674975521351,110.73573827902042,284.86784730217687
89,12/2/2022,BKN,118.44892777306279,111.31661994969193,280.8005293286965,TOR,119.76404052338587,109.87572512651774,276.48561842701304
90,12/2/2022,CLE,120.79009824395327,107.32825295881707,283.71525138282885,ORL,119.59958999117266,113.89420622551883,267.5461994065391
91,12/2/2022,MIL,123.13033881377332,103.47084112853702,273.86125972188404,LAL,123.05837610330535,110.41626477560204,273.425532058795
92,12/2/2022,MEM,133.19420649671838,109.21037542194661,277.19595378236295,PHI,124.87126365773537,108.61065064121678,282.27726664246705
93,12/2/2022,SAS,117.25638881466199,116.11152608816673,263.76383403051807,NOP,120.91895241392979,107.65703771674876,271.80992449214034
94,12/2/2022,PHX,122.25923167132743,109.36640557964083,277.80693273725603,HOU,113.39425380848093,115.15524224350453,266.9675459890967
95,12/2/2022,UTA,119.73282246619837,113.70310911377422,277.466803386603,IND,121.36209276499324,111.71961582646071,268.7783711495164
96,12/2/2022,GSW,126.21505662693787,111.76532579306591,274.814765750516,CHI,112.5100372110014,110.67037246616233,271.2204751142268
97,12/3/2022,NYK,114.76381615664174,113.81439774062522,262.56747651278675,DAL,109.32859877191035,111.42993212689628,270.59209232901776
98,12/3/2022,LAC,118.33246841844273,107.4052841943535,271.3482382742218,SAC,122.24982645307146,112.39940742284485,271.4991087491358
99,12/3/2022,CHA,124.56050577938055,113.92069844419686,274.13400720896226,MIL,126.62796063885006,106.85486841087675,277.00203403232547
100,12/3/2022,TOR,121.77849047661638,109.99361423250369,276.4470931156347,ORL,121.32587263319647,114.03344775496632,267.3175419261516
101,12/3/2022,MIN,116.22779585274778,110.16475611614528,275.25010266410436,OKC,114.32887535476893,112.21914864249895,264.18593472236796
102,12/3/2022,GSW,126.42863708143149,111.27021062427987,276.40369006331514,HOU,110.72288887317457,115.37073732808064,264.1435681716876
103,12/3/2022,UTA,120.90795606496876,113.86159880060877,279.70684272821967,POR,121.6644245765016,113.42618752676852,283.5289823269712
104,12/4/2022,NOP,123.81947698903893,107.06567283433145,271.87796148660766,DEN,123.6769448458307,113.09039949916475,271.37308908053814
105,12/4/2022,SAS,116.6348353888977,116.06544775438682,262.74694464994315,PHX,119.92098669909258,109.67325067818749,277.73277735480895
106,12/4/2022,BKN,118.70996726418004,111.00465872852426,281.6875755362572,BOS,125.00928262720896,111.38751182178896,288.351615943273
107,12/4/2022,DET,122.98847783751465,118.23390009197875,265.71180709839973,MEM,130.2473946272054,109.29633032779564,277.40138955355644
108,12/4/2022,NYK,114.67087000276504,114.62727073245415,264.0839254076665,CLE,117.76934664961604,107.03967977698903,283.4344783318936
109,12/4/2022,WAS,121.0632692874085,111.14790523736477,274.6351060504177,LAL,121.83909609768857,111.27751896022976,273.691481912436
110,12/4/2022,SAC,125.50847348278474,111.35939987504581,273.23717541210294,CHI,112.32753128838885,110.62501910459255,270.9431651337408
111,12/4/2022,POR,124.80103722266526,113.51973300254589,285.733297874801,IND,121.09222538751935,112.07972344122297,268.0703688322531
112,12/5/2022,CHA,123.03719842622144,112.93052529367692,273.0122381464449,LAC,115.42385949471291,107.43546925604986,270.67609839000613
113,12/5/2022,ORL,123.42569697882098,113.8697343916512,266.4066216363644,MIL,127.02585472599668,106.30285782394103,277.5494373876842
114,12/5/2022,ATL,119.67014105132112,110.04044999133119,275.90085628934094,OKC,116.69956588751981,112.26399880461229,266.5403278866537
115,12/5/2022,TOR,125.08577647727797,109.82052097456292,281.59690526888676,BOS,123.98516366991119,110.55562740770506,289.536177565292
116,12/5/2022,HOU,113.35821118370701,115.9429933003672,263.23210550522646,PHI,127.73133774181767,108.88486696337971,282.6352719422633
117,12/5/2022,MEM,133.66470680284718,109.11079527311605,278.84708606990057,MIA,117.66263571556205,110.483658023751,284.53976856459303
118,12/5/2022,DAL,113.4269961226841,110.70934393527148,271.4403458340685,PHX,118.9284057707806,109.05358092472818,274.83454925291517
119,12/5/2022,GSW,126.26683559374008,110.0118055282231,278.50993123260656,IND,121.83933134659907,112.35011540117942,269.96197750458094
120,12/6/2022,CLE,119.41089326756446,106.32885156652513,282.81399444593876,LAL,122.45257220825273,111.09506691626457,274.3442772465569
121,12/6/2022,MIA,119.6615658715629,110.1890603112246,285.1656415817118,DET,119.3755903811284,118.42884985840989,264.8734728347433
122,12/6/2022,DEN,126.15586013518953,113.40928733972196,271.4585767726376,DAL,110.89574915267946,110.55412769084509,272.4434819315675
123,12/7/2022,ORL,122.66922230239352,113.71436673939886,265.7073790713673,LAC,115.68101598549947,108.56224861335743,270.6027955480468
124,12/7/2022,BKN,117.20018997287963,110.72194996616093,280.96179598913,CHA,120.61165119361542,113.04306387240456,273.88778125946016
125,12/7/2022,NYK,113.73103439111468,113.1577646202446,264.1976315328516,ATL,121.69808309760117,110.79584916358768,276.9153530767381
126,12/7/2022,TOR,124.75609953683072,110.16830167150935,282.5290102386955,LAL,123.72243818995585,111.52459189547771,274.9389781981627
127,12/7/2022,CHI,115.1721316422454,110.41690484944529,270.795694061613,WAS,118.84025236506257,111.51205114380964,273.5504650077647
128,12/7/2022,MEM,131.97624998231456,109.27516927316218,277.9412933467035,OKC,115.52839930989614,111.86335428409741,266.14020293486226
129,12/7/2022,MIL,125.29000846708577,105.6504208794659,275.52467805782123,SAC,121.81738132611939,110.83922854177877,273.04511096396584
130,12/7/2022,MIN,117.23321224210096,110.50058308857895,273.4511178001169,IND,121.13603786898578,112.0359501021514,269.9930526963024
131,12/7/2022,NOP,123.54416914572282,107.12472730950765,271.2077268221964,DET,119.35807943719365,117.75981657481664,266.69307181322364
132,12/7/2022,UTA,120.55279282563885,113.985513910203,277.69515569718277,GSW,122.69776320025392,109.94797742248477,279.1047691404808
133,12/7/2022,PHX,121.67735799805149,109.87121546804077,274.27407280863474,BOS,123.51630829032769,110.59041253556674,289.944091124623
134,12/8/2022,MIA,120.87640785537113,110.72015663355917,286.4929347607304,LAC,115.22740130876032,108.37029163030768,270.96810298950214
135,12/8/2022,SAS,116.48114551122075,116.64594431359797,260.12789965922605,HOU,110.26107309937998,115.5727394174179,263.76268419498246
136,12/8/2022,POR,124.77673746377927,112.88290353677823,284.1665258246196,DEN,123.19961860271098,113.60407052456509,271.9474496513286
137,12/9/2022,CHA,125.63288577691876,113.75525951376075,275.9769169709458,NYK,111.29439551251942,112.49292633332496,265.2029089233458
138,12/9/2022,IND,124.15492931629404,112.0004380966163,270.8093274982471,WAS,119.02831175601742,111.7728703470418,274.09064426960293
139,12/9/2022,ORL,122.085746398668,113.43116551261583,264.20941918119985,TOR,122.89106849376724,109.88730109087717,283.36737197023683
140,12/9/2022,BKN,117.79254102197174,111.07876981953136,281.0834818737947,ATL,120.0466759405829,110.56629305021283,275.0011072844338
141,12/9/2022,CLE,119.4778923582355,105.94332101405958,283.2553387381837,SAC,121.57611568174158,111.95338875167495,272.7744607819797
142,12/9/2022,PHI,130.65681684490255,109.04864289406542,282.3009608975838,LAL,124.6091486666308,111.88547924483838,274.8653059121883
143,12/9/2022,MEM,134.28805116273188,108.68702263357822,280.1265985842797,DET,119.05166186450943,117.36912686303363,266.4573910358656
144,12/9/2022,NOP,123.2204854366556,106.89003886314484,271.4167716074264,PHX,117.49449324566623,110.58836337988015,272.5022479526571
145,12/9/2022,UTA,120.60330542380069,114.0770301624545,277.4067214500532,MIN,115.0840103294038,110.38914575915801,274.2618728055224
146,12/9/2022,DAL,114.03491697305289,110.76448618931765,272.46296811160187,MIL,124.62971689822778,106.84826573506874,274.65879669076685
147,12/10/2022,MIA,124.22768936411137,111.46917282970048,291.04898850644093,SAS,116.69515273228077,116.98027144763972,265.7143555512782
148,12/10/2022,IND,125.45889671912235,112.45971227701143,273.5656401765532,BKN,122.41758282708697,111.70893488636607,298.22778949926806
149,12/10/2022,WAS,129.16963326072948,113.21440469846353,285.0399917897585,LAC,116.16741196014623,108.94026377855393,274.1709362458044
150,12/10/2022,CLE,124.59449060158292,106.19571327788965,291.1024685231164,OKC,117.42725028564854,112.54072004328862,267.12436248792795
151,12/10/2022,CHI,116.3026891199774,110.12529036761458,271.47470256794475,DAL,114.22028410049083,111.22812882697463,277.72147476298693
152,12/10/2022,GSW,129.34659296399212,110.36800107988351,281.0281092489724,BOS,124.29366923577129,109.96980969859226,290.2474541219876
153,12/10/2022,DEN,126.7887813560476,113.97695019339791,274.0145265355645,UTA,121.33355239398561,114.52655887808034,283.90341403045704
154,12/10/2022,POR,126.22033926641556,113.30005883234463,286.03920126231344,MIN,118.06513450426029,110.758441501909,280.5259273789504
155,12/11/2022,NOP,125.70078061169153,107.36346084643937,273.76638530436395,PHX,120.11813327362336,111.55602518730593,276.64888661495473
156,12/11/2022,DET,123.39908150493038,117.12744792660251,268.3291504296901,LAL,125.81741288875625,112.13698639757159,277.8375039330806
157,12/11/2022,NYK,115.7958701182933,112.17902784090842,267.0960860074128,SAC,121.894682149926,111.43165825165566,275.28355735009984
158,12/11/2022,ORL,125.94587024386792,112.85730259739468,275.2416553495961,TOR,127.13241344804331,109.65254788157411,294.51968710756825
159,12/11/2022,PHI,135.6804760464872,108.98991976733844,288.1365564133293,CHA,125.96699582684387,114.26813807634545,277.0486661444254
160,12/11/2022,ATL,128.14947247356662,110.46104454646324,282.89735366635813,CHI,114.46354350521477,110.30641638158394,273.23627204716445
161,12/11/2022,HOU,114.38020008266315,116.13352288366546,265.123542236977,MIL,125.86838457460568,105.86385739820913,275.03825655284743
162,12/12/2022,IND,125.72330666113454,113.20621411636111,273.684173465979,MIA,119.61264412575642,111.0708124739729,291.38580582500646
163,12/12/2022,WAS,128.6183090636357,113.14821366696667,284.32787803986963,BKN,117.37147140178648,111.23323805835973,284.953305786202
164,12/12/2022,MEM,135.144692203727,107.86008695147922,281.99813363056353,ATL,134.80205219928752,110.44242618920245,288.31698976491754
165,12/12/2022,DAL,117.0997806608541,113.64416946733422,272.38289342259856,OKC,117.82239200110573,112.59227544816345,268.16017771665304
166,12/12/2022,SAS,118.72371461926299,116.78804788410822,264.01177391646297,CLE,118.87354657492492,106.19337751817031,287.23477972480543
167,12/12/2022,POR,127.23730693313097,113.53898811092148,287.2943304297453,MIN,118.3544340458029,111.06688551030449,280.64398998139694
168,12/12/2022,LAC,119.26070835734991,108.78494550474342,272.81357152723564,BOS,123.40031671435442,110.19471432423923,289.3752413778231
169,12/13/2022,PHI,138.888039182535,109.02702201341715,291.0282538389549,SAC,121.40336576436798,111.23623837999295,274.16434001595286
170,12/13/2022,MIL,128.43959046796266,104.78894518731238,278.6099149089765,GSW,127.04279630463446,110.05855119426262,281.1572046243159
171,12/13/2022,HOU,113.28980952302884,115.14873674340812,264.8208343526688,PHX,120.57271019610296,112.03255585399629,277.239456850547
172,12/13/2022,UTA,122.45311900629099,114.48980271005166,278.2813255213806,NOP,121.8868776266834,107.62123070394543,273.1927421337229
173,12/13/2022,LAL,128.38751167995338,112.20137655618812,277.51942727344897,BOS,122.61673507358181,110.4887239744291,289.4552311725626
174,12/14/2022,CHA,127.64040665003463,114.51727218747763,275.444008336206,DET,120.76814273698639,117.27006956585558,267.9689500790818
175,12/14/2022,IND,124.34195196324708,112.2783449008441,274.4871109730851,GSW,129.0108317949431,110.242781913276,284.6737568857905
176,12/14/2022,ORL,127.25797224937803,112.41617579158044,271.44630845965753,ATL,130.83672368068432,110.58977348004285,283.02312248034673
177,12/14/2022,TOR,128.5440700892559,110.24780272966304,292.53018506587046,SAC,120.86282947447334,111.58848340262976,276.6799442655662
178,12/14/2022,CHI,116.93481298266897,110.27211656097032,273.0626394929407,NYK,112.06890873744912,111.809694920304,265.9086250302721
179,12/14/2022,OKC,121.52367441194296,113.13150173248114,269.9372750217419,MIA,118.92578914470249,110.07989143055065,293.66999595948033
180,12/14/2022,SAS,118.97335652676246,116.67939904551214,265.18241971948623,POR,125.43556727496036,113.31444027194986,288.8660424347855
181,12/14/2022,DAL,118.0010571288672,113.65251692330965,273.97825828707295,CLE,118.87646665955835,106.40546812668389,288.03544727311345
182,12/14/2022,DEN,127.02508925812695,113.85725091665472,273.642175056525,WAS,125.54925365472997,113.46835275616665,284.57979061461367
183,12/14/2022,LAC,119.01681385252259,107.80758208087303,272.39810714072104,MIN,119.64251143319419,111.79020569654824,283.4899376323348
184,12/15/2022,HOU,113.35188391907148,114.51963642754814,265.4639677842183,MIA,121.29792644123239,110.45052378815636,297.8522676082292
185,12/15/2022,MEM,134.9462386274493,107.66770317592629,279.70363277648806,MIL,127.77836485396853,104.45290203714225,281.28026420748085
186,12/15/2022,UTA,122.39823962665288,113.78376781126325,278.5222997436655,NOP,125.25253408319453,108.34178852078004,276.93406603807915
187,12/15/2022,LAC,119.25123774508766,106.84388943312653,276.5888587786932,PHX,121.31010793420853,111.38467468588671,275.5505258750458
188,12/16/2022,CHA,128.74548341077102,114.58858383504857,276.8818945117148,ATL,131.6806842636445,111.58450432964653,283.8002086473657
189,12/16/2022,DET,123.9810457548966,117.2325297030365,268.4921833666485,SAC,120.75074409307874,111.8902694369222,276.4939972209136
190,12/16/2022,BOS,124.56074038916344,110.5224253552775,285.9712199908492,ORL,123.54003816423017,112.99928755135905,275.71393570483156
191,12/16/2022,CLE,121.74290498660645,106.25599666373512,288.5048119116242,IND,121.62953604146858,112.26179546418685,275.28144259660917
192,12/16/2022,PHI,139.46176453755774,108.63249241314769,291.1349395107287,GSW,131.70135417053132,110.22833363026093,287.4756525041717
193,12/16/2022,TOR,130.71595478398322,110.50926703852006,296.60445808394695,BKN,116.90129230295123,110.82120154385659,282.68901453115404
194,12/16/2022,CHI,115.67957234903692,110.61681436616844,271.8136761442511,NYK,112.25211516945375,111.88297642788251,267.06278407763574
195,12/16/2022,OKC,121.19129531095255,113.0036938886776,269.88689305692037,MIN,119.95621904547048,111.69276324620928,285.2377159075366
196,12/16/2022,DAL,117.85884400443624,113.89114285440562,274.71711258059946,POR,125.24431574474782,113.27552165296358,288.60342403292714
197,12/16/2022,LAL,127.8174623023538,111.90580902769244,278.1514681376331,DEN,125.01096596486481,113.75868761272045,274.5834444609068
198,12/17/2022,LAC,119.21888142397647,106.97542879465665,274.49211470017474,WAS,124.45079282207978,113.87652266128705,280.5854139883094
199,12/17/2022,SAS,118.50299277538501,116.87785133598418,262.9814328470444,MIA,121.50115275360268,110.42976572380027,295.6923421627986
200,12/17/2022,CLE,123.34898826989529,106.70522756528187,291.33093640047895,DAL,118.65548640535603,112.75392543513357,282.95566110373363
201,12/17/2022,HOU,114.26676271107252,114.46315408879724,267.6306468105561,POR,124.10571814205265,114.14440450119343,285.74373150593067
202,12/17/2022,MIL,129.8986509734099,105.79702298195168,279.7372120516058,UTA,119.3815372427707,113.89523952786615,278.5316355752064
203,12/17/2022,OKC,122.62704710706954,113.18561545108771,273.0527991294771,MEM,129.7291560720383,106.89211354222262,275.7936867501792
204,12/17/2022,PHX,124.4507964053979,111.06600416789483,275.97195707587434,NOP,125.09530553134327,108.7130090132782,276.9875117841879
205,12/18/2022,BOS,126.38082916953807,110.56746492418222,289.35139109310467,ORL,123.31436261797595,112.78021146135502,275.3897417955075
206,12/18/2022,IND,123.4006690190778,112.70576961805828,273.4668435632061,NYK,112.7890572038137,111.2138366667356,267.98704452444855
207,12/18/2022,DET,123.90287784892179,117.40307770973119,268.05656031156275,BKN,117.17730542942617,111.04698234405964,282.7978240508721
208,12/18/2022,TOR,131.8231958652303,111.03516505088247,296.8001278141125,GSW,129.32491048135805,110.37005725433347,284.0852957843141
209,12/18/2022,MIN,123.82556371812802,111.62073518446552,286.27832229170923,CHI,112.9110983774179,110.97044586322193,272.3448020925664
210,12/18/2022,DEN,127.76771528511432,114.04510448608728,274.60885207892346,CHA,124.55550349685836,115.03929365443425,275.28478663856623
211,12/18/2022,LAL,131.95887831653926,111.70505854680505,282.9801917099123,WAS,121.76040154460983,113.44114436431147,278.72353058090295
212,12/19/2022,CLE,121.82779367344654,106.30339941626733,291.60627839448847,UTA,119.55528951358619,114.12293392429662,279.0940701550356
213,12/19/2022,PHI,137.26877778685252,108.67349453672307,288.130732171513,TOR,127.5917700682441,111.68345310370285,293.62197561121013
214,12/19/2022,ATL,134.0085098498131,111.03766111199191,281.3780805864386,ORL,123.06167430261837,112.33172675594331,275.15486887105396
