,Test Size,N Estimators,Accuracy
322,0.33,690.0,0.6402439024390244
323,0.33,700.0,0.6371951219512195
324,0.33,710.0,0.6341463414634146
325,0.33,720.0,0.6341463414634146
326,0.33,730.0,0.6402439024390244
327,0.33,740.0,0.6371951219512195
328,0.33,750.0,0.6402439024390244
329,0.33,760.0,0.6341463414634146
330,0.33,770.0,0.6371951219512195
331,0.33,780.0,0.6402439024390244
332,0.33,790.0,0.6371951219512195
333,0.33,800.0,0.6402439024390244
334,0.33,810.0,0.6463414634146342
335,0.33,820.0,0.6402439024390244
336,0.33,830.0,0.6402439024390244
337,0.33,840.0,0.6402439024390244
338,0.33,850.0,0.6402439024390244
339,0.33,860.0,0.6432926829268293
340,0.33,870.0,0.6463414634146342
341,0.33,880.0,0.6463414634146342
342,0.33,890.0,0.6524390243902439
343,0.33,900.0,0.6463414634146342
344,0.33,910.0,0.6463414634146342
345,0.33,920.0,0.649390243902439
346,0.33,930.0,0.6463414634146342
347,0.33,940.0,0.6463414634146342
348,0.33,950.0,0.6463414634146342
349,0.33,960.0,0.6371951219512195
350,0.33,970.0,0.6463414634146342
351,0.33,980.0,0.6463414634146342
352,0.33,990.0,0.6432926829268293
353,0.33,1000.0,0.649390243902439
354,0.33,1010.0,0.6463414634146342
355,0.33,1020.0,0.6432926829268293
356,0.33,1030.0,0.6432926829268293
357,0.33,1040.0,0.6432926829268293
358,0.33,1050.0,0.6463414634146342
359,0.33,1060.0,0.6402439024390244
360,0.33,1070.0,0.6432926829268293
361,0.33,1080.0,0.6432926829268293
362,0.33,1090.0,0.649390243902439
363,0.33,1100.0,0.6463414634146342
364,0.33,1110.0,0.6432926829268293
365,0.33,1120.0,0.649390243902439
366,0.33,1130.0,0.6463414634146342
367,0.33,1140.0,0.6463414634146342
368,0.33,1150.0,0.6463414634146342
369,0.33,1160.0,0.6463414634146342
370,0.33,1170.0,0.6463414634146342
371,0.33,1180.0,0.6463414634146342
372,0.33,1190.0,0.6432926829268293
373,0.33,1200.0,0.6463414634146342
374,0.33,1210.0,0.6463414634146342
375,0.33,1220.0,0.6432926829268293
376,0.33,1230.0,0.6463414634146342
377,0.33,1240.0,0.6463414634146342
378,0.33,1250.0,0.6463414634146342
379,0.33,1260.0,0.6463414634146342
380,0.33,1270.0,0.6463414634146342
381,0.33,1280.0,0.649390243902439
382,0.33,1290.0,0.649390243902439
383,0.33,1300.0,0.649390243902439
384,0.33,1310.0,0.649390243902439
385,0.33,1320.0,0.649390243902439
386,0.33,1330.0,0.649390243902439
387,0.33,1340.0,0.649390243902439
388,0.33,1350.0,0.649390243902439
389,0.33,1360.0,0.649390243902439
390,0.33,1370.0,0.649390243902439
391,0.33,1380.0,0.649390243902439
392,0.33,1390.0,0.649390243902439
393,0.33,1400.0,0.6463414634146342
394,0.33,1410.0,0.649390243902439
395,0.33,1420.0,0.6524390243902439
396,0.33,1430.0,0.649390243902439
397,0.33,1440.0,0.649390243902439
398,0.33,1450.0,0.6554878048780488
399,0.33,1460.0,0.6524390243902439
400,0.33,1470.0,0.649390243902439
401,0.33,1480.0,0.6463414634146342
402,0.33,1490.0,0.6463414634146342
403,0.33,1500.0,0.649390243902439
404,0.34,500.0,0.6379821958456974
405,0.34,510.0,0.6468842729970327
406,0.34,520.0,0.6439169139465876
407,0.34,530.0,0.6379821958456974
408,0.34,540.0,0.6409495548961425
409,0.34,550.0,0.6409495548961425
410,0.34,560.0,0.6498516320474778
411,0.34,570.0,0.6468842729970327
412,0.34,580.0,0.6468842729970327
413,0.34,590.0,0.6439169139465876
414,0.34,600.0,0.6439169139465876
415,0.34,610.0,0.6439169139465876
416,0.34,620.0,0.6350148367952523
417,0.34,630.0,0.6320474777448071
418,0.34,640.0,0.6320474777448071
419,0.34,650.0,0.6350148367952523
420,0.34,660.0,0.6350148367952523
421,0.34,670.0,0.6320474777448071
422,0.34,680.0,0.6261127596439169
423,0.34,690.0,0.6261127596439169
424,0.34,700.0,0.6320474777448071
425,0.34,710.0,0.6350148367952523
426,0.34,720.0,0.6379821958456974
427,0.34,730.0,0.6350148367952523
428,0.34,740.0,0.6350148367952523
429,0.34,750.0,0.6379821958456974
430,0.34,760.0,0.6409495548961425
431,0.34,770.0,0.6350148367952523
432,0.34,780.0,0.6379821958456974
433,0.34,790.0,0.6350148367952523
434,0.34,800.0,0.6409495548961425
435,0.34,810.0,0.6320474777448071
436,0.34,820.0,0.629080118694362
437,0.34,830.0,0.629080118694362
438,0.34,840.0,0.629080118694362
439,0.34,850.0,0.629080118694362
440,0.34,860.0,0.6350148367952523
441,0.34,870.0,0.6261127596439169
442,0.34,880.0,0.6320474777448071
443,0.34,890.0,0.6350148367952523
444,0.34,900.0,0.6350148367952523
445,0.34,910.0,0.6379821958456974
446,0.34,920.0,0.6350148367952523
447,0.34,930.0,0.6409495548961425
448,0.34,940.0,0.6350148367952523
449,0.34,950.0,0.6350148367952523
450,0.34,960.0,0.6350148367952523
451,0.34,970.0,0.6350148367952523
452,0.34,980.0,0.6379821958456974
453,0.34,990.0,0.6350148367952523
454,0.34,1000.0,0.6350148367952523
455,0.34,1010.0,0.6320474777448071
456,0.34,1020.0,0.6409495548961425
457,0.34,1030.0,0.6379821958456974
458,0.34,1040.0,0.6409495548961425
459,0.34,1050.0,0.6409495548961425
460,0.34,1060.0,0.6439169139465876
461,0.34,1070.0,0.6439169139465876
462,0.34,1080.0,0.6409495548961425
463,0.34,1090.0,0.6439169139465876
464,0.34,1100.0,0.6468842729970327
465,0.34,1110.0,0.6409495548961425
466,0.34,1120.0,0.6409495548961425
467,0.34,1130.0,0.6409495548961425
468,0.34,1140.0,0.6409495548961425
469,0.34,1150.0,0.6468842729970327
470,0.34,1160.0,0.6468842729970327
471,0.34,1170.0,0.6528189910979229
472,0.34,1180.0,0.6528189910979229
473,0.34,1190.0,0.6468842729970327
474,0.34,1200.0,0.6498516320474778
475,0.34,1210.0,0.6468842729970327
476,0.34,1220.0,0.6439169139465876
477,0.34,1230.0,0.6439169139465876
478,0.34,1240.0,0.6468842729970327
479,0.34,1250.0,0.6498516320474778
480,0.34,1260.0,0.6498516320474778
481,0.34,1270.0,0.6498516320474778
482,0.34,1280.0,0.6498516320474778
483,0.34,1290.0,0.6498516320474778
484,0.34,1300.0,0.6409495548961425
485,0.34,1310.0,0.6439169139465876
486,0.34,1320.0,0.6409495548961425
487,0.34,1330.0,0.6379821958456974
488,0.34,1340.0,0.6379821958456974
489,0.34,1350.0,0.6409495548961425
490,0.34,1360.0,0.6379821958456974
491,0.34,1370.0,0.6439169139465876
492,0.34,1380.0,0.6439169139465876
493,0.34,1390.0,0.6409495548961425
494,0.34,1400.0,0.6409495548961425
495,0.34,1410.0,0.6409495548961425
496,0.34,1420.0,0.6350148367952523
497,0.34,1430.0,0.6350148367952523
498,0.34,1440.0,0.6350148367952523
499,0.34,1450.0,0.6350148367952523
500,0.34,1460.0,0.6409495548961425
501,0.34,1470.0,0.6379821958456974
502,0.34,1480.0,0.6379821958456974
503,0.34,1490.0,0.6350148367952523
504,0.34,1500.0,0.6409495548961425
505,0.35,500.0,0.6311239193083573
506,0.35,510.0,0.6340057636887608
507,0.35,520.0,0.6340057636887608
508,0.35,530.0,0.6340057636887608
509,0.35,540.0,0.6368876080691642
510,0.35,550.0,0.6340057636887608
511,0.35,560.0,0.6340057636887608
512,0.35,570.0,0.6311239193083573
513,0.35,580.0,0.6340057636887608
514,0.35,590.0,0.6368876080691642
515,0.35,600.0,0.6397694524495677
516,0.35,610.0,0.6340057636887608
517,0.35,620.0,0.6340057636887608
518,0.35,630.0,0.6340057636887608
519,0.35,640.0,0.6282420749279539
520,0.35,650.0,0.6282420749279539
521,0.35,660.0,0.6253602305475504
522,0.35,670.0,0.6311239193083573
523,0.35,680.0,0.6340057636887608
524,0.35,690.0,0.6340057636887608
525,0.35,700.0,0.6282420749279539
526,0.35,710.0,0.6282420749279539
527,0.35,720.0,0.6253602305475504
528,0.35,730.0,0.6253602305475504
529,0.35,740.0,0.6311239193083573
530,0.35,750.0,0.6311239193083573
531,0.35,760.0,0.6311239193083573
532,0.35,770.0,0.6311239193083573
533,0.35,780.0,0.6282420749279539
534,0.35,790.0,0.6282420749279539
535,0.35,800.0,0.6253602305475504
536,0.35,810.0,0.6253602305475504
537,0.35,820.0,0.6282420749279539
538,0.35,830.0,0.6311239193083573
539,0.35,840.0,0.6311239193083573
540,0.35,850.0,0.6311239193083573
541,0.35,860.0,0.6282420749279539
542,0.35,870.0,0.6282420749279539
543,0.35,880.0,0.6282420749279539
544,0.35,890.0,0.6282420749279539
545,0.35,900.0,0.6311239193083573
546,0.35,910.0,0.6282420749279539
547,0.35,920.0,0.6282420749279539
548,0.35,930.0,0.6282420749279539
549,0.35,940.0,0.6282420749279539
550,0.35,950.0,0.6253602305475504
551,0.35,960.0,0.622478386167147
552,0.35,970.0,0.622478386167147
553,0.35,980.0,0.6253602305475504
554,0.35,990.0,0.622478386167147
555,0.35,1000.0,0.622478386167147
556,0.35,1010.0,0.6282420749279539
557,0.35,1020.0,0.6282420749279539
558,0.35,1030.0,0.6311239193083573
559,0.35,1040.0,0.6282420749279539
560,0.35,1050.0,0.6282420749279539
561,0.35,1060.0,0.6253602305475504
562,0.35,1070.0,0.6253602305475504
563,0.35,1080.0,0.6282420749279539
564,0.35,1090.0,0.6282420749279539
565,0.35,1100.0,0.6340057636887608
566,0.35,1110.0,0.6340057636887608
567,0.35,1120.0,0.6282420749279539
568,0.35,1130.0,0.6311239193083573
569,0.35,1140.0,0.6282420749279539
570,0.35,1150.0,0.6282420749279539
571,0.35,1160.0,0.6253602305475504
572,0.35,1170.0,0.6282420749279539
573,0.35,1180.0,0.6311239193083573
574,0.35,1190.0,0.6311239193083573
575,0.35,1200.0,0.6311239193083573
576,0.35,1210.0,0.6311239193083573
577,0.35,1220.0,0.6282420749279539
578,0.35,1230.0,0.6253602305475504
579,0.35,1240.0,0.6253602305475504
580,0.35,1250.0,0.6282420749279539
581,0.35,1260.0,0.6253602305475504
582,0.35,1270.0,0.6253602305475504
583,0.35,1280.0,0.6282420749279539
584,0.35,1290.0,0.6282420749279539
585,0.35,1300.0,0.6282420749279539
586,0.35,1310.0,0.6282420749279539
587,0.35,1320.0,0.6311239193083573
588,0.35,1330.0,0.6311239193083573
589,0.35,1340.0,0.6311239193083573
590,0.35,1350.0,0.6340057636887608
591,0.35,1360.0,0.6340057636887608
592,0.35,1370.0,0.6282420749279539
593,0.35,1380.0,0.6340057636887608
594,0.35,1390.0,0.6282420749279539
595,0.35,1400.0,0.6311239193083573
596,0.35,1410.0,0.6282420749279539
597,0.35,1420.0,0.6282420749279539
598,0.35,1430.0,0.6282420749279539
599,0.35,1440.0,0.6253602305475504
600,0.35,1450.0,0.6282420749279539
601,0.35,1460.0,0.6253602305475504
602,0.35,1470.0,0.6282420749279539
603,0.35,1480.0,0.6282420749279539
604,0.35,1490.0,0.6282420749279539
605,0.35,1500.0,0.6311239193083573
606,0.36,500.0,0.6302521008403361
607,0.36,510.0,0.6274509803921569
608,0.36,520.0,0.6274509803921569
609,0.36,530.0,0.6302521008403361
610,0.36,540.0,0.6358543417366946
611,0.36,550.0,0.6330532212885154
612,0.36,560.0,0.6358543417366946
613,0.36,570.0,0.6386554621848739
614,0.36,580.0,0.6358543417366946
615,0.36,590.0,0.6330532212885154
616,0.36,600.0,0.6274509803921569
617,0.36,610.0,0.6274509803921569
618,0.36,620.0,0.6274509803921569
619,0.36,630.0,0.6302521008403361
620,0.36,640.0,0.6330532212885154
621,0.36,650.0,0.6358543417366946
622,0.36,660.0,0.6330532212885154
623,0.36,670.0,0.6330532212885154
624,0.36,680.0,0.6330532212885154
625,0.36,690.0,0.6330532212885154
626,0.36,700.0,0.6274509803921569
627,0.36,710.0,0.6358543417366946
628,0.36,720.0,0.6330532212885154
629,0.36,730.0,0.6302521008403361
630,0.36,740.0,0.6274509803921569
631,0.36,750.0,0.6302521008403361
632,0.36,760.0,0.6302521008403361
633,0.36,770.0,0.6302521008403361
634,0.36,780.0,0.6302521008403361
635,0.36,790.0,0.6274509803921569
636,0.36,800.0,0.6246498599439776
637,0.36,810.0,0.6274509803921569
638,0.36,820.0,0.6302521008403361
639,0.36,830.0,0.6274509803921569
640,0.36,840.0,0.6274509803921569
641,0.36,850.0,0.6302521008403361
642,0.36,860.0,0.6274509803921569
643,0.36,870.0,0.6274509803921569
644,0.36,880.0,0.6274509803921569
645,0.36,890.0,0.6246498599439776
646,0.36,900.0,0.6274509803921569
647,0.36,910.0,0.6246498599439776
648,0.36,920.0,0.6274509803921569
649,0.36,930.0,0.6246498599439776
650,0.36,940.0,0.6218487394957983
651,0.36,950.0,0.6190476190476191
652,0.36,960.0,0.6190476190476191
653,0.36,970.0,0.6218487394957983
654,0.36,980.0,0.6190476190476191
655,0.36,990.0,0.6218487394957983
656,0.36,1000.0,0.6218487394957983
657,0.36,1010.0,0.6218487394957983
658,0.36,1020.0,0.6246498599439776
659,0.36,1030.0,0.6218487394957983
660,0.36,1040.0,0.6218487394957983
661,0.36,1050.0,0.6246498599439776
662,0.36,1060.0,0.6218487394957983
663,0.36,1070.0,0.6274509803921569
664,0.36,1080.0,0.6274509803921569
665,0.36,1090.0,0.6274509803921569
666,0.36,1100.0,0.6246498599439776
667,0.36,1110.0,0.6246498599439776
668,0.36,1120.0,0.6218487394957983
669,0.36,1130.0,0.6218487394957983
670,0.36,1140.0,0.6218487394957983
671,0.36,1150.0,0.6218487394957983
672,0.36,1160.0,0.6218487394957983
673,0.36,1170.0,0.6246498599439776
674,0.36,1180.0,0.6246498599439776
675,0.36,1190.0,0.6246498599439776
676,0.36,1200.0,0.6246498599439776
677,0.36,1210.0,0.6246498599439776
678,0.36,1220.0,0.6246498599439776
679,0.36,1230.0,0.6274509803921569
680,0.36,1240.0,0.6274509803921569
681,0.36,1250.0,0.6246498599439776
682,0.36,1260.0,0.6246498599439776
683,0.36,1270.0,0.6246498599439776
684,0.36,1280.0,0.6246498599439776
685,0.36,1290.0,0.6246498599439776
686,0.36,1300.0,0.6246498599439776
687,0.36,1310.0,0.6274509803921569
688,0.36,1320.0,0.6274509803921569
689,0.36,1330.0,0.6246498599439776
690,0.36,1340.0,0.6274509803921569
691,0.36,1350.0,0.6246498599439776
692,0.36,1360.0,0.6246498599439776
693,0.36,1370.0,0.6274509803921569
694,0.36,1380.0,0.6274509803921569
695,0.36,1390.0,0.6274509803921569
696,0.36,1400.0,0.6274509803921569
697,0.36,1410.0,0.6274509803921569
698,0.36,1420.0,0.6302521008403361
699,0.36,1430.0,0.6302521008403361
700,0.36,1440.0,0.6302521008403361
701,0.36,1450.0,0.6302521008403361
702,0.36,1460.0,0.6302521008403361
703,0.36,1470.0,0.6274509803921569
704,0.36,1480.0,0.6274509803921569
705,0.36,1490.0,0.6274509803921569
706,0.36,1500.0,0.6246498599439776
707,0.37,500.0,0.6376021798365122
708,0.37,510.0,0.6403269754768393
709,0.37,520.0,0.6403269754768393
710,0.37,530.0,0.6376021798365122
711,0.37,540.0,0.6348773841961853
712,0.37,550.0,0.6321525885558583
713,0.37,560.0,0.6321525885558583
714,0.37,570.0,0.6321525885558583
715,0.37,580.0,0.6321525885558583
