,Name,Team,Location,Opponent,Date,Result,Mins,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
18,Caris LeVert,IND,A,TOR,2021-05-16,W,21,126.5,106.3,20.3,33.3,6.0,35.3,0.0,4.2,2.1,5.9,56.3,66.6,20.0,108.79,15.4
19,Lonnie Walker IV,SAS,H,PHX,2021-05-16,L,27,108.5,122.0,-13.6,8.7,0.67,15.4,0.0,6.9,3.3,23.1,56.3,56.3,16.7,104.57,2.8
20,Garrison Mathews,WAS,H,CHA,2021-05-16,W,8,200.0,106.7,93.3,0.0,0.0,0.0,0.0,11.1,6.7,0.0,0.0,0.0,0.0,93.3,1.2
21,Austin Rivers,DEN,A,POR,2021-05-16,L,21,114.3,153.7,-39.4,18.8,0.0,37.5,0.0,14.3,5.1,0.0,40.0,40.0,10.6,96.93,5.9
22,Kelan Martin,IND,A,TOR,2021-05-16,W,18,135.1,123.7,11.5,6.7,1.0,7.1,0.0,21.1,11.1,7.1,50.0,54.7,31.7,101.12,11.2
23,Wenyen Gabriel,NOP,H,LAL,2021-05-16,L,20,104.9,86.0,18.8,0.0,0.0,0.0,0.0,15.4,9.1,0.0,25.0,41.0,11.1,100.34,-0.7
24,Bruno Fernando,ATL,H,HOU,2021-05-16,W,21,104.5,78.3,26.3,6.3,0.0,8.3,4.8,24.2,16.7,0.0,40.0,46.0,21.6,101.73,17.6
25,Mamadi Diakite,MIL,A,CHI,2021-05-16,L,38,95.3,105.7,-10.4,4.2,0.0,6.3,4.3,13.5,8.4,0.0,36.4,44.8,15.5,108.64,5.2
26,Jared Dudley,LAL,A,NOP,2021-05-16,W,5,50.0,66.7,-16.7,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,20.0,101.71,0.0
27,Gary Harris,ORL,A,PHI,2021-05-16,L,14,100.0,153.6,-53.6,33.3,2.0,25.0,0.0,0.0,0.0,12.5,60.0,64.3,18.2,96.23,6.5
28,Tre Jones,SAS,H,PHX,2021-05-16,L,18,141.0,125.0,16.0,35.0,0.0,50.0,0.0,0.0,0.0,0.0,60.0,66.6,15.9,104.56,11.0
29,Trey Burke,DAL,A,MIN,2021-05-16,L,10,123.8,119.0,4.8,12.5,0.0,20.0,0.0,14.3,5.9,0.0,25.0,25.0,16.7,100.3,1.8
30,Serge Ibaka,LAC,A,OKC,2021-05-16,L,19,115.4,121.1,-5.7,15.4,0.0,14.3,9.1,27.8,17.5,0.0,45.0,51.0,27.3,98.47,15.2
31,Mfiondu Kabengele,CLE,A,BKN,2021-05-16,L,18,107.5,94.9,12.6,7.7,1.0,12.5,15.8,35.0,25.6,12.5,60.0,68.0,15.2,103.7,19.7
32,Josh Jackson,DET,H,MIA,2021-05-16,L,24,110.6,124.5,-13.9,20.0,1.5,13.6,3.8,9.5,6.4,9.1,46.7,49.4,36.5,95.4,7.0
33,De'Andre Hunter,ATL,H,HOU,2021-05-16,W,24,126.5,108.0,18.5,5.3,0.5,5.6,0.0,7.1,4.3,11.1,36.4,48.2,30.4,98.73,1.4
34,James Johnson,NOP,H,LAL,2021-05-16,L,26,92.7,117.5,-24.8,20.0,1.5,17.6,4.2,11.1,7.8,11.8,36.4,32.5,23.3,104.0,-1.3
35,Alex Len,WAS,H,CHA,2021-05-16,W,5,72.7,130.0,-57.3,0.0,0.0,0.0,0.0,12.5,6.3,0.0,0.0,0.0,0.0,108.0,0.0
36,Vlatko Cancar,DEN,A,POR,2021-05-16,L,17,116.7,119.4,-2.8,0.0,0.0,0.0,0.0,9.5,4.5,0.0,40.0,40.0,11.6,100.27,2.6
37,Garrett Temple,CHI,H,MIL,2021-05-16,W,29,104.7,115.6,-10.9,14.3,1.5,30.0,4.0,6.1,5.2,20.0,70.0,70.0,10.1,107.29,5.9
38,Kyle Kuzma,LAL,A,NOP,2021-05-16,W,27,98.2,87.5,10.7,15.0,0.0,33.3,0.0,26.1,10.5,0.0,60.0,68.0,9.0,102.02,16.0
39,Max Strus,MIA,A,DET,2021-05-16,W,36,124.3,120.5,3.8,7.1,0.0,10.0,0.0,10.8,5.9,0.0,53.1,56.3,22.5,98.92,9.9
40,Mychal Mulder,GSW,H,MEM,2021-05-16,W,15,103.0,84.4,18.7,8.3,0.0,33.3,0.0,12.5,7.1,0.0,0.0,0.0,5.6,105.05,-2.1
41,Miles Bridges,CHA,A,WAS,2021-05-16,L,40,97.7,111.5,-13.8,0.0,0.0,0.0,2.0,7.0,4.3,13.6,38.9,44.0,21.8,105.59,3.4
42,Kyle Anderson,MEM,A,GSW,2021-05-16,L,29,98.4,116.7,-18.3,20.0,4.0,26.7,3.0,13.3,7.9,6.7,44.4,50.6,15.1,100.39,10.7
43,Rudy Gay,SAS,H,PHX,2021-05-16,L,20,109.3,106.7,2.6,18.8,0.0,23.1,0.0,28.6,15.4,0.0,55.6,60.7,22.2,105.69,15.9
44,Saddiq Bey,DET,H,MIA,2021-05-16,L,37,105.3,122.4,-17.0,18.2,2.0,14.8,2.6,13.8,7.5,7.4,42.9,47.4,27.4,99.11,8.3
45,Ivica Zubac,LAC,A,OKC,2021-05-16,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,100.0
46,Tyler Johnson,BKN,H,CLE,2021-05-16,W,23,97.9,108.2,-10.3,15.4,2.0,16.7,0.0,11.1,6.0,8.3,55.6,55.6,20.0,101.5,5.8
47,LaMelo Ball,CHA,A,WAS,2021-05-16,L,34,100.0,105.3,-5.3,27.8,5.0,18.5,4.8,13.9,9.0,3.7,38.1,41.7,25.6,108.98,11.3
48,Udoka Azubuike,UTA,A,SAC,2021-05-16,W,3,50.0,125.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.6,25.0,133.18,26.7
49,JaVale McGee,DEN,A,POR,2021-05-16,L,15,115.6,100.0,15.6,20.0,0.0,16.7,19.0,20.0,19.5,0.0,44.4,45.5,25.6,102.74,18.6
50,Ja Morant,MEM,A,GSW,2021-05-16,L,38,101.3,123.1,-21.8,36.0,2.25,25.7,2.3,6.1,3.9,11.4,35.7,36.6,27.7,99.24,5.2
51,Jahlil Okafor,DET,H,MIA,2021-05-16,L,24,97.9,117.0,-19.1,0.0,0.0,0.0,4.2,22.2,11.9,16.7,60.0,64.3,11.1,93.89,6.5
52,Blake Griffin,BKN,H,CLE,2021-05-16,W,22,159.1,104.5,54.5,8.7,1.0,15.4,0.0,4.3,2.9,15.4,50.0,50.7,24.4,96.59,3.0
53,Talen Horton-Tucker,LAL,A,NOP,2021-05-16,W,14,89.7,92.9,-3.2,12.5,1.0,11.1,0.0,7.7,3.1,11.1,41.7,43.6,23.5,97.95,5.7
54,Obi Toppin,NYK,H,BOS,2021-05-16,W,10,144.4,110.5,33.9,0.0,0.0,0.0,0.0,20.0,9.1,0.0,60.0,60.0,21.7,85.25,14.8
55,Patrick Patterson,LAC,A,OKC,2021-05-16,L,42,109.1,120.5,-11.4,11.1,0.0,26.7,5.2,7.9,6.3,0.0,45.5,45.5,10.3,100.33,6.7
56,Daniel Oturu,LAC,A,OKC,2021-05-16,L,37,110.4,114.5,-4.1,6.7,1.0,7.7,14.6,11.9,13.3,7.7,26.2,29.7,25.5,98.84,3.2
57,Russell Westbrook,WAS,H,CHA,2021-05-16,W,40,111.5,100.0,11.5,33.3,3.33,29.4,7.1,23.5,16.1,8.8,46.7,56.7,24.0,104.52,17.7
58,Jabari Parker,BOS,A,NYK,2021-05-16,L,27,113.5,100.0,13.5,11.8,0.0,13.3,3.7,23.1,13.2,0.0,65.0,71.2,21.3,91.9,21.1
59,Jalen Brunson,DAL,A,MIN,2021-05-16,L,27,132.7,130.4,2.4,14.3,1.5,17.6,0.0,0.0,0.0,11.8,58.3,60.3,20.9,100.03,6.4
60,Dario Saric,PHX,A,SAS,2021-05-16,W,27,122.6,103.3,19.3,14.8,4.0,23.5,8.0,6.7,7.3,5.9,54.2,54.2,19.4,109.88,9.1
61,Dāvis Bertāns,WAS,H,CHA,2021-05-16,W,27,98.3,106.6,-8.2,0.0,0.0,0.0,0.0,8.3,4.8,11.1,68.8,68.8,14.3,107.69,6.3
62,Robin Lopez,WAS,H,CHA,2021-05-16,W,27,136.5,94.3,42.2,5.6,0.5,7.1,18.2,6.5,11.3,14.3,81.8,81.8,22.4,95.03,16.3
63,JaMychal Green,DEN,A,POR,2021-05-16,L,21,128.6,153.7,-25.1,0.0,0.0,0.0,6.3,7.7,6.9,0.0,110.0,110.0,11.1,92.94,7.6
64,Nemanja Bjelica,MIA,A,DET,2021-05-16,W,38,120.8,103.9,16.9,21.4,3.0,27.3,7.7,10.0,9.1,9.1,76.9,75.6,19.5,97.43,15.3
65,Donta Hall,ORL,A,PHI,2021-05-16,L,25,110.3,105.4,5.0,14.3,1.0,14.3,15.0,21.2,18.9,14.3,66.7,73.5,18.8,109.05,17.1
66,Kevin Durant,BKN,H,CLE,2021-05-16,W,29,143.3,95.0,48.3,52.0,6.5,48.1,0.0,25.0,15.7,7.4,85.0,91.0,22.6,99.6,27.5
67,Sindarius Thornwell,ORL,A,PHI,2021-05-16,L,19,133.3,100.0,33.3,18.8,3.0,42.9,0.0,9.5,5.9,14.3,125.0,121.5,8.7,108.01,8.7
68,Damyean Dotson,CLE,A,BKN,2021-05-16,L,28,103.3,113.6,-10.3,17.6,0.75,18.8,0.0,3.7,1.8,25.0,94.4,94.4,18.8,101.71,10.8
69,Tim Hardaway Jr.,DAL,A,MIN,2021-05-16,L,24,134.0,172.9,-38.9,22.2,4.0,30.8,0.0,0.0,0.0,7.7,85.7,90.1,17.6,93.63,10.5
70,Rayjon Tucker,PHI,H,ORL,2021-05-16,W,18,92.3,122.5,-30.2,12.5,1.0,11.1,0.0,16.7,6.1,11.1,80.0,69.4,19.5,107.42,9.0
71,Zeke Nnaji,DEN,A,POR,2021-05-16,L,13,106.7,93.3,13.3,0.0,0.0,0.0,4.8,21.1,12.5,0.0,150.0,150.0,5.4,107.2,18.3
72,Tony Snell,ATL,H,HOU,2021-05-16,W,24,92.7,76.9,15.8,5.6,0.5,10.0,0.0,6.5,3.4,20.0,57.1,57.1,14.5,109.04,6.3
73,Keita Bates-Diop,SAS,H,PHX,2021-05-16,L,12,138.5,136.0,2.5,0.0,0.0,0.0,18.2,25.0,21.7,0.0,66.7,69.9,20.0,102.0,13.8
74,Bismack Biyombo,CHA,A,WAS,2021-05-16,L,5,36.4,118.2,-81.8,0.0,0.0,0.0,11.1,20.0,14.3,0.0,100.0,100.0,7.1,101.18,26.9
75,Timothe Luwawu-Cabarrot,BKN,H,CLE,2021-05-16,W,7,100.0,126.7,-26.7,33.3,0.0,25.0,0.0,0.0,0.0,0.0,116.7,116.7,18.8,97.8,24.7
76,Andre Drummond,LAL,A,NOP,2021-05-16,W,21,104.3,106.4,-2.1,0.0,0.0,0.0,18.5,44.4,28.9,13.3,54.5,52.8,26.3,107.26,14.5
77,Kristaps Porzingis,DAL,A,MIN,2021-05-16,L,26,117.5,142.1,-24.6,5.6,0.0,8.3,0.0,16.7,8.5,0.0,80.0,82.7,17.7,106.94,11.3
78,Juan Toscano-Anderson,GSW,H,MEM,2021-05-16,W,27,108.6,91.4,17.2,5.3,1.0,11.1,0.0,12.1,7.4,11.1,64.3,64.3,12.9,103.76,11.1
79,Nassir Little,POR,H,DEN,2021-05-16,W,6,93.3,131.3,-37.9,25.0,0.0,33.3,0.0,9.1,5.6,0.0,100.0,100.0,13.3,118.72,15.9
80,Tony Bradley,OKC,H,LAC,2021-05-16,W,14,135.7,103.4,32.3,7.7,0.0,16.7,13.3,31.3,22.6,0.0,80.0,80.0,14.7,96.91,23.4
81,Bruce Brown,BKN,H,CLE,2021-05-16,W,26,149.1,101.9,47.1,15.4,4.0,30.8,0.0,14.3,9.5,7.7,80.0,78.5,16.7,98.44,14.1
82,Chasson Randle,ORL,A,PHI,2021-05-16,L,25,110.3,105.4,5.0,21.4,1.5,23.1,0.0,6.1,3.8,15.4,64.3,69.8,15.6,109.05,9.9
83,Isaiah Roby,OKC,H,LAC,2021-05-16,W,12,122.2,92.6,29.6,0.0,0.0,0.0,0.0,31.3,18.5,0.0,62.5,62.5,27.6,106.96,19.0
84,Kira Lewis Jr.,NOP,H,LAL,2021-05-16,L,26,98.1,96.4,1.8,25.0,2.0,30.8,0.0,9.4,5.2,15.4,75.0,82.0,15.3,101.07,15.2
85,Jalen McDaniels,CHA,A,WAS,2021-05-16,L,28,107.9,107.9,0.0,10.0,1.0,15.4,3.0,10.0,6.3,15.4,64.3,74.2,15.5,108.87,8.9
86,Mikal Bridges,PHX,A,SAS,2021-05-16,W,5,145.5,66.7,78.8,25.0,0.0,25.0,0.0,12.5,8.3,0.0,116.7,116.7,25.0,102.54,39.0
87,Jeff Green,BKN,H,CLE,2021-05-16,W,22,93.6,119.1,-25.5,0.0,0.0,0.0,0.0,8.0,4.0,12.5,91.7,94.5,15.7,100.71,13.2
88,Rudy Gobert,UTA,A,SAC,2021-05-16,W,28,127.4,69.4,58.1,5.0,0.0,10.0,18.2,34.3,28.1,0.0,75.0,66.6,13.0,106.54,20.7
89,Draymond Green,GSW,H,MEM,2021-05-16,W,38,118.8,108.6,10.1,30.0,3.0,40.9,2.9,17.5,10.8,13.6,57.1,72.6,14.1,102.04,13.8
90,Monte Morris,DEN,A,POR,2021-05-16,L,18,122.9,155.9,-33.0,33.3,0.0,36.4,0.0,0.0,0.0,0.0,57.1,57.1,18.9,92.95,9.9
91,Moritz Wagner,ORL,A,PHI,2021-05-16,L,35,102.6,111.5,-8.9,5.0,1.0,10.0,0.0,9.8,5.4,10.0,90.0,91.6,10.6,107.41,9.7
92,Enes Freedom,POR,H,DEN,2021-05-16,W,22,140.5,110.0,30.5,0.0,0.0,0.0,17.4,47.8,32.6,12.5,100.0,97.2,15.7,88.85,25.1
93,Jakob Poeltl,SAS,H,PHX,2021-05-16,L,30,103.1,112.3,-9.2,0.0,0.0,0.0,8.6,21.9,14.9,0.0,57.1,55.5,19.7,103.66,12.8
94,Jaxson Hayes,NOP,H,LAL,2021-05-16,L,20,104.8,102.4,2.3,25.0,0.0,27.3,11.8,20.8,17.1,0.0,57.1,63.5,17.8,101.61,18.6
95,Derrick Favors,UTA,A,SAC,2021-05-16,W,17,105.6,131.4,-25.9,0.0,0.0,0.0,4.8,66.7,27.3,14.3,83.3,83.3,17.1,99.17,19.4
96,Jonas Valanciunas,MEM,A,GSW,2021-05-16,L,36,108.0,127.0,-19.0,5.0,1.0,5.0,16.2,32.3,23.5,5.0,80.0,82.2,21.8,100.73,22.0
97,Jordan Nwora,MIL,A,CHI,2021-05-16,L,36,103.8,115.0,-11.3,0.0,0.0,0.0,10.0,28.6,18.7,10.7,69.6,68.7,31.1,107.01,22.7
98,Miye Oni,UTA,A,SAC,2021-05-16,W,14,132.3,73.3,58.9,7.7,0.0,50.0,0.0,0.0,0.0,0.0,150.0,150.0,3.0,103.1,5.1
99,T.J. McConnell,IND,A,TOR,2021-05-16,W,40,120.5,106.9,13.6,48.6,8.5,58.6,2.6,8.0,5.7,6.9,60.0,60.0,12.4,105.97,15.5
100,Onyeka Okongwu,ATL,H,HOU,2021-05-16,W,33,128.2,102.8,25.4,12.0,3.0,16.7,18.2,23.1,20.8,5.6,76.9,73.3,18.5,104.32,19.1
101,Terance Mann,LAC,A,OKC,2021-05-16,L,23,135.4,98.0,37.4,5.6,0.0,9.1,0.0,8.7,3.9,0.0,93.8,93.1,16.9,101.31,19.9
102,Naz Reid,MIN,H,DAL,2021-05-16,W,17,116.2,116.7,-0.5,0.0,0.0,0.0,7.1,17.4,13.5,0.0,121.4,121.4,17.9,104.14,21.4
103,Lou Williams,ATL,H,HOU,2021-05-16,W,17,105.6,72.2,33.3,50.0,1.5,35.3,0.0,7.7,4.9,23.5,66.7,75.1,27.5,104.41,19.0
104,Alfonzo McKinnie,LAL,A,NOP,2021-05-16,W,2,75.0,66.7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,25.0,114.55,50.0
105,George Hill,PHI,H,ORL,2021-05-16,W,23,139.6,115.2,24.4,20.0,0.0,40.0,0.0,4.3,2.4,0.0,108.3,108.7,11.8,100.42,15.5
106,Tyler Cook,DET,H,MIA,2021-05-16,L,35,120.5,126.0,-5.5,3.4,0.0,11.1,5.6,22.6,13.4,0.0,75.0,75.0,9.8,99.69,11.1
107,Jusuf Nurkic,POR,H,DEN,2021-05-16,W,20,146.5,115.9,30.6,14.3,0.67,11.8,28.6,37.5,34.2,17.6,85.0,79.1,30.6,102.52,21.9
108,Jordan Clarkson,UTA,A,SAC,2021-05-16,W,32,128.4,107.7,20.7,16.7,1.0,11.1,3.2,3.3,3.3,11.1,70.0,74.3,32.4,97.93,16.3
109,Jordan McLaughlin,MIN,H,DAL,2021-05-16,W,11,150.0,145.0,5.0,37.5,0.0,50.0,0.0,0.0,0.0,0.0,116.7,116.7,15.8,86.72,17.9
110,Ryan Arcidiacono,CHI,H,MIL,2021-05-16,W,17,130.6,88.9,41.7,13.3,2.0,22.2,0.0,22.2,12.1,11.1,116.7,116.7,17.9,103.27,21.7
111,Lauri Markkanen,CHI,H,MIL,2021-05-16,W,25,101.9,118.2,-16.3,6.7,0.5,6.3,0.0,17.9,10.2,12.5,63.6,66.6,25.9,104.67,12.6
112,E'Twaun Moore,PHX,A,SAS,2021-05-16,W,21,115.6,138.6,-23.1,14.3,1.0,13.3,4.5,5.3,4.9,13.3,100.0,101.1,25.0,104.03,17.8
113,Dwight Powell,DAL,A,MIN,2021-05-16,L,28,128.6,152.7,-24.2,33.3,8.0,61.5,13.6,13.3,13.5,7.7,66.7,77.3,7.8,96.48,8.9
114,Quinndary Weatherspoon,SAS,H,PHX,2021-05-16,L,12,138.5,136.0,2.5,20.0,0.0,25.0,9.1,0.0,4.3,0.0,91.7,91.7,20.0,102.0,15.6
115,Terence Davis,SAC,H,UTA,2021-05-16,L,32,93.8,135.8,-42.0,5.6,0.5,5.6,3.2,6.9,5.0,11.1,64.3,67.2,24.3,99.62,10.3
116,Jaden McDaniels,MIN,H,DAL,2021-05-16,W,32,140.3,119.7,20.6,7.7,1.0,11.8,6.7,3.3,5.0,11.8,73.1,73.1,19.7,98.55,7.3
117,John Collins,ATL,H,HOU,2021-05-16,W,16,142.1,105.1,37.0,0.0,0.0,0.0,0.0,17.4,10.5,0.0,78.6,85.6,19.5,113.14,17.8
118,Isaac Okoro,CLE,A,BKN,2021-05-16,L,34,104.2,136.6,-32.5,0.0,0.0,0.0,2.6,7.7,4.6,13.6,43.8,46.1,26.8,99.91,0.9
119,Anthony Gill,WAS,H,CHA,2021-05-16,W,7,100.0,66.7,33.3,0.0,0.0,0.0,0.0,20.0,11.8,100.0,0.0,0.0,5.0,117.44,5.7
120,Tyrese Maxey,PHI,H,ORL,2021-05-16,W,35,127.4,106.9,20.5,26.1,6.0,21.4,0.0,22.6,10.9,3.6,65.8,70.8,27.5,99.81,20.7
121,Luke Kornet,BOS,A,NYK,2021-05-16,L,26,103.9,84.6,19.3,0.0,0.0,0.0,0.0,12.0,6.0,12.5,28.6,28.6,14.5,93.63,1.9
122,Devin Vassell,SAS,H,PHX,2021-05-16,L,26,126.8,114.3,12.5,7.4,1.0,15.4,0.0,6.7,3.6,15.4,27.8,27.8,17.7,103.32,-0.3
123,Reggie Jackson,LAC,A,OKC,2021-05-16,L,7,66.7,153.3,-86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,31.3,104.85,8.5
124,Jeremiah Martin,CLE,A,BKN,2021-05-16,L,12,137.5,100.0,37.5,11.1,0.0,16.7,7.7,0.0,4.0,0.0,40.0,40.0,17.2,96.0,7.0
125,Furkan Korkmaz,PHI,H,ORL,2021-05-16,W,19,136.6,90.2,46.3,21.1,2.0,26.7,5.3,0.0,2.4,13.3,33.3,33.3,23.4,105.37,-3.2
126,Anthony Edwards,MIN,H,DAL,2021-05-16,W,38,144.7,134.7,10.1,13.8,4.0,14.3,0.0,0.0,0.0,3.6,59.5,64.7,27.0,94.83,10.9
127,Michael Porter Jr.,DEN,A,POR,2021-05-16,L,15,102.9,145.5,-42.5,0.0,0.0,0.0,4.8,15.4,8.8,11.1,56.3,56.3,24.3,105.67,5.6
128,Gabe Vincent,MIA,A,DET,2021-05-16,W,37,114.9,112.3,2.5,34.5,3.33,40.0,0.0,15.4,8.6,12.0,62.5,62.5,18.5,96.04,13.4
129,Jarrell Brantley,UTA,A,SAC,2021-05-16,W,3,50.0,125.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.18,0.0
130,DeAndre' Bembry,TOR,H,IND,2021-05-16,L,42,108.6,118.9,-10.3,14.8,2.0,13.3,2.0,9.5,5.5,6.7,43.2,48.4,24.3,106.67,8.1
131,Justin Holiday,IND,A,TOR,2021-05-16,W,30,108.6,97.1,11.5,0.0,0.0,0.0,3.2,4.8,4.1,9.1,27.8,33.9,14.1,110.16,-0.4
132,Elfrid Payton,NYK,H,BOS,2021-05-16,W,14,96.3,88.9,7.4,12.5,0.5,14.3,0.0,28.6,14.8,28.6,0.0,0.0,21.4,93.8,-2.0
133,DeMar DeRozan,SAS,H,PHX,2021-05-16,L,25,100.0,105.4,-5.4,26.7,2.0,17.4,3.3,7.4,5.3,8.7,60.7,67.3,30.6,104.88,16.7
134,Jay Scrubb,LAC,A,OKC,2021-05-16,L,36,112.2,119.2,-7.0,3.7,1.0,5.3,4.3,13.2,8.3,5.3,41.2,41.2,20.0,97.68,5.8
135,D.J. Augustin,HOU,A,ATL,2021-05-16,L,22,100.0,128.6,-28.6,55.6,2.5,25.0,3.8,15.0,8.7,10.0,63.6,70.5,28.3,106.83,17.0
136,Jevon Carter,PHX,A,SAS,2021-05-16,W,43,122.0,115.2,6.8,23.7,4.5,27.3,6.4,15.2,10.8,6.1,43.2,43.2,23.1,103.26,10.4
137,Collin Sexton,CLE,A,BKN,2021-05-16,L,20,109.5,126.2,-16.7,45.5,5.0,26.3,0.0,15.4,5.6,5.3,50.0,60.6,28.0,100.55,16.9
138,Cam Reynolds,HOU,A,ATL,2021-05-16,L,31,77.3,110.4,-33.2,13.3,0.0,12.5,4.3,6.1,5.0,0.0,32.1,32.1,18.2,102.91,0.8
139,Aaron Gordon,DEN,A,POR,2021-05-16,L,12,103.8,146.2,-42.3,0.0,0.0,0.0,5.6,8.3,6.7,0.0,25.0,25.0,13.8,101.6,-0.8
140,Mike Conley,UTA,A,SAC,2021-05-16,W,22,134.0,71.4,62.6,47.4,9.0,45.0,5.3,20.0,13.6,5.0,55.0,55.0,20.4,105.53,20.2
141,Landry Shamet,BKN,H,CLE,2021-05-16,W,25,123.1,101.9,21.2,16.7,3.0,25.0,5.6,3.6,4.3,8.3,75.0,75.0,16.7,99.38,9.0
142,Brodric Thomas,CLE,A,BKN,2021-05-16,L,31,121.9,112.5,9.4,0.0,0.0,0.0,3.0,10.3,6.5,0.0,56.3,58.5,16.0,98.99,7.4
143,Cody Zeller,CHA,A,WAS,2021-05-16,L,30,112.9,118.0,-5.1,10.0,2.0,16.7,6.1,8.0,6.9,8.3,50.0,63.7,14.3,99.58,5.4
144,Harry Giles III,POR,H,DEN,2021-05-16,W,6,76.9,150.0,-73.1,25.0,0.0,25.0,0.0,25.0,13.3,0.0,33.3,33.3,23.1,118.18,12.3
145,Dennis Schroder,LAL,A,NOP,2021-05-16,W,29,110.2,111.9,-1.7,18.2,0.0,26.7,0.0,10.7,5.2,0.0,54.5,54.5,16.9,99.02,8.9
146,Chimezie Metu,SAC,H,UTA,2021-05-16,L,32,95.8,112.9,-17.1,0.0,0.0,0.0,3.0,21.9,12.3,0.0,40.0,40.0,13.3,106.19,5.1
147,Domantas Sabonis,IND,A,TOR,2021-05-16,W,39,117.0,109.3,7.7,18.5,0.83,17.2,7.9,28.3,19.0,20.7,69.4,69.4,25.0,106.39,17.1
148,Anthony Lamb,HOU,A,ATL,2021-05-16,L,42,92.3,118.9,-26.6,16.0,1.33,26.7,3.6,4.8,4.1,20.0,33.3,45.1,10.5,102.49,3.8
