,Name,S_Mins,S_GP,S_PPM,S_NETRTG,SIM
0,Stephen Curry,0.8708588845749121,0.7777777777777778,0.9999999999999999,1.0,0.9273890562066838
1,Russell Westbrook,0.8755376166214517,0.8888888888888887,0.8306432458733494,0.8262824401653686,0.8515356192404139
2,Kevin Durant,0.9345974610316568,0.6666666666666666,0.8214824902215859,0.8019311291549058,0.8219797507136013
3,LeBron James,0.9262842144731909,0.7407407407407408,0.7971207655201714,0.7602610498911557,0.8135092672067464
4,Kawhi Leonard,0.8420765586119916,0.8518518518518517,0.6617942752626593,0.8447095455080273,0.794243761150401
5,James Harden,0.997589587015909,0.9259259259259259,0.8295390876609362,0.42725897255421563,0.7802490062570897
6,Klay Thompson,0.8220907870387169,0.7777777777777778,0.647352152722706,0.868683896328915,0.7791119693784773
7,Paul George,0.9282476054129598,0.8518518518518517,0.7476049921148484,0.5900726785601392,0.7712380907333676
8,Draymond Green,0.9031598322936907,0.8518518518518517,0.39641120097671434,0.9457321640776943,0.7654982788174431
9,Kyle Lowry,0.9348545717499597,0.9259259259259259,0.5933910492165209,0.6119073449165381,0.7484536866152179
10,DeMar DeRozan,0.9564518720874176,0.9259259259259259,0.6695100024799537,0.5082904651357915,0.7468113456618247
11,Blake Griffin,0.897487814023247,0.7407407407407408,0.7202365063909817,0.5843894773734155,0.7351438959397831
12,Isaiah Thomas,0.8126256945154584,0.8518518518518517,0.6896429571557559,0.6235236604600649,0.7322344157654282
13,CJ McCollum,0.9122288285392897,0.9259259259259259,0.6284587173469142,0.5020853135864398,0.7213495569976636
14,Damian Lillard,0.9520189286683993,0.7037037037037036,0.7319439596677617,0.4789453369755063,0.7181205671561919
15,Reggie Jackson,0.7654337325481375,0.8888888888888887,0.6789414913674825,0.593690806683013,0.7139283785166195
16,Jimmy Butler,1.0,0.8148148148148148,0.5975171882261616,0.4773029627209372,0.7119360531247203
17,LaMarcus Aldridge,0.7057299655724854,0.8518518518518517,0.5392870723958928,0.793247643268146,0.7078725584997214
18,Chris Bosh,0.8355319221460953,0.8518518518518517,0.5750366009388425,0.609095012779103,0.7026952397043802
19,Andre Drummond,0.9020048964467677,0.8888888888888887,0.5155027620692467,0.5742774320969138,0.7010468502205983
20,DeMarcus Cousins,0.8019797525309338,0.5555555555555555,0.8466004027679738,0.535604247766644,0.6995979921865785
21,Anthony Davis,0.9490813648293963,0.7407407407407408,0.6905430719769248,0.43060137972690393,0.6984350744906365
22,Serge Ibaka,0.7950770859524912,0.8888888888888887,0.3784876606328198,0.8071264651944557,0.6979590539453684
23,Chris Paul,0.7943007124109487,0.7407407407407408,0.5592638759539643,0.7024885981078594,0.6944903591238105
24,Carmelo Anthony,0.8737089681971573,0.8518518518518517,0.6702268949335051,0.4280569602209627,0.6894268913884245
25,Kevin Love,0.8035124641677853,0.7777777777777778,0.5086915804939128,0.7004876135459962,0.6885325115344749
26,JJ Redick,0.6107623643818718,0.7777777777777778,0.6167781986623544,0.7814917928498974,0.6875140057238643
27,Brandon Knight,0.9310187577904112,0.9999999999999999,0.5582777596742334,0.36493777426724977,0.6810952111987106
28,Paul Millsap,0.8422947131608549,0.9259259259259259,0.5576220107877633,0.49507625144568185,0.6802174892625246
29,John Wall,0.9167604049493814,0.8148148148148148,0.563167746957808,0.46812457069519514,0.6766524522354415
30,Kemba Walker,0.9107952415039029,0.8518518518518517,0.5554850319951873,0.45626357730916556,0.67566359403052
31,Marcus Morris Sr.,0.9602329120624629,0.8888888888888887,0.343351458009708,0.5891252796679494,0.6734708525110001
32,Kentavious Caldwell-Pope,0.9962284126248926,0.8888888888888887,0.31840514777213613,0.5655506444515982,0.6699846036828678
33,Gordon Hayward,0.9145106861642296,0.8148148148148148,0.5378459978661746,0.46800674124913416,0.668945597813916
34,Andrew Wiggins,0.9020690595493746,0.8518518518518517,0.6116787600431516,0.38379348841489225,0.6687045529509537
35,Dirk Nowitzki,0.7253638749701743,0.8518518518518517,0.588129814429952,0.5739073555392609,0.6658821797303517
36,Eric Bledsoe,0.8685365942160457,0.7777777777777778,0.6272671248721022,0.43164649370307834,0.664806975893558
37,Marc Gasol,0.9009159569339549,0.9259259259259259,0.45219090222442004,0.45955911956330536,0.6573031418553121
38,Tony Parker,0.6045126712102165,0.8888888888888887,0.44012581432179165,0.7800118140412271,0.6545276667145504
39,Brook Lopez,0.8606196952653644,0.8518518518518517,0.6083270546500191,0.3601852642269437,0.6496639661585033
40,Dwyane Wade,0.7086614173228347,0.8148148148148148,0.6525758887588484,0.48184654244065067,0.6474361156164941
41,Khris Middleton,0.9050297284268038,0.9259259259259259,0.44116472246808924,0.417670414027743,0.6437201651812449
42,Jae Crowder,0.7908102396291372,0.8518518518518517,0.3875711876653709,0.6262415016712899,0.6428422707843693
43,Nicolas Batum,0.892920642984143,0.7777777777777778,0.4484550010982433,0.507083806396407,0.6428212137165974
44,Al Horford,0.7703037120359955,0.9259259259259259,0.47925603093726576,0.507322907015723,0.6417767820247117
45,Avery Bradley,0.7628723828876229,0.7777777777777778,0.45316125993730394,0.6240486119201051,0.640489560904034
46,DeAndre Jordan,0.8196689699501849,0.9259259259259259,0.29075416418052685,0.6351695084348794,0.6386343966252006
47,Pau Gasol,0.7640335280670563,0.7777777777777778,0.5262390033182189,0.5370422448118839,0.6369359460415426
48,Monta Ellis,0.8213518764699868,0.8518518518518517,0.3560882761746875,0.5827454031429248,0.630473868583104
49,Will Barton,0.7209384541218062,0.9259259259259259,0.5608891296044153,0.42819384769576396,0.6287337428568971
50,Nikola Vucevic,0.7350048985812259,0.7777777777777778,0.5656816776771411,0.4854638764441355,0.6254785426688632
51,Tobias Harris,0.8024879243035798,0.8888888888888887,0.40610238258754283,0.5116586039698494,0.6254692801896372
52,Manu Ginobili,0.35126643652302075,0.7037037037037036,0.5067978959874618,0.9684494377583062,0.6244907771692573
53,Evan Fournier,0.7866075564083901,0.8888888888888887,0.4232701635922187,0.49448788936044,0.6210484279388252
54,Wesley Matthews,0.780652418447694,0.8148148148148148,0.3717755506565191,0.5894458020549657,0.6192659774170826
55,Greg Monroe,0.7362716024133347,0.8518518518518517,0.5052316878586868,0.4663207302802031,0.6158999079425913
56,Patty Mills,0.3846376345813917,0.9259259259259259,0.36278860670598356,0.9144196012531423,0.6153248706182218
57,Mike Conley,0.7919010123734533,0.9259259259259259,0.46052691143416113,0.4047682404790675,0.6140307101709042
58,Rudy Gay,0.8383468195507819,0.7777777777777778,0.5268766318084716,0.3791938171926342,0.6138628064136087
59,Andre Iguodala,0.6664621467771075,0.8518518518518517,0.18944761395744536,0.8388938329352318,0.612275889126979
60,Ryan Anderson,0.7617112377081896,0.7777777777777778,0.5476231837277156,0.4213430680825345,0.6100385679159658
61,Karl-Anthony Towns,0.6807384371071263,0.8888888888888887,0.573921667941683,0.404084957631725,0.6083507091127487
62,Eric Gordon,0.8497119678222043,0.8518518518518517,0.4422496154282788,0.38795991896013887,0.6081337070041786
63,Goran Dragic,0.7964004499437571,0.8148148148148148,0.3146772838277533,0.5761073611766656,0.6040442958716868
64,Harrison Barnes,0.7241447760206445,0.2592592592592592,0.4185464371331735,0.8662000846444008,0.601919188998282
65,Omri Casspi,0.7210348706411698,0.8148148148148148,0.3914829862244006,0.5652942039359844,0.6014354680342106
66,Kristaps Porzingis,0.6232363811666399,0.9259259259259259,0.464901506868757,0.5183257527496397,0.5999101577962795
67,Jeff Teague,0.7052868391451068,0.8148148148148148,0.527687127899648,0.4375872252544464,0.5994173096343888
68,Tim Duncan,0.5796516814708506,0.7037037037037036,0.2642178279514916,0.8774136974017772,0.5952016036771577
69,George Hill,0.8950881139857518,0.7407407407407408,0.2967578886052423,0.5066600278479352,0.5949730673610576
70,Danilo Gallinari,0.8800279275435399,0.7037037037037036,0.5217914174955867,0.3069964408267634,0.5917315048437838
71,Dwight Howard,0.8080369264186806,0.7037037037037036,0.3922298766280864,0.5070831528584169,0.5913235155047206
72,Hassan Whiteside,0.6893683744077446,0.8518518518518517,0.39801074371629064,0.5230347541151918,0.5887874166621403
73,Kyle Korver,0.761359375532604,0.8518518518518517,0.22787622361269744,0.6145662419950761,0.5869470680062939
74,Derrick Favors,0.815436531971965,0.5925925925925926,0.5154498584420614,0.4200171495392126,0.585112596398096
75,Matthew Dellavedova,0.6503187101612298,0.7407407407407408,0.22786670769160683,0.7773077043903844,0.5830011412465854
76,Giannis Antetokounmpo,0.8540750587994683,0.8518518518518517,0.43626715793368687,0.29493245706677096,0.5817903397632016
77,Victor Oladipo,0.6704161979752532,0.8148148148148148,0.4007027618453888,0.5360548124176919,0.5817744777174473
78,Rodney Hood,0.7338437534017925,0.7777777777777778,0.38577958623092723,0.5090182998644577,0.5816385896600478
79,Al-Farouq Aminu,0.7039120109986254,0.9629629629629629,0.3065393706635771,0.49636932142524265,0.5782873179148944
80,Enes Freedom,0.37477668232647393,0.8888888888888887,0.6043938617532614,0.571437069677708,0.5782524524958217
81,Deron Williams,0.786758798007392,0.6666666666666666,0.42898281245038083,0.4624073021413758,0.5770847806734297
82,Trevor Ariza,0.869185469463376,0.8888888888888887,0.2600926271847309,0.41543007020387096,0.5766104397738006
83,Thaddeus Young,0.8126256945154584,0.8518518518518517,0.4738272606508245,0.27593599548030306,0.5754204801521886
84,CJ Miles,0.6363490278000965,0.6666666666666666,0.5263908851479218,0.5055847852906589,0.5743503743430984
85,Jeremy Lin,0.5677999927428428,0.7777777777777778,0.44121780315002745,0.5895765519800047,0.5732754268246169
86,Dion Waiters,0.6108648183682923,0.8888888888888887,0.2952622727584282,0.6240370772594375,0.5725623602008139
87,Danny Green,0.5810702233649365,0.9259259259259259,0.19130667059363649,0.7264631421344592,0.5699549211570051
88,Boris Diaw,0.3373292624136269,0.9259259259259259,0.295193823704147,0.8630044603491769,0.5690329448777457
89,Derrick Rose,0.8185643461234013,0.6296296296296297,0.40976266381690174,0.4423654716594665,0.5688982962674914
90,Rajon Rondo,0.9032620922384702,0.8148148148148148,0.2766391673244421,0.37326908961969835,0.5667435249669378
91,Zaza Pachulia,0.6680341427909746,0.8888888888888887,0.32467284915521943,0.5092986071944187,0.5647248917608038
92,Jeremy Lamb,0.43082114735658045,0.8148148148148148,0.49459738929507424,0.6082180499354616,0.5613066277111918
93,Marcin Gortat,0.7658353050696249,0.7037037037037036,0.4005375268521143,0.42870820535323395,0.5600753331526453
94,Festus Ezeli,0.34075740532433446,0.7407407407407408,0.4066461626962873,0.8235856807971709,0.5594808964765079
95,Dennis Schroder,0.4068582336298872,0.8518518518518517,0.4867863386417356,0.6097510562352892,0.5590006721566461
96,Jamal Crawford,0.5399325084364455,0.9259259259259259,0.45047611174750135,0.46613275594535775,0.5581817941337676
97,Elfrid Payton,0.6976774961953285,0.8888888888888887,0.3197889686550788,0.4601808274731756,0.5579451630300639
98,Arron Afflalo,0.7625713452485108,0.6296296296296297,0.408840494993262,0.4597651337008703,0.5578998133029245
99,Bradley Beal,0.9570568384834248,0.2592592592592592,0.5487975414169547,0.34320635208154926,0.5574330148460812
100,Jordan Hill,0.4791125247275126,0.7037037037037036,0.3920831268743339,0.7110621941286162,0.5565062115060898
101,Alec Burks,0.6170657239273662,0.6666666666666666,0.5315534226986828,0.4544010688658668,0.5561739599785832
102,Kent Bazemore,0.6755155605549306,0.7407407407407408,0.4196524852715432,0.4637789872723253,0.5561291464347213
103,Luis Scola,0.5162783223525631,0.9259259259259259,0.3969455042785993,0.5312088314326797,0.5548115342722139
104,Marvin Williams,0.7068207383168015,0.8518518518518517,0.23815252971901346,0.5395359587248909,0.553743957003952
105,Otto Porter Jr.,0.7968659090027541,0.7037037037037036,0.331596183118268,0.44211503791748197,0.553255078971828
106,Jordan Clarkson,0.7951733306064015,0.8518518518518517,0.4398241483586315,0.24239430485496785,0.5517629353854557
107,Tristan Thompson,0.6200515258173374,0.7777777777777778,0.16668827974400197,0.7324347274671283,0.5511702450262568
108,Evan Turner,0.5999250093738284,0.8518518518518517,0.3048620870188201,0.5594840289730527,0.5481110187823424
109,Joe Johnson,0.8878890138732658,0.8518518518518517,0.23442248969239138,0.3346836196605555,0.5460858648535181
110,Jarrett Jack,0.795275590551181,0.8148148148148148,0.3566091329748602,0.3219246970763602,0.5446547331787795
111,Jared Sullinger,0.5331833520809899,0.8148148148148148,0.334556929860343,0.6060403309321998,0.5446467150275777
112,Ersan Ilyasova,0.6320386422285451,0.8888888888888887,0.3507744392850547,0.4470079138956655,0.5446335103889121
113,Cory Joseph,0.5759280089988752,0.9259259259259259,0.2582852104221038,0.5682548375432114,0.543131386966144
114,Allen Crabbe,0.5659292588426448,0.9629629629629629,0.40022370170376453,0.4142261977681716,0.5430944212864472
115,Gerald Green,0.5999250093738284,0.6296296296296297,0.40210153114178904,0.5749221516282792,0.5428062748689401
116,Trey Burke,0.5028121484814398,0.8148148148148148,0.49630573837864345,0.4599099905239283,0.5405405369829943
117,Nikola Mirotic,0.4926884139482565,0.8148148148148148,0.41755600743884325,0.5454195145853877,0.5396042399567867
118,Mason Plumlee,0.6029246344206975,0.9629629629629629,0.28192876017508517,0.4827549874402739,0.5395398885555913
119,Raymond Felton,0.6320386422285451,0.8888888888888887,0.278984881692857,0.4993813051772763,0.539229344099132
120,Darren Collison,0.6826289570946489,0.6666666666666666,0.4555349124920185,0.40305559373607797,0.5389727506248307
121,Zach Randolph,0.6755155605549306,0.7407407407407408,0.44192257812500746,0.37398549540023185,0.5373351337078696
122,Courtney Lee,0.6952273822914994,0.9259259259259259,0.27686435233325934,0.4094343030802715,0.5373025249390112
123,Steven Adams,0.49017402236485147,0.8888888888888887,0.16794615738087515,0.7405177043645924,0.5359542110773721
124,Zach LaVine,0.5166413021901675,0.8888888888888887,0.5765190847945826,0.30273324333975793,0.5351903937736546
125,Ricky Rubio,0.7443355294873855,0.6666666666666666,0.2467101959330235,0.534217634744546,0.5345316352459124
126,JR Smith,0.7159105111861017,0.6296296296296297,0.2852355821149275,0.5445165187551281,0.534098315911186
127,Jeff Green,0.6921420536718623,0.9259259259259259,0.31447364497680885,0.3588605057687898,0.5328353213406377
128,T.J. Warren,0.45594300712410957,0.9629629629629629,0.4986680379351873,0.37681225369153226,0.5294683737078697
129,Kobe Bryant,0.734804701136496,0.7037037037037036,0.5854517755225133,0.15722331837286646,0.5273429873949831
130,David West,0.2272858749799132,0.9259259259259259,0.3121047076122997,0.7944114652005294,0.5240193477467577
131,Tyreke Evans,0.8158980127484063,0.18518518518518523,0.44319190849027057,0.5086345032253574,0.5225721870313784
132,Jonas Valanciunas,0.5839270091238595,0.2962962962962963,0.42672647511709727,0.6897431123537155,0.5221659416077393
133,Mario Chalmers,0.3453318335208099,0.8148148148148148,0.4509265151877718,0.5965358785495847,0.5221055043646341
134,Michael Carter-Williams,0.7283089613798275,0.7407407407407408,0.3460496354698941,0.3561457579310622,0.520379267636207
135,Kelly Olynyk,0.3453318335208099,0.8148148148148148,0.46187382102767827,0.5767990514945243,0.5196590876264162
136,Rodney Stuckey,0.5463602763940221,0.6666666666666666,0.3641306843753731,0.5573716477329861,0.5185550926998294
137,Lou Williams,0.6708252377543718,0.8518518518518517,0.4827258321513095,0.20254113244388133,0.5180012185428504
138,DeMarre Carroll,0.7903359906098695,0.4814814814814815,0.30778043768277474,0.4693831209436862,0.5157318189818898
139,Luol Deng,0.7479065116860393,0.6296296296296297,0.2598663875616212,0.4677291006071762,0.5145702788484852
140,Jrue Holiday,0.49460484106153396,0.6296296296296297,0.5546577885269665,0.42252709713975484,0.51353702949492
141,Jahlil Okafor,0.7592800899887515,0.8148148148148148,0.5715735271657396,0.020913273265380727,0.5106862289446421
142,Jared Dudley,0.6316629776116696,0.7777777777777778,0.21231114068384377,0.5207479287177312,0.5081809697520197
143,Jon Leuer,0.39495063117110357,0.9629629629629629,0.3999802187651289,0.4489368440647493,0.5050987303858289
144,Kenneth Faried,0.613084654740738,0.7777777777777778,0.4493902345591644,0.2811052193028143,0.5022964635610895
145,Amir Johnson,0.48303639464421794,0.7777777777777778,0.24213153653210168,0.6139229863745728,0.501046972051665
146,Nikola Jokic,0.3032348229198624,0.8518518518518517,0.4642685441801577,0.5270586600609177,0.5008753197820166
147,Marco Belinelli,0.5573848723455024,0.8518518518518517,0.41118818549922675,0.3240126947919941,0.5003252567061102
148,Mirza Teletovic,0.27434408536770744,0.9999999999999999,0.5230981400685292,0.4032848092975234,0.4992023580008965
149,Lance Thomas,0.408291820665274,0.9259259259259259,0.37508674581492585,0.456692678892864,0.4979309410732805
150,J.J. Barea,0.4370882211152178,0.6666666666666666,0.44269484747395826,0.5096037224465717,0.49671265683828314
151,Andre Roberson,0.44176296144800103,0.8518518518518517,0.1079317842151602,0.7273164063384947,0.4959903261960164
152,Marcus Thornton,0.3624374539389474,0.7037037037037036,0.5525897430288823,0.4478292920188638,0.49543950054574076
153,Clint Capela,0.4044200357308277,0.8888888888888887,0.3167932099493391,0.5284711066315166,0.4944954780600852
154,Aaron Brooks,0.2489688788901388,0.5185185185185185,0.5409586683883816,0.6791625035149036,0.49445228635972516
155,Rudy Gobert,0.8716053350474049,0.14814814814814814,0.17693304798045995,0.632436626026024,0.49231582196444346
156,D'Angelo Russell,0.630435481279126,0.9259259259259259,0.38456742576942304,0.20386737264468735,0.4920300056257286
157,Patrick Patterson,0.46074240719910015,0.9259259259259259,0.15988456992968775,0.5963179771536506,0.49149412338638987
158,Andrew Bogut,0.38487496755213296,0.5925925925925926,0.17976704005284005,0.842212773201192,0.4893523584354937
159,Jabari Parker,0.5684806640549243,0.7037037037037036,0.37616285589288134,0.39500862735988845,0.4889809587784193
160,Tony Snell,0.4451443569553806,0.7407407407407408,0.17343923175066783,0.6965636076391282,0.4882715252049631
161,Kevin Martin,0.5399325084364455,0.5925925925925926,0.47038914077022687,0.38962713964493173,0.4874301906748076
162,Ian Mahinmi,0.5016147175151493,0.7777777777777778,0.26790585623354074,0.520351236961988,0.48734765398113866
163,Bojan Bogdanovic,0.6315574189589939,0.8518518518518517,0.30106765326445845,0.30938301942133134,0.4862478077300203
164,Langston Galloway,0.5173067652257755,0.9259259259259259,0.24014531746977003,0.43777920368164885,0.4854504858194301
165,P.J. Tucker,0.638190496458213,0.9999999999999999,0.12968390715229494,0.380925014188738,0.4847491712874567
166,Lavoy Allen,0.4105736782902138,0.8148148148148148,0.15192602698342494,0.6952379197795271,0.4845147500842423
167,Terrence Ross,0.46918273146891126,0.7037037037037036,0.2901682788015768,0.5618087701070048,0.48383391664951325
168,Ish Smith,0.4971878515185602,0.8148148148148148,0.3585036701362152,0.3988724001427247,0.4836314026780819
169,Justise Winslow,0.6131233595800525,0.7407407407407408,0.09498654202954127,0.5887560437632023,0.48318324368431714
170,Meyers Leonard,0.5113843528179669,0.7037037037037036,0.31371092532261957,0.4916799965157604,0.4826135625571276
171,Matt Barnes,0.5617479633227667,0.8518518518518517,0.2669884573725959,0.3981408649829343,0.4820364000693481
172,Gorgui Dieng,0.5198173757692055,0.8888888888888887,0.29951381434354957,0.3850563356418103,0.48188786133502065
173,Cody Zeller,0.4923255560796836,0.7777777777777778,0.31220297148458676,0.46260622314962685,0.4810191722820347
174,Ramon Sessions,0.4128233970753656,0.8148148148148148,0.4446640825893974,0.38669106445291757,0.48074080589053214
175,Jose Calderon,0.6057528523220312,0.9259259259259259,0.19464763719630068,0.37691796252395626,0.48046474692954794
176,Isaiah Canaan,0.5959255093113363,0.9629629629629629,0.3629472779827496,0.1923636437170943,0.4793163621870007
177,Channing Frye,0.3040999185446646,0.7037037037037036,0.2537031271366424,0.7466491322267501,0.479183633962187
178,Mo Williams,0.5183352080989876,0.5555555555555555,0.43960951344573074,0.43354469225140924,0.4789645535065888
179,Gary Harris,0.7137038904619681,0.7037037037037036,0.29603416060575216,0.29297564248839125,0.4786997558175621
180,Patrick Beverley,0.5476458299855376,0.6666666666666666,0.28750773863426754,0.4822276943417856,0.4766711181909761
181,Julius Randle,0.5960431416661154,0.8888888888888887,0.39100365438435025,0.19585986309673897,0.4759090201293052
182,Frank Kaminsky,0.3633295838020248,0.8148148148148148,0.29400037617130886,0.5655676409170897,0.4748176100256123
183,Jerryd Bayless,0.7355602288844327,0.4814814814814815,0.3484972661462701,0.3357792441240247,0.47463233684251027
184,Robin Lopez,0.5080507793668649,0.9259259259259259,0.2447617670799792,0.3955341286698012,0.472400935685244
185,Garrett Temple,0.4451443569553806,0.7407407407407408,0.2429994898416144,0.5599955942253287,0.469621033306769
186,Al Jefferson,0.5494050085844533,0.33333333333333337,0.48790104066205575,0.4460134120325903,0.46785725005601597
187,O.J. Mayo,0.6419197600299962,0.5185185185185185,0.2983885910909436,0.43058165954700833,0.46711994185813444
188,Taj Gibson,0.5185601799775028,0.8148148148148148,0.22556620229189495,0.4425178852577672,0.46472709890617203
189,Chandler Parsons,0.5186018414364872,0.6296296296296297,0.30717958515153737,0.46150668648107,0.46218408035978686
190,Jameer Nelson,0.6355455568053994,0.8148148148148148,0.23690111959090265,0.3047460720043293,0.46209642608262014
191,Ben McLemore,0.40903977911851935,0.8518518518518517,0.29208343666473774,0.45212998640708946,0.4615443634985353
192,Anthony Morrow,0.19235095613048375,0.8148148148148148,0.32446841078292166,0.6493335622680994,0.4590236763999632
193,Doug McDermott,0.4052396676221924,0.7777777777777778,0.35509190609760444,0.42667415475097586,0.4587165944243651
194,Derrick Williams,0.16303844372394632,0.8888888888888887,0.5436417746472871,0.4056176948190872,0.4562562525046392
195,Ed Davis,0.40726337779206184,0.9259259259259259,0.23599245390791423,0.4360398264449301,0.45318173596144334
196,Aaron Gordon,0.31632409585165494,0.8518518518518517,0.31427235580491386,0.48400667892023197,0.45078676023276504
197,Jerami Grant,0.5779277590301215,0.9629629629629629,0.2945807811871804,0.1754849229281819,0.4505804027977152
198,Wesley Johnson,0.23551341796561148,0.9259259259259259,0.3074997921474224,0.5256868658707704,0.45023263225993665
199,Thabo Sefolosha,0.5097427337711817,0.7777777777777778,0.21411392755025493,0.4310346537275809,0.4497780826886432
200,Shaun Livingston,0.40291737726332605,0.7777777777777778,0.2125851716047859,0.5224683889007674,0.44506857767900476
