,Date,Team,Name
0,02/02/2023,LAC,Reggie Jackson
1,02/02/2023,LAC,Kawhi Leonard
2,02/02/2023,LAC,Paul George
3,02/02/2023,LAC,Robert Covington
4,02/02/2023,LAC,Nicolas Batum
5,02/02/2023,LAC,Terance Mann
6,02/02/2023,LAC,Marcus Morris Sr.
7,02/02/2023,LAC,Norman Powell
8,02/02/2023,LAC,Ivica Zubac
9,02/02/2023,LAC,Brandon Boston Jr.
10,02/02/2023,LAC,Moses Brown
11,02/02/2023,LAC,Amir Coffey
12,02/02/2023,LAC,Moussa Diabate
13,02/02/2023,LAC,Luke Kennard
14,02/02/2023,LAC,Jason Preston
16,02/02/2023,LAC,John Wall
17,02/02/2023,CLE,Cedi Osman
18,02/02/2023,CLE,Evan Mobley
19,02/02/2023,CLE,Isaac Okoro
20,02/02/2023,CLE,Jarrett Allen
21,02/02/2023,CLE,Darius Garland
22,02/02/2023,CLE,Raul Neto
23,02/02/2023,CLE,Donovan Mitchell
24,02/02/2023,CLE,Ricky Rubio
25,02/02/2023,CLE,Lamar Stevens
26,02/02/2023,CLE,Dean Wade
27,02/02/2023,CLE,Robin Lopez
28,02/02/2023,CLE,Kevin Love
29,02/02/2023,CLE,Mamadi Diakite
30,02/02/2023,CLE,Caris LeVert
31,02/02/2023,CLE,Isaiah Mobley
32,02/02/2023,CLE,Dylan Windler
33,02/02/2023,CHI,Nikola Vucevic
34,02/02/2023,CHI,Patrick Williams
35,02/02/2023,CHI,Zach LaVine
36,02/02/2023,CHI,DeMar DeRozan
37,02/02/2023,CHI,Goran Dragic
38,02/02/2023,CHI,Derrick Jones Jr.
39,02/02/2023,CHI,Ayo Dosunmu
40,02/02/2023,CHI,Andre Drummond
41,02/02/2023,CHI,Alex Caruso
42,02/02/2023,CHI,Coby White
43,02/02/2023,CHI,Tony Bradley
44,02/02/2023,CHI,Dalen Terry
45,02/02/2023,CHI,Lonzo Ball
46,02/02/2023,CHI,Javonte Green
47,02/02/2023,CHI,Malcolm Hill
48,02/02/2023,CHI,Carlik Jones
49,02/02/2023,CHI,Marko Simonovic
51,02/02/2023,NOP,Trey Murphy III
52,02/02/2023,NOP,Brandon Ingram
53,02/02/2023,NOP,CJ McCollum
54,02/02/2023,NOP,Herbert Jones
55,02/02/2023,NOP,Jonas Valanciunas
56,02/02/2023,NOP,Kira Lewis Jr.
57,02/02/2023,NOP,Naji Marshall
58,02/02/2023,NOP,Larry Nance Jr.
59,02/02/2023,NOP,Jose Alvarado
60,02/02/2023,NOP,Devonte' Graham
61,02/02/2023,NOP,Jaxson Hayes
62,02/02/2023,NOP,Willy Hernangomez
63,02/02/2023,NOP,Garrett Temple
64,02/02/2023,NOP,Dyson Daniels
65,02/02/2023,NOP,E.J. Liddell
66,02/02/2023,NOP,Dereon Seabron
67,02/02/2023,NOP,Zion Williamson
68,02/02/2023,CHA,LaMelo Ball
69,02/02/2023,CHA,Terry Rozier
70,02/02/2023,CHA,Jalen McDaniels
71,02/02/2023,CHA,Mason Plumlee
72,02/02/2023,CHA,Gordon Hayward
73,02/02/2023,CHA,Dennis Smith Jr.
74,02/02/2023,CHA,P.J. Washington
75,02/02/2023,CHA,JT Thor
76,02/02/2023,CHA,Mark Williams
77,02/02/2023,CHA,Bryce McGowens
78,02/02/2023,CHA,Nick Richards
79,02/02/2023,CHA,James Bouknight
80,02/02/2023,CHA,Kai Jones
81,02/02/2023,CHA,Theo Maledon
82,02/02/2023,CHA,Cody Martin
83,02/02/2023,CHA,Kelly Oubre Jr.
84,02/02/2023,DAL,Tim Hardaway Jr.
85,02/02/2023,DAL,Dwight Powell
86,02/02/2023,DAL,Spencer Dinwiddie
87,02/02/2023,DAL,Josh Green
88,02/02/2023,DAL,Luka Doncic
89,02/02/2023,DAL,Davis Bertans
90,02/02/2023,DAL,Frank Ntilikina
91,02/02/2023,DAL,Dorian Finney-Smith
92,02/02/2023,DAL,Jaden Hardy
93,02/02/2023,DAL,Reggie Bullock
94,02/02/2023,DAL,JaVale McGee
95,02/02/2023,DAL,Theo Pinson
96,02/02/2023,DAL,Chris Silva
97,02/02/2023,DAL,McKinley Wright IV
98,02/02/2023,DAL,Maxi Kleber
99,02/02/2023,DAL,Christian Wood
100,02/02/2023,MEM,Brandon Clarke
101,02/02/2023,MEM,Tyus Jones
102,02/02/2023,MEM,Ja Morant
103,02/02/2023,MEM,Ziaire Williams
104,02/02/2023,MEM,Santi Aldama
105,02/02/2023,MEM,Desmond Bane
106,02/02/2023,MEM,John Konchar
107,02/02/2023,MEM,Jake LaRavia
108,02/02/2023,MEM,Xavier Tillman
109,02/02/2023,MEM,David Roddy
110,02/02/2023,MEM,Dillon Brooks
111,02/02/2023,MEM,Steven Adams
112,02/02/2023,MEM,Kennedy Chandler
113,02/02/2023,MEM,Danny Green
114,02/02/2023,MEM,Jaren Jackson Jr.
115,02/02/2023,MEM,Kenneth Lofton Jr.
116,02/02/2023,MEM,Vince Williams Jr.
118,02/02/2023,NYK,Evan Fournier
119,02/02/2023,NYK,Julius Randle
120,02/02/2023,NYK,RJ Barrett
121,02/02/2023,NYK,Jericho Sims
122,02/02/2023,NYK,Immanuel Quickley
123,02/02/2023,NYK,Quentin Grimes
124,02/02/2023,NYK,Obi Toppin
125,02/02/2023,NYK,Miles McBride
126,02/02/2023,NYK,Isaiah Hartenstein
127,02/02/2023,NYK,Svi Mykhailiuk
128,02/02/2023,NYK,Cam Reddish
129,02/02/2023,NYK,Derrick Rose
130,02/02/2023,NYK,Ryan Arcidiacono
131,02/02/2023,NYK,Jalen Brunson
134,02/02/2023,NYK,DaQuan Jeffries
135,02/02/2023,NYK,Trevor Keels
136,02/02/2023,NYK,Mitchell Robinson
137,02/02/2023,DEN,Jamal Murray
138,02/02/2023,DEN,Nikola Jokic
139,02/02/2023,DEN,Peyton Watson
140,02/02/2023,DEN,Ish Smith
141,02/02/2023,DEN,Christian Braun
142,02/02/2023,DEN,Vlatko Cancar
143,02/02/2023,DEN,Davon Reed
144,02/02/2023,DEN,Jeff Green
145,02/02/2023,DEN,Zeke Nnaji
146,02/02/2023,DEN,Michael Porter Jr.
147,02/02/2023,DEN,Bruce Brown
148,02/02/2023,DEN,Kentavious Caldwell-Pope
149,02/02/2023,DEN,Bones Hyland
150,02/02/2023,DEN,DeAndre Jordan
151,02/02/2023,DEN,Collin Gillespie
