,Date,Team,Name
0,04/04/2023,POR,Justin Minaya
1,04/04/2023,POR,Shaedon Sharpe
2,04/04/2023,POR,John Butler Jr.
3,04/04/2023,POR,Drew Eubanks
4,04/04/2023,POR,Shaquille Harrison
5,04/04/2023,POR,Skylar Mays
6,04/04/2023,POR,Jabari Walker
7,04/04/2023,POR,Kevin Knox II
8,04/04/2023,POR,Jeenathan Williams
9,04/04/2023,POR,Cam Reddish
10,04/04/2023,POR,Trendon Watford
11,04/04/2023,POR,Ibou Badji
13,04/04/2023,POR,Jerami Grant
14,04/04/2023,POR,Keon Johnson
16,04/04/2023,POR,Damian Lillard
17,04/04/2023,POR,Nassir Little
18,04/04/2023,POR,Jusuf Nurkic
20,04/04/2023,POR,Anfernee Simons
21,04/04/2023,POR,Matisse Thybulle
23,04/04/2023,POR,Justise Winslow
24,04/04/2023,SAC,Domantas Sabonis
25,04/04/2023,SAC,Keegan Murray
26,04/04/2023,SAC,De'Aaron Fox
27,04/04/2023,SAC,Malik Monk
28,04/04/2023,SAC,Terence Davis
29,04/04/2023,SAC,Trey Lyles
30,04/04/2023,SAC,PJ Dozier
31,04/04/2023,SAC,Keon Ellis
32,04/04/2023,SAC,Chimezie Metu
33,04/04/2023,SAC,Kevin Huerter
34,04/04/2023,SAC,Harrison Barnes
35,04/04/2023,SAC,Alex Len
36,04/04/2023,SAC,Richaun Holmes
37,04/04/2023,SAC,Davion Mitchell
38,04/04/2023,SAC,Kessler Edwards
39,04/04/2023,SAC,Matthew Dellavedova
41,04/04/2023,CLE,Ricky Rubio
42,04/04/2023,CLE,Dean Wade
43,04/04/2023,CLE,Darius Garland
44,04/04/2023,CLE,Evan Mobley
45,04/04/2023,CLE,Caris LeVert
46,04/04/2023,CLE,Donovan Mitchell
47,04/04/2023,CLE,Cedi Osman
48,04/04/2023,CLE,Jarrett Allen
49,04/04/2023,CLE,Lamar Stevens
50,04/04/2023,CLE,Mamadi Diakite
51,04/04/2023,CLE,Danny Green
52,04/04/2023,CLE,Robin Lopez
53,04/04/2023,CLE,Sam Merrill
54,04/04/2023,CLE,Isaiah Mobley
55,04/04/2023,CLE,Raul Neto
56,04/04/2023,CLE,Isaac Okoro
57,04/04/2023,CLE,Dylan Windler
58,04/04/2023,CHI,Andre Drummond
59,04/04/2023,CHI,Nikola Vucevic
60,04/04/2023,CHI,Zach LaVine
61,04/04/2023,CHI,Patrick Williams
62,04/04/2023,CHI,DeMar DeRozan
63,04/04/2023,CHI,Dalen Terry
64,04/04/2023,CHI,Marko Simonovic
65,04/04/2023,CHI,Ayo Dosunmu
66,04/04/2023,CHI,Coby White
67,04/04/2023,CHI,Derrick Jones Jr.
68,04/04/2023,CHI,Patrick Beverley
69,04/04/2023,CHI,Alex Caruso
70,04/04/2023,CHI,Javonte Green
71,04/04/2023,CHI,Carlik Jones
72,04/04/2023,CHI,Terry Taylor
73,04/04/2023,CHI,Lonzo Ball
76,04/04/2023,CHI,Justin Lewis
77,04/04/2023,NOP,Naji Marshall
78,04/04/2023,NOP,Herbert Jones
79,04/04/2023,NOP,CJ McCollum
80,04/04/2023,NOP,Brandon Ingram
81,04/04/2023,NOP,Trey Murphy III
82,04/04/2023,NOP,Josh Richardson
83,04/04/2023,NOP,Jonas Valanciunas
84,04/04/2023,NOP,Garrett Temple
85,04/04/2023,NOP,Jaxson Hayes
86,04/04/2023,NOP,Larry Nance Jr.
87,04/04/2023,NOP,Kira Lewis Jr.
88,04/04/2023,NOP,Dyson Daniels
89,04/04/2023,NOP,Willy Hernangomez
90,04/04/2023,NOP,Dereon Seabron
91,04/04/2023,NOP,Jose Alvarado
92,04/04/2023,NOP,E.J. Liddell
93,04/04/2023,NOP,Zion Williamson
94,04/04/2023,SAS,Dominick Barlow
95,04/04/2023,SAS,Tre Jones
96,04/04/2023,SAS,Julian Champagnie
97,04/04/2023,SAS,Malaki Branham
98,04/04/2023,SAS,Doug McDermott
99,04/04/2023,SAS,Keita Bates-Diop
100,04/04/2023,SAS,Sandro Mamukelashvili
101,04/04/2023,SAS,Gorgui Dieng
102,04/04/2023,SAS,Blake Wesley
103,04/04/2023,SAS,Devonte' Graham
104,04/04/2023,SAS,Zach Collins
105,04/04/2023,SAS,Romeo Langford
106,04/04/2023,SAS,Charles Bassey
107,04/04/2023,SAS,Khem Birch
109,04/04/2023,SAS,Keldon Johnson
111,04/04/2023,SAS,Jeremy Sochan
112,04/04/2023,SAS,Devin Vassell
113,04/04/2023,TOR,O.G. Anunoby
114,04/04/2023,TOR,Precious Achiuwa
115,04/04/2023,TOR,Fred VanVleet
116,04/04/2023,TOR,Jakob Poeltl
117,04/04/2023,TOR,Pascal Siakam
118,04/04/2023,TOR,Will Barton
119,04/04/2023,TOR,Ron Harper Jr.
120,04/04/2023,TOR,Malachi Flynn
121,04/04/2023,TOR,Chris Boucher
122,04/04/2023,TOR,Christian Koloko
123,04/04/2023,TOR,Joe Wieskamp
124,04/04/2023,TOR,Dalano Banton
125,04/04/2023,TOR,Scottie Barnes
126,04/04/2023,TOR,Jeff Dowtin Jr.
127,04/04/2023,TOR,Thaddeus Young
132,04/04/2023,TOR,Otto Porter Jr.
133,04/04/2023,TOR,Gary Trent Jr.
134,04/04/2023,OKC,Aaron Wiggins
135,04/04/2023,OKC,Jaylin Williams
136,04/04/2023,OKC,Josh Giddey
137,04/04/2023,OKC,Shai Gilgeous-Alexander
138,04/04/2023,OKC,Jalen Williams
139,04/04/2023,OKC,Jared Butler
140,04/04/2023,OKC,Isaiah Joe
141,04/04/2023,OKC,Luguentz Dort
142,04/04/2023,OKC,Olivier Sarr
143,04/04/2023,OKC,Dario Saric
144,04/04/2023,OKC,Tre Mann
145,04/04/2023,OKC,Ousmane Dieng
146,04/04/2023,OKC,Jeremiah Robinson-Earl
147,04/04/2023,OKC,Lindy Waters III
148,04/04/2023,OKC,Chet Holmgren
149,04/04/2023,OKC,Aleksej Pokusevski
150,04/04/2023,OKC,Kenrich Williams
151,04/04/2023,ATL,Bogdan Bogdanovic
152,04/04/2023,ATL,Dejounte Murray
153,04/04/2023,ATL,Clint Capela
154,04/04/2023,ATL,John Collins
