,Date,Team,Name
0,11/02/2022,POR,Jerami Grant
1,11/02/2022,POR,Shaedon Sharpe
2,11/02/2022,POR,Drew Eubanks
3,11/02/2022,POR,Jusuf Nurkic
4,11/02/2022,POR,Josh Hart
5,11/02/2022,POR,Anfernee Simons
6,11/02/2022,POR,Keon Johnson
7,11/02/2022,POR,Justise Winslow
8,11/02/2022,POR,Nassir Little
9,11/02/2022,POR,Greg Brown III
10,11/02/2022,POR,Jabari Walker
11,11/02/2022,POR,Damian Lillard
14,11/02/2022,POR,Gary Payton II
15,11/02/2022,POR,Olivier Sarr
16,11/02/2022,POR,Trendon Watford
17,11/02/2022,SAC,Richaun Holmes
18,11/02/2022,SAC,Trey Lyles
19,11/02/2022,SAC,Matthew Dellavedova
20,11/02/2022,SAC,Terence Davis
21,11/02/2022,SAC,Kevin Huerter
22,11/02/2022,SAC,Malik Monk
23,11/02/2022,SAC,Domantas Sabonis
24,11/02/2022,SAC,Keegan Murray
25,11/02/2022,SAC,Harrison Barnes
26,11/02/2022,SAC,Davion Mitchell
27,11/02/2022,SAC,Alex Len
28,11/02/2022,SAC,Chimezie Metu
29,11/02/2022,SAC,KZ Okpala
30,11/02/2022,SAC,De'Aaron Fox
32,11/02/2022,LAC,Marcus Morris Sr.
33,11/02/2022,LAC,Terance Mann
34,11/02/2022,LAC,Paul George
35,11/02/2022,LAC,Reggie Jackson
36,11/02/2022,LAC,Amir Coffey
37,11/02/2022,LAC,Ivica Zubac
38,11/02/2022,LAC,Nicolas Batum
39,11/02/2022,LAC,Luke Kennard
40,11/02/2022,LAC,Moses Brown
41,11/02/2022,LAC,Norman Powell
42,11/02/2022,LAC,John Wall
43,11/02/2022,LAC,Brandon Boston Jr.
44,11/02/2022,LAC,Robert Covington
45,11/02/2022,LAC,Moussa Diabate
46,11/02/2022,LAC,Kawhi Leonard
47,11/02/2022,LAC,Jason Preston
48,11/02/2022,CLE,Kevin Love
49,11/02/2022,CLE,Caris LeVert
50,11/02/2022,CLE,Donovan Mitchell
51,11/02/2022,CLE,Darius Garland
52,11/02/2022,CLE,Isaac Okoro
53,11/02/2022,CLE,Jarrett Allen
54,11/02/2022,CLE,Robin Lopez
55,11/02/2022,CLE,Evan Mobley
56,11/02/2022,CLE,Cedi Osman
57,11/02/2022,CLE,Dean Wade
58,11/02/2022,CLE,Mamadi Diakite
59,11/02/2022,CLE,Lamar Stevens
60,11/02/2022,CLE,Dylan Windler
62,11/02/2022,CLE,Isaiah Mobley
63,11/02/2022,CLE,Raul Neto
64,11/02/2022,CLE,Ricky Rubio
66,11/02/2022,CHI,Patrick Williams
67,11/02/2022,CHI,Zach LaVine
68,11/02/2022,CHI,Goran Dragic
69,11/02/2022,CHI,Nikola Vucevic
70,11/02/2022,CHI,DeMar DeRozan
71,11/02/2022,CHI,Javonte Green
72,11/02/2022,CHI,Dalen Terry
73,11/02/2022,CHI,Ayo Dosunmu
74,11/02/2022,CHI,Derrick Jones Jr.
75,11/02/2022,CHI,Alex Caruso
76,11/02/2022,CHI,Tony Bradley
77,11/02/2022,CHI,Malcolm Hill
78,11/02/2022,CHI,Marko Simonovic
79,11/02/2022,CHI,Kostas Antetokounmpo
80,11/02/2022,CHI,Lonzo Ball
81,11/02/2022,CHI,Andre Drummond
83,11/02/2022,CHI,Coby White
84,11/02/2022,NOP,Zion Williamson
85,11/02/2022,NOP,Jose Alvarado
86,11/02/2022,NOP,Naji Marshall
87,11/02/2022,NOP,Larry Nance Jr.
88,11/02/2022,NOP,Dyson Daniels
89,11/02/2022,NOP,CJ McCollum
90,11/02/2022,NOP,Jaxson Hayes
91,11/02/2022,NOP,Devonte' Graham
92,11/02/2022,NOP,Jonas Valanciunas
93,11/02/2022,NOP,Trey Murphy III
94,11/02/2022,NOP,Willy Hernangomez
95,11/02/2022,NOP,Dereon Seabron
96,11/02/2022,NOP,Garrett Temple
98,11/02/2022,NOP,Brandon Ingram
99,11/02/2022,NOP,Herbert Jones
100,11/02/2022,NOP,Kira Lewis Jr.
101,11/02/2022,NOP,E.J. Liddell
102,11/02/2022,SAS,Tre Jones
103,11/02/2022,SAS,Romeo Langford
104,11/02/2022,SAS,Jordan Hall
105,11/02/2022,SAS,Malaki Branham
106,11/02/2022,SAS,Gorgui Dieng
107,11/02/2022,SAS,Charles Bassey
108,11/02/2022,SAS,Zach Collins
109,11/02/2022,SAS,Josh Richardson
110,11/02/2022,SAS,Dominick Barlow
111,11/02/2022,SAS,Jeremy Sochan
112,11/02/2022,SAS,Doug McDermott
113,11/02/2022,SAS,Keita Bates-Diop
114,11/02/2022,SAS,Jakob Poeltl
115,11/02/2022,SAS,Keldon Johnson
116,11/02/2022,SAS,Isaiah Roby
118,11/02/2022,SAS,Devin Vassell
119,11/02/2022,SAS,Blake Wesley
120,11/02/2022,TOR,Thaddeus Young
121,11/02/2022,TOR,Gary Trent Jr.
122,11/02/2022,TOR,Otto Porter Jr.
123,11/02/2022,TOR,O.G. Anunoby
124,11/02/2022,TOR,Chris Boucher
125,11/02/2022,TOR,Scottie Barnes
126,11/02/2022,TOR,Christian Koloko
127,11/02/2022,TOR,Dalano Banton
128,11/02/2022,TOR,Jeff Dowtin Jr.
129,11/02/2022,TOR,Juancho Hernangomez
130,11/02/2022,TOR,Pascal Siakam
131,11/02/2022,TOR,Precious Achiuwa
132,11/02/2022,TOR,Malachi Flynn
133,11/02/2022,TOR,Khem Birch
134,11/02/2022,TOR,Justin Champagnie
