,Date,Team,Name
0,12/02/2022,CLE,Robin Lopez
1,12/02/2022,CLE,Darius Garland
2,12/02/2022,CLE,Mamadi Diakite
3,12/02/2022,CLE,Caris LeVert
4,12/02/2022,CLE,Dean Wade
5,12/02/2022,CLE,Evan Mobley
6,12/02/2022,CLE,Cedi Osman
7,12/02/2022,CLE,Isaac Okoro
8,12/02/2022,CLE,Lamar Stevens
9,12/02/2022,CLE,Kevin Love
10,12/02/2022,CLE,Donovan Mitchell
11,12/02/2022,CLE,Raul Neto
12,12/02/2022,CLE,Jarrett Allen
14,12/02/2022,CLE,Isaiah Mobley
15,12/02/2022,CLE,Ricky Rubio
17,12/02/2022,CLE,Dylan Windler
18,12/02/2022,CHI,Coby White
19,12/02/2022,CHI,Derrick Jones Jr.
20,12/02/2022,CHI,Andre Drummond
21,12/02/2022,CHI,DeMar DeRozan
22,12/02/2022,CHI,Patrick Williams
23,12/02/2022,CHI,Nikola Vucevic
24,12/02/2022,CHI,Alex Caruso
25,12/02/2022,CHI,Goran Dragic
26,12/02/2022,CHI,Javonte Green
27,12/02/2022,CHI,Zach LaVine
28,12/02/2022,CHI,Ayo Dosunmu
29,12/02/2022,CHI,Tony Bradley
30,12/02/2022,CHI,Dalen Terry
31,12/02/2022,CHI,Kostas Antetokounmpo
32,12/02/2022,CHI,Lonzo Ball
34,12/02/2022,CHI,Malcolm Hill
35,12/02/2022,CHI,Marko Simonovic
36,12/02/2022,NOP,Jose Alvarado
37,12/02/2022,NOP,Larry Nance Jr.
38,12/02/2022,NOP,Garrett Temple
39,12/02/2022,NOP,CJ McCollum
40,12/02/2022,NOP,Trey Murphy III
41,12/02/2022,NOP,Zion Williamson
42,12/02/2022,NOP,Dyson Daniels
43,12/02/2022,NOP,Naji Marshall
44,12/02/2022,NOP,Devonte' Graham
45,12/02/2022,NOP,Jonas Valanciunas
46,12/02/2022,NOP,Jaxson Hayes
47,12/02/2022,NOP,Willy Hernangomez
48,12/02/2022,NOP,Brandon Ingram
49,12/02/2022,NOP,Herbert Jones
50,12/02/2022,NOP,Kira Lewis Jr.
51,12/02/2022,NOP,E.J. Liddell
54,12/02/2022,NOP,Dereon Seabron
55,12/02/2022,SAS,Malaki Branham
56,12/02/2022,SAS,Zach Collins
57,12/02/2022,SAS,Alize Johnson
58,12/02/2022,SAS,Romeo Langford
59,12/02/2022,SAS,Charles Bassey
60,12/02/2022,SAS,Tre Jones
61,12/02/2022,SAS,Keldon Johnson
62,12/02/2022,SAS,Devin Vassell
63,12/02/2022,SAS,Keita Bates-Diop
64,12/02/2022,SAS,Isaiah Roby
65,12/02/2022,SAS,Gorgui Dieng
66,12/02/2022,SAS,Dominick Barlow
69,12/02/2022,SAS,Doug McDermott
70,12/02/2022,SAS,Jakob Poeltl
71,12/02/2022,SAS,Josh Richardson
72,12/02/2022,SAS,Jeremy Sochan
73,12/02/2022,SAS,Blake Wesley
74,12/02/2022,TOR,O.G. Anunoby
75,12/02/2022,TOR,Thaddeus Young
76,12/02/2022,TOR,Chris Boucher
77,12/02/2022,TOR,Khem Birch
78,12/02/2022,TOR,Scottie Barnes
79,12/02/2022,TOR,Juancho Hernangomez
80,12/02/2022,TOR,Pascal Siakam
81,12/02/2022,TOR,Gary Trent Jr.
82,12/02/2022,TOR,Fred VanVleet
83,12/02/2022,TOR,Christian Koloko
84,12/02/2022,TOR,Dalano Banton
85,12/02/2022,TOR,Malachi Flynn
86,12/02/2022,TOR,Precious Achiuwa
87,12/02/2022,TOR,Justin Champagnie
88,12/02/2022,TOR,Jeff Dowtin Jr.
89,12/02/2022,TOR,Ron Harper Jr.
90,12/02/2022,TOR,Otto Porter Jr.
91,12/02/2022,ATL,Aaron Holiday
92,12/02/2022,ATL,Jalen Johnson
93,12/02/2022,ATL,Jarrett Culver
94,12/02/2022,ATL,Bogdan Bogdanovic
95,12/02/2022,ATL,Vit Krejci
96,12/02/2022,ATL,Dejounte Murray
97,12/02/2022,ATL,Clint Capela
98,12/02/2022,ATL,Onyeka Okongwu
99,12/02/2022,ATL,AJ Griffin
100,12/02/2022,ATL,Frank Kaminsky
101,12/02/2022,ATL,Tyrese Martin
102,12/02/2022,ATL,Trae Young
105,12/02/2022,ATL,John Collins
106,12/02/2022,ATL,Trent Forrest
107,12/02/2022,ATL,Justin Holiday
108,12/02/2022,ATL,De'Andre Hunter
112,12/02/2022,CHA,Kai Jones
113,12/02/2022,CHA,Mason Plumlee
114,12/02/2022,CHA,Jalen McDaniels
115,12/02/2022,CHA,Terry Rozier
116,12/02/2022,CHA,Bryce McGowens
117,12/02/2022,CHA,P.J. Washington
118,12/02/2022,CHA,Nick Richards
119,12/02/2022,CHA,Theo Maledon
120,12/02/2022,CHA,Kelly Oubre Jr.
121,12/02/2022,CHA,James Bouknight
122,12/02/2022,CHA,Dennis Smith Jr.
123,12/02/2022,CHA,LaMelo Ball
124,12/02/2022,CHA,Gordon Hayward
125,12/02/2022,CHA,Cody Martin
127,12/02/2022,CHA,JT Thor
128,12/02/2022,CHA,Mark Williams
129,12/02/2022,MEM,Santi Aldama
130,12/02/2022,MEM,Dillon Brooks
131,12/02/2022,MEM,Jaren Jackson Jr.
132,12/02/2022,MEM,David Roddy
133,12/02/2022,MEM,Steven Adams
134,12/02/2022,MEM,Tyus Jones
135,12/02/2022,MEM,Ja Morant
136,12/02/2022,MEM,John Konchar
137,12/02/2022,MEM,Brandon Clarke
138,12/02/2022,MEM,Kennedy Chandler
139,12/02/2022,MEM,Kenneth Lofton Jr.
140,12/02/2022,MEM,Xavier Tillman
141,12/02/2022,MEM,Desmond Bane
142,12/02/2022,MEM,Danny Green
143,12/02/2022,MEM,Jake LaRavia
144,12/02/2022,MEM,Vince Williams Jr.
145,12/02/2022,MEM,Ziaire Williams
146,12/02/2022,PHX,Jock Landale
147,12/02/2022,PHX,Devin Booker
148,12/02/2022,PHX,Dario Saric
149,12/02/2022,PHX,Cameron Payne
150,12/02/2022,PHX,Ish Wainright
151,12/02/2022,PHX,Landry Shamet
152,12/02/2022,PHX,Bismack Biyombo
153,12/02/2022,PHX,Damion Lee
154,12/02/2022,PHX,Deandre Ayton
155,12/02/2022,PHX,Mikal Bridges
156,12/02/2022,PHX,Josh Okogie
157,12/02/2022,PHX,Duane Washington Jr.
158,12/02/2022,PHX,Torrey Craig
159,12/02/2022,PHX,Jae Crowder
160,12/02/2022,PHX,Cameron Johnson
161,12/02/2022,PHX,Chris Paul
162,12/02/2022,ORL,Paolo Banchero
163,12/02/2022,ORL,Terrence Ross
164,12/02/2022,ORL,Kevon Harris
165,12/02/2022,ORL,Caleb Houstan
166,12/02/2022,ORL,Moritz Wagner
167,12/02/2022,ORL,Bol Bol
168,12/02/2022,ORL,Franz Wagner
169,12/02/2022,ORL,Markelle Fultz
170,12/02/2022,ORL,Cole Anthony
171,12/02/2022,ORL,R.J. Hampton
172,12/02/2022,ORL,Admiral Schofield
173,12/02/2022,ORL,Mo Bamba
174,12/02/2022,ORL,Wendell Carter Jr.
175,12/02/2022,ORL,Gary Harris
176,12/02/2022,ORL,Jonathan Isaac
177,12/02/2022,ORL,Chuma Okeke
178,12/02/2022,ORL,Jalen Suggs
179,12/02/2022,DEN,Davon Reed
180,12/02/2022,DEN,Jamal Murray
181,12/02/2022,DEN,Bruce Brown
182,12/02/2022,DEN,Nikola Jokic
183,12/02/2022,DEN,Ish Smith
184,12/02/2022,DEN,Aaron Gordon
185,12/02/2022,DEN,Bones Hyland
186,12/02/2022,DEN,DeAndre Jordan
187,12/02/2022,DEN,Kentavious Caldwell-Pope
188,12/02/2022,DEN,Vlatko Cancar
189,12/02/2022,DEN,Christian Braun
190,12/02/2022,DEN,Zeke Nnaji
191,12/02/2022,DEN,Jack White
192,12/02/2022,DEN,Collin Gillespie
193,12/02/2022,DEN,Jeff Green
195,12/02/2022,DEN,Michael Porter Jr.
196,12/02/2022,DEN,Peyton Watson
197,12/02/2022,MIA,Dewayne Dedmon
198,12/02/2022,MIA,Max Strus
199,12/02/2022,MIA,Gabe Vincent
200,12/02/2022,MIA,Kyle Lowry
201,12/02/2022,MIA,Udonis Haslem
202,12/02/2022,MIA,Jimmy Butler
203,12/02/2022,MIA,Tyler Herro
204,12/02/2022,MIA,Caleb Martin
205,12/02/2022,MIA,Bam Adebayo
206,12/02/2022,MIA,Haywood Highsmith
207,12/02/2022,MIA,Nikola Jovic
208,12/02/2022,MIA,Duncan Robinson
209,12/02/2022,MIA,Dru Smith
211,12/02/2022,MIA,Jamal Cain
216,12/02/2022,MIA,Victor Oladipo
220,12/02/2022,MIA,Omer Yurtseven
221,12/02/2022,LAL,Wenyen Gabriel
222,12/02/2022,LAL,Thomas Bryant
223,12/02/2022,LAL,Kendrick Nunn
224,12/02/2022,LAL,Russell Westbrook
225,12/02/2022,LAL,Austin Reaves
226,12/02/2022,LAL,LeBron James
227,12/02/2022,LAL,Anthony Davis
228,12/02/2022,LAL,Patrick Beverley
229,12/02/2022,LAL,Lonnie Walker IV
230,12/02/2022,LAL,Troy Brown Jr.
231,12/02/2022,LAL,Max Christie
232,12/02/2022,LAL,Damian Jones
233,12/02/2022,LAL,Juan Toscano-Anderson
237,12/02/2022,LAL,Scotty Pippen Jr.
238,12/02/2022,LAL,Dennis Schroder
239,12/02/2022,LAL,Cole Swider
241,12/02/2022,PHI,Matisse Thybulle
242,12/02/2022,PHI,Paul Reed
243,12/02/2022,PHI,Danuel House Jr.
244,12/02/2022,PHI,Georges Niang
245,12/02/2022,PHI,Furkan Korkmaz
246,12/02/2022,PHI,Joel Embiid
247,12/02/2022,PHI,P.J. Tucker
248,12/02/2022,PHI,Shake Milton
249,12/02/2022,PHI,De'Anthony Melton
250,12/02/2022,PHI,Tobias Harris
251,12/02/2022,PHI,Montrezl Harrell
252,12/02/2022,PHI,Saben Lee
253,12/02/2022,PHI,Julian Champagnie
254,12/02/2022,PHI,James Harden
256,12/02/2022,PHI,Tyrese Maxey
257,12/02/2022,PHI,Jaden Springer
258,12/02/2022,HOU,Daishen Nix
259,12/02/2022,HOU,Eric Gordon
260,12/02/2022,HOU,Jabari Smith Jr.
261,12/02/2022,HOU,Kevin Porter Jr.
262,12/02/2022,HOU,Garrison Mathews
263,12/02/2022,HOU,Alperen Sengun
264,12/02/2022,HOU,Jalen Green
265,12/02/2022,HOU,Usman Garuba
266,12/02/2022,HOU,Kenyon Martin Jr.
267,12/02/2022,HOU,Tari Eason
268,12/02/2022,HOU,Bruno Fernando
269,12/02/2022,HOU,Josh Christopher
270,12/02/2022,HOU,Boban Marjanovic
271,12/02/2022,HOU,Darius Days
272,12/02/2022,HOU,Trevor Hudgins
