,Date,Team,Name
0,01/31/2023,LAC,Luke Kennard
1,01/31/2023,LAC,Paul George
2,01/31/2023,LAC,Norman Powell
3,01/31/2023,LAC,Nicolas Batum
4,01/31/2023,LAC,Kawhi Leonard
5,01/31/2023,LAC,Ivica Zubac
6,01/31/2023,LAC,Reggie Jackson
7,01/31/2023,LAC,Robert Covington
8,01/31/2023,LAC,Terance Mann
9,01/31/2023,LAC,Brandon Boston Jr.
10,01/31/2023,LAC,Amir Coffey
11,01/31/2023,LAC,Moussa Diabate
12,01/31/2023,LAC,Jason Preston
13,01/31/2023,LAC,Moses Brown
16,01/31/2023,LAC,Marcus Morris Sr.
17,01/31/2023,LAC,John Wall
18,01/31/2023,CLE,Cedi Osman
19,01/31/2023,CLE,Ricky Rubio
20,01/31/2023,CLE,Donovan Mitchell
21,01/31/2023,CLE,Isaac Okoro
22,01/31/2023,CLE,Evan Mobley
23,01/31/2023,CLE,Caris LeVert
24,01/31/2023,CLE,Darius Garland
25,01/31/2023,CLE,Jarrett Allen
26,01/31/2023,CLE,Dean Wade
27,01/31/2023,CLE,Robin Lopez
28,01/31/2023,CLE,Kevin Love
29,01/31/2023,CLE,Raul Neto
30,01/31/2023,CLE,Lamar Stevens
31,01/31/2023,CLE,Mamadi Diakite
33,01/31/2023,CLE,Isaiah Mobley
34,01/31/2023,CLE,Dylan Windler
35,01/31/2023,CHI,Goran Dragic
36,01/31/2023,CHI,Derrick Jones Jr.
37,01/31/2023,CHI,Patrick Williams
38,01/31/2023,CHI,Ayo Dosunmu
39,01/31/2023,CHI,Zach LaVine
40,01/31/2023,CHI,DeMar DeRozan
41,01/31/2023,CHI,Nikola Vucevic
42,01/31/2023,CHI,Andre Drummond
43,01/31/2023,CHI,Alex Caruso
44,01/31/2023,CHI,Coby White
45,01/31/2023,CHI,Tony Bradley
46,01/31/2023,CHI,Malcolm Hill
47,01/31/2023,CHI,Carlik Jones
48,01/31/2023,CHI,Marko Simonovic
49,01/31/2023,CHI,Dalen Terry
50,01/31/2023,CHI,Lonzo Ball
51,01/31/2023,CHI,Javonte Green
54,01/31/2023,NOP,Trey Murphy III
55,01/31/2023,NOP,Herbert Jones
56,01/31/2023,NOP,Jonas Valanciunas
57,01/31/2023,NOP,Brandon Ingram
58,01/31/2023,NOP,CJ McCollum
59,01/31/2023,NOP,Larry Nance Jr.
60,01/31/2023,NOP,Devonte' Graham
61,01/31/2023,NOP,Jose Alvarado
62,01/31/2023,NOP,Willy Hernangomez
63,01/31/2023,NOP,Naji Marshall
64,01/31/2023,NOP,Jaxson Hayes
65,01/31/2023,NOP,Kira Lewis Jr.
66,01/31/2023,NOP,Garrett Temple
67,01/31/2023,NOP,Dyson Daniels
68,01/31/2023,NOP,E.J. Liddell
69,01/31/2023,NOP,Dereon Seabron
70,01/31/2023,NOP,Zion Williamson
71,01/31/2023,CHA,JT Thor
72,01/31/2023,CHA,Dennis Smith Jr.
73,01/31/2023,CHA,LaMelo Ball
74,01/31/2023,CHA,Terry Rozier
75,01/31/2023,CHA,Mark Williams
76,01/31/2023,CHA,Mason Plumlee
77,01/31/2023,CHA,P.J. Washington
78,01/31/2023,CHA,Jalen McDaniels
79,01/31/2023,CHA,Gordon Hayward
80,01/31/2023,CHA,Bryce McGowens
81,01/31/2023,CHA,Kelly Oubre Jr.
82,01/31/2023,CHA,Nick Richards
83,01/31/2023,CHA,James Bouknight
84,01/31/2023,CHA,Kai Jones
85,01/31/2023,CHA,Theo Maledon
86,01/31/2023,CHA,Cody Martin
88,01/31/2023,NYK,Miles McBride
89,01/31/2023,NYK,Quentin Grimes
90,01/31/2023,NYK,RJ Barrett
91,01/31/2023,NYK,Immanuel Quickley
92,01/31/2023,NYK,Isaiah Hartenstein
93,01/31/2023,NYK,Julius Randle
94,01/31/2023,NYK,Jalen Brunson
95,01/31/2023,NYK,Obi Toppin
96,01/31/2023,NYK,Jericho Sims
97,01/31/2023,NYK,Ryan Arcidiacono
98,01/31/2023,NYK,Evan Fournier
99,01/31/2023,NYK,Svi Mykhailiuk
