,Date,Team,Name
0,02/15/2023,CLE,Raul Neto
1,02/15/2023,CLE,Dean Wade
2,02/15/2023,CLE,Evan Mobley
3,02/15/2023,CLE,Danny Green
4,02/15/2023,CLE,Jarrett Allen
5,02/15/2023,CLE,Lamar Stevens
6,02/15/2023,CLE,Donovan Mitchell
7,02/15/2023,CLE,Darius Garland
8,02/15/2023,CLE,Isaac Okoro
9,02/15/2023,CLE,Caris LeVert
10,02/15/2023,CLE,Robin Lopez
11,02/15/2023,CLE,Kevin Love
12,02/15/2023,CLE,Mamadi Diakite
13,02/15/2023,CLE,Isaiah Mobley
14,02/15/2023,CLE,Cedi Osman
15,02/15/2023,CLE,Ricky Rubio
16,02/15/2023,CLE,Dylan Windler
17,02/15/2023,CHI,Dalen Terry
18,02/15/2023,CHI,Ayo Dosunmu
19,02/15/2023,CHI,Zach LaVine
20,02/15/2023,CHI,Nikola Vucevic
21,02/15/2023,CHI,Patrick Williams
22,02/15/2023,CHI,Coby White
23,02/15/2023,CHI,Alex Caruso
24,02/15/2023,CHI,Andre Drummond
25,02/15/2023,CHI,Tony Bradley
26,02/15/2023,CHI,Malcolm Hill
27,02/15/2023,CHI,Carlik Jones
28,02/15/2023,CHI,Lonzo Ball
30,02/15/2023,CHI,DeMar DeRozan
31,02/15/2023,CHI,Goran Dragic
32,02/15/2023,CHI,Javonte Green
33,02/15/2023,CHI,Derrick Jones Jr.
34,02/15/2023,CHI,Marko Simonovic
35,02/15/2023,NOP,Trey Murphy III
36,02/15/2023,NOP,Jaxson Hayes
37,02/15/2023,NOP,Brandon Ingram
38,02/15/2023,NOP,Kira Lewis Jr.
39,02/15/2023,NOP,Jose Alvarado
40,02/15/2023,NOP,Naji Marshall
41,02/15/2023,NOP,CJ McCollum
42,02/15/2023,NOP,Herbert Jones
43,02/15/2023,NOP,Jonas Valanciunas
44,02/15/2023,NOP,Willy Hernangomez
45,02/15/2023,NOP,Dereon Seabron
46,02/15/2023,NOP,Josh Richardson
47,02/15/2023,NOP,Garrett Temple
48,02/15/2023,NOP,Dyson Daniels
49,02/15/2023,NOP,E.J. Liddell
51,02/15/2023,NOP,Larry Nance Jr.
52,02/15/2023,NOP,Zion Williamson
53,02/15/2023,SAS,Dominick Barlow
54,02/15/2023,SAS,Charles Bassey
55,02/15/2023,SAS,Keldon Johnson
56,02/15/2023,SAS,Devonte' Graham
57,02/15/2023,SAS,Blake Wesley
58,02/15/2023,SAS,Zach Collins
59,02/15/2023,SAS,Doug McDermott
60,02/15/2023,SAS,Keita Bates-Diop
61,02/15/2023,SAS,Malaki Branham
62,02/15/2023,SAS,Jeremy Sochan
63,02/15/2023,SAS,Gorgui Dieng
64,02/15/2023,SAS,Khem Birch
65,02/15/2023,SAS,Tre Jones
66,02/15/2023,SAS,Romeo Langford
68,02/15/2023,SAS,Isaiah Roby
69,02/15/2023,SAS,Devin Vassell
70,02/15/2023,OKC,Jaylin Williams
71,02/15/2023,OKC,Luguentz Dort
72,02/15/2023,OKC,Aaron Wiggins
73,02/15/2023,OKC,Tre Mann
74,02/15/2023,OKC,Eugene Omoruyi
75,02/15/2023,OKC,Jalen Williams
76,02/15/2023,OKC,Josh Giddey
