,Date,Team,Name
0,11/25/2022,POR,Anfernee Simons
1,11/25/2022,POR,Jerami Grant
2,11/25/2022,POR,Josh Hart
3,11/25/2022,POR,Jusuf Nurkic
4,11/25/2022,POR,Justise Winslow
5,11/25/2022,POR,Shaedon Sharpe
6,11/25/2022,POR,Nassir Little
7,11/25/2022,POR,Trendon Watford
8,11/25/2022,POR,Ibou Badji
9,11/25/2022,POR,John Butler Jr.
10,11/25/2022,POR,Jabari Walker
11,11/25/2022,POR,Damian Lillard
12,11/25/2022,POR,Greg Brown III
13,11/25/2022,POR,Drew Eubanks
14,11/25/2022,POR,Keon Johnson
16,11/25/2022,POR,Gary Payton II
17,11/25/2022,SAC,Domantas Sabonis
18,11/25/2022,SAC,Harrison Barnes
19,11/25/2022,SAC,Keegan Murray
20,11/25/2022,SAC,Kevin Huerter
21,11/25/2022,SAC,De'Aaron Fox
22,11/25/2022,SAC,Davion Mitchell
23,11/25/2022,SAC,KZ Okpala
24,11/25/2022,SAC,Malik Monk
25,11/25/2022,SAC,Richaun Holmes
26,11/25/2022,SAC,Matthew Dellavedova
27,11/25/2022,SAC,Chimezie Metu
28,11/25/2022,SAC,Trey Lyles
29,11/25/2022,SAC,Terence Davis
30,11/25/2022,SAC,Alex Len
31,11/25/2022,SAC,Keon Ellis
32,11/25/2022,SAC,Chima Moneke
33,11/25/2022,SAC,Neemias Queta
34,11/25/2022,LAC,Amir Coffey
35,11/25/2022,LAC,Norman Powell
36,11/25/2022,LAC,Marcus Morris Sr.
37,11/25/2022,LAC,Ivica Zubac
38,11/25/2022,LAC,Reggie Jackson
39,11/25/2022,LAC,Moses Brown
40,11/25/2022,LAC,John Wall
41,11/25/2022,LAC,Terance Mann
42,11/25/2022,LAC,Robert Covington
43,11/25/2022,LAC,Nicolas Batum
44,11/25/2022,LAC,Luke Kennard
45,11/25/2022,LAC,Brandon Boston Jr.
46,11/25/2022,LAC,Moussa Diabate
47,11/25/2022,LAC,Paul George
49,11/25/2022,LAC,Kawhi Leonard
50,11/25/2022,LAC,Jason Preston
51,11/25/2022,CLE,Isaac Okoro
52,11/25/2022,CLE,Donovan Mitchell
53,11/25/2022,CLE,Mamadi Diakite
54,11/25/2022,CLE,Cedi Osman
55,11/25/2022,CLE,Evan Mobley
56,11/25/2022,CLE,Raul Neto
57,11/25/2022,CLE,Isaiah Mobley
58,11/25/2022,CLE,Darius Garland
59,11/25/2022,CLE,Jarrett Allen
60,11/25/2022,CLE,Dean Wade
61,11/25/2022,CLE,Robin Lopez
62,11/25/2022,CLE,Caris LeVert
63,11/25/2022,CLE,Kevin Love
64,11/25/2022,CLE,Ricky Rubio
65,11/25/2022,CLE,Lamar Stevens
66,11/25/2022,CLE,Dylan Windler
67,11/25/2022,CHI,DeMar DeRozan
68,11/25/2022,CHI,Zach LaVine
69,11/25/2022,CHI,Ayo Dosunmu
70,11/25/2022,CHI,Nikola Vucevic
71,11/25/2022,CHI,Javonte Green
72,11/25/2022,CHI,Goran Dragic
73,11/25/2022,CHI,Alex Caruso
74,11/25/2022,CHI,Derrick Jones Jr.
75,11/25/2022,CHI,Coby White
76,11/25/2022,CHI,Andre Drummond
77,11/25/2022,CHI,Patrick Williams
78,11/25/2022,CHI,Tony Bradley
79,11/25/2022,CHI,Malcolm Hill
80,11/25/2022,CHI,Dalen Terry
81,11/25/2022,CHI,Kostas Antetokounmpo
82,11/25/2022,CHI,Lonzo Ball
86,11/25/2022,CHI,Marko Simonovic
87,11/25/2022,NOP,Devonte' Graham
88,11/25/2022,NOP,Naji Marshall
89,11/25/2022,NOP,Jose Alvarado
90,11/25/2022,NOP,Dyson Daniels
91,11/25/2022,NOP,Jonas Valanciunas
92,11/25/2022,NOP,Herbert Jones
93,11/25/2022,NOP,Zion Williamson
94,11/25/2022,NOP,Larry Nance Jr.
95,11/25/2022,NOP,Garrett Temple
96,11/25/2022,NOP,Willy Hernangomez
97,11/25/2022,NOP,Trey Murphy III
98,11/25/2022,NOP,Jaxson Hayes
99,11/25/2022,NOP,Brandon Ingram
100,11/25/2022,NOP,Kira Lewis Jr.
101,11/25/2022,NOP,E.J. Liddell
102,11/25/2022,NOP,CJ McCollum
104,11/25/2022,NOP,Dereon Seabron
105,11/25/2022,SAS,Tre Jones
106,11/25/2022,SAS,Jeremy Sochan
107,11/25/2022,SAS,Zach Collins
108,11/25/2022,SAS,Devin Vassell
109,11/25/2022,SAS,Keldon Johnson
110,11/25/2022,SAS,Jordan Hall
111,11/25/2022,SAS,Keita Bates-Diop
112,11/25/2022,SAS,Charles Bassey
113,11/25/2022,SAS,Isaiah Roby
114,11/25/2022,SAS,Jakob Poeltl
115,11/25/2022,SAS,Malaki Branham
116,11/25/2022,SAS,Romeo Langford
117,11/25/2022,SAS,Gorgui Dieng
118,11/25/2022,SAS,Dominick Barlow
