,Date,Team,Name
0,03/01/2023,POR,Damian Lillard
1,03/01/2023,POR,Anfernee Simons
2,03/01/2023,POR,Keon Johnson
3,03/01/2023,POR,Matisse Thybulle
4,03/01/2023,POR,Cam Reddish
5,03/01/2023,POR,Jerami Grant
6,03/01/2023,POR,Trendon Watford
7,03/01/2023,POR,Drew Eubanks
8,03/01/2023,POR,Nassir Little
9,03/01/2023,POR,Shaedon Sharpe
10,03/01/2023,POR,Kevin Knox II
11,03/01/2023,POR,Jabari Walker
12,03/01/2023,POR,Ryan Arcidiacono
13,03/01/2023,POR,Ibou Badji
14,03/01/2023,POR,John Butler Jr.
15,03/01/2023,POR,Jusuf Nurkic
17,03/01/2023,POR,Justise Winslow
18,03/01/2023,CLE,Darius Garland
19,03/01/2023,CLE,Cedi Osman
20,03/01/2023,CLE,Caris LeVert
21,03/01/2023,CLE,Donovan Mitchell
22,03/01/2023,CLE,Dean Wade
23,03/01/2023,CLE,Ricky Rubio
24,03/01/2023,CLE,Isaac Okoro
25,03/01/2023,CLE,Jarrett Allen
26,03/01/2023,CLE,Evan Mobley
27,03/01/2023,CLE,Danny Green
28,03/01/2023,CLE,Robin Lopez
29,03/01/2023,CLE,Raul Neto
30,03/01/2023,CLE,Lamar Stevens
31,03/01/2023,CLE,Mamadi Diakite
32,03/01/2023,CLE,Isaiah Mobley
33,03/01/2023,CLE,Dylan Windler
34,03/01/2023,CHI,Zach LaVine
35,03/01/2023,CHI,Patrick Williams
36,03/01/2023,CHI,DeMar DeRozan
37,03/01/2023,CHI,Nikola Vucevic
38,03/01/2023,CHI,Patrick Beverley
39,03/01/2023,CHI,Alex Caruso
40,03/01/2023,CHI,Ayo Dosunmu
41,03/01/2023,CHI,Coby White
42,03/01/2023,CHI,Andre Drummond
43,03/01/2023,CHI,Derrick Jones Jr.
44,03/01/2023,CHI,Dalen Terry
45,03/01/2023,CHI,Lonzo Ball
46,03/01/2023,CHI,Javonte Green
47,03/01/2023,CHI,Carlik Jones
48,03/01/2023,CHI,Marko Simonovic
49,03/01/2023,CHI,Terry Taylor
51,03/01/2023,NOP,Josh Richardson
52,03/01/2023,NOP,Herbert Jones
53,03/01/2023,NOP,Kira Lewis Jr.
54,03/01/2023,NOP,Brandon Ingram
55,03/01/2023,NOP,Willy Hernangomez
56,03/01/2023,NOP,CJ McCollum
57,03/01/2023,NOP,Trey Murphy III
58,03/01/2023,NOP,Naji Marshall
59,03/01/2023,NOP,Jaxson Hayes
60,03/01/2023,NOP,Dyson Daniels
61,03/01/2023,NOP,Garrett Temple
62,03/01/2023,NOP,Jose Alvarado
63,03/01/2023,NOP,E.J. Liddell
64,03/01/2023,NOP,Larry Nance Jr.
66,03/01/2023,NOP,Dereon Seabron
67,03/01/2023,NOP,Jonas Valanciunas
68,03/01/2023,NOP,Zion Williamson
69,03/01/2023,OKC,Josh Giddey
70,03/01/2023,OKC,Tre Mann
71,03/01/2023,OKC,Aaron Wiggins
72,03/01/2023,OKC,Jaylin Williams
73,03/01/2023,OKC,Jalen Williams
74,03/01/2023,OKC,Isaiah Joe
75,03/01/2023,OKC,Jeremiah Robinson-Earl
76,03/01/2023,OKC,Luguentz Dort
77,03/01/2023,OKC,Dario Saric
78,03/01/2023,OKC,Lindy Waters III
79,03/01/2023,OKC,Olivier Sarr
80,03/01/2023,OKC,Ousmane Dieng
81,03/01/2023,OKC,Shai Gilgeous-Alexander
82,03/01/2023,OKC,Chet Holmgren
83,03/01/2023,OKC,Aleksej Pokusevski
84,03/01/2023,OKC,Kenrich Williams
85,03/01/2023,CHA,Nick Richards
86,03/01/2023,CHA,Kai Jones
87,03/01/2023,CHA,Gordon Hayward
88,03/01/2023,CHA,Mark Williams
