,Date,Team,Name
0,10/29/2022,SAC,Davion Mitchell
1,10/29/2022,SAC,Malik Monk
2,10/29/2022,SAC,Trey Lyles
3,10/29/2022,SAC,Domantas Sabonis
4,10/29/2022,SAC,Harrison Barnes
5,10/29/2022,SAC,Keegan Murray
6,10/29/2022,SAC,Kevin Huerter
7,10/29/2022,SAC,Terence Davis
8,10/29/2022,SAC,Alex Len
9,10/29/2022,SAC,Richaun Holmes
10,10/29/2022,SAC,De'Aaron Fox
11,10/29/2022,SAC,KZ Okpala
12,10/29/2022,SAC,Matthew Dellavedova
13,10/29/2022,SAC,Chimezie Metu
14,10/29/2022,SAC,Chima Moneke
16,10/29/2022,CHI,DeMar DeRozan
17,10/29/2022,CHI,Coby White
18,10/29/2022,CHI,Derrick Jones Jr.
19,10/29/2022,CHI,Nikola Vucevic
20,10/29/2022,CHI,Goran Dragic
21,10/29/2022,CHI,Dalen Terry
22,10/29/2022,CHI,Alex Caruso
23,10/29/2022,CHI,Javonte Green
24,10/29/2022,CHI,Patrick Williams
25,10/29/2022,CHI,Zach LaVine
26,10/29/2022,CHI,Tony Bradley
27,10/29/2022,CHI,Malcolm Hill
28,10/29/2022,CHI,Marko Simonovic
29,10/29/2022,CHI,Kostas Antetokounmpo
30,10/29/2022,CHI,Lonzo Ball
31,10/29/2022,CHI,Ayo Dosunmu
32,10/29/2022,CHI,Andre Drummond
35,10/29/2022,OKC,Luguentz Dort
36,10/29/2022,OKC,Eugene Omoruyi
37,10/29/2022,OKC,Jalen Williams
38,10/29/2022,OKC,Isaiah Joe
39,10/29/2022,OKC,Tre Mann
40,10/29/2022,OKC,Kenrich Williams
41,10/29/2022,OKC,Mike Muscala
42,10/29/2022,OKC,Shai Gilgeous-Alexander
43,10/29/2022,OKC,Jeremiah Robinson-Earl
44,10/29/2022,OKC,Darius Bazley
45,10/29/2022,OKC,Aleksej Pokusevski
46,10/29/2022,OKC,Aaron Wiggins
47,10/29/2022,OKC,Ousmane Dieng
48,10/29/2022,OKC,Jaylin Williams
50,10/29/2022,OKC,Josh Giddey
51,10/29/2022,OKC,Chet Holmgren
52,10/29/2022,OKC,Lindy Waters III
55,10/29/2022,ATL,Justin Holiday
56,10/29/2022,ATL,De'Andre Hunter
57,10/29/2022,ATL,Aaron Holiday
58,10/29/2022,ATL,John Collins
59,10/29/2022,ATL,Dejounte Murray
60,10/29/2022,ATL,Trae Young
61,10/29/2022,ATL,Jalen Johnson
62,10/29/2022,ATL,AJ Griffin
63,10/29/2022,ATL,Clint Capela
64,10/29/2022,ATL,Onyeka Okongwu
