,Date,Team,Name
0,12/14/2022,POR,Keon Johnson
1,12/14/2022,POR,Justise Winslow
2,12/14/2022,POR,Damian Lillard
3,12/14/2022,POR,Jabari Walker
4,12/14/2022,POR,Trendon Watford
5,12/14/2022,POR,Josh Hart
6,12/14/2022,POR,Jusuf Nurkic
7,12/14/2022,POR,Drew Eubanks
8,12/14/2022,POR,Jerami Grant
9,12/14/2022,POR,Shaedon Sharpe
10,12/14/2022,POR,Anfernee Simons
11,12/14/2022,POR,Greg Brown III
14,12/14/2022,POR,Nassir Little
15,12/14/2022,POR,Gary Payton II
16,12/14/2022,SAC,Trey Lyles
17,12/14/2022,SAC,De'Aaron Fox
18,12/14/2022,SAC,Domantas Sabonis
19,12/14/2022,SAC,Davion Mitchell
20,12/14/2022,SAC,Keegan Murray
21,12/14/2022,SAC,Chimezie Metu
22,12/14/2022,SAC,Harrison Barnes
23,12/14/2022,SAC,Terence Davis
24,12/14/2022,SAC,Richaun Holmes
25,12/14/2022,SAC,Malik Monk
26,12/14/2022,SAC,Matthew Dellavedova
27,12/14/2022,SAC,Keon Ellis
28,12/14/2022,SAC,KZ Okpala
29,12/14/2022,SAC,Neemias Queta
30,12/14/2022,SAC,Kevin Huerter
32,12/14/2022,SAC,Alex Len
33,12/14/2022,SAC,Chima Moneke
34,12/14/2022,LAC,Terance Mann
35,12/14/2022,LAC,Robert Covington
36,12/14/2022,LAC,Nicolas Batum
37,12/14/2022,LAC,Ivica Zubac
38,12/14/2022,LAC,Brandon Boston Jr.
39,12/14/2022,LAC,Amir Coffey
40,12/14/2022,LAC,Luke Kennard
41,12/14/2022,LAC,Marcus Morris Sr.
42,12/14/2022,LAC,Reggie Jackson
43,12/14/2022,LAC,Moses Brown
44,12/14/2022,LAC,Paul George
45,12/14/2022,LAC,Kawhi Leonard
46,12/14/2022,LAC,Norman Powell
47,12/14/2022,LAC,Jason Preston
48,12/14/2022,LAC,John Wall
49,12/14/2022,CLE,Jarrett Allen
50,12/14/2022,CLE,Kevin Love
51,12/14/2022,CLE,Donovan Mitchell
52,12/14/2022,CLE,Isaac Okoro
53,12/14/2022,CLE,Darius Garland
54,12/14/2022,CLE,Robin Lopez
55,12/14/2022,CLE,Isaiah Mobley
56,12/14/2022,CLE,Raul Neto
57,12/14/2022,CLE,Caris LeVert
58,12/14/2022,CLE,Lamar Stevens
59,12/14/2022,CLE,Evan Mobley
60,12/14/2022,CLE,Cedi Osman
61,12/14/2022,CLE,Mamadi Diakite
62,12/14/2022,CLE,Ricky Rubio
63,12/14/2022,CLE,Dean Wade
64,12/14/2022,CLE,Dylan Windler
65,12/14/2022,CHI,Andre Drummond
66,12/14/2022,CHI,Javonte Green
67,12/14/2022,CHI,DeMar DeRozan
68,12/14/2022,CHI,Derrick Jones Jr.
69,12/14/2022,CHI,Goran Dragic
70,12/14/2022,CHI,Alex Caruso
71,12/14/2022,CHI,Coby White
72,12/14/2022,CHI,Patrick Williams
73,12/14/2022,CHI,Zach LaVine
74,12/14/2022,CHI,Nikola Vucevic
75,12/14/2022,CHI,Tony Bradley
76,12/14/2022,CHI,Dalen Terry
77,12/14/2022,CHI,Kostas Antetokounmpo
78,12/14/2022,CHI,Lonzo Ball
80,12/14/2022,CHI,Ayo Dosunmu
81,12/14/2022,CHI,Malcolm Hill
82,12/14/2022,CHI,Marko Simonovic
83,12/14/2022,SAS,Isaiah Roby
84,12/14/2022,SAS,Jeremy Sochan
85,12/14/2022,SAS,Stanley Johnson
