,Date,Team,Name
0,12/04/2022,POR,Greg Brown III
1,12/04/2022,POR,Trendon Watford
2,12/04/2022,POR,Jabari Walker
3,12/04/2022,POR,Justise Winslow
4,12/04/2022,POR,Josh Hart
5,12/04/2022,POR,Shaedon Sharpe
6,12/04/2022,POR,Drew Eubanks
7,12/04/2022,POR,Anfernee Simons
8,12/04/2022,POR,Damian Lillard
9,12/04/2022,POR,Jerami Grant
10,12/04/2022,POR,Jusuf Nurkic
11,12/04/2022,POR,Keon Johnson
12,12/04/2022,POR,John Butler Jr.
17,12/04/2022,POR,Nassir Little
18,12/04/2022,POR,Gary Payton II
19,12/04/2022,SAC,Keegan Murray
20,12/04/2022,SAC,Kevin Huerter
21,12/04/2022,SAC,KZ Okpala
22,12/04/2022,SAC,Chimezie Metu
23,12/04/2022,SAC,Malik Monk
24,12/04/2022,SAC,De'Aaron Fox
25,12/04/2022,SAC,Davion Mitchell
26,12/04/2022,SAC,Harrison Barnes
27,12/04/2022,SAC,Domantas Sabonis
28,12/04/2022,SAC,Matthew Dellavedova
29,12/04/2022,SAC,Keon Ellis
30,12/04/2022,SAC,Richaun Holmes
31,12/04/2022,SAC,Alex Len
32,12/04/2022,SAC,Trey Lyles
33,12/04/2022,SAC,Terence Davis
35,12/04/2022,SAC,Chima Moneke
36,12/04/2022,SAC,Neemias Queta
37,12/04/2022,CLE,Isaac Okoro
38,12/04/2022,CLE,Lamar Stevens
39,12/04/2022,CLE,Robin Lopez
40,12/04/2022,CLE,Caris LeVert
41,12/04/2022,CLE,Kevin Love
42,12/04/2022,CLE,Mamadi Diakite
43,12/04/2022,CLE,Evan Mobley
44,12/04/2022,CLE,Donovan Mitchell
45,12/04/2022,CLE,Cedi Osman
46,12/04/2022,CLE,Darius Garland
47,12/04/2022,CLE,Raul Neto
48,12/04/2022,CLE,Jarrett Allen
49,12/04/2022,CLE,Isaiah Mobley
50,12/04/2022,CLE,Ricky Rubio
51,12/04/2022,CLE,Dean Wade
52,12/04/2022,CLE,Dylan Windler
53,12/04/2022,CHI,Derrick Jones Jr.
54,12/04/2022,CHI,Zach LaVine
55,12/04/2022,CHI,Alex Caruso
56,12/04/2022,CHI,Coby White
57,12/04/2022,CHI,Andre Drummond
58,12/04/2022,CHI,Goran Dragic
59,12/04/2022,CHI,Ayo Dosunmu
60,12/04/2022,CHI,Nikola Vucevic
61,12/04/2022,CHI,DeMar DeRozan
62,12/04/2022,CHI,Patrick Williams
63,12/04/2022,CHI,Tony Bradley
64,12/04/2022,CHI,Dalen Terry
65,12/04/2022,CHI,Kostas Antetokounmpo
66,12/04/2022,CHI,Lonzo Ball
68,12/04/2022,CHI,Javonte Green
69,12/04/2022,CHI,Malcolm Hill
70,12/04/2022,CHI,Marko Simonovic
71,12/04/2022,NOP,Jose Alvarado
72,12/04/2022,NOP,Garrett Temple
73,12/04/2022,NOP,Naji Marshall
74,12/04/2022,NOP,CJ McCollum
75,12/04/2022,NOP,Jonas Valanciunas
76,12/04/2022,NOP,Devonte' Graham
77,12/04/2022,NOP,Larry Nance Jr.
78,12/04/2022,NOP,Dyson Daniels
79,12/04/2022,NOP,Willy Hernangomez
80,12/04/2022,NOP,Zion Williamson
81,12/04/2022,NOP,Trey Murphy III
82,12/04/2022,NOP,Jaxson Hayes
83,12/04/2022,NOP,Brandon Ingram
84,12/04/2022,NOP,Herbert Jones
85,12/04/2022,NOP,Kira Lewis Jr.
86,12/04/2022,NOP,E.J. Liddell
87,12/04/2022,NOP,Dereon Seabron
88,12/04/2022,SAS,Isaiah Roby
89,12/04/2022,SAS,Romeo Langford
90,12/04/2022,SAS,Zach Collins
91,12/04/2022,SAS,Charles Bassey
92,12/04/2022,SAS,Keita Bates-Diop
93,12/04/2022,SAS,Alize Johnson
94,12/04/2022,SAS,Gorgui Dieng
95,12/04/2022,SAS,Malaki Branham
96,12/04/2022,SAS,Keldon Johnson
97,12/04/2022,SAS,Tre Jones
98,12/04/2022,SAS,Devin Vassell
99,12/04/2022,SAS,Dominick Barlow
101,12/04/2022,SAS,Doug McDermott
102,12/04/2022,SAS,Jakob Poeltl
103,12/04/2022,SAS,Josh Richardson
104,12/04/2022,SAS,Jeremy Sochan
105,12/04/2022,SAS,Blake Wesley
106,12/04/2022,MEM,Ja Morant
107,12/04/2022,MEM,Xavier Tillman
108,12/04/2022,MEM,David Roddy
109,12/04/2022,MEM,Tyus Jones
110,12/04/2022,MEM,Jaren Jackson Jr.
