,Date,Team,Name
0,01/03/2023,SAC,Keegan Murray
1,01/03/2023,SAC,Davion Mitchell
2,01/03/2023,SAC,Harrison Barnes
3,01/03/2023,SAC,Malik Monk
4,01/03/2023,SAC,De'Aaron Fox
5,01/03/2023,SAC,Domantas Sabonis
6,01/03/2023,SAC,Richaun Holmes
7,01/03/2023,SAC,KZ Okpala
8,01/03/2023,SAC,Kevin Huerter
9,01/03/2023,SAC,Trey Lyles
10,01/03/2023,SAC,Terence Davis
11,01/03/2023,SAC,Matthew Dellavedova
12,01/03/2023,SAC,Alex Len
13,01/03/2023,SAC,Chimezie Metu
14,01/03/2023,SAC,Neemias Queta
17,01/03/2023,OKC,Aaron Wiggins
18,01/03/2023,OKC,Isaiah Joe
19,01/03/2023,OKC,Luguentz Dort
20,01/03/2023,OKC,Jalen Williams
21,01/03/2023,OKC,Tre Mann
22,01/03/2023,OKC,Josh Giddey
23,01/03/2023,OKC,Jaylin Williams
24,01/03/2023,OKC,Kenrich Williams
25,01/03/2023,OKC,Darius Bazley
26,01/03/2023,OKC,Mike Muscala
27,01/03/2023,OKC,Shai Gilgeous-Alexander
28,01/03/2023,OKC,Ousmane Dieng
30,01/03/2023,OKC,Chet Holmgren
31,01/03/2023,OKC,Eugene Omoruyi
32,01/03/2023,OKC,Aleksej Pokusevski
33,01/03/2023,OKC,Jeremiah Robinson-Earl
34,01/03/2023,OKC,Lindy Waters III
35,01/03/2023,BOS,Sam Hauser
36,01/03/2023,BOS,Justin Jackson
37,01/03/2023,BOS,Jaylen Brown
38,01/03/2023,BOS,Malcolm Brogdon
39,01/03/2023,BOS,Blake Griffin
40,01/03/2023,BOS,Jayson Tatum
41,01/03/2023,BOS,Payton Pritchard
42,01/03/2023,BOS,Luke Kornet
43,01/03/2023,BOS,Noah Vonleh
44,01/03/2023,BOS,Marcus Smart
45,01/03/2023,BOS,Derrick White
46,01/03/2023,BOS,Grant Williams
47,01/03/2023,BOS,Al Horford
48,01/03/2023,BOS,JD Davison
49,01/03/2023,BOS,Danilo Gallinari
50,01/03/2023,BOS,Mfiondu Kabengele
51,01/03/2023,BOS,Robert Williams III
52,01/03/2023,MIL,MarJon Beauchamp
53,01/03/2023,MIL,Grayson Allen
54,01/03/2023,MIL,Jrue Holiday
55,01/03/2023,MIL,Brook Lopez
56,01/03/2023,MIL,Joe Ingles
57,01/03/2023,MIL,Pat Connaughton
58,01/03/2023,MIL,Giannis Antetokounmpo
59,01/03/2023,MIL,AJ Green
60,01/03/2023,MIL,Bobby Portis
61,01/03/2023,MIL,Jevon Carter
62,01/03/2023,MIL,Thanasis Antetokounmpo
63,01/03/2023,MIL,Serge Ibaka
64,01/03/2023,MIL,Wesley Matthews
65,01/03/2023,MIL,Jordan Nwora
67,01/03/2023,MIL,George Hill
69,01/03/2023,MIL,Khris Middleton
70,01/03/2023,UTA,Jordan Clarkson
71,01/03/2023,UTA,Jarred Vanderbilt
72,01/03/2023,UTA,Malik Beasley
73,01/03/2023,UTA,Walker Kessler
74,01/03/2023,UTA,Lauri Markkanen
75,01/03/2023,UTA,Kelly Olynyk
76,01/03/2023,UTA,Mike Conley
77,01/03/2023,UTA,Rudy Gay
78,01/03/2023,UTA,Nickeil Alexander-Walker
79,01/03/2023,UTA,Ochai Agbaji
80,01/03/2023,UTA,Udoka Azubuike
81,01/03/2023,UTA,Leandro Bolmaro
82,01/03/2023,UTA,Simone Fontecchio
83,01/03/2023,UTA,Talen Horton-Tucker
84,01/03/2023,UTA,Johnny Juzang
85,01/03/2023,UTA,Micah Potter
86,01/03/2023,UTA,Collin Sexton
87,01/03/2023,WAS,Monte Morris
88,01/03/2023,WAS,Daniel Gafford
89,01/03/2023,WAS,Delon Wright
90,01/03/2023,WAS,Kyle Kuzma
91,01/03/2023,WAS,Bradley Beal
92,01/03/2023,WAS,Corey Kispert
93,01/03/2023,WAS,Kristaps Porzingis
94,01/03/2023,WAS,Will Barton
95,01/03/2023,WAS,Anthony Gill
96,01/03/2023,WAS,Vernon Carey Jr.
97,01/03/2023,WAS,Jordan Goodwin
98,01/03/2023,WAS,Rui Hachimura
99,01/03/2023,WAS,Deni Avdija
101,01/03/2023,WAS,Johnny Davis
102,01/03/2023,WAS,Devon Dotson
103,01/03/2023,WAS,Taj Gibson
104,01/03/2023,WAS,Isaiah Todd
