,Date,Team,Name
0,02/09/2023,CHI,Andre Drummond
1,02/09/2023,CHI,Zach LaVine
2,02/09/2023,CHI,DeMar DeRozan
3,02/09/2023,CHI,Nikola Vucevic
4,02/09/2023,CHI,Coby White
5,02/09/2023,CHI,Patrick Williams
6,02/09/2023,CHI,Derrick Jones Jr.
7,02/09/2023,CHI,Ayo Dosunmu
8,02/09/2023,CHI,Alex Caruso
9,02/09/2023,CHI,Goran Dragic
10,02/09/2023,CHI,Tony Bradley
11,02/09/2023,CHI,Malcolm Hill
12,02/09/2023,CHI,Dalen Terry
13,02/09/2023,CHI,Lonzo Ball
16,02/09/2023,CHI,Javonte Green
18,02/09/2023,CHI,Carlik Jones
19,02/09/2023,CHI,Marko Simonovic
21,02/09/2023,ATL,Dejounte Murray
22,02/09/2023,ATL,Trae Young
23,02/09/2023,ATL,Onyeka Okongwu
24,02/09/2023,ATL,AJ Griffin
25,02/09/2023,ATL,Clint Capela
26,02/09/2023,ATL,Bogdan Bogdanovic
27,02/09/2023,ATL,Jalen Johnson
28,02/09/2023,ATL,De'Andre Hunter
29,02/09/2023,ATL,John Collins
30,02/09/2023,ATL,Trent Forrest
31,02/09/2023,ATL,Vit Krejci
32,02/09/2023,ATL,Aaron Holiday
33,02/09/2023,ATL,Justin Holiday
34,02/09/2023,ATL,Frank Kaminsky
35,02/09/2023,ATL,Tyrese Martin
36,02/09/2023,ATL,Donovan Williams
37,02/09/2023,PHX,Josh Okogie
38,02/09/2023,PHX,Torrey Craig
39,02/09/2023,PHX,Chris Paul
40,02/09/2023,PHX,Bismack Biyombo
41,02/09/2023,PHX,Ish Wainright
42,02/09/2023,PHX,Deandre Ayton
43,02/09/2023,PHX,Saben Lee
44,02/09/2023,PHX,Damion Lee
45,02/09/2023,PHX,Jock Landale
46,02/09/2023,PHX,Devin Booker
47,02/09/2023,PHX,Cameron Payne
48,02/09/2023,PHX,Landry Shamet
50,02/09/2023,PHX,Jae Crowder
54,02/09/2023,ORL,Jonathan Isaac
55,02/09/2023,ORL,Cole Anthony
56,02/09/2023,ORL,Jalen Suggs
57,02/09/2023,ORL,Paolo Banchero
58,02/09/2023,ORL,Franz Wagner
59,02/09/2023,ORL,Caleb Houstan
60,02/09/2023,ORL,Markelle Fultz
61,02/09/2023,ORL,Wendell Carter Jr.
62,02/09/2023,ORL,Bol Bol
63,02/09/2023,ORL,Moritz Wagner
64,02/09/2023,ORL,Mo Bamba
65,02/09/2023,ORL,R.J. Hampton
66,02/09/2023,ORL,Terrence Ross
67,02/09/2023,ORL,Admiral Schofield
69,02/09/2023,ORL,Gary Harris
70,02/09/2023,ORL,Chuma Okeke
71,02/09/2023,DEN,Aaron Gordon
72,02/09/2023,DEN,Jeff Green
73,02/09/2023,DEN,Nikola Jokic
74,02/09/2023,DEN,Ish Smith
75,02/09/2023,DEN,Kentavious Caldwell-Pope
76,02/09/2023,DEN,Bruce Brown
77,02/09/2023,DEN,Michael Porter Jr.
78,02/09/2023,DEN,Vlatko Cancar
79,02/09/2023,DEN,Christian Braun
80,02/09/2023,DEN,DeAndre Jordan
81,02/09/2023,DEN,Peyton Watson
82,02/09/2023,DEN,Jack White
83,02/09/2023,DEN,Collin Gillespie
84,02/09/2023,DEN,Jamal Murray
85,02/09/2023,DEN,Zeke Nnaji
86,02/09/2023,LAL,Anthony Davis
87,02/09/2023,LAL,Dennis Schroder
88,02/09/2023,LAL,Rui Hachimura
89,02/09/2023,LAL,Wenyen Gabriel
90,02/09/2023,LAL,Austin Reaves
91,02/09/2023,LAL,Lonnie Walker IV
92,02/09/2023,LAL,Troy Brown Jr.
93,02/09/2023,LAL,Max Christie
94,02/09/2023,LAL,Cole Swider
95,02/09/2023,LAL,LeBron James
98,02/09/2023,LAL,Scotty Pippen Jr.
100,02/09/2023,MIL,Wesley Matthews
101,02/09/2023,MIL,Jrue Holiday
102,02/09/2023,MIL,Giannis Antetokounmpo
103,02/09/2023,MIL,Sandro Mamukelashvili
104,02/09/2023,MIL,MarJon Beauchamp
105,02/09/2023,MIL,Khris Middleton
106,02/09/2023,MIL,Jevon Carter
107,02/09/2023,MIL,Brook Lopez
108,02/09/2023,MIL,Pat Connaughton
109,02/09/2023,MIL,Grayson Allen
110,02/09/2023,MIL,Thanasis Antetokounmpo
111,02/09/2023,MIL,AJ Green
113,02/09/2023,MIL,Joe Ingles
115,02/09/2023,MIL,Bobby Portis
116,02/09/2023,BKN,Patty Mills
117,02/09/2023,BKN,Spencer Dinwiddie
118,02/09/2023,BKN,Cam Thomas
119,02/09/2023,BKN,Dorian Finney-Smith
120,02/09/2023,BKN,Joe Harris
121,02/09/2023,BKN,Royce O'Neale
122,02/09/2023,BKN,Yuta Watanabe
123,02/09/2023,BKN,Day'Ron Sharpe
124,02/09/2023,BKN,Ben Simmons
125,02/09/2023,BKN,David Duke Jr.
126,02/09/2023,BKN,Dru Smith
127,02/09/2023,BKN,Edmond Sumner
128,02/09/2023,BKN,Mikal Bridges
129,02/09/2023,BKN,Nic Claxton
130,02/09/2023,BKN,Seth Curry
131,02/09/2023,BKN,Cameron Johnson
