,Date,Team,Name
0,12/30/2022,POR,Drew Eubanks
1,12/30/2022,POR,Jerami Grant
2,12/30/2022,POR,Jabari Walker
3,12/30/2022,POR,Anfernee Simons
4,12/30/2022,POR,Shaedon Sharpe
5,12/30/2022,POR,Damian Lillard
6,12/30/2022,POR,Trendon Watford
7,12/30/2022,POR,Josh Hart
8,12/30/2022,POR,Ibou Badji
9,12/30/2022,POR,John Butler Jr.
10,12/30/2022,POR,Gary Payton II
11,12/30/2022,POR,Justise Winslow
12,12/30/2022,POR,Greg Brown III
13,12/30/2022,POR,Keon Johnson
14,12/30/2022,POR,Nassir Little
15,12/30/2022,POR,Jusuf Nurkic
18,12/30/2022,SAC,Kevin Huerter
19,12/30/2022,SAC,Davion Mitchell
20,12/30/2022,SAC,De'Aaron Fox
21,12/30/2022,SAC,Domantas Sabonis
22,12/30/2022,SAC,Malik Monk
23,12/30/2022,SAC,Richaun Holmes
24,12/30/2022,SAC,KZ Okpala
25,12/30/2022,SAC,Trey Lyles
26,12/30/2022,SAC,Keegan Murray
27,12/30/2022,SAC,Harrison Barnes
28,12/30/2022,SAC,Terence Davis
29,12/30/2022,SAC,Matthew Dellavedova
30,12/30/2022,SAC,Alex Len
31,12/30/2022,SAC,Chimezie Metu
32,12/30/2022,SAC,Neemias Queta
33,12/30/2022,SAC,Keon Ellis
35,12/30/2022,SAC,Chima Moneke
36,12/30/2022,CHI,Andre Drummond
37,12/30/2022,CHI,Coby White
38,12/30/2022,CHI,DeMar DeRozan
39,12/30/2022,CHI,Nikola Vucevic
40,12/30/2022,CHI,Javonte Green
41,12/30/2022,CHI,Goran Dragic
42,12/30/2022,CHI,Patrick Williams
43,12/30/2022,CHI,Zach LaVine
44,12/30/2022,CHI,Alex Caruso
45,12/30/2022,CHI,Ayo Dosunmu
46,12/30/2022,CHI,Tony Bradley
47,12/30/2022,CHI,Malcolm Hill
48,12/30/2022,CHI,Dalen Terry
49,12/30/2022,CHI,Lonzo Ball
52,12/30/2022,CHI,Derrick Jones Jr.
53,12/30/2022,CHI,Carlik Jones
54,12/30/2022,CHI,Marko Simonovic
57,12/30/2022,NOP,Devonte' Graham
58,12/30/2022,NOP,Jonas Valanciunas
59,12/30/2022,NOP,Jaxson Hayes
60,12/30/2022,NOP,Willy Hernangomez
61,12/30/2022,NOP,Dyson Daniels
62,12/30/2022,NOP,Zion Williamson
63,12/30/2022,NOP,Trey Murphy III
64,12/30/2022,NOP,CJ McCollum
65,12/30/2022,NOP,Naji Marshall
66,12/30/2022,NOP,Jose Alvarado
67,12/30/2022,NOP,Herbert Jones
68,12/30/2022,NOP,Kira Lewis Jr.
69,12/30/2022,NOP,Garrett Temple
70,12/30/2022,NOP,Brandon Ingram
72,12/30/2022,NOP,E.J. Liddell
73,12/30/2022,NOP,Larry Nance Jr.
74,12/30/2022,NOP,Dereon Seabron
75,12/30/2022,TOR,Scottie Barnes
76,12/30/2022,TOR,Malachi Flynn
77,12/30/2022,TOR,Pascal Siakam
78,12/30/2022,TOR,Thaddeus Young
79,12/30/2022,TOR,Jeff Dowtin Jr.
80,12/30/2022,TOR,Chris Boucher
81,12/30/2022,TOR,Gary Trent Jr.
82,12/30/2022,TOR,Christian Koloko
83,12/30/2022,TOR,Juancho Hernangomez
84,12/30/2022,TOR,O.G. Anunoby
85,12/30/2022,TOR,Khem Birch
86,12/30/2022,TOR,Precious Achiuwa
88,12/30/2022,TOR,Dalano Banton
89,12/30/2022,TOR,Justin Champagnie
90,12/30/2022,TOR,Ron Harper Jr.
91,12/30/2022,TOR,Otto Porter Jr.
92,12/30/2022,TOR,Fred VanVleet
93,12/30/2022,ATL,Onyeka Okongwu
94,12/30/2022,ATL,Trae Young
95,12/30/2022,ATL,Dejounte Murray
96,12/30/2022,ATL,Aaron Holiday
97,12/30/2022,ATL,John Collins
98,12/30/2022,ATL,Jalen Johnson
99,12/30/2022,ATL,Frank Kaminsky
100,12/30/2022,ATL,Bogdan Bogdanovic
101,12/30/2022,ATL,AJ Griffin
102,12/30/2022,ATL,Trent Forrest
103,12/30/2022,ATL,Justin Holiday
104,12/30/2022,ATL,Vit Krejci
105,12/30/2022,ATL,Clint Capela
106,12/30/2022,ATL,Jarrett Culver
107,12/30/2022,ATL,De'Andre Hunter
109,12/30/2022,ATL,Tyrese Martin
111,12/30/2022,PHX,Josh Okogie
112,12/30/2022,PHX,Torrey Craig
113,12/30/2022,PHX,Ish Wainright
114,12/30/2022,PHX,Chris Paul
115,12/30/2022,PHX,Deandre Ayton
116,12/30/2022,PHX,Dario Saric
117,12/30/2022,PHX,Damion Lee
118,12/30/2022,PHX,Duane Washington Jr.
119,12/30/2022,PHX,Jock Landale
120,12/30/2022,PHX,Mikal Bridges
121,12/30/2022,PHX,Bismack Biyombo
122,12/30/2022,PHX,Devin Booker
123,12/30/2022,PHX,Jae Crowder
124,12/30/2022,PHX,Cameron Johnson
125,12/30/2022,PHX,Cameron Payne
126,12/30/2022,PHX,Landry Shamet
127,12/30/2022,ORL,Bol Bol
128,12/30/2022,ORL,Franz Wagner
129,12/30/2022,ORL,Caleb Houstan
130,12/30/2022,ORL,Kevon Harris
131,12/30/2022,ORL,Terrence Ross
132,12/30/2022,ORL,Admiral Schofield
133,12/30/2022,ORL,Markelle Fultz
134,12/30/2022,ORL,Paolo Banchero
135,12/30/2022,ORL,Cole Anthony
136,12/30/2022,ORL,Mo Bamba
137,12/30/2022,ORL,Wendell Carter Jr.
138,12/30/2022,ORL,R.J. Hampton
139,12/30/2022,ORL,Gary Harris
140,12/30/2022,ORL,Moritz Wagner
146,12/30/2022,ORL,Jonathan Isaac
147,12/30/2022,ORL,Chuma Okeke
148,12/30/2022,ORL,Jalen Suggs
150,12/30/2022,DEN,Michael Porter Jr.
151,12/30/2022,DEN,DeAndre Jordan
152,12/30/2022,DEN,Vlatko Cancar
153,12/30/2022,DEN,Bones Hyland
154,12/30/2022,DEN,Aaron Gordon
155,12/30/2022,DEN,Jamal Murray
156,12/30/2022,DEN,Kentavious Caldwell-Pope
157,12/30/2022,DEN,Nikola Jokic
158,12/30/2022,DEN,Christian Braun
159,12/30/2022,DEN,Bruce Brown
160,12/30/2022,DEN,Zeke Nnaji
161,12/30/2022,DEN,Davon Reed
162,12/30/2022,DEN,Ish Smith
163,12/30/2022,DEN,Jack White
165,12/30/2022,DEN,Collin Gillespie
167,12/30/2022,DEN,Jeff Green
169,12/30/2022,DEN,Peyton Watson
170,12/30/2022,MIA,Jimmy Butler
171,12/30/2022,MIA,Max Strus
172,12/30/2022,MIA,Gabe Vincent
173,12/30/2022,MIA,Bam Adebayo
174,12/30/2022,MIA,Kyle Lowry
175,12/30/2022,MIA,Haywood Highsmith
176,12/30/2022,MIA,Duncan Robinson
177,12/30/2022,MIA,Tyler Herro
178,12/30/2022,MIA,Orlando Robinson
179,12/30/2022,MIA,Jamal Cain
180,12/30/2022,MIA,Udonis Haslem
182,12/30/2022,MIA,Dewayne Dedmon
184,12/30/2022,MIA,Nikola Jovic
185,12/30/2022,MIA,Caleb Martin
186,12/30/2022,MIA,Victor Oladipo
188,12/30/2022,MIA,Omer Yurtseven
189,12/30/2022,LAL,Russell Westbrook
190,12/30/2022,LAL,Patrick Beverley
191,12/30/2022,LAL,Austin Reaves
