,Date,Home,Away,Favorite,Spread,O/U,Attendance,Capacity,Game ID
358,2023-12-27,NYK,OKC,OKC,-3.5,241.5,18203,[],401585047
359,2023-12-27,CLE,DAL,DAL,-6.5,232.5,20377,[],401585048
360,2023-12-28,DET,BOS,BOS,-17.5,234.5,19156,[],401585049
361,2023-12-28,IND,CHI,CHI,-0.5,238.5,21568,[],401585050
362,2023-12-28,DAL,MIN,MIN,-12.5,227.5,18024,[],401585051
363,2023-12-28,UTA,NOP,NOP,-8.5,239.5,17753,[],401585052
364,2023-12-28,MEM,DEN,DEN,-9.5,222.5,19733,[],401585053
365,2023-12-28,MIA,GSW,GSW,-6.5,232.5,18064,[],401585054
366,2023-12-28,SAS,POR,POR,-3.5,232.5,19335,[],401585055
367,2023-12-28,CHA,LAL,LAL,-13.5,226.5,18997,[],401585056
368,2023-12-29,NYK,ORL,ORL,-0.5,226.5,19587,[],401585057
369,2023-12-29,BKN,WAS,BKN,-5.5,242.5,16825,[],401585058
370,2023-12-29,SAC,ATL,ATL,-1.5,252.5,18305,[],401585059
371,2023-12-29,TOR,BOS,BOS,-5.5,228.5,19156,[],401585060
372,2023-12-29,MIL,CLE,MIL,-5.5,241.5,19432,[],401585061
373,2023-12-29,PHI,HOU,PHI,-1.5,224.5,18055,[],401585062
374,2023-12-29,OKC,DEN,DEN,-1.5,237.5,19808,[],401585063
375,2023-12-29,CHA,PHX,PHX,-15.5,231.5,17071,[],401585064
376,2023-12-29,SAS,POR,POR,-4.5,233.5,18861,[],401585065
377,2023-12-29,MEM,LAC,LAC,-3.5,230.5,19370,[],401585066
378,2023-12-30,MIA,UTA,MIA,-3.5,232.5,18206,[],401585067
379,2023-12-30,TOR,DET,TOR,-3.5,232.5,18411,[],401585068
380,2023-12-30,NYK,IND,IND,-3.5,247.5,17274,[],401585069
381,2023-12-30,PHI,CHI,CHI,-0.5,225.5,21648,[],401585070
382,2023-12-30,LAL,MIN,MIN,-4.5,227.5,18024,[],401585071
383,2023-12-30,DAL,GSW,GSW,-3.5,243.5,18064,[],401585072
384,2023-12-31,ATL,WAS,ATL,-6.5,252.5,17042,[],401585073
385,2023-12-31,LAL,NOP,NOP,-5.5,232.5,18434,[],401585074
386,2023-12-31,BKN,OKC,OKC,-7.5,235.5,18203,[],401585075
387,2023-12-31,BOS,SAS,BOS,-14.5,241.5,18886,[],401585076
388,2023-12-31,SAC,MEM,MEM,-0.5,236.5,17794,[],401585077
389,2023-12-31,ORL,PHX,PHX,-5.5,232.5,17071,[],401585078
390,2024-01-1,MIN,NYK,MIN,-1.5,222.5,19812,[],401585079
391,2024-01-1,CLE,TOR,TOR,-2.5,227.5,19800,[],401585080
392,2024-01-1,DET,HOU,HOU,-9.5,227.5,18055,[],401585081
393,2024-01-1,IND,MIL,MIL,-8.5,262.5,17922,[],401585082
394,2024-01-1,CHA,DEN,DEN,-17.5,224.5,19625,[],401585083
395,2024-01-1,POR,PHX,PHX,-9.5,229.5,17071,[],401585084
396,2024-01-1,DAL,UTA,DAL,-4.5,247.5,18206,[],401585085
397,2024-01-1,MIA,LAC,LAC,-8.5,228.5,19370,[],401585086
398,2024-01-2,CHI,PHI,PHI,-9.5,222.5,19772,[],401585087
399,2024-01-2,SAS,MEM,MEM,-10.5,236.5,17794,[],401585088
400,2024-01-2,BKN,NOP,NOP,-5.5,227.5,16253,[],401585089
401,2024-01-2,BOS,OKC,BOS,-4.5,240.5,18203,[],401585090
402,2024-01-2,ORL,GSW,GSW,-3.5,230.5,18064,[],401585091
403,2024-01-2,CHA,SAC,SAC,-15.5,234.5,17832,[],401585092
404,2024-01-3,WAS,CLE,CLE,-9.5,238.5,19432,[],401585093
405,2024-01-3,MIL,IND,MIL,-3.5,257.5,17274,[],401585094
406,2024-01-3,OKC,ATL,ATL,-1.5,249.5,17770,[],401585095
407,2024-01-3,CHI,NYK,NYK,-7.5,219.5,19812,[],401585096
408,2024-01-3,BKN,HOU,HOU,-4.5,222.5,16563,[],401585097
409,2024-01-3,TOR,MEM,MEM,-1.5,227.5,16385,[],401585098
410,2024-01-3,NOP,MIN,MIN,-6.5,220.5,18024,[],401585099
411,2024-01-3,POR,DAL,DAL,-11.5,238.5,20077,[],401585100
412,2024-01-3,LAC,PHX,LAC,-3.5,231.5,17071,[],401585101
413,2024-01-3,DET,UTA,UTA,-8.5,240.5,18206,[],401585102
414,2024-01-3,MIA,LAL,LAL,-5.5,229.5,18997,[],401585103
415,2024-01-3,ORL,SAC,SAC,-5.5,231.5,17832,[],401585104
416,2024-01-4,MIL,SAS,MIL,-11.5,248.5,19082,[],401585105
417,2024-01-4,DEN,GSW,DEN,-3.5,234.5,18064,[],401585106
418,2024-01-5,UTA,BOS,BOS,-14.5,241.5,19156,[],401585107
419,2024-01-5,ATL,IND,IND,-2.5,261.5,17274,[],401585108
420,2024-01-5,OKC,BKN,OKC,-4.5,234.5,18147,[],401585109
421,2024-01-5,WAS,CLE,CLE,-10.5,237.5,19432,[],401585110
422,2024-01-5,NYK,PHI,PHI,-5.5,233.5,20461,[],401585111
423,2024-01-5,CHA,CHI,CHI,-8.5,218.5,21345,[],401585112
424,2024-01-5,MIN,HOU,MIN,-4.5,216.5,18055,[],401585113
425,2024-01-5,LAC,NOP,NOP,-0.5,230.5,18329,[],401585114
426,2024-01-5,POR,DAL,DAL,-7.5,233.5,20162,[],401585115
427,2024-01-5,ORL,DEN,DEN,-9.5,223.5,19659,[],401585116
428,2024-01-5,MIA,PHX,PHX,-3.5,228.5,17071,[],401585117
429,2024-01-5,DET,GSW,GSW,-10.5,239.5,18064,[],401585118
430,2024-01-5,MEM,LAL,LAL,-3.5,225.5,18997,[],401585119
431,2024-01-5,TOR,SAC,SAC,-4.5,237.5,17941,[],401585120
432,2024-01-6,BOS,IND,BOS,-6.5,249.5,17274,[],401585121
433,2024-01-6,NYK,WAS,NYK,-9.5,239.5,20333,[],401585122
434,2024-01-6,UTA,PHI,PHI,-5.5,235.5,20278,[],401585123
435,2024-01-6,MIL,HOU,MIL,-7.5,237.5,18055,[],401585124
436,2024-01-7,SAS,CLE,CLE,-10.5,232.5,19432,[],401585125
437,2024-01-7,POR,BKN,BKN,-9.5,226.5,17732,[],401585126
438,2024-01-7,ATL,ORL,ATL,-2.5,240.5,19349,[],401585127
439,2024-01-7,NOP,SAC,SAC,-4.5,234.5,17832,[],401585128
440,2024-01-7,MIN,DAL,MIN,-2.5,234.5,20111,[],401585129
441,2024-01-7,DET,DEN,DEN,-16.5,235.5,19623,[],401585130
442,2024-01-7,MEM,PHX,PHX,-8.5,228.5,17071,[],401585131
443,2024-01-7,TOR,GSW,GSW,-2.5,237.5,18064,[],401585132
444,2024-01-7,LAC,LAL,LAC,-5.5,232.5,18997,[],401585133
445,2024-01-8,CHI,CHA,CHI,-6.5,215.5,14418,[],401585134
446,2024-01-8,BOS,IND,BOS,-3.5,245.5,16009,[],401585135
447,2024-01-8,OKC,WAS,OKC,-11.5,245.5,15297,[],401585136
448,2024-01-8,HOU,MIA,MIA,-4.5,218.5,19694,[],401585137
449,2024-01-8,UTA,MIL,MIL,-8.5,242.5,17341,[],401585138
450,2024-01-8,PHX,LAC,LAC,-5.5,234.5,19370,[],401585139
451,2024-01-9,SAC,DET,SAC,-11.5,241.5,13992,[],401585140
452,2024-01-9,MIN,ORL,MIN,-5.5,217.5,19223,[],401585141
453,2024-01-9,POR,NYK,NYK,-12.5,229.5,19812,[],401585142
454,2024-01-9,MEM,DAL,DAL,-9.5,236.5,20116,[],401585143
455,2024-01-9,TOR,LAL,LAL,-4.5,236.5,18997,[],401585144
456,2024-01-10,MIN,BOS,BOS,-10.5,228.5,19156,[],401585145
457,2024-01-10,SAC,CHA,SAC,-8.5,229.5,14173,[],401585146
458,2024-01-10,SAS,DET,SAS,-3.5,238.5,17833,[],401585147
459,2024-01-10,WAS,IND,IND,-8.5,252.5,15721,[],401585148
460,2024-01-10,PHI,ATL,ATL,-0.5,245.5,16089,[],401585149
461,2024-01-10,OKC,MIA,OKC,-4.5,233.5,19636,[],401585150
462,2024-01-10,HOU,CHI,CHI,-4.5,216.5,21149,[],401585151
463,2024-01-10,DEN,UTA,DEN,-6.5,239.5,18206,[],401585152
464,2024-01-10,NOP,GSW,NOP,-2.5,233.5,18064,[],401585153
465,2024-01-10,TOR,LAC,LAC,-11.5,232.5,19370,[],401585154
466,2024-01-11,BKN,CLE,EVEN,0.0,[],15887,[],401585155
467,2024-01-11,BOS,MIL,MIL,-2.5,247.5,17781,[],401585156
468,2024-01-11,POR,OKC,OKC,-13.5,237.5,15828,[],401585157
469,2024-01-11,NYK,DAL,NYK,-4.5,234.5,20040,[],401585158
470,2024-01-11,PHX,LAL,PHX,-1.5,238.5,18416,[],401585159
471,2024-01-12,SAC,PHI,PHI,-0.5,241.5,19766,[],401585160
472,2024-01-12,IND,ATL,ATL,-5.5,250.5,15596,[],401585161
473,2024-01-12,HOU,DET,HOU,-8.5,224.5,13987,[],401585162
474,2024-01-12,ORL,MIA,MIA,-1.5,219.5,19650,[],401585163
475,2024-01-12,GSW,CHI,CHI,-3.5,228.5,21153,[],401585164
476,2024-01-12,LAC,MEM,LAC,-8.5,224.5,16617,[],401585165
477,2024-01-12,POR,MIN,MIN,-16.5,219.5,18024,[],401585166
478,2024-01-12,NOP,DEN,DEN,-5.5,230.5,19638,[],401585167
479,2024-01-12,TOR,UTA,UTA,-1.5,242.5,18206,[],401585168
480,2024-01-12,CHA,SAS,SAS,-2.5,236.5,18073,[],401585169
481,2024-01-13,HOU,BOS,BOS,-14.5,226.5,19156,[],401585170
482,2024-01-13,WAS,ATL,ATL,-7.5,248.5,17108,[],401585171
483,2024-01-13,NYK,MEM,NYK,-10.5,219.5,16598,[],401585172
484,2024-01-13,GSW,MIL,MIL,-13.5,241.5,18009,[],401585173
485,2024-01-13,ORL,OKC,OKC,-11.5,231.5,18203,[],401585174
486,2024-01-13,NOP,DAL,DAL,-5.5,227.5,20155,[],401585175
487,2024-01-13,CHI,SAS,CHI,-6.5,229.5,18354,[],401585176
488,2024-01-13,LAL,UTA,UTA,-2.5,238.5,18206,[],401585177
489,2024-01-14,IND,DEN,DEN,-10.5,239.5,19631,[],401585178
490,2024-01-14,CHA,MIA,MIA,-8.5,225.5,19831,[],401585179
491,2024-01-14,SAC,MIL,MIL,-4.5,246.5,17612,[],401585180
492,2024-01-14,LAC,MIN,MIN,-0.5,225.5,18024,[],401585181
493,2024-01-14,PHX,POR,PHX,-14.5,234.5,18071,[],401585182
494,2024-01-15,HOU,PHI,PHI,-8.5,227.5,20822,[],401585183
495,2024-01-15,NOP,DAL,NOP,-4.5,235.5,20010,[],401585184
496,2024-01-15,ORL,NYK,NYK,-5.5,217.5,19812,[],401585185
497,2024-01-15,DET,WAS,WAS,-5.5,240.5,15156,[],401585186
498,2024-01-15,SAS,ATL,ATL,-8.5,246.5,17447,[],401585187
499,2024-01-15,GSW,MEM,GSW,-7.5,226.5,16612,[],401585188
500,2024-01-15,CHI,CLE,CLE,-4.5,222.5,19432,[],401585189
501,2024-01-15,MIA,BKN,BKN,-0.5,220.5,17893,[],401585190
502,2024-01-15,BOS,TOR,BOS,-6.5,238.5,19278,[],401585191
503,2024-01-15,IND,UTA,UTA,-6.5,245.5,18206,[],401585192
504,2024-01-15,OKC,LAL,OKC,-2.5,242.5,18997,[],401585193
505,2024-01-16,DEN,PHI,PHI,-1.5,232.5,19775,[],401585194
506,2024-01-16,SAC,PHX,PHX,-4.5,244.5,17071,[],401585195
507,2024-01-16,OKC,LAC,LAC,-5.5,240.5,19370,[],401585196
508,2024-01-17,MIN,DET,MIN,-12.5,223.5,16022,[],401585197
509,2024-01-17,ORL,ATL,ATL,-4.5,228.5,14541,[],401585198
510,2024-01-17,SAS,BOS,BOS,-14.5,237.5,19156,[],401585199
511,2024-01-17,MIL,CLE,CLE,-1.5,237.5,19432,[],401585200
512,2024-01-17,HOU,NYK,NYK,-7.5,223.5,19439,[],401585201
513,2024-01-17,MIA,TOR,MIA,-3.5,226.5,19631,[],401585202
514,2024-01-17,CHA,NOP,NOP,-12.5,229.5,16093,[],401585203
515,2024-01-17,DAL,LAL,LAL,-3.5,244.5,18338,[],401585205
516,2024-01-17,BKN,POR,BKN,-5.5,221.5,17021,[],401585206
517,2024-01-18,WAS,NYK,NYK,-11.5,234.5,19466,[],401585207
518,2024-01-18,CHI,TOR,CHI,-1.5,228.5,19312,[],401585208
519,2024-01-18,OKC,UTA,OKC,-3.5,245.5,18206,[],401585209
520,2024-01-18,MEM,MIN,MIN,-12.5,214.5,18024,[],401585210
521,2024-01-18,IND,SAC,SAC,-8.5,244.5,17832,[],401585211
522,2024-01-19,SAS,CHA,CHA,-4.5,236.5,19093,[],401585212
523,2024-01-19,PHI,ORL,PHI,-5.5,222.5,19063,[],401585213
524,2024-01-19,DEN,BOS,BOS,-7.5,233.5,19156,[],401585214
525,2024-01-19,ATL,MIA,MIA,-0.5,212.5,20040,[],401585215
526,2024-01-19,PHX,NOP,NOP,-2.5,237.5,18686,[],401585216
527,2024-01-19,IND,POR,IND,-7.5,237.5,18595,[],401585218
528,2024-01-19,BKN,LAL,LAL,-7.5,226.5,18997,[],401585219
529,2024-01-20,MIL,DET,MIL,-13.5,245.5,19996,[],401585220
530,2024-01-20,PHI,CHA,PHI,-12.5,227.5,18261,[],401585221
531,2024-01-20,SAS,WAS,WAS,-2.5,241.5,17922,[],401585222
532,2024-01-20,CLE,ATL,CLE,-2.5,232.5,17047,[],401585223
533,2024-01-20,TOR,NYK,NYK,-7.5,229.5,19812,[],401585224
534,2024-01-20,MEM,CHI,CHI,-7.5,215.5,21441,[],401585225
535,2024-01-20,UTA,HOU,HOU,-2.5,234.5,16618,[],401585226
536,2024-01-20,OKC,MIN,MIN,-3.5,229.5,18024,[],401585227
537,2024-01-21,BKN,LAC,LAC,-9.5,227.5,19370,[],401585228
538,2024-01-21,MIA,ORL,ORL,-1.5,213.5,18102,[],401585229
539,2024-01-21,DEN,WAS,DEN,-12.5,237.5,17107,[],401585230
540,2024-01-21,BOS,HOU,BOS,-11.5,226.5,18055,[],401585231
541,2024-01-21,IND,PHX,PHX,-6.5,245.5,17071,[],401585232
542,2024-01-21,POR,LAL,LAL,-11.5,230.5,18997,[],401585233
543,2024-01-22,MIL,DET,MIL,-12.5,248.5,17201,[],401585234
544,2024-01-22,CLE,ORL,CLE,-2.5,215.5,19301,[],401585235
545,2024-01-22,SAS,PHI,PHI,-13.5,237.5,20511,[],401585236
546,2024-01-22,MEM,TOR,TOR,-7.5,226.5,18577,[],401585237
547,2024-01-22,CHA,MIN,MIN,-13.5,220.5,18024,[],401585238
548,2024-01-22,BOS,DAL,BOS,-2.5,240.5,20277,[],401585239
549,2024-01-22,CHI,PHX,PHX,-5.5,228.5,17071,[],401585240
550,2024-01-22,ATL,SAC,SAC,-8.5,237.5,17832,[],401585241
551,2024-01-23,DEN,IND,DEN,-4.5,237.5,16004,[],401585242
552,2024-01-23,NYK,BKN,NYK,-3.5,223.5,17732,[],401585243
553,2024-01-23,UTA,NOP,NOP,-6.5,239.5,16032,[],401585244
554,2024-01-23,POR,OKC,OKC,-13.5,233.5,15874,[],401585245
555,2024-01-23,LAL,LAC,LAC,-9.5,235.5,19370,[],401585246
556,2024-01-24,CHA,DET,DET,-2.5,230.5,15020,[],401585247
557,2024-01-24,MIN,WAS,MIN,-10.5,229.5,15446,[],401585248
558,2024-01-24,MEM,MIA,MIA,-11.5,214.5,19600,[],401585249
559,2024-01-24,OKC,SAS,OKC,-8.5,241.5,18130,[],401585250
560,2024-01-24,POR,HOU,HOU,-10.5,220.5,18055,[],401585251
561,2024-01-24,CLE,MIL,MIL,-6.5,237.5,17510,[],401585252
562,2024-01-24,PHX,DAL,PHX,-2.5,241.5,20202,[],401585253
563,2024-01-24,ATL,GSW,GSW,-6.5,235.5,18064,[],401585254
564,2024-01-25,PHI,IND,PHI,-3.5,239.5,15699,[],401585255
565,2024-01-25,UTA,WAS,UTA,-7.5,246.5,14027,[],401585256
566,2024-01-25,MIN,BKN,MIN,-3.5,218.5,17732,[],401585257
567,2024-01-25,BOS,MIA,BOS,-8.5,224.5,20074,[],401585258
568,2024-01-25,DEN,NYK,DEN,-2.5,222.5,19812,[],401585259
569,2024-01-25,SAC,GSW,SAC,-1.5,243.5,18064,[],401585260
570,2024-01-25,CHI,LAL,LAL,-5.5,229.5,18997,[],401585261
571,2024-01-26,DAL,ATL,ATL,-2.5,245.5,16149,[],401585262
572,2024-01-26,HOU,CHA,HOU,-4.5,223.5,16164,[],401585263
573,2024-01-26,PHX,IND,EVEN,0.0,[],17274,[],401585264
574,2024-01-26,LAC,TOR,LAC,-8.5,237.5,19800,[],401585265
575,2024-01-26,ORL,MEM,ORL,-6.5,212.5,16823,[],401585266
576,2024-01-26,CLE,MIL,MIL,-5.5,238.5,17855,[],401585267
577,2024-01-26,OKC,NOP,OKC,-1.5,237.5,18624,[],401585268
578,2024-01-26,POR,SAS,SAS,-4.5,232.5,17274,[],401585269
579,2024-01-27,WAS,DET,DET,-3.5,241.5,16922,[],401585270
580,2024-01-27,MIA,NYK,NYK,-4.5,220.5,19812,[],401585271
581,2024-01-27,PHI,DEN,DEN,-12.5,224.5,19805,[],401585272
582,2024-01-27,HOU,BKN,BKN,-4.5,221.5,17732,[],401585273
583,2024-01-27,LAC,BOS,BOS,-6.5,232.5,19156,[],401585274
584,2024-01-27,UTA,CHA,UTA,-10.5,231.5,17633,[],401585275
585,2024-01-27,NOP,MIL,MIL,-3.5,242.5,17940,[],401585276
586,2024-01-27,MIN,SAS,MIN,-10.5,228.5,17726,[],401585277
587,2024-01-27,LAL,GSW,GSW,-1.5,245.5,18064,[],401585278
588,2024-01-27,SAC,DAL,SAC,-4.5,245.5,20373,[],401585279
589,2024-01-28,MEM,IND,IND,-7.5,229.5,16519,[],401585280
590,2024-01-28,TOR,ATL,ATL,-7.5,240.5,15658,[],401585281
591,2024-01-28,OKC,DET,OKC,-12.5,237.5,16861,[],401585282
592,2024-01-28,PHX,ORL,PHX,-1.5,228.5,18823,[],401585283
593,2024-01-28,CHI,POR,CHI,-5.5,222.5,17899,[],401585284
594,2024-01-29,NYK,CHA,NYK,-9.5,218.5,15546,[],401585285
595,2024-01-29,LAC,CLE,LAC,-1.5,226.5,19432,[],401585286
596,2024-01-29,NOP,BOS,BOS,-7.5,233.5,19156,[],401585287
597,2024-01-29,UTA,BKN,BKN,-0.5,236.5,16054,[],401585288
598,2024-01-29,PHX,MIA,MIA,-2.5,230.5,19600,[],401585289
599,2024-01-29,LAL,HOU,LAL,-1.5,235.5,18055,[],401585290
600,2024-01-29,SAC,MEM,SAC,-10.5,223.5,15333,[],401585291
601,2024-01-29,MIN,OKC,OKC,-2.5,225.5,16870,[],401585292
602,2024-01-29,WAS,SAS,SAS,-3.5,241.5,17020,[],401585293
603,2024-01-29,ORL,DAL,DAL,-3.5,227.5,20020,[],401585294
604,2024-01-29,MIL,DEN,DEN,-4.5,237.5,19801,[],401585295
605,2024-01-29,PHI,POR,PHI,-5.5,221.5,17128,[],401585296
606,2024-01-30,LAL,ATL,ATL,-5.5,247.5,17871,[],401585297
607,2024-01-30,IND,BOS,BOS,-7.5,247.5,19156,[],401585298
608,2024-01-30,UTA,NYK,NYK,-2.5,229.5,19133,[],401585299
609,2024-01-30,TOR,CHI,CHI,-6.5,227.5,21259,[],401585300
610,2024-01-30,PHI,GSW,GSW,-1.5,232.5,18064,[],401585301
611,2024-01-31,CHI,CHA,CHI,-5.5,214.5,13712,[],401585302
612,2024-01-31,DET,CLE,CLE,-13.5,231.5,19432,[],401585303
613,2024-01-31,LAC,WAS,LAC,-9.5,235.5,17201,[],401585304
614,2024-01-31,PHX,BKN,PHX,-3.5,232.5,17732,[],401585305
615,2024-01-31,SAC,MIA,MIA,-2.5,228.5,19600,[],401585306
616,2024-01-31,NOP,HOU,HOU,-0.5,230.5,18055,[],401585307
617,2024-01-31,DAL,MIN,MIN,-12.5,221.5,18024,[],401585308
618,2024-01-31,ORL,SAS,ORL,-6.5,226.5,17081,[],401585309
619,2024-01-31,DEN,OKC,OKC,-6.5,223.5,16723,[],401585310
620,2024-01-31,MIL,POR,MIL,-10.5,237.5,19335,[],401585311
621,2024-02-1,LAL,BOS,BOS,-15.5,237.5,19156,[],401585312
622,2024-02-1,IND,NYK,NYK,-1.5,235.5,19812,[],401585313
623,2024-02-1,PHI,UTA,UTA,-4.5,242.5,18206,[],401585314
624,2024-02-1,CLE,MEM,CLE,-9.5,215.5,15505,[],401585315
625,2024-02-2,LAC,DET,LAC,-12.5,239.5,19122,[],401585316
626,2024-02-2,MIA,WAS,MIA,-8.5,227.5,18308,[],401585317
627,2024-02-2,PHX,ATL,PHX,-3.5,250.5,16536,[],401585318
628,2024-02-2,SAC,IND,SAC,-3.5,248.5,17274,[],401585319
629,2024-02-2,TOR,HOU,HOU,-4.5,232.5,18055,[],401585320
630,2024-02-2,GSW,MEM,GSW,-7.5,226.5,17794,[],401585321
631,2024-02-2,ORL,MIN,MIN,-6.5,212.5,18024,[],401585322
632,2024-02-2,CHA,OKC,OKC,-15.5,225.5,17552,[],401585323
633,2024-02-2,NOP,SAS,NOP,-8.5,234.5,17207,[],401585324
634,2024-02-2,POR,DEN,DEN,-14.5,220.5,19622,[],401585325
635,2024-02-3,BKN,PHI,PHI,-1.5,231.5,20673,[],401585326
636,2024-02-3,GSW,ATL,ATL,-2.5,245.5,17600,[],401585327
637,2024-02-3,SAC,CHI,CHI,-1.5,228.5,21579,[],401585328
638,2024-02-3,LAL,NYK,NYK,-2.5,227.5,19812,[],401585329
639,2024-02-3,MIL,DAL,MIL,-4.5,248.5,20377,[],401585330
640,2024-02-3,CLE,SAS,CLE,-10.5,232.5,18354,[],401585331
641,2024-02-4,ORL,DET,ORL,-6.5,230.5,17982,[],401585332
642,2024-02-4,PHX,WAS,PHX,-11.5,240.5,16984,[],401585333
643,2024-02-4,MEM,BOS,BOS,-19.5,218.5,19156,[],401585334
644,2024-02-4,IND,CHA,IND,-11.5,236.5,15687,[],401585335
645,2024-02-4,LAC,MIA,LAC,-4.5,223.5,19855,[],401585336
646,2024-02-4,HOU,MIN,MIN,-7.5,221.5,18024,[],401585337
647,2024-02-4,TOR,OKC,OKC,-8.5,237.5,17059,[],401585338
648,2024-02-4,MIL,UTA,UTA,-2.5,249.5,18206,[],401585339
649,2024-02-4,POR,DEN,DEN,-15.5,220.5,19715,[],401585340
650,2024-02-5,LAL,CHA,LAL,-13.5,227.5,19375,[],401585341
651,2024-02-5,SAC,CLE,CLE,-4.5,235.5,19432,[],401585342
652,2024-02-5,DAL,PHI,DAL,-2.5,241.5,19764,[],401585343
653,2024-02-5,LAC,ATL,LAC,-4.5,245.5,17093,[],401585344
654,2024-02-5,GSW,BKN,BKN,-0.5,239.5,17919,[],401585345
655,2024-02-5,TOR,NOP,NOP,-10.5,232.5,17429,[],401585346
656,2024-02-6,HOU,IND,IND,-8.5,244.5,15571,[],401585347
657,2024-02-6,DAL,BKN,DAL,-2.5,236.5,17732,[],401585348
658,2024-02-6,ORL,MIA,MIA,-3.5,213.5,19600,[],401585349
659,2024-02-6,MEM,NYK,NYK,-13.5,213.5,19013,[],401585350
660,2024-02-6,MIN,CHI,MIN,-4.5,216.5,20949,[],401585351
661,2024-02-6,OKC,UTA,OKC,-3.5,237.5,18206,[],401585352
662,2024-02-6,MIL,PHX,PHX,-5.5,242.5,17071,[],401585353
663,2024-02-7,TOR,CHA,TOR,-7.5,226.5,11720,[],401585354
664,2024-02-7,GSW,PHI,GSW,-3.5,236.5,19780,[],401585355
665,2024-02-7,CLE,WAS,CLE,-11.5,234.5,15860,[],401585356
666,2024-02-7,ATL,BOS,BOS,-11.5,245.5,19156,[],401585357
667,2024-02-7,SAS,MIA,MIA,-6.5,227.5,19652,[],401585358
668,2024-02-7,NOP,LAC,LAC,-5.5,232.5,19370,[],401585359
669,2024-02-7,DET,SAC,SAC,-13.5,238.5,17832,[],401585360
670,2024-02-8,GSW,IND,IND,-5.5,248.5,17274,[],401585361
671,2024-02-8,SAS,ORL,ORL,-10.5,224.5,19074,[],401585362
672,2024-02-8,CLE,BKN,CLE,-7.5,224.5,17304,[],401585363
673,2024-02-8,DAL,NYK,DAL,-5.5,222.5,19812,[],401585364
674,2024-02-8,CHI,MEM,CHI,-5.5,217.5,16285,[],401585365
675,2024-02-8,MIN,MIL,MIN,-2.5,223.5,17577,[],401585366
676,2024-02-8,UTA,PHX,PHX,-5.5,239.5,17071,[],401585367
677,2024-02-8,DEN,LAL,DEN,-3.5,232.5,18997,[],401585368
678,2024-02-8,DET,POR,POR,-4.5,225.5,18125,[],401585369
679,2024-02-9,ATL,PHI,ATL,-3.5,244.5,19758,[],401585370
680,2024-02-9,WAS,BOS,BOS,-18.5,236.5,19156,[],401585371
681,2024-02-9,HOU,TOR,TOR,-2.5,235.5,19800,[],401585372
682,2024-02-9,CHA,MIL,MIL,-16.5,228.5,17690,[],401585373
683,2024-02-9,DEN,SAC,SAC,-2.5,231.5,17832,[],401585374
684,2024-02-9,NOP,LAL,NOP,-2.5,236.5,18997,[],401585375
685,2024-02-10,DET,LAC,LAC,-16.5,235.5,19370,[],401585377
686,2024-02-10,SAS,BKN,BKN,-6.5,231.5,18005,[],401585378
687,2024-02-10,MEM,CHA,MEM,-5.5,216.5,17259,[],401585379
688,2024-02-10,CHI,ORL,ORL,-5.5,218.5,19459,[],401585380
689,2024-02-10,PHI,WAS,PHI,-5.5,243.5,20333,[],401585381
690,2024-02-10,HOU,ATL,ATL,-7.5,241.5,17503,[],401585382
691,2024-02-10,IND,NYK,IND,-3.5,237.5,19812,[],401585383
692,2024-02-10,CLE,TOR,CLE,-8.5,230.5,19800,[],401585384
693,2024-02-10,PHX,GSW,EVEN,0.0,[],18064,[],401585385
694,2024-02-10,NOP,POR,NOP,-8.5,219.5,18226,[],401585386
695,2024-02-11,BOS,MIA,BOS,-7.5,224.5,20049,[],401585387
696,2024-02-11,SAC,OKC,OKC,-3.5,239.5,17092,[],401585388
697,2024-02-12,IND,CHA,IND,-10.5,238.5,12112,[],401585389
698,2024-02-12,PHI,CLE,CLE,-11.5,231.5,19432,[],401585390
699,2024-02-12,CHI,ATL,ATL,-4.5,240.5,16524,[],401585391
700,2024-02-12,SAS,TOR,TOR,-5.5,236.5,19800,[],401585392
701,2024-02-12,NYK,HOU,HOU,-1.5,224.5,16790,[],401585393
702,2024-02-12,NOP,MEM,NOP,-9.5,221.5,15823,[],401585394
703,2024-02-12,DEN,MIL,MIL,-1.5,229.5,17444,[],401585395
704,2024-02-12,WAS,DAL,DAL,-12.5,247.5,19921,[],401585396
705,2024-02-12,GSW,UTA,UTA,-0.5,240.5,18206,[],401585397
706,2024-02-12,MIN,LAC,LAC,-4.5,223.5,19370,[],401585398
707,2024-02-13,BOS,BKN,BOS,-7.5,227.5,18053,[],401585399
708,2024-02-13,OKC,ORL,OKC,-2.5,222.5,19301,[],401585400
709,2024-02-13,MIA,MIL,MIL,-7.5,223.5,17520,[],401585401
710,2024-02-13,SAC,PHX,PHX,-4.5,245.5,17071,[],401585402
711,2024-02-13,MIN,POR,MIN,-9.5,214.5,17906,[],401585403
712,2024-02-13,DET,LAL,LAL,-11.5,243.5,18997,[],401585404
713,2024-02-14,ATL,CHA,ATL,-6.5,238.5,14336,[],401585405
714,2024-02-14,NYK,ORL,ORL,-3.5,211.5,19259,[],401585406
715,2024-02-14,MIA,PHI,PHI,-2.5,227.5,20015,[],401585407
716,2024-02-14,BKN,BOS,BOS,-11.5,227.5,19156,[],401585408
717,2024-02-14,CHI,CLE,CLE,-9.5,222.5,19432,[],401585409
