,Date,Home,Away,Favorite,Spread,O/U,Attendance,Capacity
385,12/31/2023,LAL,NOP,NOP,-5.5,232.5,18434,[]
386,12/31/2023,BKN,OKC,OKC,-7.5,235.5,18203,[]
387,12/31/2023,BOS,SAS,BOS,-14.5,241.5,18886,[]
388,12/31/2023,SAC,MEM,MEM,-0.5,236.5,17794,[]
389,12/31/2023,ORL,PHX,PHX,-5.5,232.5,17071,[]
390,01/1/2024,MIN,NYK,MIN,-1.5,222.5,19812,[]
391,01/1/2024,CLE,TOR,TOR,-2.5,227.5,19800,[]
392,01/1/2024,DET,HOU,HOU,-9.5,227.5,18055,[]
393,01/1/2024,IND,MIL,MIL,-8.5,262.5,17922,[]
394,01/1/2024,CHA,DEN,DEN,-17.5,224.5,19625,[]
395,01/1/2024,POR,PHX,PHX,-9.5,229.5,17071,[]
396,01/1/2024,DAL,UTA,DAL,-4.5,247.5,18206,[]
397,01/1/2024,MIA,LAC,LAC,-8.5,228.5,19370,[]
398,01/2/2024,CHI,PHI,PHI,-9.5,222.5,19772,[]
399,01/2/2024,SAS,MEM,MEM,-10.5,236.5,17794,[]
400,01/2/2024,BKN,NOP,NOP,-5.5,227.5,16253,[]
401,01/2/2024,BOS,OKC,BOS,-4.5,240.5,18203,[]
402,01/2/2024,ORL,GSW,GSW,-3.5,230.5,18064,[]
403,01/2/2024,CHA,SAC,SAC,-15.5,234.5,17832,[]
404,01/3/2024,WAS,CLE,CLE,-9.5,238.5,19432,[]
405,01/3/2024,MIL,IND,MIL,-3.5,257.5,17274,[]
406,01/3/2024,OKC,ATL,ATL,-1.5,249.5,17770,[]
407,01/3/2024,CHI,NYK,NYK,-7.5,219.5,19812,[]
408,01/3/2024,BKN,HOU,HOU,-4.5,222.5,16563,[]
409,01/3/2024,TOR,MEM,MEM,-1.5,227.5,16385,[]
410,01/3/2024,NOP,MIN,MIN,-6.5,220.5,18024,[]
411,01/3/2024,POR,DAL,DAL,-11.5,238.5,20077,[]
412,01/3/2024,LAC,PHX,LAC,-3.5,231.5,17071,[]
413,01/3/2024,DET,UTA,UTA,-8.5,240.5,18206,[]
414,01/3/2024,MIA,LAL,LAL,-5.5,229.5,18997,[]
415,01/3/2024,ORL,SAC,SAC,-5.5,231.5,17832,[]
416,01/4/2024,MIL,SAS,MIL,-11.5,248.5,19082,[]
417,01/4/2024,DEN,GSW,DEN,-3.5,234.5,18064,[]
418,01/5/2024,UTA,BOS,BOS,-14.5,241.5,19156,[]
419,01/5/2024,ATL,IND,IND,-2.5,261.5,17274,[]
420,01/5/2024,OKC,BKN,OKC,-4.5,234.5,18147,[]
421,01/5/2024,WAS,CLE,CLE,-10.5,237.5,19432,[]
422,01/5/2024,NYK,PHI,PHI,-5.5,233.5,20461,[]
423,01/5/2024,CHA,CHI,CHI,-8.5,218.5,21345,[]
424,01/5/2024,MIN,HOU,MIN,-4.5,216.5,18055,[]
425,01/5/2024,LAC,NOP,NOP,-0.5,230.5,18329,[]
426,01/5/2024,POR,DAL,DAL,-7.5,233.5,20162,[]
427,01/5/2024,ORL,DEN,DEN,-9.5,223.5,19659,[]
428,01/5/2024,MIA,PHX,PHX,-3.5,228.5,17071,[]
429,01/5/2024,DET,GSW,GSW,-10.5,239.5,18064,[]
430,01/5/2024,MEM,LAL,LAL,-3.5,225.5,18997,[]
431,01/5/2024,TOR,SAC,SAC,-4.5,237.5,17941,[]
432,01/6/2024,BOS,IND,BOS,-6.5,249.5,17274,[]
433,01/6/2024,NYK,WAS,NYK,-9.5,239.5,20333,[]
434,01/6/2024,UTA,PHI,PHI,-5.5,235.5,20278,[]
435,01/6/2024,MIL,HOU,MIL,-7.5,237.5,18055,[]
436,01/7/2024,SAS,CLE,CLE,-10.5,232.5,19432,[]
437,01/7/2024,POR,BKN,BKN,-9.5,226.5,17732,[]
438,01/7/2024,ATL,ORL,ATL,-2.5,240.5,19349,[]
439,01/7/2024,NOP,SAC,SAC,-4.5,234.5,17832,[]
440,01/7/2024,MIN,DAL,MIN,-2.5,234.5,20111,[]
441,01/7/2024,DET,DEN,DEN,-16.5,235.5,19623,[]
442,01/7/2024,MEM,PHX,PHX,-8.5,228.5,17071,[]
443,01/7/2024,TOR,GSW,GSW,-2.5,237.5,18064,[]
444,01/7/2024,LAC,LAL,LAC,-5.5,232.5,18997,[]
445,01/8/2024,CHI,CHA,CHI,-6.5,215.5,14418,[]
446,01/8/2024,BOS,IND,BOS,-3.5,245.5,16009,[]
447,01/8/2024,OKC,WAS,OKC,-11.5,245.5,15297,[]
448,01/8/2024,HOU,MIA,MIA,-4.5,218.5,19694,[]
449,01/8/2024,UTA,MIL,MIL,-8.5,242.5,17341,[]
450,01/8/2024,PHX,LAC,LAC,-5.5,234.5,19370,[]
451,01/9/2024,SAC,DET,SAC,-11.5,241.5,13992,[]
452,01/9/2024,MIN,ORL,MIN,-5.5,217.5,19223,[]
453,01/9/2024,POR,NYK,NYK,-12.5,229.5,19812,[]
454,01/9/2024,MEM,DAL,DAL,-9.5,236.5,20116,[]
455,01/9/2024,TOR,LAL,LAL,-4.5,236.5,18997,[]
456,01/10/2024,MIN,BOS,BOS,-10.5,228.5,19156,[]
457,01/10/2024,SAC,CHA,SAC,-8.5,229.5,14173,[]
458,01/10/2024,SAS,DET,SAS,-3.5,238.5,17833,[]
459,01/10/2024,WAS,IND,IND,-8.5,252.5,15721,[]
460,01/10/2024,PHI,ATL,ATL,-0.5,245.5,16089,[]
461,01/10/2024,OKC,MIA,OKC,-4.5,233.5,19636,[]
462,01/10/2024,HOU,CHI,CHI,-4.5,216.5,21149,[]
463,01/10/2024,DEN,UTA,DEN,-6.5,239.5,18206,[]
464,01/10/2024,NOP,GSW,NOP,-2.5,233.5,18064,[]
465,01/10/2024,TOR,LAC,LAC,-11.5,232.5,19370,[]
466,01/11/2024,BKN,CLE,EVEN,0,[],15887,[]
467,01/11/2024,BOS,MIL,MIL,-2.5,247.5,17781,[]
468,01/11/2024,POR,OKC,OKC,-13.5,237.5,15828,[]
469,01/11/2024,NYK,DAL,NYK,-4.5,234.5,20040,[]
470,01/11/2024,PHX,LAL,PHX,-1.5,238.5,18416,[]
