,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1507,Nickeil Alexander-Walker MIN,MIN,H,04/07/2024,W,25,125.9,103.6,22.3,19.0,4.00,26.7,0.0,8.0,4.3,6.7,66.7,72.7,18.3,106.70,12.1,
1508,Trayce Jackson-Davis GSW,GSW,H,04/07/2024,W,23,118.8,122.9,-4.2,0.0,0.00,0.0,10.0,21.7,16.3,16.7,80.0,80.0,21.4,100.91,14.8,
1509,Rui Hachimura LAL,LAL,H,04/07/2024,L,36,122.1,120.8,1.3,4.8,0.00,5.0,6.7,12.5,9.7,0.0,76.5,80.0,22.9,102.67,14.1,
1510,Trendon Watford BKN,BKN,H,04/07/2024,L,33,71.0,123.2,-52.2,15.4,0.50,8.3,7.5,11.1,9.2,16.7,44.4,44.4,28.2,100.87,4.0,
1511,Fred VanVleet HOU,HOU,H,04/07/2024,L,44,126.1,134.4,-8.4,38.7,12.00,32.4,0.0,2.8,1.3,2.7,47.6,50.8,25.0,98.34,9.0,
1512,Cason Wallace OKC,OKC,H,04/07/2024,W,24,121.3,122.9,-1.6,17.6,0.00,33.3,13.0,5.9,10.0,0.0,83.3,83.3,10.7,95.73,10.5,
1513,Buddy Hield PHI,PHI,H,04/07/2024,W,20,100.0,102.5,-2.5,23.1,1.50,23.1,4.2,4.5,4.3,15.4,57.1,63.5,21.7,99.15,12.0,
1514,Cam Whitmore HOU,HOU,H,04/07/2024,L,19,112.2,130.8,-18.6,0.0,0.00,0.0,0.0,26.7,12.5,0.0,58.3,70.9,17.8,99.83,15.9,
1515,Kristaps Porzingis BOS,BOS,H,04/07/2024,W,27,110.3,103.4,6.9,9.5,1.00,14.3,4.0,22.0,15.2,14.3,50.0,57.0,19.7,101.98,15.5,
1516,Gradey Dick TOR,TOR,H,04/07/2024,W,25,115.8,106.9,8.9,0.0,0.00,0.0,0.0,15.4,7.7,0.0,72.2,72.2,14.1,112.68,9.1,
1517,Lindy Waters III,OKC,A,CHA,04/07/2024,W,15,172.4,133.3,39.1,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,14.3,95.21,9.7
1518,Jrue Holiday BOS,BOS,H,04/07/2024,W,21,122.2,109.1,13.1,13.3,0.00,20.0,0.0,3.3,2.1,0.0,75.0,75.0,16.7,102.12,10.5,
1519,Khris Middleton MIL,MIL,H,04/07/2024,L,13,145.8,134.8,11.1,22.2,1.00,25.0,20.0,10.5,13.8,25.0,62.5,62.5,22.2,86.66,11.4,
1520,Chet Holmgren OKC,OKC,H,04/07/2024,W,31,112.9,100.0,12.9,10.5,0.67,10.0,10.7,30.4,19.6,15.0,62.5,66.3,25.7,98.48,15.6,
1521,Victor Wembanyama SAS,SAS,H,04/07/2024,L,43,106.5,107.5,-1.1,25.0,0.67,15.8,7.3,31.9,20.5,23.7,67.5,71.5,31.4,103.09,20.4,
1522,T.J. McConnell IND,IND,H,04/07/2024,W,27,122.2,111.3,10.9,35.7,2.50,23.8,0.0,0.0,0.0,9.5,78.6,78.6,27.1,96.70,19.2,
1523,Zach Collins SAS,SAS,H,04/07/2024,L,15,90.0,103.1,-13.1,33.3,0.67,15.4,21.4,6.3,13.3,23.1,42.9,54.1,31.4,101.22,8.2,
1524,Aaron Wiggins OKC,OKC,H,04/07/2024,W,36,128.8,124.7,4.1,21.7,2.50,17.9,0.0,6.3,3.3,7.1,60.0,62.3,28.4,97.42,13.5,
1525,Aleksej Pokusevski CHA,CHA,H,04/07/2024,L,21,147.6,87.5,60.1,0.0,0.00,0.0,5.6,34.8,22.0,10.0,77.8,77.8,20.4,95.77,17.5,
1526,Kevon Looney GSW,GSW,H,04/07/2024,W,13,173.9,73.9,100.0,7.1,0.00,25.0,16.7,14.3,15.0,0.0,66.7,66.7,11.1,84.38,12.5,
1527,Monte Morris MIN,MIN,H,04/07/2024,W,14,129.0,116.7,12.4,8.3,1.00,16.7,0.0,12.5,6.7,16.7,62.5,62.5,13.9,101.90,6.6,
1528,Nicolas Batum PHI,PHI,H,04/07/2024,W,46,110.2,103.1,7.1,5.1,0.00,22.2,0.0,17.1,7.9,0.0,64.3,64.3,6.5,102.46,7.3,
1529,Bojan Bogdanovic NYK,NYK,H,04/07/2024,W,17,128.1,109.1,19.0,10.0,0.00,9.1,0.0,6.3,3.2,0.0,72.2,75.9,27.8,91.85,16.8,
1530,Jaden McDaniels MIN,MIN,H,04/07/2024,W,30,121.5,117.2,4.4,7.1,0.00,18.2,0.0,10.7,5.3,0.0,55.6,58.3,12.2,105.07,6.3,
1531,Nic Claxton BKN,BKN,H,04/06/2024,W,30,134.4,103.3,31.1,12.0,3.00,33.3,0.0,25.7,15.5,11.1,50.0,51.2,8.8,95.47,10.1,
1532,Zeke Nnaji DEN,DEN,H,04/06/2024,W,14,130.0,113.8,16.2,7.7,0.00,25.0,0.0,25.0,16.7,0.0,83.3,83.3,9.7,100.54,14.0,
1533,Marcus Morris Sr.,CLE,A,LAL,04/06/2024,L,5,45.5,180.0,-134.5,100,1.00,20.0,14.3,0.0,12.5,20.0,50.0,52.1,30.8,112.00,6.4
1534,Austin Reaves LAL,LAL,H,04/06/2024,W,34,93.0,104.3,-11.4,25.0,2.00,40.0,0.0,5.4,3.0,20.0,58.3,58.3,11.7,100.35,5.1,
1535,Anthony Davis LAL,LAL,H,04/06/2024,W,36,107.9,97.4,10.5,16.0,0.00,21.1,12.5,22.0,17.8,0.0,68.2,73.5,18.3,100.45,23.0,
1536,Jarrett Allen CLE,CLE,H,04/06/2024,L,34,95.8,101.4,-5.6,13.0,3.00,18.8,13.2,22.6,17.4,6.3,50.0,50.0,15.3,101.65,11.8,
1537,LeBron James LAL,LAL,H,04/06/2024,W,36,110.7,100.0,10.7,50.0,2.40,32.4,0.0,12.2,7.1,13.5,58.3,59.4,30.5,98.94,16.9,
1538,Garrison Mathews ATL,ATL,H,04/06/2024,L,19,81.4,148.8,-67.4,0.0,0.00,0.0,0.0,0.0,0.0,0.0,66.7,75.1,14.9,107.31,10.7,
1539,Dennis Schroder BKN,BKN,H,04/06/2024,W,36,121.4,101.4,20.0,30.0,2.00,26.1,6.7,7.5,7.1,13.0,85.0,88.8,21.0,92.97,20.2,
1540,Maozinha Pereira MEM,MEM,H,04/06/2024,L,36,102.6,118.2,-15.6,4.3,0.33,7.1,0.0,33.3,16.4,21.4,66.7,65.8,14.6,102.57,10.4,
1541,Taj Gibson DET,DET,H,04/06/2024,L,9,100.0,83.3,16.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,83.3,83.3,18.8,92.66,13.3,
1542,Clint Capela ATL,ATL,H,04/06/2024,L,30,132.8,140.9,-8.1,13.0,3.00,20.0,16.7,33.3,23.5,6.7,83.3,84.2,16.4,104.88,13.3,
1543,Jeff Dowtin Jr.,PHI,A,MEM,04/06/2024,W,14,103.4,96.6,6.9,25.0,0.00,28.6,8.3,26.7,18.5,0.0,100,101.1,16.7,97.12,28.7
1544,Georges Niang CLE,CLE,H,04/06/2024,L,23,98.0,136.7,-38.7,7.1,0.50,11.1,0.0,6.3,2.6,22.2,100,100,14.5,105.37,7.9,
1545,Max Strus CLE,CLE,H,04/06/2024,L,30,101.7,98.3,3.3,16.7,2.00,28.6,5.9,15.4,10.0,14.3,31.3,31.3,13.7,97.24,4.2,
1546,Pete Nance CLE,CLE,H,04/06/2024,L,2,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,100.0,0.0,0.0,33.3,92.90,-200.0,
1547,Jalen Wilson BKN,BKN,H,04/06/2024,W,18,116.2,71.4,44.8,11.1,1.00,11.1,15.4,9.5,11.8,11.1,80.0,74.0,20.0,95.73,16.8,
1548,Evan Mobley CLE,CLE,H,04/06/2024,L,29,101.6,119.0,-17.5,13.0,1.00,21.4,3.1,11.8,6.1,21.4,41.7,51.5,15.7,104.53,3.5,
1549,Mikal Bridges BKN,BKN,H,04/06/2024,W,31,127.4,129.0,-1.6,13.0,1.00,18.8,0.0,6.7,3.8,18.8,65.0,65.0,18.6,95.23,6.2,
1550,Michael Porter Jr.,DEN,H,ATL,04/06/2024,W,25,144.4,121.2,23.3,9.1,2.00,12.5,5.3,7.7,6.7,6.3,75.0,77.6,23.7,102.15,10.3
1551,Marcus Sasser DET,DET,H,04/06/2024,L,33,103.0,133.3,-30.3,28.6,6.00,24.0,0.0,4.2,1.6,4.0,50.0,50.3,25.7,95.47,9.6,
1552,Maxwell Lewis LAL,LAL,H,04/06/2024,W,2,100.0,0.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.90,0.0,
1553,Troy Brown Jr.,DET,A,BKN,04/06/2024,L,34,105.8,117.4,-11.6,0.0,0.00,0.0,2.7,3.8,3.2,7.7,62.5,62.5,16.9,96.42,5.9
1554,Kelly Oubre Jr.,PHI,A,MEM,04/06/2024,W,27,117.9,100.0,17.9,27.8,5.00,26.3,4.2,13.8,9.4,5.3,60.0,65.0,22.6,102.21,18.4
1555,Zavier Simpson MEM,MEM,H,04/06/2024,L,30,88.9,112.7,-23.8,23.5,2.00,20.0,5.6,7.4,6.3,10.0,45.8,50.9,21.6,100.41,9.6,
1556,Jaden Ivey DET,DET,H,04/06/2024,L,31,109.5,119.0,-9.5,47.6,0.00,32.3,3.0,13.0,7.1,0.0,38.1,38.1,30.0,98.18,13.1,
1557,Dejounte Murray ATL,ATL,H,04/06/2024,L,36,115.4,146.3,-30.9,48.0,6.00,38.7,0.0,8.7,3.4,6.5,36.7,41.8,22.9,105.68,6.4,
1558,Trey Jemison MEM,MEM,H,04/06/2024,L,34,91.3,121.2,-29.9,9.5,0.67,18.2,10.8,11.1,10.9,27.3,33.3,38.8,11.4,96.81,2.4,
1559,Craig Porter Jr.,CLE,A,LAL,04/06/2024,L,2,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,100.0,0.0,0.0,33.3,92.90,-200.0
1560,Sam Merrill CLE,CLE,H,04/06/2024,L,12,72.4,157.7,-85.3,12.5,0.00,20.0,0.0,25.0,9.5,0.0,0.0,0.0,12.5,106.31,-1.7,
1561,Max Christie LAL,LAL,H,04/06/2024,W,2,100.0,0.0,100.0,100,0.00,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,92.90,0.0,
1562,Malachi Flynn DET,DET,H,04/06/2024,L,15,120.7,83.3,37.4,38.5,5.00,38.5,0.0,21.4,10.7,7.7,21.4,21.4,25.8,95.57,-1.9,
1563,Gabe Vincent LAL,LAL,H,04/06/2024,W,14,151.6,94.1,57.5,11.8,0.00,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,108.71,-1.2,
1564,Timmy Allen MEM,MEM,H,04/06/2024,L,26,80.8,113.2,-32.4,0.0,0.00,0.0,0.0,9.1,3.6,14.3,16.7,16.7,11.1,96.68,-4.4,
1565,Cameron Payne PHI,PHI,H,04/06/2024,W,21,111.6,69.0,42.6,25.0,2.00,30.8,0.0,3.6,2.2,15.4,21.4,21.4,19.1,99.67,1.5,
1566,Jared Rhoden DET,DET,H,04/06/2024,L,21,120.0,116.3,3.7,5.9,0.00,10.0,0.0,10.5,5.3,0.0,37.5,39.4,20.5,96.73,0.6,
1567,Jalen Johnson ATL,ATL,H,04/06/2024,L,34,116.0,125.0,-9.0,19.0,0.67,14.3,2.8,18.5,9.5,21.4,47.2,47.2,28.2,107.06,6.4,
1568,Day'Ron Sharpe BKN,BKN,H,04/06/2024,W,10,95.0,120.0,-25.0,0.0,0.00,0.0,22.2,66.7,40.0,50.0,0.0,0.0,8.3,98.13,5.8,
1569,Caris LeVert CLE,CLE,H,04/06/2024,L,28,98.3,113.3,-15.1,13.3,2.00,10.5,3.2,24.0,12.5,5.3,60.7,66.6,25.0,100.25,19.0,
1570,Hunter Tyson DEN,DEN,H,04/06/2024,W,4,122.2,44.4,77.8,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,22.2,116.23,5.6,
1571,Kobe Bufkin ATL,ATL,H,04/06/2024,L,14,77.4,96.7,-19.2,37.5,0.00,33.3,0.0,20.0,8.6,0.0,33.3,33.3,15.8,107.25,9.9,
1572,Colin Castleton LAL,LAL,H,04/06/2024,W,1,0.0,0.0,0.0,0.0,0.00,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,85.97,-20.0,
1573,GG Jackson II,MEM,H,PHI,04/06/2024,L,29,100.0,112.9,-12.9,17.6,1.00,12.0,6.1,16.0,10.3,12.0,40.6,45.6,30.1,103.09,11.4
1574,Joel Embiid PHI,PHI,H,04/06/2024,W,23,122.7,83.0,39.7,11.1,0.13,3.6,15.8,33.3,26.1,28.6,76.9,80.1,52.9,96.42,36.4,
1575,Jalen Pickett DEN,DEN,H,04/06/2024,W,3,137.5,50.0,87.5,66.7,0.00,50.0,0.0,40.0,28.6,0.0,75.0,75.0,25.0,118.15,38.9,
1576,Buddy Boeheim DET,DET,H,04/06/2024,L,10,115.0,119.0,-4.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,75.0,75.0,8.3,99.73,2.3,
1577,Donovan Mitchell CLE,CLE,H,04/06/2024,L,38,108.6,95.1,13.5,21.9,1.40,26.9,0.0,14.7,6.8,19.2,38.5,36.0,20.4,102.68,4.8,
1578,Dorian Finney-Smith BKN,BKN,H,04/06/2024,W,24,110.9,121.7,-10.9,5.6,0.33,11.1,10.5,21.7,16.7,33.3,20.0,20.0,15.7,91.43,0.0,
1579,Scotty Pippen Jr.,MEM,H,PHI,04/06/2024,L,30,103.2,122.6,-19.4,29.4,1.25,18.5,6.9,0.0,3.7,14.8,62.5,67.6,31.4,97.89,13.0
1580,Nikola Jokic DEN,DEN,H,04/06/2024,W,31,133.3,107.4,26.0,39.3,2.75,35.5,4.2,44.8,26.4,12.9,53.8,60.7,26.3,107.22,19.1,
1581,Ricky Council IV,PHI,A,MEM,04/06/2024,W,12,120.0,108.3,11.7,9.1,0.00,25.0,0.0,0.0,0.0,0.0,50.0,50.0,11.5,98.00,5.2
1582,Cam Thomas BKN,BKN,H,04/06/2024,W,39,124.1,108.8,15.3,20.8,5.00,13.9,3.1,11.6,8.0,2.8,44.0,53.6,34.4,97.47,16.2,
1583,Bruno Fernando ATL,ATL,H,04/06/2024,L,18,53.8,122.5,-68.7,33.3,2.00,16.7,8.3,26.7,15.4,8.3,33.3,33.3,22.2,107.93,1.6,
1584,Reggie Jackson DEN,DEN,H,04/06/2024,W,24,123.5,102.0,21.6,17.6,3.00,16.7,10.5,10.0,10.2,5.6,65.4,64.8,27.3,102.43,13.8,
1585,Jordan Goodwin MEM,MEM,H,04/06/2024,L,31,107.8,106.3,1.6,22.2,0.00,22.2,6.5,7.4,6.9,0.0,50.0,54.0,18.9,97.99,12.1,
1586,Lonnie Walker IV,BKN,H,DET,04/06/2024,W,11,73.9,104.3,-30.4,0.0,0.00,0.0,0.0,9.1,4.5,25.0,50.0,50.0,16.0,98.42,2.8
1587,Tyrese Maxey PHI,PHI,H,04/06/2024,W,25,125.9,113.2,12.7,23.8,0.00,41.7,0.0,4.3,2.4,0.0,41.7,50.9,11.7,101.84,6.5,
1588,Darius Garland CLE,CLE,H,04/06/2024,L,35,94.6,116.2,-21.6,12.5,2.00,7.1,2.4,3.6,2.9,3.6,52.0,52.0,29.9,101.77,11.9,
1589,Rui Hachimura LAL,LAL,H,04/06/2024,W,27,89.3,101.8,-12.5,0.0,0.00,0.0,0.0,16.1,9.3,9.1,38.9,35.4,18.3,99.13,3.3,
1590,Tristan Thompson CLE,CLE,H,04/06/2024,L,1,100.0,150.0,-50.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,0.0,124.41,25.0,
1591,Kentavious Caldwell-Pope DEN,DEN,H,04/06/2024,W,28,139.7,106.3,33.3,4.2,0.50,6.7,0.0,8.3,4.4,13.3,100,100,20.0,108.47,13.6,
1592,Noah Clowney BKN,BKN,H,04/06/2024,W,24,111.3,88.5,22.9,0.0,0.00,0.0,10.5,13.3,12.2,0.0,100,97.0,13.3,103.21,27.8,
1593,Jaxson Hayes LAL,LAL,H,04/06/2024,W,12,130.8,92.0,38.8,0.0,0.00,0.0,14.3,18.2,16.7,33.3,100,100,10.7,104.76,9.6,
1594,Terquavion Smith PHI,PHI,H,04/06/2024,W,6,100.0,133.3,-33.3,33.3,1.00,20.0,0.0,25.0,11.1,20.0,83.3,83.3,30.8,97.56,15.1,
1595,Chimezie Metu DET,DET,H,04/06/2024,L,43,104.7,116.1,-11.4,10.7,1.50,21.4,0.0,21.2,8.9,14.3,111.1,111.1,11.7,96.71,17.3,
1596,Christian Braun DEN,DEN,H,04/06/2024,W,25,128.6,107.3,21.3,4.2,1.00,20.0,5.3,9.1,7.3,20.0,83.3,83.3,6.5,108.15,4.1,
1597,Jay Huff DEN,DEN,H,04/06/2024,W,3,137.5,50.0,87.5,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,25.0,118.15,25.0,
1598,KJ Martin PHI,PHI,H,04/06/2024,W,22,97.8,87.8,10.1,9.1,0.33,9.1,12.0,11.1,11.5,27.3,71.4,71.4,18.9,102.17,12.5,
1599,Paul Reed PHI,PHI,H,04/06/2024,W,23,131.4,94.1,37.3,23.8,1.67,41.7,0.0,20.0,11.6,25.0,75.0,75.0,13.0,106.42,13.6,
1600,Peyton Watson DEN,DEN,H,04/06/2024,W,27,121.0,98.3,22.6,8.7,0.00,18.2,5.0,14.3,10.9,0.0,75.0,73.2,13.8,108.18,14.9,
1601,Jamal Murray DEN,DEN,H,04/06/2024,W,21,141.7,114.9,26.8,31.6,2.00,30.0,0.0,15.8,8.8,15.0,63.6,67.3,26.9,109.35,12.4,
1602,Taurean Prince LAL,LAL,H,04/06/2024,W,21,146.7,87.0,59.7,5.9,1.00,9.1,0.0,19.0,10.8,9.1,100,100,20.4,104.58,19.1,
1603,Trendon Watford BKN,BKN,H,04/06/2024,W,16,91.4,124.2,-32.8,12.5,0.25,10.0,0.0,12.5,7.4,40.0,66.7,73.5,24.3,104.06,1.6,
1604,Kyle Lowry PHI,PHI,H,04/06/2024,W,21,125.6,109.3,16.3,6.7,0.00,20.0,0.0,4.8,2.8,0.0,100,100,8.5,99.23,6.4,
1605,Justin Holiday DEN,DEN,H,04/06/2024,W,24,133.3,98.1,35.3,27.3,6.00,60.0,0.0,0.0,0.0,10.0,133.3,133.3,7.5,104.67,10.7,
1606,Nicolas Batum PHI,PHI,H,04/06/2024,W,21,119.5,100.0,19.5,0.0,0.00,0.0,6.3,8.7,7.7,0.0,90.0,90.0,10.9,95.01,13.1,
1607,D'Angelo Russell LAL,LAL,H,04/06/2024,W,31,123.2,88.9,34.3,9.1,0.33,8.0,0.0,12.8,8.3,24.0,82.4,82.4,32.4,109.16,14.9,
1608,James Wiseman DET,DET,H,04/06/2024,L,26,102.0,128.8,-26.9,0.0,0.00,0.0,3.4,22.2,10.6,28.6,40.0,40.0,12.3,94.89,-0.5,
1609,Vit Krejci ATL,ATL,H,04/06/2024,L,25,87.5,128.1,-40.6,11.1,0.00,40.0,3.1,21.1,9.8,0.0,50.0,50.0,4.8,107.26,5.3,
1610,Brandon Clarke MEM,MEM,H,04/06/2024,L,24,81.5,123.1,-41.6,13.3,1.00,14.3,9.4,26.3,15.7,14.3,33.3,30.4,19.4,108.41,4.5,
1611,De'Andre Hunter ATL,ATL,H,04/06/2024,L,30,112.1,142.4,-30.3,11.1,0.67,10.5,0.0,5.0,2.0,15.8,54.5,63.9,24.3,107.57,5.7,
1612,Julian Strawther DEN,DEN,H,04/06/2024,W,12,125.9,100.0,25.9,25.0,1.50,30.0,0.0,26.7,16.7,20.0,37.5,51.2,25.0,106.37,8.3,
1613,Jaylen Nowell DET,DET,H,04/06/2024,L,19,113.5,100.0,13.5,0.0,0.00,0.0,10.5,11.8,11.1,0.0,75.0,75.0,20.5,95.49,15.5,
1614,Mouhamed Gueye ATL,ATL,H,04/06/2024,L,4,44.4,122.2,-77.8,0.0,0.00,0.0,14.3,0.0,10.0,25.0,0.0,0.0,36.4,116.23,-19.4,
1615,Isaiah Mobley CLE,CLE,H,04/06/2024,L,2,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.90,0.0,
1616,Spencer Dinwiddie LAL,LAL,H,04/06/2024,W,25,124.5,96.2,28.3,10.0,0.00,28.6,0.0,8.7,4.5,0.0,60.0,60.0,9.3,96.77,9.6,
1617,Damian Jones CLE,CLE,H,04/06/2024,L,2,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.90,0.0,
1618,Bogdan Bogdanovic ATL,ATL,H,04/06/2024,L,31,113.2,123.2,-10.0,9.5,1.00,13.3,3.0,4.0,3.4,13.3,75.0,79.5,16.9,106.29,8.0,
1619,Buddy Hield PHI,PHI,H,04/06/2024,W,26,103.7,78.9,24.8,5.6,1.00,7.1,0.0,3.0,1.7,7.1,29.2,29.2,21.7,104.21,-1.7,
1620,Bones Hyland LAC,LAC,H,04/05/2024,W,7,107.1,86.7,20.5,80.0,0.00,44.4,0.0,12.5,5.6,0.0,50.0,50.0,27.8,97.34,20.3,
1621,Amir Coffey LAC,LAC,H,04/05/2024,W,31,110.0,100.0,10.0,0.0,0.00,0.0,3.2,8.1,5.9,9.1,50.0,55.7,14.5,109.51,5.0,
1622,Justin Champagnie WAS,WAS,H,04/05/2024,L,14,116.7,132.1,-15.5,20.0,0.00,40.0,14.3,17.6,16.1,0.0,50.0,52.1,8.6,103.37,10.3,
1623,Jermaine Samuels Jr.,HOU,H,MIA,04/05/2024,L,2,100.0,60.0,40.0,0.0,0.00,0.0,20.0,0.0,14.3,0.0,50.0,50.0,25.0,147.27,27.3
1624,Isaiah Jackson IND,IND,H,04/05/2024,W,11,131.8,104.5,27.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,69.4,11.1,95.71,2.3,
1625,Jalen Suggs ORL,ORL,H,04/05/2024,L,22,102.2,133.3,-31.2,15.4,0.00,20.0,0.0,10.0,2.7,0.0,50.0,50.0,15.1,98.30,5.1,
1626,Jamal Cain MIA,MIA,H,04/05/2024,W,2,60.0,100.0,-40.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.27,0.0,
1627,Evan Fournier DET,DET,H,04/05/2024,L,3,33.3,216.7,-183.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.08,0.0,
1628,Dante Exum DAL,DAL,H,04/05/2024,W,33,112.5,100.0,12.5,26.9,3.50,41.2,0.0,5.0,2.9,11.8,68.8,68.8,12.5,104.04,9.6,
1629,Onuralp Bitim CHI,CHI,H,04/05/2024,W,2,116.7,80.0,36.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.14,0.0,
1630,Stephen Curry GSW,GSW,H,04/05/2024,L,35,96.2,106.7,-10.5,26.3,2.50,15.2,2.3,14.7,7.8,6.1,50.0,54.6,31.1,103.66,14.3,
1631,Jayson Tatum BOS,BOS,H,04/05/2024,W,33,115.4,93.8,21.5,22.7,1.67,18.5,0.0,13.6,8.1,11.1,36.7,45.9,31.4,96.00,9.8,
1632,Jusuf Nurkic PHX,PHX,H,04/05/2024,W,26,91.5,73.2,18.3,40.0,1.50,27.3,10.7,40.0,25.9,18.2,45.5,44.6,25.0,105.68,19.2,
1633,Tre Mann CHA,CHA,H,04/05/2024,W,32,124.6,109.1,15.5,18.5,5.00,41.7,0.0,10.0,7.1,8.3,50.0,59.5,10.6,99.60,9.4,
1634,Jalen Green HOU,HOU,H,04/05/2024,L,38,111.5,128.9,-17.4,19.0,1.33,13.8,2.6,18.8,9.9,10.3,38.9,48.8,28.7,97.42,9.2,
1635,Andre Jackson Jr.,MIL,H,TOR,04/05/2024,L,16,132.4,109.1,23.3,7.1,0.00,33.3,0.0,25.0,13.3,0.0,75.0,75.0,5.0,99.16,7.6
1636,Jaden Hardy DAL,DAL,H,04/05/2024,W,14,96.7,119.4,-22.7,25.0,2.00,25.0,0.0,30.0,12.5,12.5,50.0,50.0,18.8,107.44,8.1,
1637,Coby White CHI,CHI,H,04/05/2024,W,14,113.8,67.9,45.9,9.1,0.00,20.0,0.0,15.8,9.1,0.0,25.0,25.0,12.1,98.41,4.8,
1638,Monte Morris MIN,MIN,H,04/05/2024,L,22,100.0,77.1,22.9,23.1,0.00,33.3,4.2,14.3,8.9,0.0,80.0,76.5,10.9,102.78,17.4,
1639,Haywood Highsmith MIA,MIA,H,04/05/2024,W,27,118.2,103.6,14.6,12.5,0.00,37.5,7.4,9.4,8.5,0.0,40.0,40.0,7.8,98.89,6.5,
1640,Bol Bol PHX,PHX,H,04/05/2024,W,12,88.0,75.0,13.0,0.0,0.00,0.0,0.0,23.1,11.5,0.0,50.0,50.0,8.0,97.59,11.0,
1641,Devin Booker PHX,PHX,H,04/05/2024,W,34,105.4,81.9,23.5,59.1,1.86,38.2,3.4,5.3,4.5,20.6,29.2,44.4,25.9,102.71,10.5,
1642,AJ Green MIL,MIL,H,04/05/2024,L,23,106.1,104.2,2.0,0.0,0.00,0.0,0.0,15.0,6.3,16.7,60.0,60.0,10.2,102.71,3.4,
1643,RJ Barrett TOR,TOR,H,04/05/2024,W,34,101.3,100.0,1.3,13.3,0.40,6.7,5.7,11.6,9.0,16.7,47.2,56.9,33.3,106.72,12.4,
1644,Jrue Holiday BOS,BOS,H,04/05/2024,W,31,103.2,103.2,0.1,38.9,7.00,43.8,3.2,7.5,5.6,6.3,62.5,62.5,13.6,97.56,12.7,
1645,Donte DiVincenzo NYK,NYK,H,04/05/2024,L,33,104.5,108.6,-4.1,14.3,1.50,17.6,2.5,9.4,5.6,11.8,41.7,41.7,18.4,99.49,4.8,
1646,Obi Toppin IND,IND,H,04/05/2024,W,25,125.5,91.1,34.4,5.3,1.00,7.7,7.7,25.0,16.0,7.7,65.0,68.9,18.8,105.92,17.6,
1647,Patrick Baldwin Jr.,WAS,H,POR,04/05/2024,L,7,107.7,157.1,-49.5,0.0,0.00,0.0,14.3,0.0,7.1,25.0,33.3,29.1,28.6,95.06,-7.6
1648,Aaron Wiggins OKC,OKC,H,04/05/2024,L,16,94.3,137.1,-42.9,8.3,0.00,16.7,0.0,6.3,3.8,0.0,40.0,40.0,13.9,102.94,1.3,
1649,Justin Minaya POR,POR,H,04/05/2024,W,26,111.3,105.7,5.7,9.5,0.00,33.3,6.3,7.1,6.7,0.0,25.0,25.0,6.2,99.83,5.3,
1650,Luka Garza MIN,MIN,H,04/05/2024,L,4,166.7,33.3,133.3,0.0,0.00,0.0,0.0,20.0,10.0,0.0,25.0,22.5,36.4,107.11,-12.1,
1651,Thaddeus Young PHX,PHX,H,04/05/2024,W,3,0.0,185.7,-185.7,0.0,0.00,0.0,0.0,33.3,14.3,0.0,0.0,0.0,0.0,118.59,8.3,
1652,Jared Rhoden DET,DET,H,04/05/2024,L,21,63.6,95.6,-31.9,25.0,0.00,25.0,0.0,3.7,1.9,0.0,50.0,51.0,12.2,100.44,9.8,
1653,Josh Okogie PHX,PHX,H,04/05/2024,W,4,33.3,166.7,-133.3,0.0,0.00,0.0,0.0,20.0,10.0,100.0,0.0,0.0,11.1,107.11,0.0,
1654,Brandon Boston Jr.,LAC,H,UTA,04/05/2024,W,7,107.1,86.7,20.5,0.0,0.00,0.0,0.0,0.0,0.0,0.0,33.3,33.3,33.3,97.34,0.0
1655,CJ McCollum NOP,NOP,H,04/05/2024,L,40,98.8,107.3,-8.5,21.1,1.33,11.1,5.3,10.5,7.9,8.3,51.7,52.6,34.4,100.33,12.7,
