,Name,Team,Location,Opponent,Date,Result,Mins,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
27,Bruce Brown,TOR,A,MIA,2024-04-14,L,20,89.5,125.0,-35.5,0.0,0.0,0.0,0.0,0.0,0.0,16.7,60.0,55.1,13.3,91.69,0.0
28,Thanasis Antetokounmpo,MIL,A,ORL,2024-04-14,L,7,100.0,107.1,-7.1,16.7,0.0,33.3,0.0,0.0,0.0,0.0,50.0,50.0,13.3,97.34,8.7
29,Tyrese Haliburton,IND,H,ATL,2024-04-14,W,25,153.4,106.9,46.6,39.4,6.5,50.0,0.0,7.4,4.3,7.7,50.0,53.0,20.3,109.53,13.4
30,Evan Mobley,CLE,H,CHA,2024-04-14,L,25,141.2,119.2,21.9,21.7,0.0,26.3,12.5,12.5,12.5,0.0,38.5,47.4,24.1,97.32,10.0
31,OG Anunoby,NYK,H,CHI,2024-04-14,W,43,118.6,110.6,8.0,11.1,0.67,19.0,5.7,6.7,6.3,28.6,50.0,48.6,17.0,96.04,1.8
32,Tobias Harris,PHI,H,BKN,2024-04-14,W,30,112.9,82.3,30.6,11.1,2.0,10.5,5.6,17.6,11.4,5.3,63.3,66.1,23.0,99.2,19.1
33,Sandro Mamukelashvili,SAS,H,DET,2024-04-14,W,26,105.6,94.5,11.0,5.9,0.33,5.6,7.1,20.7,14.0,16.7,65.4,64.8,27.0,100.68,15.6
34,Johnny Davis,WAS,A,BOS,2024-04-14,L,27,108.9,131.0,-22.1,9.5,0.67,20.0,0.0,5.0,2.1,30.0,60.0,60.0,13.1,102.92,1.4
35,Paul Reed,PHI,H,BKN,2024-04-14,W,29,103.3,89.8,13.4,15.8,1.5,16.7,14.3,21.2,17.6,11.1,50.0,50.5,20.8,99.25,14.2
36,Peyton Watson,DEN,A,MEM,2024-04-14,W,21,111.4,127.3,-15.9,6.7,1.0,11.1,5.0,4.8,4.9,11.1,78.6,78.6,16.3,102.86,8.9
37,Alondes Williams,MIA,H,TOR,2024-04-14,W,2,40.0,166.7,-126.7,0.0,0.0,0.0,0.0,0.0,0.0,33.3,50.0,50.0,60.0,140.18,-8.3
38,Keyonte George,UTA,A,GSW,2024-04-14,L,20,139.5,109.3,30.2,26.7,4.0,25.0,0.0,5.0,2.4,6.3,95.5,91.8,23.1,102.52,19.3
39,Brandin Podziemski,GSW,H,UTA,2024-04-14,W,22,131.1,106.8,24.3,10.5,0.0,22.2,12.5,26.1,19.1,0.0,50.0,50.0,12.7,99.58,14.2
40,Bruno Fernando,ATL,A,IND,2024-04-14,L,21,112.5,166.0,-53.5,6.7,1.0,10.0,0.0,15.4,6.7,10.0,60.0,78.5,18.0,107.55,7.1
41,Jonas Valanciunas,NOP,H,LAL,2024-04-14,L,7,86.7,164.3,-77.6,20.0,0.25,12.5,0.0,75.0,42.9,50.0,33.3,33.3,46.7,95.78,-7.1
42,AJ Lawson,DAL,A,OKC,2024-04-14,L,24,82.8,113.8,-31.0,14.3,2.0,11.8,3.3,17.4,9.4,5.9,38.5,43.2,23.1,118.3,7.8
43,Jaden Ivey,DET,A,SAS,2024-04-14,L,27,96.6,119.6,-23.0,11.8,1.0,11.1,0.0,4.0,1.8,11.1,42.3,46.8,24.6,101.97,4.7
44,Pascal Siakam,IND,H,ATL,2024-04-14,W,25,153.4,106.9,46.6,4.0,0.5,4.8,10.5,14.8,13.0,9.5,75.0,74.2,31.3,109.53,16.5
45,Brandon Williams,DAL,A,OKC,2024-04-14,L,30,89.1,128.4,-39.3,25.0,1.0,10.0,2.3,14.3,6.9,10.0,40.5,46.5,35.5,105.56,8.6
46,Pat Spencer,GSW,H,UTA,2024-04-14,W,15,115.2,93.9,21.2,23.1,3.0,42.9,11.8,13.3,12.5,14.3,33.3,33.3,10.5,104.55,8.2
47,Payton Pritchard,BOS,H,WAS,2024-04-14,W,44,129.9,117.7,12.2,35.3,6.0,32.4,2.8,17.0,10.8,5.4,81.0,83.5,23.1,105.96,19.0
48,David Duke Jr.,SAS,H,DET,2024-04-14,W,22,119.6,95.7,23.9,0.0,0.0,0.0,5.9,7.4,6.8,20.0,87.5,88.9,20.0,101.6,14.4
49,Cam Whitmore,HOU,A,LAC,2024-04-14,W,36,117.5,98.8,18.7,16.1,5.0,20.8,6.7,6.7,6.7,4.2,58.8,57.3,19.4,107.38,11.5
50,Neemias Queta,BOS,H,WAS,2024-04-14,W,20,109.1,120.9,-11.8,10.0,0.33,5.9,16.7,27.3,22.5,17.6,72.7,74.5,33.3,107.08,20.5
51,Gradey Dick,TOR,A,MIA,2024-04-14,L,29,98.3,121.3,-23.0,5.6,0.5,5.9,0.0,10.5,3.7,11.8,42.3,47.4,22.2,99.25,5.8
52,Gary Trent Jr.,TOR,A,MIA,2024-04-14,L,23,91.7,126.5,-34.9,9.1,0.0,6.3,3.7,15.0,8.5,0.0,53.6,58.7,25.9,100.13,14.4
53,Terance Mann,LAC,H,HOU,2024-04-14,L,28,98.4,101.6,-3.2,14.3,2.0,11.1,5.9,11.1,8.6,5.6,75.0,78.3,22.5,107.57,22.0
54,Wendell Moore Jr.,MIN,H,PHX,2024-04-14,L,5,170.0,120.0,50.0,0.0,0.0,0.0,0.0,50.0,20.0,33.3,100.0,100.0,20.0,105.11,14.0
55,Jarace Walker,IND,H,ATL,2024-04-14,W,10,104.8,85.7,19.0,16.7,1.0,14.3,0.0,41.7,25.0,14.3,80.0,80.0,27.3,99.47,31.6
56,Luke Kornet,BOS,H,WAS,2024-04-14,W,27,143.1,110.2,32.9,17.9,0.0,45.5,15.0,16.7,16.0,0.0,80.0,87.0,9.2,103.55,14.8
57,Kenneth Lofton Jr.,UTA,A,GSW,2024-04-14,L,16,127.3,135.3,-8.0,40.0,6.0,50.0,0.0,5.9,3.6,8.3,70.0,70.0,17.1,101.13,11.4
58,Thomas Bryant,MIA,H,TOR,2024-04-14,W,23,121.3,100.0,21.3,6.3,0.5,7.7,13.6,28.0,21.3,15.4,80.0,82.7,21.8,94.37,22.2
59,Spencer Dinwiddie,LAL,A,NOP,2024-04-14,W,14,86.7,103.4,-16.8,14.3,1.0,14.3,0.0,6.3,3.4,14.3,62.5,71.7,18.8,102.79,12.9
60,Taylor Hendricks,UTA,A,GSW,2024-04-14,L,41,119.8,117.4,2.3,5.9,2.0,14.3,7.1,11.4,9.3,7.1,70.0,73.5,11.8,100.23,10.8
61,Josh Hart,NYK,H,CHI,2024-04-14,W,40,107.6,112.7,-5.1,14.3,1.33,23.5,8.6,17.1,13.2,17.6,60.0,60.0,13.8,94.49,8.8
62,Colby Jones,SAC,H,POR,2024-04-14,W,4,140.0,130.0,10.0,33.3,0.0,25.0,0.0,25.0,12.5,0.0,100.0,103.1,27.3,112.06,39.6
63,Dejounte Murray,ATL,A,IND,2024-04-14,L,31,115.9,159.4,-43.5,23.1,1.0,11.5,3.3,10.0,6.0,11.5,78.9,78.7,30.3,108.35,14.3
64,Wendell Carter Jr.,ORL,H,MIL,2024-04-14,W,14,167.9,71.4,96.4,0.0,0.0,0.0,20.0,0.0,9.1,0.0,116.7,116.7,8.8,94.1,12.3
65,Moritz Wagner,ORL,H,MIL,2024-04-14,W,13,95.8,92.3,3.5,20.0,1.0,12.5,0.0,8.3,4.5,12.5,83.3,83.3,26.9,94.24,18.0
66,Caleb Houstan,ORL,H,MIL,2024-04-14,W,5,90.9,75.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,133.0,18.2,104.81,35.1
67,LeBron James,LAL,A,NOP,2024-04-14,W,38,128.4,109.0,19.4,56.7,4.25,39.5,7.4,25.0,17.5,9.3,55.0,61.8,29.9,101.26,24.5
68,Bam Adebayo,MIA,H,TOR,2024-04-14,W,20,123.3,97.6,25.6,16.7,0.5,12.5,18.8,13.0,15.4,25.0,80.0,81.4,28.6,104.7,24.2
69,Kentavious Caldwell-Pope,DEN,A,MEM,2024-04-14,W,25,128.3,88.2,40.1,15.0,1.5,27.3,0.0,12.5,7.1,18.2,91.7,85.4,12.7,100.51,12.1
70,Jake LaRavia,MEM,H,DEN,2024-04-14,L,40,103.5,124.4,-20.9,16.0,1.0,13.8,4.3,8.6,6.1,13.8,65.0,66.6,25.5,103.38,10.6
71,Cole Anthony,ORL,H,MIL,2024-04-14,W,17,127.3,87.9,39.4,40.0,4.0,26.7,14.3,21.4,17.9,6.7,61.1,65.8,28.2,92.9,23.1
72,Jarrett Allen,CLE,H,CHA,2024-04-14,L,23,137.0,114.9,22.1,11.1,0.67,16.7,5.0,25.0,15.9,25.0,100.0,100.0,20.0,98.91,14.5
73,Andrew Nembhard,IND,H,ATL,2024-04-14,W,23,154.7,96.2,58.5,16.1,5.0,45.5,0.0,7.4,4.5,9.1,100.0,100.0,10.3,111.99,10.3
74,Jalen Smith,IND,H,ATL,2024-04-14,W,19,154.8,127.9,26.9,9.1,1.0,25.0,25.0,11.1,16.7,25.0,125.0,125.0,12.5,105.76,9.4
75,Markelle Fultz,ORL,H,MIL,2024-04-14,W,6,90.9,100.0,-9.1,0.0,0.0,0.0,0.0,20.0,10.0,50.0,100.0,100.0,15.4,92.51,4.7
76,Darius Bazley,UTA,A,GSW,2024-04-14,L,7,86.7,146.7,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,6.7,105.62,4.2
77,Gordon Hayward,OKC,H,DAL,2024-04-14,W,22,115.1,71.2,43.9,10.5,1.0,18.2,0.0,11.4,6.9,18.2,66.7,68.3,15.8,116.13,10.3
78,Aaron Nesmith,IND,H,ATL,2024-04-14,W,20,145.5,90.9,54.5,4.2,0.0,25.0,0.0,11.5,8.3,0.0,116.7,116.3,6.4,106.51,10.0
79,Bradley Beal,PHX,A,MIN,2024-04-14,W,38,132.0,109.6,22.4,20.8,5.0,17.9,10.0,12.0,10.9,3.6,81.0,82.3,26.7,94.43,24.5
80,Mo Bamba,PHI,H,BKN,2024-04-14,W,18,112.8,79.5,33.3,0.0,0.0,0.0,9.1,20.0,14.3,0.0,66.7,66.7,6.5,101.55,12.0
81,Jordan McLaughlin,MIN,H,PHX,2024-04-14,L,8,118.8,146.7,-27.9,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,86.8,25.0,90.0,5.2
82,Domantas Sabonis,SAC,H,POR,2024-04-14,W,27,140.4,76.8,63.6,40.9,2.25,36.0,9.5,21.4,17.5,16.0,70.0,76.5,25.4,99.95,24.2
83,Thaddeus Young,PHX,A,MIN,2024-04-14,W,9,106.3,147.1,-40.8,0.0,0.0,0.0,20.0,0.0,10.0,50.0,100.0,102.5,22.2,90.0,-2.0
84,Jerome Robinson,GSW,H,UTA,2024-04-14,W,5,100.0,45.5,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,102.5,15.4,101.91,57.1
85,Precious Achiuwa,NYK,H,CHI,2024-04-14,W,19,92.5,92.9,-0.4,18.2,1.0,28.6,5.3,13.3,10.2,28.6,66.7,66.7,11.6,106.34,8.4
86,Jalen Slawson,SAC,H,POR,2024-04-14,W,4,175.0,112.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,11.1,105.69,4.3
87,Cason Wallace,OKC,H,DAL,2024-04-14,W,15,151.4,55.9,95.5,5.9,0.0,14.3,6.3,4.5,5.3,0.0,100.0,100.0,14.3,107.28,19.7
88,Xavier Tillman,BOS,H,WAS,2024-04-14,W,6,125.0,115.4,9.6,0.0,0.0,0.0,16.7,0.0,10.0,20.0,112.5,101.4,38.5,103.57,24.6
89,Andrew Wiggins,GSW,H,UTA,2024-04-14,W,20,113.6,140.9,-27.3,23.1,3.0,16.7,5.3,14.3,10.0,5.6,63.6,69.6,33.3,104.47,17.1
90,Leaky Black,CHA,A,CLE,2024-04-14,W,32,131.7,95.3,36.4,17.9,0.0,55.6,0.0,15.4,9.0,0.0,125.0,123.9,5.7,95.15,14.5
91,Mouhamed Gueye,ATL,A,IND,2024-04-14,L,27,101.7,131.7,-30.0,0.0,0.0,0.0,11.8,21.7,15.8,0.0,63.6,69.6,19.7,107.46,14.9
92,Kelly Olynyk,TOR,A,MIA,2024-04-14,L,22,93.6,121.3,-27.7,16.7,0.5,13.3,3.7,36.8,17.4,26.7,61.1,61.1,22.8,101.39,10.6
93,Jaylin Williams,OKC,H,DAL,2024-04-14,W,12,153.3,79.3,74.0,7.1,0.0,33.3,0.0,46.7,26.9,0.0,125.0,125.0,6.1,117.36,20.0
94,Trayce Jackson-Davis,GSW,H,UTA,2024-04-14,W,21,119.1,132.6,-13.5,5.9,1.0,16.7,0.0,0.0,0.0,16.7,100.0,90.1,10.2,107.14,4.9
95,Amen Thompson,HOU,A,LAC,2024-04-14,W,40,111.5,96.6,14.9,30.3,3.33,43.5,10.2,11.3,10.8,13.0,88.9,87.2,12.4,105.18,17.4
96,Zeke Nnaji,DEN,A,MEM,2024-04-14,W,17,121.1,128.2,-7.2,0.0,0.0,0.0,6.7,20.0,13.3,0.0,60.0,60.0,12.2,107.34,6.3
97,Patrick Baldwin Jr.,WAS,A,BOS,2024-04-14,L,33,113.3,132.9,-19.5,0.0,0.0,0.0,0.0,26.9,11.5,8.3,72.7,74.3,14.5,106.4,9.2
98,Bol Bol,PHX,A,MIN,2024-04-14,W,8,93.3,126.7,-33.3,0.0,0.0,0.0,20.0,33.3,25.0,40.0,66.7,66.7,29.4,95.53,10.9
99,Zach Collins,SAS,H,DET,2024-04-14,W,16,116.2,65.8,50.4,18.2,0.0,13.3,25.0,20.8,22.5,0.0,59.1,66.6,31.7,109.87,29.0
100,Luka Garza,MIN,H,PHX,2024-04-14,L,5,170.0,120.0,50.0,0.0,0.0,0.0,50.0,0.0,30.0,0.0,100.0,104.2,26.7,105.11,36.8
101,Joe Ingles,ORL,H,MIL,2024-04-14,W,17,145.2,93.9,51.2,13.3,2.0,50.0,0.0,23.1,12.0,25.0,150.0,150.0,5.3,91.34,11.7
102,Vasilije Micic,CHA,A,CLE,2024-04-14,W,10,90.0,130.0,-40.0,66.7,4.0,44.4,0.0,9.1,4.0,11.1,37.5,37.5,22.7,101.05,7.1
103,Isaiah Joe,OKC,H,DAL,2024-04-14,W,10,173.9,59.1,114.8,6.7,1.0,20.0,12.5,7.7,9.5,20.0,33.3,33.3,14.3,106.06,5.2
104,Dyson Daniels,NOP,H,LAL,2024-04-14,L,18,115.0,117.9,-2.9,6.3,0.0,20.0,0.0,13.3,6.3,0.0,25.0,25.0,8.9,107.58,2.2
105,Goga Bitadze,ORL,H,MIL,2024-04-14,W,4,77.8,90.0,-12.2,50.0,0.0,50.0,0.0,75.0,42.9,0.0,0.0,0.0,11.1,117.42,12.5
106,James Johnson,IND,H,ATL,2024-04-14,W,7,100.0,64.3,35.7,16.7,1.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,13.3,102.35,-13.0
107,Maxwell Lewis,LAL,A,NOP,2024-04-14,W,2,0.0,83.3,-83.3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,40.0,127.74,-400.0
108,Mitchell Robinson,NYK,H,CHI,2024-04-14,W,7,78.6,135.7,-57.1,0.0,0.0,0.0,0.0,33.3,7.7,0.0,0.0,0.0,0.0,90.4,3.9
109,Colin Castleton,LAL,A,NOP,2024-04-14,W,2,0.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,134.58,-400.0
110,Monte Morris,MIN,H,PHX,2024-04-14,L,6,169.2,138.5,30.8,44.4,0.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,15.8,99.31,3.7
111,Kevin Love,MIA,H,TOR,2024-04-14,W,3,85.7,100.0,-14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,103.81,-16.7
112,Amir Coffey,LAC,H,HOU,2024-04-14,L,36,101.3,117.1,-15.8,8.3,2.0,9.5,0.0,7.3,3.4,4.8,41.2,48.0,20.9,101.91,8.3
113,Reggie Jackson,DEN,A,MEM,2024-04-14,W,24,105.7,123.6,-18.0,12.5,1.0,14.3,0.0,0.0,0.0,14.3,44.4,53.3,20.3,109.21,1.8
114,David Roddy,PHX,A,MIN,2024-04-14,W,4,133.3,150.0,-16.7,20.0,0.0,100.0,0.0,20.0,11.1,0.0,0.0,0.0,0.0,108.32,4.0
115,Saben Lee,PHX,A,MIN,2024-04-14,W,5,120.0,170.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.11,0.0
116,Pete Nance,CLE,H,CHA,2024-04-14,L,12,56.0,133.3,-77.3,0.0,0.0,0.0,0.0,9.1,4.0,0.0,50.0,50.0,11.1,98.0,2.2
117,Cole Swider,MIA,H,TOR,2024-04-14,W,2,40.0,166.7,-126.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,140.18,-50.0
118,Vit Krejci,ATL,A,IND,2024-04-14,L,22,110.2,131.3,-21.0,25.0,5.0,62.5,8.3,18.8,12.5,12.5,0.0,0.0,5.3,107.12,4.1
119,Jaxson Hayes,LAL,A,NOP,2024-04-14,W,12,103.7,100.0,3.7,0.0,0.0,0.0,0.0,18.8,12.0,0.0,0.0,0.0,0.0,102.86,4.2
120,James Wiseman,DET,A,SAS,2024-04-14,L,40,102.4,124.1,-21.7,4.2,1.0,4.5,13.6,29.7,21.0,4.5,47.1,52.3,21.9,99.87,13.5
121,Braxton Key,DEN,A,MEM,2024-04-14,W,1,66.7,116.7,-50.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,113.6,16.7,208.19,57.1
122,Isaiah Thomas,PHX,A,MIN,2024-04-14,W,5,120.0,170.0,-50.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,50.0,50.0,27.3,105.11,7.0
123,Damian Lillard,MIL,A,ORL,2024-04-14,L,30,98.4,115.0,-16.6,11.8,1.0,8.7,3.2,9.7,6.5,8.7,14.3,40.6,30.0,96.37,6.7
124,Sasha Vezenkov,SAC,H,POR,2024-04-14,W,11,95.5,104.3,-8.9,0.0,0.0,0.0,0.0,7.7,4.2,0.0,0.0,0.0,8.0,101.89,-3.0
125,Kyle Lowry,PHI,H,BKN,2024-04-14,W,23,110.2,75.5,34.7,38.1,4.0,66.7,0.0,15.4,7.5,16.7,0.0,0.0,6.9,101.38,9.5
126,Skylar Mays,LAL,A,NOP,2024-04-14,W,2,0.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,134.58,-200.0
127,Drew Peterson,BOS,H,WAS,2024-04-14,W,8,116.7,166.7,-50.0,0.0,0.0,0.0,0.0,14.3,7.1,50.0,0.0,0.0,10.0,106.23,0.0
128,Mason Jones,SAC,H,POR,2024-04-14,W,6,41.7,108.3,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,14.3,101.95,-66.7
129,Marcus Morris Sr.,CLE,H,CHA,2024-04-14,L,19,121.1,116.2,4.8,0.0,0.0,0.0,4.0,11.8,7.1,10.0,38.9,38.9,21.3,95.74,0.5
130,Donte DiVincenzo,NYK,H,CHI,2024-04-14,W,53,115.4,113.6,1.8,5.6,0.5,7.4,4.3,9.3,6.9,14.8,59.5,59.5,20.5,94.62,8.8
131,Reggie Bullock Jr.,HOU,A,LAC,2024-04-14,W,6,68.8,80.0,-11.3,0.0,0.0,0.0,0.0,37.5,21.4,50.0,0.0,0.0,11.1,125.39,0.0
132,Franz Wagner,ORL,H,MIL,2024-04-14,W,33,126.6,84.8,41.7,14.3,0.0,11.5,3.2,12.1,7.8,0.0,50.0,54.9,30.7,95.56,18.7
133,Julian Strawther,DEN,A,MEM,2024-04-14,W,1,66.7,116.7,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16.7,208.19,-14.3
134,Trent Forrest,ATL,A,IND,2024-04-14,L,6,58.3,100.0,-41.7,66.7,0.0,100.0,0.0,60.0,23.1,0.0,0.0,0.0,0.0,99.17,26.3
135,Bismack Biyombo,OKC,H,DAL,2024-04-14,W,18,104.9,92.9,12.0,0.0,0.0,0.0,6.3,17.9,13.6,0.0,50.0,52.1,14.3,109.85,8.6
136,Jared Butler,WAS,A,BOS,2024-04-14,L,31,124.3,107.1,17.1,25.9,1.75,22.6,2.9,3.8,3.3,12.9,52.6,55.3,29.6,108.91,8.6
137,Kobe Brown,LAC,H,HOU,2024-04-14,L,38,96.6,105.6,-9.1,13.8,0.0,28.6,6.1,6.7,6.4,0.0,45.0,45.0,10.0,109.9,7.0
138,Corey Kispert,WAS,A,BOS,2024-04-14,L,33,108.3,139.4,-31.1,29.6,0.0,44.4,0.0,11.5,4.6,0.0,33.3,40.5,11.9,104.21,7.7
139,CJ McCollum,NOP,H,LAL,2024-04-14,L,34,115.7,127.8,-12.1,33.3,2.33,22.6,5.9,8.7,7.0,9.7,57.9,60.2,30.0,100.99,10.3
140,Jordan Walsh,BOS,H,WAS,2024-04-14,W,17,121.1,94.7,26.3,5.9,1.0,20.0,0.0,13.0,7.1,20.0,0.0,17.4,9.3,106.42,2.4
141,Ben Sheppard,IND,H,ATL,2024-04-14,W,26,156.9,125.4,31.5,5.9,0.0,25.0,9.5,8.7,9.1,0.0,58.3,58.3,8.8,110.12,5.3
142,Jamal Cain,MIA,H,TOR,2024-04-14,W,2,40.0,166.7,-126.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.18,-16.7
143,Matt Ryan,NOP,H,LAL,2024-04-14,L,2,83.3,0.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.74,0.0
144,JD Davison,BOS,H,WAS,2024-04-14,W,10,79.2,88.0,-8.8,25.0,2.0,33.3,0.0,18.8,10.3,16.7,0.0,17.4,15.4,112.72,2.4
145,Andre Jackson Jr.,MIL,A,ORL,2024-04-14,L,7,100.0,107.1,-7.1,14.3,1.0,50.0,0.0,25.0,11.1,50.0,0.0,0.0,6.7,97.34,5.8
146,GG Jackson II,MEM,H,DEN,2024-04-14,L,44,110.6,124.5,-13.8,3.8,0.33,2.3,11.5,14.3,12.8,7.0,52.8,56.3,37.5,102.27,15.5
147,Gabe Vincent,LAL,A,NOP,2024-04-14,W,13,132.3,93.5,38.7,7.1,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,5.7,111.09,-4.1
148,Nic Claxton,BKN,A,PHI,2024-04-14,L,20,87.8,104.8,-17.0,9.1,0.33,10.0,4.5,26.9,16.7,30.0,50.0,50.0,20.5,98.21,7.7
