,Name,Team,Season,GP,Win%,Mins,Points,PPM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,AST/TO,STL,BLK,EFG%,TS%,OFFRTG,DEFRTG,NETRTG,PF,Plusminus,PIE,SIE
0,Cole Swider,LAL,2022-2023,1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,inf,0.0,0.0,0.0,0.0,125.0,50.0,75.0,0.0,3,20.0,0.6528968647564228
1,Cody Martin,CHA,2022-2023,1,100.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,300.0,-300.0,0.0,-6,0.0,0.12858004173082693
2,Bruno Fernando,HOU,2022-2023,2,0.0,18.5,5.5,0.2972972972972973,2.5,3.0,83.33333333333334,0.0,0.0,,0.5,1.0,50.0,2.5,4.0,6.5,4.5,0.5,9.0,0.5,1.0,0.8333333333333334,0.7994186046511628,101.2162162162162,113.77297297297297,-12.556756756756757,1.5,-9,15.516216216216216,0.7044325212928825
3,Trevor Keels,NYK,2022-2023,1,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,66.7,-66.7,0.0,-2,0.0,0.4867132980280738
4,Buddy Boeheim,DET,2022-2023,1,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,66.7,0.0,66.7,0.0,2,0.0,0.02619046524121542
5,Marko Simonovic,CHI,2022-2023,1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,200.0,-200.0,0.0,-8,-10.0,0.192143770553171
6,Trevor Hudgins,HOU,2022-2023,1,0.0,4.0,3.0,0.75,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.5,1.5,100.0,133.3,-33.30000000000001,0.0,-2,18.8,0.7427268306059996
7,McKinley Wright IV,DAL,2022-2023,1,100.0,5.0,2.0,0.4,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,inf,1.0,0.0,0.25,0.25,127.3,100.0,27.3,0.0,3,13.5,0.6222991639490743
8,Tyler Dorsey,DAL,2022-2023,1,100.0,4.0,9.0,2.25,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,1.125,1.125,110.0,100.0,10.0,0.0,2,47.7,1.7174521804175646
9,Jason Preston,LAC,2022-2023,1,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,128.6,-28.599999999999994,0.0,-2,-21.4,0.2897842791092271
10,Wendell Moore Jr.,MIN,2022-2023,1,100.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.7,216.7,-200.0,0.0,-12,-15.4,0.18030778120815588
11,Joshua Primo,SAS,2022-2023,4,75.0,23.5,7.0,0.2978723404255319,2.25,6.5,34.61538461538461,0.75,3.0,25.0,1.75,2.25,77.77777777777779,0.5,2.75,3.25,4.5,2.75,1.6363636363636365,0.25,0.5,0.4038461538461538,0.4672897196261682,112.61702127659576,111.168085106383,1.448936170212761,2.0,-2,5.174468085106383,0.8005907857129663
12,Delon Wright,WAS,2022-2023,4,75.0,23.0,6.5,0.2826086956521739,2.5,6.0,41.66666666666667,0.75,3.0,25.0,0.75,1.25,60.0,1.0,1.5,2.5,3.25,1.0,3.25,2.75,1.0,0.4791666666666667,0.4961832061068702,86.8858695652174,100.46521739130436,-13.579347826086943,1.25,-27,14.14891304347826,0.8147047441788304
13,Cole Anthony,ORL,2022-2023,4,0.0,30.25,15.5,0.512396694214876,5.5,13.25,41.50943396226416,1.75,5.0,35.0,2.75,3.75,73.33333333333333,0.75,4.0,4.75,4.25,2.0,2.125,0.75,0.75,0.4811320754716981,0.5201342281879194,107.66341463414632,116.01138211382114,-8.347967479674807,3.5,-26,9.475609756097562,1.0009728698795997
14,Dru Smith,MIA,2022-2023,1,100.0,6.0,2.0,0.3333333333333333,1.0,3.0,33.33333333333333,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.3333333333333333,0.3333333333333333,50.0,91.7,-41.7,1.0,-5,6.1,0.6225600255592743
15,Mark Williams,CHA,2022-2023,3,66.66666666666666,4.0,3.6666666666666665,0.9166666666666666,1.3333333333333333,2.333333333333333,57.14285714285714,0.0,0.0,,1.0,1.0,100.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,0.0,0.0,0.0,0.5714285714285714,0.6610576923076923,136.66666666666666,124.09166666666664,12.575000000000005,1.0,4,9.225,0.8872462058499176
16,Jaden Springer,PHI,2022-2023,2,100.0,2.0,2.5,1.25,1.0,1.5,66.66666666666666,0.0,0.0,,0.5,1.0,50.0,0.5,0.5,1.0,0.0,0.0,,0.0,0.5,0.6666666666666666,0.6443298969072165,72.5,120.85,-48.35,0.5,-1,30.1,1.0548801224134603
17,Udonis Haslem,MIA,2022-2023,2,50.0,5.0,1.5,0.3,0.5,1.5,33.33333333333333,0.0,0.0,,0.5,1.0,50.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.5,0.3333333333333333,0.3865979381443299,94.0,113.04,-19.040000000000006,0.5,-4,5.58,0.5408204522355088
18,Blake Wesley,SAS,2022-2023,2,100.0,11.5,8.0,0.6956521739130435,3.0,4.5,66.66666666666666,1.0,1.5,66.66666666666666,1.0,2.0,50.0,0.5,0.5,1.0,2.0,1.0,2.0,0.0,0.0,0.7777777777777778,0.7434944237918216,119.20869565217392,146.83043478260868,-27.621739130434747,1.5,-10,10.069565217391304,0.7955449884433179
19,Dereon Seabron,NOP,2022-2023,2,50.0,1.5,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,111.13333333333333,133.33333333333331,-22.19999999999999,0.0,-1,0.0,0.27657300729528767
20,Jordan Schakel,WAS,2022-2023,2,0.0,3.0,1.5,0.5,0.5,1.0,50.0,0.5,0.5,100.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,inf,0.5,0.0,0.75,0.75,133.33333333333334,83.33333333333334,50.0,0.5,6,10.0,0.7326826050836595
21,Moussa Diabate,LAC,2022-2023,2,0.0,3.5,1.5,0.4285714285714285,0.5,0.5,100.0,0.0,0.0,,0.5,0.5,100.0,0.0,1.0,1.0,0.5,0.0,inf,0.5,0.0,1.0,1.0416666666666667,129.5,119.07142857142856,10.42857142857143,0.0,3,66.65714285714286,0.5854732732128902
22,Isaiah Todd,WAS,2022-2023,3,33.33333333333333,3.0,0.6666666666666666,0.2222222222222222,0.3333333333333333,1.0,33.33333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3333333333333333,0.3333333333333333,111.12222222222223,66.65555555555555,44.46666666666668,0.0,8,-20.0,0.6724369654261353
23,Jae'Sean Tate,HOU,2022-2023,3,0.0,22.666666666666668,8.333333333333334,0.3676470588235294,3.333333333333333,6.666666666666667,50.0,0.6666666666666666,1.6666666666666667,40.0,1.0,1.3333333333333333,75.0,2.6666666666666665,1.6666666666666667,4.333333333333333,3.333333333333333,1.6666666666666667,2.0,1.0,0.0,0.55,0.5744485294117647,102.72058823529412,110.2529411764706,-7.53235294117647,5.0,-10,6.211764705882353,0.8205266655940121
24,Ish Smith,DEN,2022-2023,5,40.0,4.6,0.8,0.1739130434782608,0.4,1.6,25.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.4,0.4,0.4,0.8,0.5,0.0,0.2,0.25,0.25,69.7086956521739,108.77391304347826,-39.06521739130436,0.8,-18,-9.182608695652174,0.5125115314897251
25,Micah Potter,UTA,2022-2023,2,50.0,5.5,2.0,0.3636363636363636,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,inf,0.0,0.0,1.0,1.0,104.15,69.775,34.375,1.0,8,8.725000000000001,0.7535944436696893
26,Ron Harper Jr.,TOR,2022-2023,1,100.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,150.0,166.7,-16.69999999999999,0.0,-1,-4.7,0.23519273120063183
27,Brandon Boston Jr.,LAC,2022-2023,5,20.0,3.6,2.6,0.7222222222222222,1.0,2.0,50.0,0.4,0.6,66.66666666666666,0.2,0.4,50.0,0.2,0.2,0.4,0.0,0.0,,0.0,0.0,0.6,0.5974264705882353,101.36111111111111,101.07777777777778,0.2833333333333314,0.2,2,8.066666666666666,0.8498951721483037
28,Kenneth Lofton Jr.,MEM,2022-2023,3,33.33333333333333,4.666666666666667,3.0,0.6428571428571429,1.3333333333333333,3.0,44.44444444444444,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,33.33333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,inf,0.0,0.0,0.4444444444444444,0.436046511627907,96.78571428571428,112.71428571428572,-15.92857142857143,1.0,-5,4.857142857142857,0.7565592717268912
29,Justin Champagnie,TOR,2022-2023,2,50.0,4.0,3.0,0.75,1.5,1.5,100.0,0.0,0.0,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,,0.0,0.0,1.0,1.0,137.5125,129.55,7.962499999999977,0.5,0,16.5125,0.7632185836266973
30,James Harden,PHI,2022-2023,9,44.44444444444444,36.77777777777778,22.0,0.5981873111782477,7.0,15.88888888888889,44.05594405594406,2.2222222222222223,6.666666666666667,33.33333333333333,5.777777777777778,6.222222222222222,92.85714285714286,0.5555555555555556,6.444444444444445,7.0,10.0,2.888888888888889,3.4615384615384617,1.1111111111111112,0.6666666666666666,0.5104895104895105,0.5905511811023623,113.09607250755288,111.38308157099698,1.7129909365558973,2.0,15,17.367069486404834,1.213183823210782
31,Braxton Key,DET,2022-2023,2,0.0,3.5,2.0,0.5714285714285714,0.5,0.5,100.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.5,0.5,0.0,0.0,,0.0,0.0,1.0,1.0638297872340423,128.57142857142858,114.57142857142856,14.000000000000014,0.0,0,18.142857142857142,0.6811284478622466
32,Zach Collins,SAS,2022-2023,9,55.55555555555556,17.555555555555557,8.333333333333334,0.4746835443037974,3.4444444444444446,6.555555555555555,52.54237288135594,0.7777777777777778,2.0,38.88888888888889,0.6666666666666666,1.0,66.66666666666666,1.3333333333333333,3.333333333333333,4.666666666666667,2.7777777777777777,1.8888888888888888,1.4705882352941178,0.6666666666666666,1.2222222222222223,0.5847457627118644,0.5956162642947903,106.96289308176102,109.11572327044026,-2.152830188679232,3.0,-17,10.638364779874214,0.9072189444055585
33,Bryce McGowens,CHA,2022-2023,5,40.0,6.0,3.2,0.5333333333333333,1.0,1.8,55.55555555555556,0.2,0.6,33.33333333333333,1.0,1.0,100.0,0.0,0.4,0.4,0.2,0.2,1.0,0.4,0.2,0.6111111111111112,0.7142857142857143,111.28,108.41,2.8699999999999903,0.2,4,9.986666666666666,0.745946724254593
34,Tyler Herro,MIA,2022-2023,10,40.0,31.3,19.6,0.6261980830670927,7.2,15.4,46.75324675324675,2.4,6.4,37.5,2.8,3.1,90.32258064516128,0.6,5.8,6.4,2.6,2.1,1.238095238095238,0.7,0.6,0.5454545454545454,0.5845860176568839,108.08980891719744,112.20063694267516,-4.110828025477701,1.6,-13,14.148726114649682,1.1740105220275057
35,Chris Duarte,IND,2022-2023,9,44.44444444444444,19.666666666666668,8.88888888888889,0.4519774011299435,3.111111111111111,7.888888888888889,39.436619718309856,1.4444444444444444,4.222222222222222,34.21052631578947,1.2222222222222223,1.3333333333333333,91.66666666666666,0.4444444444444444,1.6666666666666667,2.111111111111111,1.0,0.8888888888888888,1.125,0.1111111111111111,0.4444444444444444,0.4859154929577465,0.5243838489774515,110.54011299435028,109.9779661016949,0.5621468926553774,1.7777777777777777,-8,5.692090395480227,0.9175308237469364
