,Name,Team,Location,Opponent,Date,Result,Mins,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
44,Justise Winslow,MIA,A,BOS,2016-04-13,L,29,102.0,110.2,-8.2,5.3,0.0,16.7,17.9,18.5,18.2,0.0,70.0,70.0,8.5,83.47,16.3
45,Gorgui Dieng,MIN,H,NOP,2016-04-13,W,33,145.8,94.4,51.5,12.5,4.0,26.7,18.2,17.5,17.7,6.7,100.0,102.5,14.1,105.06,16.4
46,Ã–mer AÅŸik,NOP,A,MIN,2016-04-13,L,32,105.8,124.3,-18.5,6.3,0.5,5.6,8.1,36.4,18.6,11.1,76.9,76.7,21.0,103.93,16.9
47,Jon Leuer,PHX,H,LAC,2016-04-13,W,20,97.8,80.4,17.3,16.7,2.0,16.7,26.1,36.4,31.1,8.3,87.5,90.1,18.9,107.32,38.5
48,Spencer Hawes,CHA,H,ORL,2016-04-13,W,18,97.6,113.2,-15.6,33.3,0.0,33.3,11.1,15.0,13.2,0.0,100.0,100.0,13.6,105.43,23.3
49,Zaza Pachulia,DAL,H,SAS,2016-04-13,L,30,90.2,117.6,-27.5,15.4,0.67,20.0,15.6,30.4,21.8,30.0,75.0,82.0,13.3,82.56,10.7
50,Cody Zeller,CHA,H,ORL,2016-04-13,W,13,114.8,96.2,18.7,0.0,0.0,0.0,5.9,16.7,10.3,0.0,50.0,52.1,9.7,100.82,6.0
51,David Lee,DAL,H,SAS,2016-04-13,L,7,126.7,60.0,66.7,0.0,0.0,0.0,0.0,50.0,26.7,0.0,50.0,50.0,11.1,100.0,19.2
52,Stephen Curry,GSW,H,MEM,2016-04-13,W,30,138.7,106.3,32.4,37.5,3.0,17.1,4.2,8.6,6.8,5.7,83.3,86.3,41.4,100.78,29.5
53,KJ McDaniels,HOU,H,SAC,2016-04-13,W,12,88.9,63.0,25.9,0.0,0.0,0.0,6.3,13.6,10.5,0.0,112.5,95.5,19.4,108.0,42.4
54,Bryce Cotton,MEM,A,GSW,2016-04-13,L,2,66.7,75.0,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,25.0,86.9,44.4
55,Reggie Bullock Jr.,DET,A,CLE,2016-04-13,W,39,125.4,110.0,15.4,15.4,4.0,28.6,0.0,20.0,11.1,7.1,81.3,84.5,12.5,88.01,14.8
56,Joel Anthony,DET,A,CLE,2016-04-13,W,25,110.4,111.1,-0.7,0.0,0.0,0.0,4.2,9.7,7.3,0.0,100.0,90.2,7.3,88.5,13.2
57,Chris Johnson,UTA,A,LAL,2016-04-13,L,20,120.5,75.7,44.8,5.9,0.5,12.5,0.0,10.0,6.1,25.0,70.0,70.0,15.9,89.93,6.5
58,Shabazz Muhammad,MIN,H,NOP,2016-04-13,W,23,149.1,113.5,35.6,15.0,3.0,14.3,0.0,0.0,0.0,4.8,78.1,80.8,32.7,108.46,18.0
59,Roy Hibbert,LAL,H,UTA,2016-04-13,W,21,97.5,94.7,2.8,13.3,2.0,33.3,13.6,13.6,13.6,16.7,66.7,66.7,8.5,89.14,10.4
60,Dwight Howard,HOU,H,SAC,2016-04-13,W,25,107.3,89.1,18.2,0.0,0.0,0.0,7.7,28.6,18.5,0.0,77.8,77.8,14.5,105.04,21.1
61,Rondae Hollis-Jefferson,BKN,H,TOR,2016-04-13,L,24,111.1,117.4,-6.3,5.9,1.0,11.1,0.0,10.0,5.6,11.1,60.0,59.2,16.7,90.25,7.7
62,Cole Aldrich,LAC,A,PHX,2016-04-13,L,25,103.8,100.0,3.8,5.3,1.0,11.1,7.4,29.6,18.5,11.1,100.0,103.6,13.6,102.18,23.9
63,Marvin Williams,CHA,H,ORL,2016-04-13,W,10,152.4,100.0,52.4,0.0,0.0,0.0,0.0,40.0,22.2,0.0,100.0,101.1,22.7,100.41,22.6
64,Boban Marjanovic,SAS,A,DAL,2016-04-13,W,37,111.1,104.6,6.5,4.8,1.0,6.7,10.0,23.1,17.4,6.7,77.8,87.9,19.7,83.02,22.9
65,Larry Nance Jr.,LAL,H,UTA,2016-04-13,W,28,120.7,101.7,19.0,0.0,0.0,0.0,4.8,16.7,11.8,20.0,100.0,103.1,8.1,99.81,8.9
66,Damien Inglis,MIL,H,IND,2016-04-13,L,20,92.5,95.1,-2.6,8.3,0.5,12.5,0.0,18.2,9.8,25.0,100.0,100.0,17.1,95.92,14.4
67,Doug McDermott,CHI,H,PHI,2016-04-13,W,35,116.7,118.3,-1.6,14.3,0.0,20.0,0.0,3.4,1.8,0.0,63.6,64.9,15.0,99.53,8.2
68,Nikola Jokic,DEN,A,POR,2016-04-13,L,35,105.3,100.0,5.3,19.2,2.5,27.8,14.6,19.4,16.9,11.1,75.0,79.5,14.4,103.05,19.3
69,Andrew Bogut,GSW,H,MEM,2016-04-13,W,19,130.8,112.8,17.9,5.9,0.5,20.0,5.9,12.5,9.8,40.0,100.0,100.0,8.9,99.05,4.7
70,Amir Johnson,BOS,H,MIA,2016-04-13,W,22,122.0,83.3,38.6,18.8,0.0,50.0,4.8,21.4,14.3,0.0,100.0,100.0,6.3,92.15,16.5
71,Glenn Robinson III,IND,A,MIL,2016-04-13,W,28,89.3,83.9,5.4,13.3,2.0,13.3,0.0,7.1,3.4,6.7,58.3,58.3,20.3,96.98,12.7
72,Ben McLemore,SAC,A,HOU,2016-04-13,L,40,74.2,113.5,-39.3,17.6,1.0,11.5,3.6,6.7,5.0,11.5,60.0,60.0,21.9,107.16,11.7
73,Rakeem Christmas,IND,A,MIL,2016-04-13,W,6,107.7,184.6,-76.9,0.0,0.0,0.0,25.0,0.0,16.7,0.0,100.0,100.0,14.3,102.3,7.6
74,Dewayne Dedmon,ORL,A,CHA,2016-04-13,L,12,96.2,100.0,-3.8,0.0,0.0,0.0,0.0,22.2,12.9,50.0,100.0,100.0,13.8,107.7,9.1
75,Chase Budinger,PHX,H,LAC,2016-04-13,W,16,119.4,119.4,0.0,12.5,0.0,28.6,15.0,15.4,15.2,0.0,60.0,60.0,10.9,107.55,13.9
76,Norman Powell,TOR,A,BKN,2016-04-13,W,37,105.6,108.6,-3.0,26.3,5.0,20.0,2.4,19.5,11.0,4.0,80.6,77.6,23.8,93.16,21.6
77,Shaun Livingston,GSW,H,MEM,2016-04-13,W,21,128.9,102.2,26.7,52.6,5.0,58.8,0.0,12.0,7.0,11.8,50.0,61.5,14.0,102.14,14.9
78,Nemanja Bjelica,MIN,H,NOP,2016-04-13,W,19,147.6,109.5,38.1,14.3,3.0,33.3,0.0,15.8,10.0,11.1,100.0,100.0,14.0,107.9,11.7
79,Tyus Jones,MIN,H,NOP,2016-04-13,W,26,139.7,115.5,24.1,40.0,0.0,66.7,0.0,4.0,2.4,0.0,70.0,66.6,10.0,107.84,12.1
80,Nene,WAS,H,ATL,2016-04-13,W,29,113.6,80.3,33.3,36.4,2.67,32.0,10.0,18.5,14.0,12.0,66.7,66.9,23.3,110.25,22.5
81,Avery Bradley,BOS,H,MIA,2016-04-13,W,31,105.1,103.4,1.6,0.0,0.0,0.0,3.0,18.2,10.6,7.7,70.8,70.8,18.8,91.62,17.6
82,Brandon Rush,GSW,H,MEM,2016-04-13,W,4,62.5,75.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,10.0,89.3,30.0
83,Charlie Villanueva,DAL,H,SAS,2016-04-13,L,15,83.3,103.6,-20.2,0.0,0.0,0.0,0.0,15.4,6.9,16.7,90.0,90.0,20.0,92.65,14.7
84,Brian Roberts,POR,H,DEN,2016-04-13,W,17,100.0,97.1,2.9,20.0,0.0,10.0,0.0,5.6,2.9,0.0,72.2,74.2,22.0,97.14,27.2
85,Greivis Vasquez,MIL,H,IND,2016-04-13,L,22,79.5,95.6,-16.0,30.8,4.0,40.0,0.0,3.4,1.9,10.0,30.0,30.0,13.0,95.29,2.6
86,Jason Smith,ORL,A,CHA,2016-04-13,L,16,97.1,117.1,-20.1,10.0,0.0,12.5,0.0,14.3,3.8,0.0,42.9,42.9,20.0,106.04,2.1
87,Dennis Schroder,ATL,A,WAS,2016-04-13,L,21,106.5,83.3,23.2,25.0,1.0,15.0,0.0,0.0,0.0,15.0,40.9,40.3,32.7,109.64,0.0
88,Ramon Sessions,WAS,H,ATL,2016-04-13,W,34,116.0,78.4,37.6,23.1,1.2,22.2,0.0,11.1,6.1,18.5,65.6,65.2,25.9,106.32,11.9
89,Tony Snell,CHI,H,PHI,2016-04-13,W,44,125.0,101.1,23.9,0.0,0.0,0.0,0.0,15.9,8.2,7.7,45.5,52.8,12.5,96.55,6.1
90,Goran Dragic,MIA,A,BOS,2016-04-13,L,33,103.2,111.1,-7.9,16.7,0.0,15.8,5.6,0.0,2.9,0.0,56.3,56.3,21.1,91.11,11.9
91,Jeremy Lin,CHA,H,ORL,2016-04-13,W,21,122.7,111.4,11.4,21.1,4.0,33.3,6.3,15.8,11.4,8.3,71.4,71.4,17.8,101.78,10.8
92,T.J. McConnell,PHI,A,CHI,2016-04-13,L,22,114.0,113.3,0.6,64.3,2.25,47.4,0.0,20.0,9.4,21.1,75.0,75.0,22.7,97.1,17.3
93,Tyler Ennis,MIL,H,IND,2016-04-13,L,29,104.7,85.7,19.0,20.0,1.67,45.5,0.0,6.7,3.3,27.3,83.3,83.3,8.5,104.26,8.3
94,Tarik Black,LAL,H,UTA,2016-04-13,W,18,102.9,118.9,-16.1,0.0,0.0,0.0,12.5,31.3,21.9,40.0,66.7,66.7,12.8,95.38,4.2
95,Sean Kilpatrick,BKN,H,TOR,2016-04-13,L,31,110.2,125.0,-14.8,14.3,0.0,17.6,0.0,13.9,7.1,0.0,39.3,41.6,21.5,90.86,7.2
96,Aaron Harrison,CHA,H,ORL,2016-04-13,W,16,100.0,94.1,5.9,9.1,0.0,20.0,0.0,25.0,15.6,0.0,83.3,77.3,11.1,105.25,14.7
97,Kendrick Perkins,NOP,A,MIN,2016-04-13,L,20,93.5,157.4,-64.0,20.0,0.5,17.6,4.3,33.3,14.3,35.3,28.6,38.1,27.5,110.31,1.2
98,Tyler Hansbrough,CHA,H,ORL,2016-04-13,W,12,114.8,92.3,22.5,10.0,1.0,12.5,0.0,6.7,4.3,12.5,66.7,70.9,25.0,106.0,9.4
99,Greg Monroe,MIL,H,IND,2016-04-13,L,13,100.0,128.6,-28.6,12.5,1.0,16.7,0.0,20.0,8.3,16.7,66.7,81.0,16.1,107.09,13.8
100,JJ Hickson,WAS,H,ATL,2016-04-13,W,19,77.3,104.7,-27.4,10.0,1.0,7.7,21.7,26.9,24.5,7.7,28.6,28.5,24.0,108.38,6.4
101,Thabo Sefolosha,ATL,A,WAS,2016-04-13,L,24,94.6,71.4,23.2,10.5,2.0,22.2,3.7,18.2,11.7,11.1,0.0,0.0,11.1,111.15,2.1
102,Marcus Smart,BOS,H,MIA,2016-04-13,W,23,95.7,102.2,-6.6,0.0,0.0,0.0,0.0,8.7,4.3,16.7,0.0,0.0,11.5,93.53,-6.3
103,Rodney Hood,UTA,A,LAL,2016-04-13,L,18,82.4,127.8,-45.4,33.3,3.0,27.3,4.5,5.6,5.0,9.1,28.6,28.6,21.1,92.99,3.5
104,Andrew Nicholson,ORL,A,CHA,2016-04-13,L,4,66.7,90.0,-23.3,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,122.14,-6.7
105,Markel Brown,BKN,H,TOR,2016-04-13,L,32,110.2,123.0,-12.8,0.0,0.0,0.0,0.0,16.7,8.6,6.7,32.1,32.1,23.1,91.37,2.9
106,Rashad Vaughn,MIL,H,IND,2016-04-13,L,36,98.7,89.3,9.3,7.7,2.0,11.8,2.9,8.3,5.7,5.9,35.7,35.7,18.5,101.08,2.3
107,Paul Millsap,ATL,A,WAS,2016-04-13,L,31,74.3,102.8,-28.5,7.1,0.25,4.5,11.8,20.0,15.9,18.2,28.6,39.1,27.3,108.75,8.2
108,Stanley Johnson,DET,A,CLE,2016-04-13,W,32,85.9,118.5,-32.5,15.4,2.0,10.5,5.4,18.8,11.6,5.3,32.1,38.1,23.9,98.17,6.6
109,Otto Porter Jr.,WAS,H,ATL,2016-04-13,W,22,105.7,80.8,24.9,5.0,0.0,12.5,0.0,14.3,6.1,0.0,28.6,33.6,11.5,112.33,8.0
110,Devin Booker,PHX,H,LAC,2016-04-13,W,27,100.0,79.7,20.3,11.1,0.4,9.1,0.0,5.6,3.0,22.7,35.7,40.3,28.6,106.97,0.6
111,JaKarr Sampson,DEN,A,POR,2016-04-13,L,9,110.5,105.3,5.3,0.0,0.0,0.0,10.0,0.0,4.8,0.0,0.0,0.0,8.0,106.67,-4.6
112,Wesley Matthews,DAL,H,SAS,2016-04-13,L,40,113.0,102.6,10.4,12.0,3.0,16.7,2.6,9.1,5.6,5.6,39.3,39.3,17.0,91.42,5.4
113,Cory Joseph,TOR,A,BKN,2016-04-13,W,18,130.3,106.1,24.2,18.8,1.5,27.3,5.9,31.3,18.2,18.2,20.0,17.0,20.5,89.49,5.7
114,Matt Barnes,MEM,A,GSW,2016-04-13,L,32,110.6,131.3,-20.7,20.7,3.0,30.0,5.3,25.9,13.8,10.0,18.2,24.4,17.5,100.69,5.1
115,Josh McRoberts,MIA,A,BOS,2016-04-13,L,16,86.2,79.3,6.9,9.1,0.0,14.3,5.6,17.6,11.4,0.0,16.7,16.7,17.6,88.1,8.5
116,James Michael McAdoo,GSW,H,MEM,2016-04-13,W,3,50.0,33.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,98.18,-50.0
117,Kemba Walker,CHA,H,ORL,2016-04-13,W,18,135.1,91.9,43.2,42.1,0.0,57.1,0.0,5.0,2.6,0.0,16.7,16.7,14.6,99.87,5.6
118,Luc Mbah a Moute,LAC,A,PHX,2016-04-13,L,10,38.1,76.2,-38.1,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,8.7,106.29,-15.4
119,Wayne Ellington,BKN,H,TOR,2016-04-13,L,17,93.9,80.0,13.9,33.3,0.0,36.4,0.0,5.3,2.6,0.0,16.7,34.2,19.4,98.51,5.2
120,Pat Connaughton,POR,H,DEN,2016-04-13,W,29,107.0,94.7,12.3,4.5,1.0,12.5,10.0,12.5,11.4,12.5,25.0,25.0,10.0,95.06,2.8
121,Devyn Marble,ORL,A,CHA,2016-04-13,L,20,95.6,97.9,-2.3,12.5,0.0,22.2,0.0,28.6,13.6,0.0,16.7,14.5,14.9,108.24,2.4
122,Anderson Varejao,GSW,H,MEM,2016-04-13,W,2,75.0,66.7,8.3,0.0,0.0,0.0,50.0,33.3,42.9,0.0,0.0,0.0,33.3,86.9,0.0
123,Tristan Thompson,CLE,H,DET,2016-04-13,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,100.0
124,Sasha Kaun,CLE,H,DET,2016-04-13,L,23,104.5,93.2,11.4,0.0,0.0,0.0,7.4,11.5,9.4,0.0,16.7,16.7,11.3,91.79,4.2
125,Greg Smith,MIN,H,NOP,2016-04-13,W,6,113.3,140.0,-26.7,0.0,0.0,0.0,0.0,20.0,11.1,100.0,0.0,0.0,6.7,113.39,0.0
126,Ryan Kelly,LAL,H,UTA,2016-04-13,W,2,100.0,125.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.79,0.0
127,Dwight Powell,DAL,H,SAS,2016-04-13,L,3,62.5,100.0,-37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.95,28.6
128,Drew Gooden,WAS,H,ATL,2016-04-13,W,2,16.7,66.7,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8,12.5,118.36,-100.0
129,Khris Middleton,MIL,H,IND,2016-04-13,L,8,94.1,144.4,-50.3,33.3,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,108.39,-5.0
130,James Ennis III,NOP,A,MIN,2016-04-13,L,40,109.3,126.4,-17.1,0.0,0.0,0.0,2.4,3.3,2.8,0.0,70.0,70.0,20.6,104.23,8.3
131,Jeff Teague,ATL,A,WAS,2016-04-13,L,27,77.8,109.5,-31.7,50.0,1.0,22.7,0.0,6.5,3.4,22.7,63.6,67.3,24.6,110.27,11.4
132,Chris Andersen,MEM,A,GSW,2016-04-13,L,8,129.4,141.2,-11.8,0.0,0.0,0.0,0.0,10.0,5.6,0.0,0.0,0.0,0.0,101.37,2.0
133,Dante Cunningham,NOP,A,MIN,2016-04-13,L,35,100.0,135.5,-35.5,9.5,2.0,10.5,0.0,0.0,0.0,5.3,50.0,53.9,20.5,103.89,3.3
134,Dahntay Jones,CLE,H,DET,2016-04-13,L,42,110.1,108.6,1.5,6.7,0.0,12.5,2.4,9.5,6.0,0.0,46.4,46.4,15.6,90.67,4.7
135,Jorge Gutierrez,CHA,H,ORL,2016-04-13,W,18,107.7,97.3,10.4,28.6,4.0,36.4,0.0,18.2,11.4,9.1,33.3,33.3,17.5,102.38,9.0
136,Kris Humphries,ATL,A,WAS,2016-04-13,L,11,88.5,80.0,8.5,16.7,0.0,20.0,7.1,16.7,11.5,0.0,33.3,38.7,13.3,110.25,16.9
137,Ish Smith,PHI,A,CHI,2016-04-13,L,38,101.3,124.7,-23.4,34.8,2.67,33.3,0.0,12.5,6.4,12.5,38.5,38.5,19.5,99.02,3.8
138,Jared Sullinger,BOS,H,MIA,2016-04-13,W,23,109.5,102.4,7.1,5.9,1.0,8.3,12.5,0.0,6.0,8.3,30.0,30.0,22.0,86.73,1.3
139,Nerlens Noel,PHI,A,CHI,2016-04-13,L,33,100.0,117.6,-17.6,9.5,2.0,14.3,3.0,15.6,9.2,7.1,30.0,32.2,17.1,99.34,3.7
140,Willie Cauley-Stein,SAC,A,HOU,2016-04-13,L,31,69.6,123.2,-53.6,17.6,1.5,20.0,8.1,13.5,10.8,13.3,30.0,30.0,15.6,105.7,3.3
141,Corey Brewer,HOU,H,SAC,2016-04-13,W,18,135.1,74.4,60.8,5.6,0.5,16.7,0.0,0.0,0.0,33.3,33.3,33.3,12.2,102.95,-4.1
142,Dirk Nowitzki,DAL,H,SAS,2016-04-13,L,34,98.5,104.6,-6.1,5.6,1.0,4.2,8.8,12.1,10.4,4.2,32.4,44.4,31.1,93.03,8.7
143,Patrick Patterson,TOR,A,BKN,2016-04-13,W,15,136.7,114.3,22.4,7.7,0.0,16.7,5.3,13.3,8.8,0.0,50.0,50.0,13.2,91.85,7.6
144,Frank Kaminsky,CHA,H,ORL,2016-04-13,W,20,102.3,93.0,9.2,5.3,1.0,12.5,0.0,9.1,5.3,12.5,20.0,25.5,15.6,103.28,0.0
145,Kelly Olynyk,BOS,H,MIA,2016-04-13,W,18,114.7,71.4,43.3,27.3,0.0,23.1,0.0,5.6,2.7,0.0,44.4,53.3,25.6,90.0,26.4
146,Maurice Harkless,POR,H,DEN,2016-04-13,W,18,100.0,95.1,4.9,6.3,0.0,16.7,4.5,0.0,2.4,0.0,30.0,30.0,10.9,108.13,-0.7
147,James Jones,CLE,H,DET,2016-04-13,L,36,103.0,104.3,-1.3,3.8,0.33,7.1,2.6,11.8,6.8,21.4,45.0,45.0,16.9,90.63,1.7
148,Elfrid Payton,ORL,A,CHA,2016-04-13,L,25,107.8,115.4,-7.5,31.8,3.5,46.7,4.0,13.0,8.3,13.3,20.0,17.0,14.3,99.74,3.7
